gen, ranking_float_uniform_best, ranking_float_uniform_ave
3028,   0.7871, 0.694785
3029,   0.7871, 0.699857
3030,   0.7871, 0.699178
3031,   0.7871, 0.697208
3032,   0.7871,   0.6975
3033,   0.7871, 0.699556
3034,   0.7871,   0.6984
3035,   0.7871, 0.693893
3036,   0.7871, 0.695738
3037,   0.7871, 0.699373
3038,   0.7871, 0.698064
3039,   0.7875, 0.698937
3040,   0.7875, 0.703686
3041,   0.7875, 0.698878
3042,   0.7875, 0.695314
3043,   0.7875,  0.69291
3044,   0.7875, 0.688938
3045,   0.7875, 0.700907
3046,   0.7875, 0.697625
3047,   0.7875, 0.699887
3048,   0.7875, 0.701832
3049,   0.7875, 0.707201
3050,   0.7875, 0.707123
3051,   0.7875, 0.699565
3052,   0.7875, 0.701464
3053,   0.7875, 0.704473
3054,   0.7875, 0.696047
3055,   0.7875, 0.697843
3056,   0.7875, 0.699227
3057,   0.7875, 0.702739
3058,   0.7875, 0.702031
3059,   0.7875, 0.701488
3060,   0.7875, 0.698943
3061,   0.7875, 0.690629
3062,   0.7875, 0.694628
3063,   0.7875, 0.691419
3064,   0.7875,  0.69348
3065,   0.7875, 0.695985
3066,   0.7875, 0.694126
3067,   0.7875,  0.69746
3068,   0.7875, 0.701938
3069,   0.7875, 0.699708
3070,   0.7875, 0.695913
3071,   0.7875, 0.695689
3072,   0.7875, 0.697995
3073,   0.7875, 0.702065
3074,   0.7875, 0.703785
3075,   0.7875, 0.697585
3076,   0.7875, 0.701114
3077,   0.7875, 0.693578
3078,   0.7875, 0.693699
3079,   0.7875, 0.699225
3080,   0.7875, 0.694217
3081,   0.7875, 0.703089
3082,   0.7875, 0.694731
3083,   0.7875, 0.691526
3084,   0.7875, 0.696242
3085,   0.7875, 0.701368
3086,   0.7875, 0.705169
3087,   0.7875, 0.705196
3088,   0.7875, 0.703022
3089,   0.7875, 0.696767
3090,   0.7875, 0.696342
3091,   0.7875, 0.701169
3092,   0.7875, 0.697686
3093,   0.7875, 0.704039
3094,   0.7875, 0.696366
3095,   0.7875, 0.699178
3096,   0.7875, 0.697786
3097,   0.7875, 0.700121
3098,   0.7875, 0.694252
3099,   0.7875, 0.698499
3100,   0.7875, 0.698155
3101,   0.7875, 0.697901
3102,   0.7875, 0.692292
3103,   0.7875, 0.698205
3104,   0.7875, 0.698581
3105,   0.7875, 0.698147
3106,   0.7875, 0.696018
3107,   0.7875, 0.694532
3108,   0.7875,  0.69767
3109,   0.7875, 0.694071
3110,   0.7875, 0.697874
3111,   0.7875, 0.692673
3112,   0.7875, 0.697091
3113,   0.7875, 0.704827
3114,   0.7875, 0.699107
3115,   0.7875, 0.690478
3116,   0.7875,  0.69574
3117,   0.7875, 0.690078
3118,   0.7875, 0.697858
3119,   0.7875, 0.697169
3120,   0.7875, 0.697011
3121,   0.7875,   0.6985
3122,   0.7875, 0.699231
3123,   0.7875, 0.696991
3124,   0.7875, 0.697169
3125,   0.7875,  0.70176
3126,   0.7875, 0.698415
3127,   0.7875, 0.700869
3128,   0.7875,  0.69543
3129,   0.7875,  0.69057
3130,   0.7875, 0.693981
3131,   0.7875, 0.695794
3132,   0.7875, 0.691086
3133,   0.7875, 0.696192
3134,   0.7875,  0.69985
3135,   0.7875, 0.694121
3136,   0.7875, 0.700353
3137,   0.7875, 0.697667
3138,   0.7875, 0.698147
3139,   0.7875, 0.699428
3140,   0.7875,  0.69853
3141,   0.7875, 0.698753
3142,   0.7875, 0.695199
3143,   0.7875, 0.698991
3144,   0.7875, 0.692255
3145,   0.7875, 0.700989
3146,   0.7875, 0.698663
3147,   0.7875, 0.694875
3148,   0.7875, 0.697909
3149,   0.7875,  0.69921
3150,   0.7875, 0.695716
3151,   0.7875, 0.696562
3152,   0.7875, 0.701646
3153,   0.7875, 0.698957
3154,   0.7878, 0.698815
3155,   0.7878, 0.699026
3156,   0.7878, 0.695236
3157,   0.7878, 0.695746
3158,   0.7878, 0.692402
3159,   0.7878, 0.691376
3160,   0.7878, 0.692619
3161,   0.7878, 0.699414
3162,   0.7878, 0.696835
3163,   0.7878, 0.702677
3164,   0.7878, 0.704542
3165,   0.7878, 0.698018
3166,   0.7878, 0.697265
3167,   0.7878, 0.694821
3168,   0.7878,  0.68823
3169,   0.7878, 0.691876
3170,   0.7878,  0.70068
3171,   0.7878, 0.697435
3172,   0.7878, 0.706161
3173,   0.7878, 0.699082
3174,   0.7878, 0.695138
3175,   0.7878, 0.689669
3176,   0.7878, 0.690122
3177,   0.7878, 0.695977
3178,   0.7878, 0.697433
3179,   0.7878, 0.698744
3180,   0.7878, 0.694566
3181,   0.7878, 0.697636
3182,   0.7878, 0.695271
3183,   0.7878, 0.697181
3184,   0.7878, 0.692478
3185,   0.7878, 0.694997
3186,   0.7878, 0.697384
3187,   0.7878, 0.691628
3188,   0.7878, 0.698611
3189,   0.7878, 0.694597
3190,   0.7878, 0.690679
3191,   0.7878, 0.692488
3192,   0.7878, 0.694075
3193,   0.7878, 0.696162
3194,   0.7878, 0.699939
3195,   0.7878, 0.697485
3196,   0.7878, 0.697676
3197,   0.7878, 0.700792
3198,   0.7878, 0.700287
3199,   0.7878, 0.696993
3200,   0.7878,  0.69812
3201,   0.7878, 0.700334
3202,   0.7878, 0.700909
3203,   0.7878, 0.694023
3204,   0.7878, 0.696051
3205,   0.7878, 0.694855
3206,   0.7878, 0.693793
3207,   0.7878, 0.695687
3208,   0.7878, 0.697631
3209,   0.7878, 0.701286
3210,   0.7878, 0.696674
3211,   0.7878, 0.701673
3212,   0.7878,  0.70133
3213,   0.7878, 0.703072
3214,   0.7878,  0.69953
3215,   0.7878, 0.692038
3216,   0.7878, 0.691825
3217,   0.7878, 0.694766
3218,   0.7878,  0.69417
3219,   0.7878,  0.69233
3220,   0.7878, 0.697629
3221,   0.7878, 0.694063
3222,   0.7878, 0.697244
3223,   0.7878, 0.698469
3224,   0.7878, 0.698712
3225,   0.7878, 0.696769
3226,   0.7878, 0.693482
3227,   0.7878, 0.697973
3228,   0.7878, 0.695605
3229,   0.7878, 0.694812
3230,   0.7878, 0.696318
3231,   0.7878,  0.70022
3232,   0.7878, 0.700029
3233,   0.7878, 0.695983
3234,   0.7878, 0.689082
3235,   0.7878, 0.698004
3236,   0.7878, 0.696675
3237,   0.7878, 0.699031
3238,   0.7878, 0.694386
3239,   0.7878, 0.696877
3240,   0.7878, 0.693774
3241,   0.7878, 0.694557
3242,   0.7878, 0.692429
3243,   0.7878, 0.694351
3244,   0.7878, 0.694459
3245,   0.7878, 0.694579
3246,   0.7878, 0.701612
3247,   0.7887, 0.700574
3248,   0.7887,  0.70368
3249,   0.7887, 0.701827
3250,   0.7887, 0.702523
3251,   0.7887, 0.699176
3252,   0.7887, 0.695458
3253,   0.7887, 0.699495
3254,   0.7887,  0.69228
3255,   0.7887, 0.693424
3256,   0.7887, 0.701446
3257,   0.7887, 0.693995
3258,   0.7887, 0.692739
3259,   0.7887, 0.693529
3260,   0.7887, 0.691958
3261,   0.7887, 0.696794
3262,   0.7887, 0.701131
3263,   0.7887, 0.695525
3264,   0.7887, 0.690556
3265,   0.7887, 0.694393
3266,   0.7887, 0.697049
3267,   0.7887, 0.692677
3268,   0.7887, 0.694575
3269,   0.7887, 0.695102
3270,   0.7887,  0.69268
3271,   0.7887, 0.694128
3272,   0.7887,  0.69505
3273,   0.7887, 0.694646
3274,   0.7887, 0.694149
3275,   0.7887, 0.701432
3276,   0.7887, 0.699921
3277,   0.7887, 0.700607
3278,   0.7887, 0.703626
3279,   0.7887, 0.703142
3280,   0.7887, 0.702264
3281,   0.7887, 0.689097
3282,   0.7887, 0.692797
3283,   0.7892, 0.688709
3284,   0.7892, 0.694955
3285,   0.7892, 0.693817
3286,   0.7892, 0.701015
3287,   0.7892, 0.700311
3288,   0.7892, 0.703321
3289,   0.7892, 0.700866
3290,   0.7892, 0.700305
3291,   0.7892, 0.698996
3292,   0.7892, 0.700822
3293,   0.7892, 0.696095
3294,   0.7892, 0.701322
3295,   0.7892,  0.70251
3296,   0.7892, 0.696579
3297,   0.7892, 0.689195
3298,   0.7892, 0.694002
3299,   0.7892, 0.701607
3300,   0.7892, 0.697124
3301,   0.7892, 0.699408
3302,   0.7892, 0.700231
3303,   0.7892,  0.70113
3304,   0.7892, 0.697944
3305,   0.7892, 0.698845
3306,   0.7892, 0.697084
3307,   0.7892, 0.698277
3308,   0.7892, 0.696478
3309,   0.7892,  0.69492
3310,   0.7892, 0.694809
3311,   0.7892, 0.696997
3312,   0.7892, 0.694717
3313,   0.7892, 0.695473
3314,   0.7892, 0.693173
3315,   0.7892, 0.693977
3316,   0.7892, 0.695071
3317,   0.7892, 0.697317
3318,   0.7892, 0.692844
3319,   0.7892, 0.696882
3320,   0.7892, 0.694275
3321,   0.7892, 0.694697
3322,   0.7892, 0.698557
3323,   0.7892, 0.704696
3324,   0.7892, 0.701706
3325,   0.7892, 0.698752
3326,   0.7892, 0.700162
3327,   0.7892, 0.699548
3328,   0.7892, 0.696407
3329,   0.7892,  0.69368
3330,   0.7892, 0.700081
3331,   0.7892, 0.704544
3332,   0.7892, 0.703225
3333,   0.7892, 0.698682
3334,   0.7892, 0.700131
3335,   0.7892, 0.702334
3336,   0.7892, 0.705192
3337,   0.7892, 0.704118
3338,   0.7892, 0.698603
3339,   0.7892, 0.703509
3340,   0.7892, 0.702115
3341,   0.7892, 0.693997
3342,   0.7892, 0.694669
3343,   0.7892, 0.695565
3344,   0.7892, 0.694479
3345,   0.7892, 0.695244
3346,   0.7892, 0.695875
3347,   0.7892, 0.694559
3348,   0.7892, 0.693423
3349,   0.7892, 0.691054
3350,   0.7892, 0.700329
3351,   0.7892, 0.699778
3352,   0.7892, 0.697344
3353,   0.7892, 0.695374
3354,   0.7892, 0.697005
3355,   0.7892, 0.702158
3356,   0.7892, 0.706373
3357,   0.7892, 0.695195
3358,   0.7892, 0.693285
3359,   0.7892, 0.695308
3360,   0.7892, 0.689297
3361,   0.7892, 0.696413
3362,   0.7892, 0.698145
3363,   0.7892, 0.695911
3364,   0.7892, 0.701216
3365,   0.7892, 0.702358
3366,   0.7892, 0.697833
3367,   0.7892, 0.696944
3368,   0.7892, 0.701129
3369,   0.7892, 0.702078
3370,   0.7892, 0.702216
3371,   0.7892,  0.70309
3372,   0.7892, 0.695928
3373,   0.7892, 0.697593
3374,   0.7892, 0.695052
3375,   0.7892, 0.701281
3376,   0.7892, 0.700932
3377,   0.7892, 0.697093
3378,   0.7892, 0.693224
3379,   0.7892, 0.698928
3380,   0.7892,  0.70062
3381,   0.7892, 0.700408
3382,   0.7892, 0.705084
3383,   0.7892, 0.706316
3384,   0.7892, 0.699159
3385,   0.7892, 0.698802
3386,   0.7892, 0.696325
3387,   0.7892, 0.694256
3388,   0.7892, 0.691745
3389,   0.7892, 0.696342
3390,   0.7892, 0.690177
3391,   0.7892, 0.694187
3392,   0.7892, 0.694961
3393,   0.7892, 0.701173
3394,   0.7892, 0.697878
3395,   0.7892, 0.696899
3396,   0.7892,  0.69514
3397,   0.7892,  0.69291
3398,   0.7892, 0.690602
3399,   0.7892, 0.695421
3400,   0.7892, 0.694693
3401,   0.7892, 0.692097
3402,   0.7892, 0.694965
3403,   0.7892, 0.694546
3404,   0.7892, 0.695591
3405,   0.7892, 0.700521
3406,   0.7892, 0.694425
3407,   0.7892, 0.697412
3408,   0.7892, 0.695554
3409,   0.7892, 0.699337
3410,   0.7892, 0.699038
3411,   0.7892, 0.702211
3412,   0.7892, 0.703121
3413,   0.7892, 0.702813
3414,   0.7892, 0.701459
3415,   0.7892, 0.702012
3416,   0.7892, 0.703006
3417,   0.7892, 0.698484
3418,   0.7892, 0.698032
3419,   0.7892, 0.703936
3420,   0.7892, 0.698266
3421,   0.7892, 0.699423
3422,   0.7892, 0.705164
3423,   0.7892,  0.70305
3424,   0.7892, 0.702932
3425,   0.7892, 0.702375
3426,   0.7892, 0.695729
3427,   0.7892, 0.693714
3428,   0.7892, 0.691865
3429,   0.7892, 0.694379
3430,   0.7892, 0.699242
3431,   0.7892, 0.700172
3432,   0.7892, 0.692763
3433,   0.7892, 0.694686
3434,   0.7892,   0.6994
3435,   0.7892, 0.692077
3436,   0.7892, 0.693016
3437,   0.7892, 0.696066
3438,   0.7892, 0.697408
3439,   0.7892, 0.696874
3440,   0.7892, 0.695674
3441,   0.7892, 0.694298
3442,   0.7892, 0.696918
3443,   0.7892, 0.696862
3444,   0.7892,  0.69859
3445,   0.7892,  0.69554
3446,   0.7892, 0.693662
3447,   0.7892, 0.687742
3448,   0.7892, 0.698431
3449,   0.7892, 0.694279
3450,   0.7892, 0.699414
3451,   0.7892, 0.702299
3452,   0.7892, 0.693227
3453,   0.7892, 0.700941
3454,   0.7892, 0.696585
3455,   0.7892, 0.692328
3456,   0.7892, 0.691849
3457,   0.7892, 0.701119
3458,   0.7892, 0.696394
3459,   0.7892, 0.697638
3460,   0.7892, 0.698527
3461,   0.7892, 0.699072
3462,   0.7892,  0.69461
3463,   0.7892, 0.696837
3464,   0.7892, 0.693238
3465,   0.7892, 0.695558
3466,   0.7892, 0.699063
3467,   0.7892, 0.704008
3468,   0.7892, 0.701397
3469,   0.7892, 0.699664
3470,   0.7892, 0.700323
3471,   0.7892, 0.695286
3472,   0.7892, 0.691153
3473,   0.7892, 0.698218
3474,   0.7892, 0.693509
3475,   0.7892, 0.693184
3476,   0.7892, 0.694814
3477,   0.7892, 0.701701
3478,   0.7892, 0.702048
3479,   0.7892, 0.696748
3480,   0.7892, 0.703873
3481,   0.7892, 0.704532
3482,   0.7892, 0.697855
3483,   0.7892,  0.69773
3484,   0.7892, 0.692092
3485,   0.7892, 0.693375
3486,   0.7892, 0.701671
3487,   0.7892, 0.696462
3488,   0.7892, 0.697503
3489,   0.7892, 0.696297
3490,   0.7892, 0.694733
3491,   0.7892, 0.694495
3492,   0.7892, 0.700321
3493,   0.7892, 0.694533
3494,   0.7892, 0.698509
3495,   0.7892, 0.693777
3496,   0.7892, 0.697671
3497,   0.7892, 0.701307
3498,   0.7892, 0.706279
3499,   0.7892, 0.707299
3500,   0.7892, 0.696403
3501,   0.7892, 0.696964
3502,   0.7892, 0.700702
3503,   0.7892, 0.695497
3504,   0.7892, 0.699142
3505,   0.7892, 0.698783
3506,   0.7892, 0.702084
3507,   0.7892, 0.701527
3508,   0.7892, 0.698178
3509,   0.7892, 0.694621
3510,   0.7892, 0.697068
3511,   0.7892, 0.698099
3512,   0.7892, 0.698796
3513,   0.7892, 0.695052
3514,   0.7892, 0.695319
3515,   0.7892, 0.697362
3516,   0.7892, 0.701051
3517,   0.7892, 0.706751
3518,   0.7892, 0.702152
3519,   0.7892, 0.702492
3520,   0.7892, 0.700832
3521,   0.7892, 0.694549
3522,   0.7892, 0.697292
3523,   0.7892, 0.693208
3524,   0.7892, 0.692233
3525,   0.7892, 0.699966
3526,   0.7892, 0.699219
3527,   0.7892, 0.698758
3528,   0.7892, 0.694476
3529,   0.7892, 0.691217
3530,   0.7892, 0.693864
3531,   0.7892, 0.693771
3532,   0.7892, 0.699958
3533,   0.7892, 0.696894
3534,   0.7892, 0.700337
3535,   0.7892, 0.708411
3536,   0.7892, 0.702061
3537,   0.7892, 0.704522
3538,   0.7892, 0.704678
3539,   0.7892, 0.702312
3540,   0.7892, 0.703881
3541,   0.7892, 0.702725
3542,   0.7892, 0.701946
3543,   0.7892, 0.697011
3544,   0.7892, 0.691436
3545,   0.7892, 0.692581
3546,   0.7892, 0.696939
3547,   0.7892, 0.701301
3548,   0.7892, 0.700433
3549,   0.7892, 0.691691
3550,   0.7892, 0.698381
3551,   0.7892, 0.693625
3552,   0.7892, 0.694831
3553,   0.7892, 0.688663
3554,   0.7892, 0.698151
3555,   0.7892, 0.701981
3556,   0.7892, 0.694155
3557,   0.7892,  0.69141
3558,   0.7892, 0.695271
3559,   0.7892, 0.694073
3560,   0.7892, 0.696221
3561,   0.7892, 0.705017
3562,   0.7892, 0.704627
3563,   0.7892, 0.703761
3564,   0.7892, 0.698257
3565,   0.7892, 0.701441
3566,   0.7892, 0.697663
3567,   0.7892, 0.695194
3568,   0.7892,  0.69731
3569,   0.7892, 0.702985
3570,   0.7892, 0.699249
3571,   0.7892, 0.699598
3572,   0.7892, 0.697244
3573,   0.7892, 0.690574
3574,   0.7892, 0.692816
3575,   0.7892, 0.699521
3576,   0.7892, 0.704151
3577,   0.7892, 0.702438
3578,   0.7892, 0.699651
3579,   0.7892, 0.698795
3580,   0.7892, 0.697363
3581,   0.7892, 0.692152
3582,   0.7892, 0.696904
3583,   0.7892, 0.699281
3584,   0.7892, 0.695813
3585,   0.7892,  0.69401
3586,   0.7892, 0.692307
3587,   0.7892, 0.694852
3588,   0.7892, 0.700683
3589,   0.7892,   0.7012
3590,   0.7892, 0.698045
3591,   0.7892, 0.695344
3592,   0.7892, 0.698752
3593,   0.7892, 0.694101
3594,   0.7892, 0.697976
3595,   0.7892, 0.690243
3596,   0.7892, 0.698386
3597,   0.7892, 0.697205
3598,   0.7892, 0.696946
3599,   0.7892, 0.697353
3600,   0.7892, 0.698775
3601,   0.7892,  0.70416
3602,   0.7892, 0.700815
3603,   0.7892, 0.701285
3604,   0.7892, 0.699955
3605,   0.7892, 0.693275
3606,   0.7892, 0.694787
3607,   0.7892, 0.692166
3608,   0.7892, 0.692209
3609,   0.7892, 0.701809
3610,   0.7892,  0.70134
3611,   0.7892, 0.693716
3612,   0.7892,  0.69404
3613,   0.7895, 0.699565
3614,   0.7895, 0.704351
3615,   0.7895, 0.699907
3616,   0.7895, 0.695488
3617,   0.7895, 0.696955
3618,   0.7895, 0.698815
3619,   0.7895, 0.692788
3620,   0.7895, 0.699181
3621,   0.7895, 0.704646
3622,   0.7895, 0.703102
3623,   0.7895, 0.704526
3624,   0.7895, 0.701246
3625,   0.7895, 0.700427
3626,   0.7895, 0.701649
3627,   0.7895, 0.698063
3628,   0.7895, 0.693704
3629,   0.7895, 0.693628
3630,   0.7895, 0.695517
3631,   0.7895, 0.695146
3632,   0.7895, 0.699583
3633,   0.7895, 0.697569
3634,   0.7895, 0.695707
3635,   0.7895,  0.69238
3636,   0.7895, 0.700864
3637,   0.7895, 0.700764
3638,   0.7895, 0.698541
3639,   0.7895, 0.699047
3640,   0.7895, 0.696364
3641,   0.7895, 0.698394
3642,   0.7895, 0.692978
3643,   0.7895, 0.703892
3644,   0.7895, 0.702173
3645,   0.7895, 0.697458
3646,   0.7895, 0.696353
3647,   0.7897, 0.700032
3648,   0.7897, 0.692948
3649,   0.7897, 0.698301
3650,   0.7897, 0.692304
3651,   0.7897, 0.699749
3652,   0.7897, 0.703238
3653,   0.7897, 0.699987
3654,   0.7897, 0.698663
3655,   0.7897, 0.695343
3656,   0.7897, 0.700213
3657,   0.7897, 0.700112
3658,   0.7897, 0.702281
3659,   0.7897, 0.699895
3660,   0.7897, 0.700458
3661,   0.7897, 0.700998
3662,   0.7897, 0.703243
3663,   0.7897, 0.704176
3664,   0.7897, 0.701315
3665,   0.7897, 0.698916
3666,   0.7897, 0.693322
3667,   0.7897, 0.697129
3668,   0.7897, 0.698186
3669,   0.7897, 0.696909
3670,   0.7897, 0.698889
3671,   0.7897, 0.699507
3672,   0.7897, 0.698285
3673,   0.7897, 0.703261
3674,   0.7897, 0.694879
3675,   0.7897, 0.691359
3676,   0.7897, 0.698506
3677,   0.7897, 0.701689
3678,   0.7897, 0.700312
3679,   0.7897, 0.703394
3680,   0.7897, 0.707236
3681,   0.7897, 0.695709
3682,   0.7897, 0.698525
3683,   0.7897, 0.701259
3684,   0.7897, 0.700549
3685,   0.7897, 0.702599
3686,   0.7897, 0.696334
3687,   0.7897, 0.691832
3688,   0.7897,  0.69801
3689,   0.7897, 0.699733
3690,   0.7897, 0.703964
3691,   0.7897, 0.699963
3692,   0.7897, 0.699227
3693,   0.7897, 0.696215
3694,   0.7897, 0.695715
3695,   0.7897,  0.69916
3696,   0.7897, 0.697213
3697,   0.7897, 0.699966
3698,   0.7897, 0.702015
3699,   0.7897, 0.706332
3700,   0.7897, 0.702787
3701,   0.7897, 0.695994
3702,   0.7897, 0.700941
3703,   0.7897, 0.701236
3704,   0.7897, 0.703104
3705,   0.7897, 0.696793
3706,   0.7897, 0.697268
3707,   0.7897, 0.700952
3708,   0.7897, 0.706382
3709,   0.7897, 0.700887
3710,   0.7897, 0.704858
3711,   0.7897, 0.700614
3712,   0.7897, 0.696926
3713,   0.7897, 0.697436
3714,   0.7897, 0.701666
3715,   0.7897, 0.695588
3716,   0.7897, 0.697173
3717,   0.7897, 0.696123
3718,   0.7897, 0.695684
3719,   0.7897, 0.697532
3720,   0.7897, 0.698035
3721,   0.7897, 0.696217
3722,   0.7897, 0.702738
3723,   0.7897, 0.700976
3724,   0.7897, 0.702165
3725,   0.7897, 0.699317
3726,   0.7897, 0.696632
3727,   0.7897, 0.695184
3728,   0.7897, 0.695278
3729,   0.7897, 0.694918
3730,   0.7897, 0.700476
3731,   0.7897, 0.696319
3732,   0.7897, 0.698416
3733,   0.7897, 0.692966
3734,   0.7897, 0.695946
3735,   0.7897,  0.70237
3736,   0.7897, 0.698507
3737,   0.7897, 0.694532
3738,   0.7897, 0.694634
3739,   0.7897, 0.703439
3740,   0.7897,  0.69782
3741,   0.7897, 0.695358
3742,   0.7897, 0.701711
3743,   0.7897, 0.704073
3744,   0.7897,  0.69873
3745,   0.7897, 0.697384
3746,   0.7897, 0.705131
3747,   0.7897, 0.705478
3748,   0.7897, 0.700907
3749,   0.7897, 0.698361
3750,   0.7897, 0.700231
3751,   0.7897, 0.697875
3752,   0.7897, 0.697849
3753,   0.7897, 0.701987
3754,   0.7897, 0.702596
3755,   0.7897, 0.695024
3756,   0.7897,  0.70013
3757,   0.7897,  0.69637
3758,   0.7897, 0.698869
3759,   0.7897, 0.701433
3760,   0.7897, 0.697147
3761,   0.7897, 0.693407
3762,   0.7897, 0.697781
3763,   0.7897, 0.701035
3764,   0.7897, 0.701656
3765,   0.7897, 0.707457
3766,   0.7897,  0.70656
3767,   0.7897, 0.701522
3768,   0.7897, 0.697138
3769,   0.7897, 0.699879
3770,   0.7897, 0.697314
3771,   0.7897, 0.702562
3772,   0.7897, 0.695228
3773,   0.7897,  0.69603
3774,   0.7897, 0.690236
3775,   0.7897, 0.695129
3776,   0.7897, 0.694514
3777,   0.7897, 0.696954
3778,   0.7897, 0.694585
3779,   0.7897, 0.696864
3780,   0.7897, 0.699088
3781,   0.7897, 0.694157
3782,   0.7897, 0.698471
3783,   0.7897, 0.701545
3784,   0.7897, 0.699873
3785,   0.7897, 0.701147
3786,   0.7897, 0.704618
3787,   0.7897, 0.698828
3788,   0.7897, 0.701875
3789,   0.7897, 0.699811
3790,   0.7897, 0.702832
3791,   0.7897, 0.703615
3792,   0.7897, 0.704413
3793,   0.7897, 0.702227
3794,   0.7897, 0.701334
3795,   0.7897, 0.696836
3796,   0.7897, 0.699556
3797,   0.7897, 0.699517
3798,   0.7897, 0.704585
3799,   0.7897, 0.705272
3800,   0.7897,  0.70291
3801,   0.7897, 0.702119
3802,   0.7897, 0.700203
3803,   0.7897, 0.699228
3804,   0.7897, 0.698121
3805,   0.7897, 0.704507
3806,   0.7897, 0.704642
3807,   0.7897, 0.697465
3808,   0.7897, 0.704326
3809,   0.7897, 0.701996
3810,   0.7897,  0.69663
3811,   0.7897, 0.697192
3812,   0.7897, 0.696529
3813,   0.7897, 0.698811
3814,   0.7897, 0.697935
3815,   0.7897, 0.694819
3816,   0.7897,  0.69415
3817,   0.7897, 0.694528
3818,   0.7897, 0.694147
3819,   0.7897,   0.6924
3820,   0.7897, 0.701211
3821,   0.7897, 0.701348
3822,   0.7897, 0.695963
3823,   0.7897,  0.69492
3824,   0.7897, 0.694897
3825,   0.7897, 0.698651
3826,   0.7897, 0.699111
3827,   0.7897, 0.696178
3828,   0.7897, 0.694491
3829,   0.7897, 0.698237
3830,   0.7897,  0.70311
3831,   0.7897, 0.701833
3832,   0.7897, 0.703289
3833,   0.7897, 0.697599
3834,   0.7897, 0.694775
3835,   0.7897, 0.694557
3836,   0.7897, 0.701072
3837,   0.7897, 0.700954
3838,   0.7897, 0.696774
3839,   0.7897, 0.698016
3840,   0.7897, 0.698817
3841,   0.7897, 0.701177
3842,   0.7897, 0.703437
3843,   0.7897, 0.701164
3844,   0.7897, 0.700488
3845,   0.7897, 0.701676
3846,   0.7897, 0.700428
3847,   0.7897, 0.694879
3848,   0.7897, 0.693366
3849,   0.7897, 0.694532
3850,   0.7897,  0.69905
3851,   0.7897, 0.693094
3852,   0.7897, 0.690159
3853,   0.7897, 0.696721
3854,   0.7897, 0.700262
3855,   0.7897,  0.70667
3856,   0.7897, 0.701092
3857,   0.7897, 0.696906
3858,   0.7897, 0.699146
3859,   0.7897, 0.698345
3860,   0.7897, 0.700271
3861,   0.7897,  0.69773
3862,   0.7897, 0.695862
3863,   0.7897, 0.697771
3864,   0.7897, 0.695824
3865,   0.7897, 0.693881
3866,   0.7897, 0.694126
3867,   0.7897, 0.697157
3868,   0.7897, 0.704939
3869,   0.7897, 0.700798
3870,   0.7897,   0.7003
3871,   0.7897, 0.695476
3872,   0.7897, 0.698428
3873,   0.7897,  0.70027
3874,   0.7897, 0.693931
3875,   0.7897, 0.694817
3876,   0.7897, 0.697658
3877,   0.7897, 0.699898
3878,   0.7897, 0.703193
3879,   0.7897, 0.699469
3880,   0.7897, 0.699326
3881,   0.7897, 0.697954
3882,   0.7897, 0.700484
3883,   0.7897,  0.70568
3884,   0.7897, 0.705087
3885,   0.7897, 0.697875
3886,   0.7897, 0.697258
3887,   0.7897, 0.700247
3888,   0.7897, 0.703892
3889,   0.7897, 0.700777
3890,   0.7897, 0.698673
3891,   0.7897, 0.696319
3892,   0.7897, 0.703852
3893,   0.7897,  0.69986
3894,   0.7897, 0.699975
3895,   0.7897, 0.698339
3896,   0.7897, 0.704019
3897,   0.7897, 0.699888
3898,   0.7897, 0.702448
3899,   0.7897, 0.698605
3900,   0.7897, 0.696937
3901,   0.7897, 0.700933
3902,   0.7897, 0.697599
3903,   0.7897, 0.700014
3904,   0.7897, 0.699465
3905,   0.7897, 0.698572
3906,   0.7897, 0.701262
3907,   0.7897, 0.700458
3908,   0.7897,  0.69917
3909,   0.7897,    0.698
3910,   0.7897, 0.696888
3911,   0.7897, 0.700775
3912,   0.7897, 0.698911
3913,   0.7897,  0.69017
3914,   0.7897, 0.695239
3915,   0.7897, 0.694158
3916,   0.7897, 0.693799
3917,   0.7897, 0.695135
3918,   0.7897,  0.69828
3919,   0.7897, 0.702031
3920,   0.7897, 0.699659
3921,   0.7897, 0.702188
3922,   0.7897, 0.699989
3923,   0.7897, 0.698695
3924,   0.7897,  0.69846
3925,   0.7897, 0.702998
3926,   0.7897, 0.699416
3927,   0.7897, 0.702369
3928,   0.7897, 0.704779
3929,   0.7897, 0.700804
3930,   0.7897, 0.702308
3931,   0.7897, 0.697491
3932,   0.7897, 0.701745
3933,   0.7897, 0.702216
3934,   0.7897, 0.706862
3935,   0.7897,  0.70511
3936,   0.7897, 0.704668
3937,   0.7897, 0.704292
3938,   0.7897, 0.697635
3939,   0.7897, 0.696376
3940,   0.7897, 0.695192
3941,   0.7897, 0.697095
3942,   0.7897, 0.696123
3943,   0.7897,   0.7008
3944,   0.7897, 0.705216
3945,   0.7897, 0.702167
3946,   0.7897, 0.698698
3947,   0.7897, 0.699023
3948,   0.7897, 0.706661
3949,   0.7897, 0.703731
3950,   0.7897, 0.703498
3951,   0.7897, 0.700391
3952,   0.7897, 0.692033
3953,   0.7897,  0.69718
3954,   0.7897, 0.702704
3955,   0.7897, 0.702052
3956,   0.7897, 0.699069
3957,   0.7897, 0.695471
3958,   0.7897, 0.689451
