gen, ranking_float_uniform_best, ranking_float_uniform_ave
   1,   0.2046, 0.102435
   2,   0.2046, 0.100462
   3,   0.2188, 0.111173
   4,   0.2283, 0.113176
   5,   0.2441, 0.120843
   6,   0.2477, 0.127129
   7,   0.2477, 0.132785
   8,   0.3124, 0.149967
   9,   0.3124, 0.160939
  10,   0.3219, 0.172024
  11,   0.3219, 0.186679
  12,   0.3398, 0.208715
  13,   0.3476, 0.237912
  14,   0.3482, 0.264795
  15,   0.3607, 0.276836
  16,   0.3661, 0.289055
  17,    0.376, 0.298516
  18,    0.376, 0.303027
  19,   0.3864, 0.309921
  20,   0.3877, 0.317529
  21,    0.394, 0.321833
  22,   0.4083, 0.327044
  23,     0.41, 0.338155
  24,   0.4283, 0.341862
  25,   0.4283, 0.350315
  26,   0.4288, 0.357223
  27,   0.4316, 0.355424
  28,    0.438,  0.36579
  29,    0.438, 0.371195
  30,   0.4443, 0.374716
  31,   0.4443, 0.376612
  32,   0.4517, 0.376922
  33,   0.4536,  0.38151
  34,   0.4536, 0.384444
  35,   0.4598, 0.384373
  36,   0.4623, 0.385164
  37,     0.49, 0.390083
  38,     0.49, 0.392978
  39,     0.49, 0.393443
  40,     0.49, 0.394765
  41,     0.49, 0.400703
  42,     0.49, 0.406285
  43,   0.4929, 0.410301
  44,   0.4982, 0.423036
  45,   0.5063,  0.43589
  46,   0.5063,  0.43733
  47,   0.5076, 0.445862
  48,   0.5113, 0.447917
  49,   0.5136, 0.452354
  50,   0.5309, 0.449584
  51,   0.5309, 0.455498
  52,   0.5393, 0.459664
  53,   0.5393, 0.462005
  54,   0.5452, 0.463751
  55,   0.5492, 0.470803
  56,   0.5492, 0.475116
  57,    0.558,  0.48307
  58,   0.5669, 0.488084
  59,   0.5669, 0.487796
  60,   0.5724, 0.485821
  61,   0.5724, 0.493453
  62,   0.5737, 0.501209
  63,   0.5795,  0.50499
  64,   0.5795, 0.504372
  65,   0.5795, 0.504563
  66,   0.5824,  0.50488
  67,   0.5824, 0.506923
  68,   0.5853, 0.507405
  69,   0.5855, 0.506008
  70,   0.5938, 0.505417
  71,   0.5974, 0.506923
  72,   0.5993,  0.51211
  73,   0.5993, 0.520092
  74,   0.6156, 0.520989
  75,   0.6156, 0.521089
  76,   0.6157, 0.525812
  77,   0.6157, 0.522424
  78,   0.6219, 0.533367
  79,   0.6219, 0.536244
  80,   0.6228, 0.538943
  81,   0.6228, 0.540271
  82,   0.6283, 0.543788
  83,   0.6283, 0.539782
  84,   0.6283, 0.544022
  85,   0.6333, 0.546526
  86,   0.6358, 0.549258
  87,   0.6358, 0.549612
  88,   0.6358,   0.5509
  89,   0.6358, 0.547849
  90,   0.6362, 0.546791
  91,   0.6362, 0.548818
  92,   0.6362, 0.551932
  93,   0.6369, 0.554942
  94,   0.6371, 0.553026
  95,   0.6371, 0.556193
  96,   0.6371, 0.555725
  97,   0.6387, 0.559291
  98,   0.6437, 0.557254
  99,   0.6469, 0.553182
 100,   0.6469, 0.553723
 101,   0.6469, 0.556706
 102,   0.6469, 0.557585
 103,    0.652, 0.561697
 104,    0.652, 0.564206
 105,    0.652, 0.563726
 106,    0.652, 0.565196
 107,    0.652, 0.557518
 108,    0.652, 0.556439
 109,   0.6535, 0.564354
 110,   0.6567, 0.565469
 111,   0.6567,    0.569
 112,   0.6567, 0.566872
 113,   0.6567,  0.57491
 114,   0.6571,  0.57678
 115,   0.6649, 0.581999
 116,   0.6653, 0.585609
 117,   0.6653, 0.586467
 118,   0.6681, 0.589622
 119,   0.6701, 0.590527
 120,   0.6701, 0.591612
 121,   0.6701,  0.59115
 122,   0.6701, 0.588912
 123,   0.6701, 0.589665
 124,   0.6701, 0.594506
 125,   0.6748, 0.588935
 126,   0.6748, 0.587996
 127,   0.6775, 0.591653
 128,   0.6775, 0.594564
 129,   0.6775, 0.600937
 130,   0.6775, 0.598656
 131,   0.6794, 0.600511
 132,   0.6794,  0.59609
 133,   0.6808, 0.604645
 134,   0.6816, 0.601265
 135,   0.6816, 0.604391
 136,   0.6834,  0.61056
 137,   0.6834, 0.611658
 138,   0.6869, 0.611315
 139,   0.6869, 0.611172
 140,   0.6869, 0.608479
 141,    0.691, 0.605136
 142,    0.691, 0.610624
 143,    0.691, 0.610252
 144,    0.691, 0.610483
 145,    0.691, 0.613313
 146,    0.691, 0.610499
 147,   0.6946,  0.61133
 148,   0.6946, 0.609441
 149,   0.6946, 0.611531
 150,   0.6946, 0.618597
 151,   0.6946, 0.617482
 152,   0.6962, 0.616633
 153,   0.6962, 0.613245
 154,   0.6962, 0.610586
 155,   0.6993, 0.613993
 156,   0.6993, 0.616892
 157,   0.7024, 0.611771
 158,   0.7024, 0.616607
 159,   0.7024, 0.622423
 160,   0.7024, 0.621029
 161,   0.7024, 0.621524
 162,   0.7047, 0.621804
 163,   0.7047, 0.622794
 164,   0.7047, 0.623387
 165,   0.7047, 0.621217
 166,   0.7078, 0.619454
 167,   0.7078, 0.625391
 168,   0.7078, 0.624779
 169,   0.7078, 0.624995
 170,   0.7078, 0.627508
 171,   0.7078, 0.633907
 172,   0.7078, 0.629383
 173,   0.7078, 0.630674
 174,   0.7109, 0.631229
 175,   0.7109, 0.627589
 176,   0.7109, 0.628504
 177,   0.7109,  0.62665
 178,   0.7109, 0.627856
 179,   0.7109, 0.628992
 180,   0.7111, 0.631037
 181,   0.7111, 0.627277
 182,   0.7119, 0.631642
 183,   0.7119, 0.629007
 184,   0.7119, 0.632576
 185,   0.7119, 0.635095
 186,   0.7119, 0.639312
 187,   0.7119, 0.637261
 188,   0.7124, 0.641689
 189,   0.7148, 0.632803
 190,   0.7148, 0.632515
 191,   0.7148, 0.635773
 192,   0.7178, 0.644075
 193,   0.7178, 0.640359
 194,   0.7178, 0.640693
 195,   0.7178, 0.637775
 196,   0.7178, 0.639163
 197,   0.7178,  0.63952
 198,   0.7178, 0.639143
 199,   0.7178, 0.644495
 200,   0.7178,  0.64285
 201,   0.7201, 0.638351
 202,   0.7201, 0.640547
 203,   0.7201, 0.640766
 204,   0.7215, 0.640348
 205,   0.7215, 0.640408
 206,   0.7238, 0.637895
 207,   0.7238,  0.64124
 208,   0.7273, 0.642639
 209,   0.7273, 0.642445
 210,   0.7273, 0.645435
 211,   0.7273,  0.64422
 212,   0.7273, 0.645724
 213,   0.7273, 0.648432
 214,   0.7273, 0.645616
 215,   0.7273, 0.649915
 216,   0.7273, 0.645841
 217,   0.7273, 0.649077
 218,   0.7277, 0.646129
 219,   0.7277, 0.648435
 220,   0.7277, 0.648178
 221,   0.7277, 0.652145
 222,   0.7277, 0.653338
 223,   0.7294, 0.645712
 224,   0.7294, 0.655481
 225,   0.7294,  0.65524
 226,   0.7294, 0.654206
 227,   0.7305,    0.655
 228,   0.7305, 0.654442
 229,   0.7307, 0.654847
 230,   0.7307, 0.647922
 231,   0.7307, 0.650851
 232,   0.7307, 0.649166
 233,   0.7307, 0.649243
 234,   0.7307, 0.655997
 235,   0.7307, 0.652665
 236,   0.7307, 0.655143
 237,   0.7339, 0.657431
 238,   0.7339, 0.658162
 239,   0.7339,  0.65453
 240,   0.7339, 0.656369
 241,   0.7339, 0.653711
 242,   0.7339, 0.649337
 243,   0.7339, 0.655227
 244,   0.7339, 0.652512
 245,   0.7339, 0.652837
 246,   0.7339, 0.655801
 247,   0.7339, 0.657534
 248,   0.7339, 0.651708
 249,   0.7339, 0.652858
 250,   0.7339, 0.652173
 251,   0.7339, 0.657192
 252,   0.7339, 0.660099
 253,   0.7339,  0.65371
 254,   0.7339, 0.655258
 255,   0.7356, 0.653082
 256,   0.7356, 0.658536
 257,   0.7356, 0.653067
 258,   0.7356, 0.652556
 259,   0.7356, 0.653766
 260,   0.7356, 0.654208
 261,   0.7356, 0.654024
 262,   0.7356, 0.657081
 263,   0.7356, 0.656542
 264,   0.7356, 0.660919
 265,   0.7356,  0.65637
 266,   0.7362, 0.651509
 267,   0.7362, 0.654241
 268,   0.7362, 0.651813
 269,   0.7372, 0.652915
 270,   0.7372, 0.653322
 271,   0.7372, 0.652326
 272,   0.7372, 0.657144
 273,   0.7372, 0.657411
 274,   0.7372, 0.653958
 275,   0.7372, 0.653802
 276,   0.7372,  0.65379
 277,   0.7372,  0.65243
 278,   0.7376, 0.642344
 279,   0.7376, 0.647451
 280,    0.738, 0.648495
 281,    0.738,   0.6505
 282,    0.738, 0.648919
 283,    0.738, 0.655535
 284,    0.738, 0.655531
 285,    0.738, 0.657965
 286,   0.7388,  0.65567
 287,   0.7388, 0.653086
 288,   0.7388, 0.658957
 289,   0.7388, 0.652012
 290,   0.7388, 0.653194
 291,   0.7388, 0.651197
 292,   0.7388, 0.655419
 293,   0.7388, 0.655974
 294,   0.7388, 0.653518
 295,   0.7388, 0.648741
 296,   0.7388, 0.650273
 297,   0.7394, 0.655781
 298,   0.7394, 0.653485
 299,   0.7394, 0.658592
 300,   0.7394, 0.659887
 301,   0.7399, 0.660801
 302,   0.7399, 0.658622
 303,   0.7399,  0.65751
 304,   0.7399, 0.660026
 305,   0.7399, 0.660125
 306,   0.7399, 0.657275
 307,   0.7399,  0.65452
 308,   0.7399, 0.658423
 309,   0.7399, 0.657907
 310,   0.7408, 0.655933
 311,   0.7408, 0.661802
 312,   0.7408, 0.660819
 313,   0.7408, 0.660786
 314,   0.7408, 0.657776
 315,   0.7408, 0.656681
 316,   0.7408, 0.654742
 317,   0.7408, 0.650338
 318,   0.7408, 0.652632
 319,   0.7408, 0.655214
 320,   0.7408, 0.656706
 321,   0.7408, 0.656174
 322,   0.7408,  0.66191
 323,   0.7408, 0.654887
 324,   0.7408, 0.656392
 325,   0.7408, 0.652112
 326,   0.7408, 0.656805
 327,   0.7408,  0.66419
 328,   0.7408, 0.660399
 329,   0.7408, 0.657448
 330,   0.7408, 0.657575
 331,   0.7408, 0.657601
 332,   0.7408, 0.656452
 333,   0.7409, 0.657963
 334,   0.7409, 0.657843
 335,   0.7409, 0.659814
 336,   0.7409, 0.658728
 337,   0.7409, 0.661089
 338,   0.7409, 0.662424
 339,   0.7409, 0.653553
 340,   0.7409, 0.661535
 341,   0.7409, 0.656208
 342,   0.7425, 0.664905
 343,   0.7425, 0.656663
 344,   0.7425, 0.655972
 345,   0.7425, 0.650557
 346,   0.7425, 0.651247
 347,   0.7425, 0.659079
 348,   0.7425, 0.655854
 349,   0.7425, 0.661269
 350,   0.7425, 0.660599
 351,   0.7425, 0.657009
 352,   0.7425, 0.658595
 353,    0.745, 0.658111
 354,    0.745, 0.651607
 355,    0.745, 0.661805
 356,    0.745, 0.659122
 357,    0.745, 0.657474
 358,    0.745, 0.653709
 359,    0.745, 0.657921
 360,    0.745, 0.654811
 361,    0.745, 0.659758
 362,    0.745, 0.656466
 363,    0.745, 0.655243
 364,    0.745,  0.66007
 365,    0.745, 0.654645
 366,    0.745, 0.659084
 367,    0.745, 0.662967
 368,    0.745, 0.656933
 369,    0.745, 0.658566
 370,    0.745, 0.661385
 371,    0.745, 0.663542
 372,    0.745,  0.66129
 373,    0.745, 0.659544
 374,    0.745, 0.661174
 375,    0.745, 0.660695
 376,    0.745, 0.658301
 377,   0.7463, 0.660757
 378,   0.7463, 0.658067
 379,   0.7463, 0.656668
 380,   0.7463, 0.654848
 381,   0.7463, 0.653362
 382,   0.7475, 0.656736
 383,   0.7475, 0.661925
 384,   0.7475, 0.660552
 385,   0.7475,  0.65975
 386,   0.7475, 0.656333
 387,   0.7479, 0.653717
 388,   0.7481, 0.659477
 389,   0.7481, 0.661536
 390,   0.7481, 0.660469
 391,   0.7504, 0.660998
 392,   0.7504, 0.667144
 393,   0.7504, 0.666174
 394,   0.7513, 0.660788
 395,   0.7513, 0.664015
 396,   0.7513, 0.664842
 397,   0.7513, 0.670484
 398,   0.7513, 0.665365
 399,   0.7513,  0.66852
 400,   0.7513, 0.664986
 401,   0.7522, 0.667389
 402,   0.7522, 0.661433
 403,   0.7522, 0.660905
 404,   0.7522, 0.667917
 405,   0.7522, 0.666622
 406,   0.7522,  0.66481
 407,   0.7522, 0.664046
 408,   0.7522,  0.66332
 409,   0.7534, 0.668555
 410,   0.7534, 0.663072
 411,   0.7534, 0.664322
 412,   0.7534, 0.658302
 413,   0.7534, 0.665646
 414,   0.7534, 0.665763
 415,   0.7534, 0.667526
 416,   0.7534, 0.668075
 417,   0.7534, 0.672048
 418,   0.7534, 0.673062
 419,   0.7536,    0.667
 420,   0.7536, 0.675384
 421,   0.7536, 0.676132
 422,   0.7536, 0.666128
 423,   0.7536,  0.66679
 424,   0.7536, 0.661062
 425,   0.7536, 0.667832
 426,   0.7536, 0.671062
 427,   0.7536, 0.672069
 428,   0.7536, 0.667056
 429,   0.7542, 0.672768
 430,   0.7542, 0.668849
 431,   0.7542, 0.667585
 432,   0.7542, 0.673896
 433,   0.7542, 0.670299
 434,   0.7542, 0.670831
 435,   0.7551, 0.671596
 436,   0.7551, 0.674204
 437,   0.7551, 0.668791
 438,   0.7551, 0.667044
 439,   0.7551, 0.673793
 440,   0.7551, 0.669532
 441,   0.7551, 0.668741
 442,   0.7558, 0.669391
 443,   0.7558, 0.667379
 444,   0.7558, 0.669305
 445,   0.7562, 0.664719
 446,   0.7562,  0.66897
 447,   0.7588, 0.672767
 448,   0.7588, 0.678364
 449,   0.7588, 0.674604
 450,   0.7588, 0.670506
 451,   0.7588, 0.675849
 452,   0.7588, 0.676742
 453,   0.7588, 0.675224
 454,   0.7588,   0.6795
 455,   0.7588, 0.681719
 456,   0.7588, 0.676341
 457,   0.7588, 0.678646
 458,   0.7588, 0.671467
 459,   0.7588, 0.675573
 460,   0.7594, 0.675874
 461,   0.7594, 0.672331
 462,   0.7594, 0.670844
 463,   0.7594, 0.672786
 464,   0.7594, 0.674295
 465,   0.7594, 0.671065
 466,   0.7595, 0.673014
 467,   0.7595, 0.670952
 468,   0.7595, 0.669744
 469,   0.7595, 0.678561
 470,   0.7595, 0.683008
 471,   0.7595, 0.675837
 472,   0.7595, 0.678093
 473,   0.7595, 0.678294
 474,   0.7595, 0.679579
 475,   0.7595, 0.675907
 476,   0.7595, 0.674865
 477,   0.7595, 0.674805
 478,   0.7595, 0.681976
 479,   0.7595, 0.678572
 480,   0.7599, 0.671389
 481,    0.761, 0.674845
 482,    0.761, 0.670613
 483,    0.761, 0.678063
 484,    0.761, 0.679985
 485,    0.761, 0.678826
 486,    0.761, 0.677764
 487,    0.761, 0.671936
 488,    0.761, 0.677113
 489,    0.761, 0.676566
 490,    0.761, 0.677388
 491,    0.761, 0.670765
 492,    0.761, 0.671266
 493,    0.761, 0.674011
 494,    0.761, 0.673738
 495,    0.761, 0.671806
 496,    0.761, 0.672092
 497,    0.761, 0.673957
 498,    0.761, 0.672039
 499,    0.761, 0.676715
 500,    0.761, 0.672597
 501,    0.761, 0.673479
 502,    0.761, 0.675209
 503,    0.761, 0.672357
 504,    0.761, 0.674136
 505,    0.761, 0.671181
 506,    0.761, 0.668846
 507,    0.761, 0.673723
 508,    0.761, 0.672628
 509,    0.761,  0.67265
 510,    0.761, 0.676046
 511,    0.762, 0.676993
 512,    0.762, 0.680255
 513,    0.762, 0.680349
 514,    0.762, 0.674756
 515,    0.762, 0.676361
 516,    0.762, 0.675615
 517,    0.762, 0.675573
 518,    0.762, 0.681466
 519,   0.7627, 0.679823
 520,   0.7627,  0.67698
 521,   0.7627, 0.678306
 522,   0.7627, 0.675833
 523,   0.7627, 0.674013
 524,   0.7627, 0.679967
 525,   0.7627, 0.675906
 526,   0.7627, 0.681226
 527,   0.7627, 0.677103
 528,   0.7627, 0.673281
 529,   0.7627, 0.669207
 530,   0.7627, 0.679833
 531,   0.7627, 0.669872
 532,   0.7627, 0.676195
 533,   0.7627, 0.673411
 534,   0.7627, 0.681604
 535,   0.7627, 0.685646
 536,   0.7627, 0.679728
 537,   0.7627,  0.68178
 538,   0.7627, 0.678041
 539,   0.7627, 0.682964
 540,   0.7627, 0.678477
 541,   0.7652, 0.683948
 542,   0.7652, 0.685588
 543,   0.7652, 0.680999
 544,   0.7652, 0.678149
 545,   0.7652, 0.680031
 546,   0.7652, 0.679931
 547,   0.7652, 0.679373
 548,   0.7652, 0.673786
 549,   0.7652, 0.682776
 550,   0.7652, 0.671216
 551,   0.7652, 0.680505
 552,   0.7652, 0.681834
 553,   0.7652, 0.673317
 554,   0.7652, 0.682001
 555,   0.7654, 0.679838
 556,   0.7654, 0.678336
 557,   0.7654, 0.677314
 558,   0.7655, 0.672235
 559,   0.7655, 0.676085
 560,   0.7655, 0.675814
 561,   0.7655, 0.676741
 562,   0.7655, 0.683957
 563,   0.7655, 0.681633
 564,   0.7655, 0.682241
 565,   0.7655, 0.682134
 566,   0.7655, 0.673839
 567,   0.7655,  0.68153
 568,   0.7655, 0.685085
 569,   0.7655, 0.681543
 570,   0.7655, 0.681296
 571,   0.7655, 0.682759
 572,   0.7655, 0.682162
 573,   0.7655, 0.684044
 574,   0.7655, 0.682568
 575,   0.7655, 0.683193
 576,   0.7655, 0.676705
 577,   0.7655, 0.671489
 578,   0.7655, 0.677862
 579,   0.7655, 0.674136
 580,   0.7655, 0.680085
 581,   0.7655, 0.680407
 582,   0.7655, 0.678898
 583,   0.7655,   0.6772
 584,   0.7655, 0.677161
 585,   0.7655, 0.677115
 586,   0.7655, 0.675555
 587,   0.7655, 0.677999
 588,   0.7655, 0.676119
 589,   0.7655, 0.680262
 590,   0.7655,  0.67623
 591,   0.7655, 0.677268
 592,   0.7655, 0.673078
 593,   0.7655, 0.672802
 594,   0.7655, 0.682673
 595,   0.7655, 0.682228
 596,   0.7655, 0.686571
 597,   0.7655, 0.684959
 598,   0.7655, 0.680902
 599,   0.7655, 0.680738
 600,   0.7655, 0.679771
 601,   0.7655, 0.677381
 602,   0.7655, 0.673393
 603,   0.7655, 0.679306
 604,   0.7655, 0.672574
 605,   0.7655, 0.677736
 606,   0.7655, 0.673526
 607,   0.7655, 0.676288
 608,   0.7655, 0.680604
 609,   0.7655, 0.683895
 610,   0.7655, 0.679096
 611,   0.7655, 0.678989
 612,   0.7655, 0.680267
 613,   0.7655, 0.680449
 614,   0.7655, 0.680767
 615,   0.7655, 0.678595
 616,   0.7655, 0.682091
 617,   0.7655, 0.679636
 618,   0.7655, 0.679597
 619,   0.7655, 0.680857
 620,   0.7655, 0.677949
 621,   0.7655, 0.680478
 622,   0.7655,  0.68102
 623,   0.7655,  0.68143
 624,   0.7655, 0.682252
 625,   0.7655, 0.684974
 626,   0.7655, 0.682697
 627,   0.7655,  0.68126
 628,   0.7655, 0.677184
 629,   0.7655,  0.67679
 630,   0.7655, 0.681742
 631,   0.7655, 0.679448
 632,   0.7655, 0.679611
 633,   0.7655, 0.682456
 634,   0.7655, 0.682078
 635,   0.7655, 0.676237
 636,   0.7655, 0.677857
 637,   0.7655, 0.674173
 638,   0.7655,  0.67814
 639,   0.7655, 0.675888
 640,   0.7655, 0.680526
 641,   0.7655, 0.680266
 642,   0.7655, 0.676917
 643,   0.7655, 0.678475
 644,   0.7655, 0.673681
 645,    0.766, 0.676275
 646,    0.766, 0.673494
 647,    0.766, 0.675929
 648,    0.766, 0.681199
 649,    0.766, 0.683631
 650,    0.766, 0.680777
 651,    0.766, 0.676358
 652,    0.766, 0.678005
 653,    0.766, 0.677479
 654,    0.766, 0.675274
 655,    0.766, 0.673885
 656,    0.766, 0.679897
 657,    0.766, 0.683094
 658,    0.766, 0.680852
 659,    0.766, 0.673164
 660,    0.766, 0.677681
 661,    0.766, 0.674003
 662,    0.766, 0.677782
 663,    0.766, 0.678452
 664,    0.766, 0.675656
 665,    0.766, 0.675665
 666,    0.766, 0.671052
 667,    0.766, 0.675325
 668,    0.766, 0.678771
 669,    0.766, 0.680596
 670,    0.766, 0.681206
 671,    0.766, 0.680022
 672,    0.766, 0.674671
 673,    0.766, 0.674766
 674,    0.766, 0.681473
 675,    0.766, 0.681639
 676,    0.766, 0.679304
 677,    0.766, 0.687767
 678,   0.7666, 0.678477
 679,   0.7666,  0.67932
 680,   0.7666, 0.683298
 681,   0.7666, 0.675162
 682,   0.7666, 0.680456
 683,   0.7666, 0.674012
 684,   0.7666, 0.675554
 685,   0.7666, 0.674048
 686,   0.7679, 0.679471
 687,   0.7679, 0.679781
 688,   0.7679, 0.680291
 689,   0.7679, 0.684784
 690,   0.7679, 0.681677
 691,   0.7679, 0.680058
 692,   0.7679, 0.677719
 693,   0.7679, 0.676805
 694,   0.7679, 0.680688
 695,   0.7679, 0.676545
 696,   0.7679, 0.678687
 697,   0.7679, 0.675062
 698,   0.7679, 0.680156
 699,   0.7679,  0.68256
 700,   0.7679, 0.678428
 701,   0.7679, 0.674843
 702,   0.7679, 0.683771
 703,   0.7679, 0.680557
 704,   0.7679, 0.682509
 705,   0.7679,  0.68546
 706,   0.7679, 0.679594
 707,   0.7679,  0.67451
 708,   0.7679, 0.683226
 709,   0.7679, 0.684313
 710,   0.7679, 0.678644
 711,   0.7679, 0.672638
 712,   0.7679, 0.677677
 713,   0.7679, 0.675162
 714,   0.7679, 0.674238
 715,   0.7679, 0.680125
 716,   0.7679, 0.682107
 717,   0.7679, 0.672874
 718,   0.7679, 0.677634
 719,   0.7679, 0.683183
 720,   0.7679, 0.683473
 721,   0.7679, 0.675434
 722,   0.7679, 0.683351
 723,   0.7679, 0.682664
 724,   0.7679, 0.680789
 725,   0.7679, 0.680844
 726,   0.7679, 0.685308
 727,   0.7679, 0.683123
 728,   0.7679, 0.682775
 729,   0.7679, 0.682872
 730,   0.7679, 0.680695
 731,   0.7679, 0.685489
 732,   0.7679, 0.683427
 733,   0.7679, 0.672627
 734,   0.7679, 0.687034
 735,   0.7679,  0.67939
 736,   0.7679, 0.685595
 737,   0.7679, 0.685874
 738,   0.7679, 0.685503
 739,   0.7679, 0.683444
 740,   0.7679, 0.688803
 741,   0.7679, 0.678448
 742,   0.7679, 0.684535
 743,   0.7679, 0.685098
 744,   0.7679, 0.682691
 745,   0.7679, 0.682294
 746,   0.7679, 0.678828
 747,   0.7679, 0.676428
 748,   0.7679, 0.684358
 749,   0.7679, 0.680085
 750,   0.7679, 0.677933
 751,   0.7679, 0.685451
 752,   0.7696, 0.680603
 753,   0.7696,  0.68392
 754,   0.7696, 0.680914
 755,   0.7696,   0.6818
 756,   0.7696, 0.679523
 757,   0.7696, 0.686496
 758,   0.7696, 0.688215
 759,   0.7696, 0.687585
 760,   0.7696, 0.683784
 761,   0.7696, 0.679516
 762,   0.7696, 0.680912
 763,   0.7698, 0.688996
 764,   0.7698, 0.688066
 765,   0.7698, 0.683016
 766,   0.7698,   0.6863
 767,   0.7698, 0.692096
 768,   0.7698, 0.683339
 769,   0.7698, 0.682859
 770,   0.7698, 0.687889
 771,   0.7698, 0.688803
 772,   0.7698, 0.684251
 773,   0.7698, 0.683749
 774,   0.7698, 0.681027
 775,   0.7698,  0.68597
 776,   0.7698,   0.6849
 777,   0.7698, 0.684991
 778,   0.7698, 0.684595
 779,   0.7698, 0.680991
 780,   0.7698, 0.685671
 781,   0.7698, 0.678913
 782,   0.7698, 0.675435
 783,   0.7698, 0.683695
 784,   0.7698, 0.683088
 785,   0.7698, 0.685471
 786,   0.7698, 0.685003
 787,   0.7698, 0.675276
 788,   0.7698, 0.681031
 789,   0.7698, 0.683095
 790,   0.7698, 0.681642
 791,   0.7698, 0.679437
 792,   0.7698,  0.68312
 793,   0.7698, 0.692334
 794,   0.7698, 0.686935
 795,   0.7698, 0.687475
 796,   0.7698, 0.686647
 797,   0.7698, 0.687867
 798,   0.7698, 0.687078
 799,   0.7698,  0.68161
 800,   0.7698,  0.68831
 801,   0.7698, 0.684465
 802,   0.7698, 0.686379
 803,   0.7698, 0.685581
 804,   0.7698, 0.688545
 805,   0.7698, 0.683626
 806,   0.7698, 0.680251
 807,   0.7698, 0.677789
 808,   0.7698, 0.677902
 809,   0.7698, 0.681668
 810,   0.7698, 0.688064
 811,   0.7698, 0.686151
 812,   0.7698, 0.683709
 813,   0.7698, 0.686912
 814,   0.7698, 0.688535
 815,   0.7698, 0.682585
 816,   0.7698,  0.68088
 817,   0.7698, 0.685114
 818,   0.7698, 0.682867
 819,   0.7698,  0.68732
 820,   0.7698, 0.684237
 821,   0.7698, 0.679791
 822,   0.7698, 0.685409
 823,   0.7698, 0.688096
 824,   0.7698, 0.683936
 825,   0.7698, 0.681675
 826,   0.7698, 0.683595
 827,   0.7698, 0.689809
 828,   0.7698, 0.685588
 829,   0.7698, 0.685274
 830,   0.7698, 0.689083
 831,   0.7698, 0.688094
 832,   0.7698, 0.689043
 833,   0.7698, 0.687204
 834,   0.7698, 0.680418
 835,   0.7698, 0.682339
 836,   0.7698, 0.684469
 837,   0.7698, 0.683615
 838,   0.7698, 0.684296
 839,   0.7698, 0.686709
 840,   0.7698, 0.686485
 841,   0.7698, 0.679816
 842,   0.7698, 0.677951
 843,   0.7698, 0.678162
 844,   0.7698,  0.67541
 845,   0.7698, 0.679895
 846,   0.7698, 0.683481
 847,   0.7698, 0.693082
 848,   0.7698, 0.684453
 849,   0.7698,  0.68157
 850,   0.7698, 0.681175
 851,   0.7698, 0.684415
 852,   0.7698, 0.685036
 853,   0.7698, 0.686403
 854,   0.7698, 0.682362
 855,   0.7698, 0.683202
 856,   0.7698, 0.682515
 857,   0.7698,  0.67788
 858,   0.7698, 0.680285
 859,   0.7698, 0.685202
 860,   0.7698, 0.683934
 861,   0.7698, 0.682412
 862,   0.7698, 0.682648
 863,   0.7698, 0.688037
 864,   0.7698, 0.679345
 865,   0.7698, 0.685378
 866,   0.7698, 0.685574
 867,   0.7698, 0.685398
 868,   0.7698, 0.689442
 869,   0.7698, 0.685415
 870,   0.7698, 0.683414
 871,   0.7698, 0.680903
 872,   0.7698, 0.684645
 873,   0.7698, 0.689161
 874,   0.7698, 0.683797
 875,   0.7698,  0.68254
 876,   0.7698, 0.685259
 877,   0.7698, 0.684005
 878,   0.7698, 0.684649
 879,   0.7698, 0.680374
 880,   0.7698,  0.68697
 881,   0.7698, 0.687744
 882,   0.7698, 0.693601
 883,   0.7698, 0.686064
 884,   0.7698, 0.688721
 885,   0.7698, 0.676715
 886,   0.7698, 0.679331
 887,   0.7698, 0.686456
 888,   0.7698, 0.690259
 889,   0.7698, 0.681041
 890,   0.7698, 0.688444
 891,   0.7698, 0.681545
 892,   0.7698, 0.679052
 893,   0.7698, 0.676169
 894,   0.7698, 0.682108
 895,   0.7698, 0.685901
 896,   0.7698, 0.685328
 897,   0.7698, 0.682019
 898,   0.7698, 0.681223
 899,   0.7698, 0.672797
 900,   0.7698, 0.682208
 901,   0.7698, 0.682477
 902,   0.7698, 0.685898
 903,   0.7698, 0.685698
 904,   0.7698, 0.688257
 905,   0.7698, 0.684063
 906,   0.7698, 0.686212
 907,   0.7698, 0.679051
 908,   0.7698, 0.675981
 909,   0.7698, 0.679133
 910,   0.7698, 0.682127
 911,   0.7698, 0.687909
 912,   0.7698, 0.678616
 913,   0.7698, 0.678158
 914,   0.7698, 0.684991
 915,   0.7698, 0.681032
 916,   0.7698, 0.684393
 917,   0.7698, 0.687844
 918,   0.7698, 0.690627
 919,   0.7698,  0.68667
 920,   0.7698, 0.684801
 921,   0.7698, 0.685567
 922,   0.7698, 0.686094
 923,   0.7698, 0.692015
 924,   0.7698, 0.687643
 925,   0.7698, 0.689631
 926,   0.7698, 0.687768
 927,   0.7698, 0.687425
 928,   0.7698, 0.681099
 929,   0.7698, 0.682143
 930,   0.7698, 0.680526
 931,   0.7698, 0.684293
 932,   0.7698,  0.68114
 933,   0.7698, 0.685464
 934,   0.7698, 0.685718
 935,   0.7698, 0.684417
 936,   0.7698,   0.6846
 937,   0.7698, 0.682109
 938,   0.7698, 0.678128
 939,   0.7698, 0.684372
 940,   0.7698, 0.685247
