gen, ranking_scalar_uniform_best, ranking_scalar_uniform_ave
1876,   0.7822, 0.669868
1877,   0.7822, 0.675678
1878,   0.7822, 0.677436
1879,   0.7822, 0.677817
1880,   0.7822, 0.677569
1881,   0.7822, 0.678151
1882,   0.7822, 0.678837
1883,   0.7822, 0.678747
1884,   0.7822, 0.675052
1885,   0.7822, 0.667964
1886,   0.7822, 0.669705
1887,   0.7822, 0.670986
1888,   0.7822, 0.683065
1889,   0.7822, 0.679321
1890,   0.7822, 0.672721
1891,   0.7822, 0.676489
1892,   0.7822, 0.673941
1893,   0.7822, 0.669495
1894,   0.7822,  0.67243
1895,   0.7822, 0.670012
1896,   0.7822, 0.671343
1897,   0.7822,  0.66989
1898,   0.7822, 0.676909
1899,   0.7822, 0.674095
1900,   0.7822, 0.688528
1901,   0.7843, 0.674227
1902,   0.7843, 0.684406
1903,   0.7843, 0.674683
1904,   0.7843, 0.667653
1905,   0.7843, 0.674736
1906,   0.7843, 0.675202
1907,   0.7843, 0.673045
1908,   0.7843, 0.678763
1909,   0.7843, 0.677904
1910,   0.7843, 0.667908
1911,   0.7843, 0.680394
1912,   0.7843, 0.682147
1913,   0.7843, 0.684361
1914,   0.7843, 0.677886
1915,   0.7843, 0.676083
1916,   0.7843, 0.670318
1917,   0.7843, 0.671845
1918,   0.7843, 0.672779
1919,   0.7843, 0.671214
1920,   0.7843, 0.674964
1921,   0.7843, 0.675349
1922,   0.7843, 0.679393
1923,   0.7843, 0.670683
1924,   0.7843, 0.666304
1925,   0.7843, 0.668054
1926,   0.7843, 0.672942
1927,   0.7843, 0.684336
1928,   0.7843, 0.677683
1929,   0.7843, 0.670217
1930,   0.7843, 0.667597
1931,   0.7874, 0.674282
1932,   0.7874, 0.673711
1933,   0.7874, 0.688173
1934,   0.7874, 0.681114
1935,   0.7874, 0.683231
1936,   0.7874, 0.682639
1937,   0.7874, 0.676793
1938,   0.7874, 0.677858
1939,   0.7874,  0.67833
1940,   0.7874, 0.683518
1941,   0.7874, 0.681974
1942,   0.7874, 0.684696
1943,   0.7874, 0.678894
1944,   0.7874,   0.6768
1945,   0.7874, 0.674986
1946,   0.7874, 0.682922
1947,   0.7874, 0.683937
1948,   0.7874,  0.68081
1949,   0.7874, 0.672774
1950,   0.7874, 0.674603
1951,   0.7874, 0.679711
1952,   0.7874, 0.673076
1953,   0.7874, 0.672569
1954,   0.7874, 0.675429
1955,   0.7874, 0.677305
1956,   0.7874, 0.681877
1957,   0.7874, 0.687434
1958,   0.7874, 0.682989
1959,   0.7874, 0.675134
1960,   0.7874, 0.677456
1961,   0.7874,  0.67518
1962,   0.7874, 0.679064
1963,   0.7874, 0.671046
1964,   0.7874, 0.670879
1965,   0.7874, 0.684896
1966,   0.7874,  0.67379
1967,   0.7874, 0.673104
1968,   0.7859,  0.67309
1969,   0.7859, 0.673112
1970,   0.7859, 0.673957
1971,   0.7859, 0.676197
1972,   0.7859, 0.667055
1973,   0.7859, 0.666152
1974,   0.7859, 0.668242
1975,   0.7859, 0.673395
1976,   0.7859, 0.671172
1977,   0.7859, 0.671739
1978,   0.7859, 0.668444
1979,   0.7859, 0.665768
1980,   0.7859, 0.671104
1981,   0.7859, 0.674568
1982,   0.7859, 0.678913
1983,   0.7859, 0.674934
1984,   0.7859, 0.675593
1985,   0.7859, 0.684187
1986,   0.7859, 0.677118
1987,   0.7859,  0.67687
1988,   0.7859, 0.677614
1989,   0.7859, 0.674849
1990,   0.7859, 0.673699
1991,   0.7859, 0.672826
1992,   0.7859, 0.670821
1993,   0.7859, 0.672195
1994,   0.7859, 0.679767
1995,   0.7859, 0.677739
1996,   0.7859,  0.66946
1997,   0.7859, 0.665028
1998,   0.7859,  0.66819
1999,   0.7859,   0.6764
2000,   0.7859, 0.674653
2001,   0.7859, 0.673094
2002,   0.7859, 0.670285
2003,   0.7859, 0.681459
2004,   0.7859, 0.682285
2005,   0.7859, 0.676846
2006,   0.7859, 0.673034
2007,   0.7859, 0.676564
2008,   0.7859, 0.673815
2009,   0.7859, 0.670038
2010,   0.7859, 0.673351
2011,   0.7859, 0.666733
2012,   0.7859,  0.67879
2013,   0.7859, 0.670914
2014,   0.7859, 0.669585
2015,   0.7859, 0.663639
2016,   0.7859, 0.676811
2017,   0.7859, 0.676736
2018,   0.7859, 0.676229
2019,   0.7859, 0.675883
2020,   0.7859,  0.67316
2021,   0.7859, 0.676368
2022,   0.7859, 0.677581
2023,   0.7859, 0.679615
2024,   0.7859, 0.671402
2025,   0.7859, 0.677162
2026,   0.7859, 0.682606
2027,   0.7859, 0.679133
2028,   0.7859, 0.676385
2029,   0.7835, 0.666941
2030,   0.7865, 0.668494
2031,   0.7865, 0.685713
2032,   0.7865,  0.67615
2033,   0.7865, 0.678178
2034,   0.7865, 0.681081
2035,   0.7865, 0.677575
2036,   0.7865, 0.680147
2037,   0.7865, 0.682851
2038,   0.7865,  0.68131
2039,   0.7865, 0.679604
2040,   0.7865, 0.683684
2041,   0.7865, 0.681804
2042,   0.7865, 0.675761
2043,   0.7865, 0.670695
2044,   0.7865, 0.680048
2045,   0.7865, 0.670963
2046,   0.7865,  0.67705
2047,   0.7865, 0.676029
2048,   0.7865, 0.673934
2049,   0.7865, 0.686454
2050,   0.7865, 0.676074
2051,   0.7865,  0.67503
2052,   0.7865, 0.677625
2053,   0.7865, 0.676539
2054,   0.7865, 0.678141
2055,   0.7865, 0.681908
2056,   0.7865, 0.677095
2057,   0.7865, 0.672449
2058,   0.7865, 0.677577
2059,   0.7865, 0.676173
2060,   0.7865, 0.681534
2061,   0.7865, 0.674356
2062,   0.7865, 0.672292
2063,   0.7865, 0.673202
2064,   0.7865,  0.67143
2065,   0.7865,  0.68225
2066,   0.7857, 0.684741
2067,   0.7857, 0.674554
2068,   0.7857, 0.673782
2069,   0.7857, 0.671122
2070,   0.7857, 0.676935
2071,   0.7857, 0.681439
2072,   0.7857, 0.677214
2073,   0.7857, 0.669234
2074,   0.7857, 0.679635
2075,   0.7857, 0.678197
2076,   0.7857, 0.666864
2077,   0.7857, 0.670323
2078,   0.7857, 0.664771
2079,   0.7857, 0.671917
2080,   0.7857, 0.664518
2081,   0.7857, 0.673495
2082,   0.7857, 0.667694
2083,   0.7871, 0.673382
2084,   0.7871,  0.68012
2085,   0.7871, 0.680783
2086,   0.7871, 0.682252
2087,   0.7871, 0.679519
2088,   0.7871, 0.671714
2089,   0.7871, 0.671979
2090,   0.7871, 0.666739
2091,   0.7871, 0.677474
2092,   0.7871, 0.678673
2093,   0.7871, 0.669912
2094,   0.7871, 0.666291
2095,   0.7871, 0.678977
2096,   0.7871, 0.673099
2097,    0.785, 0.679166
2098,    0.785, 0.671958
2099,    0.785, 0.672252
2100,    0.785, 0.679918
2101,    0.785, 0.683715
2102,    0.785, 0.674706
2103,    0.785, 0.670757
2104,    0.785,    0.681
2105,    0.785,  0.67482
2106,    0.785, 0.676022
2107,   0.7873, 0.676632
2108,   0.7873, 0.670973
2109,   0.7873, 0.676113
2110,   0.7873, 0.680486
2111,   0.7873, 0.674431
2112,   0.7873, 0.678394
2113,   0.7873, 0.677814
2114,   0.7873, 0.682125
2115,   0.7873, 0.677694
2116,   0.7873, 0.670583
2117,   0.7873, 0.670302
2118,   0.7873, 0.676357
2119,   0.7873, 0.676522
2120,   0.7873, 0.678316
2121,   0.7873, 0.677328
2122,   0.7873, 0.677029
2123,   0.7873, 0.675955
2124,   0.7873, 0.677651
2125,   0.7873, 0.683416
2126,   0.7873, 0.677795
2127,   0.7873,  0.67959
2128,   0.7873, 0.679789
2129,   0.7873, 0.685166
2130,   0.7873, 0.688087
2131,   0.7873, 0.681737
2132,   0.7873, 0.671526
2133,   0.7873,  0.67759
2134,   0.7873, 0.683867
2135,   0.7873, 0.677144
2136,   0.7873, 0.677153
2137,   0.7873, 0.680614
2138,   0.7873, 0.682775
2139,   0.7873, 0.679241
2140,   0.7873, 0.667949
2141,   0.7873,  0.67503
2142,   0.7873, 0.671539
2143,   0.7873, 0.678802
2144,   0.7873, 0.683514
2145,   0.7873, 0.676641
2146,   0.7873,  0.67626
2147,   0.7873, 0.676107
2148,   0.7873, 0.681411
2149,   0.7873, 0.671225
2150,   0.7873, 0.676697
2151,   0.7873, 0.675636
2152,   0.7873, 0.678568
2153,   0.7873,  0.68452
2154,   0.7873,  0.68215
2155,   0.7873, 0.673431
2156,   0.7873, 0.682197
2157,   0.7873, 0.671158
2158,   0.7873, 0.675834
2159,   0.7873, 0.668293
2160,   0.7873, 0.668552
2161,   0.7873, 0.672134
2162,   0.7873, 0.681817
2163,   0.7873,  0.67797
2164,   0.7873, 0.669132
2165,   0.7873, 0.668254
2166,   0.7873, 0.670946
2167,   0.7873, 0.672644
2168,   0.7873, 0.676124
2169,   0.7873, 0.677127
2170,   0.7873,  0.67891
2171,   0.7873, 0.678255
2172,   0.7873, 0.677744
2173,   0.7873, 0.680967
2174,   0.7873,  0.68833
2175,   0.7873, 0.683226
2176,   0.7873, 0.681718
2177,   0.7873, 0.676619
2178,   0.7873,  0.68184
2179,   0.7873, 0.680416
2180,   0.7873,  0.67652
2181,   0.7873, 0.674601
2182,   0.7873, 0.674182
2183,   0.7873, 0.672853
2184,   0.7873, 0.674886
2185,   0.7873, 0.677407
2186,   0.7873, 0.684169
2187,   0.7873, 0.678256
2188,   0.7873, 0.669441
2189,   0.7873, 0.669092
2190,   0.7873, 0.679722
2191,   0.7873, 0.680823
2192,   0.7873,   0.6761
2193,   0.7873, 0.676222
2194,   0.7873, 0.675841
2195,   0.7873, 0.679812
2196,   0.7873, 0.672836
2197,   0.7873, 0.674365
2198,   0.7873, 0.668177
2199,   0.7873, 0.680407
2200,   0.7873, 0.686684
2201,   0.7873, 0.676386
2202,   0.7873,  0.68259
2203,   0.7881,  0.68808
2204,   0.7881, 0.680405
2205,   0.7881, 0.678074
2206,   0.7881, 0.680503
2207,   0.7881,  0.68247
2208,   0.7881, 0.680361
2209,   0.7881,  0.67428
2210,   0.7881, 0.671411
2211,   0.7881, 0.674081
2212,   0.7881, 0.672232
2213,   0.7881, 0.676472
2214,   0.7881,  0.67962
2215,   0.7881, 0.679154
2216,   0.7874, 0.675881
2217,   0.7874, 0.681204
2218,   0.7874, 0.673706
2219,   0.7874, 0.669454
2220,   0.7874, 0.669108
2221,   0.7874, 0.674167
2222,   0.7874,  0.67672
2223,   0.7874, 0.681083
2224,   0.7874, 0.676785
2225,   0.7874,  0.68756
2226,   0.7874, 0.679947
2227,   0.7874, 0.677606
2228,   0.7874, 0.668182
2229,   0.7874, 0.681526
2230,   0.7874, 0.674358
2231,   0.7874,  0.68238
2232,   0.7874,   0.6812
2233,   0.7874,  0.67547
2234,   0.7874, 0.679389
2235,   0.7874,  0.68403
2236,   0.7874, 0.680537
2237,   0.7874, 0.683025
2238,   0.7874, 0.681353
2239,   0.7874, 0.680879
2240,   0.7874, 0.679234
2241,   0.7874, 0.678128
2242,   0.7874, 0.677013
2243,   0.7874, 0.678203
2244,   0.7874,  0.67668
2245,   0.7874,  0.67121
2246,   0.7874,  0.67691
2247,   0.7874, 0.682185
2248,   0.7874, 0.684801
2249,   0.7874, 0.682338
2250,   0.7874, 0.674232
2251,   0.7874, 0.675247
2252,   0.7874, 0.678634
2253,   0.7874, 0.677459
2254,   0.7874, 0.676475
2255,   0.7874, 0.679964
2256,   0.7874,  0.68398
2257,   0.7874, 0.682243
2258,   0.7874, 0.677799
2259,   0.7874, 0.682271
2260,   0.7874, 0.676751
2261,   0.7874, 0.680097
2262,   0.7874, 0.680954
2263,   0.7874, 0.678876
2264,   0.7874, 0.680871
2265,   0.7874, 0.685275
2266,   0.7874, 0.676994
2267,   0.7874, 0.684422
2268,   0.7874, 0.681149
2269,   0.7874, 0.685181
2270,   0.7874, 0.676584
2271,   0.7874, 0.675799
2272,   0.7874, 0.677106
2273,   0.7874, 0.678583
2274,   0.7874, 0.681183
2275,   0.7874, 0.676162
2276,   0.7874, 0.678826
2277,   0.7874, 0.677735
2278,   0.7874, 0.676373
2279,   0.7874, 0.678718
2280,   0.7874, 0.677771
2281,   0.7874, 0.675511
2282,   0.7874, 0.674106
2283,   0.7874, 0.678485
2284,   0.7874, 0.682799
2285,   0.7874, 0.676504
2286,   0.7874, 0.677414
2287,   0.7874, 0.677984
2288,   0.7874, 0.676854
2289,   0.7874, 0.676153
2290,   0.7874, 0.678378
2291,   0.7874, 0.677133
2292,   0.7874, 0.678877
2293,   0.7874, 0.679047
2294,   0.7874, 0.669836
2295,   0.7874, 0.673458
2296,   0.7874, 0.673752
2297,   0.7874, 0.670893
2298,   0.7874,  0.66668
2299,   0.7874, 0.690202
2300,   0.7874, 0.685434
2301,   0.7874, 0.690243
2302,   0.7874, 0.679937
2303,    0.786, 0.680118
2304,    0.786, 0.678025
2305,    0.786, 0.677049
2306,    0.786, 0.683716
2307,    0.786, 0.679653
2308,    0.786, 0.677161
2309,    0.786, 0.672585
2310,    0.786, 0.675806
2311,    0.786, 0.674847
2312,    0.786,  0.67565
2313,    0.786, 0.680306
2314,    0.786, 0.680393
2315,    0.786, 0.676737
2316,    0.786, 0.672769
2317,    0.786,  0.68033
2318,   0.7898,  0.67826
2319,   0.7898, 0.675587
2320,   0.7898, 0.674955
2321,   0.7898, 0.675204
2322,   0.7898, 0.677328
2323,   0.7898, 0.675102
2324,   0.7898, 0.674837
2325,   0.7898, 0.678799
2326,   0.7898, 0.676697
2327,   0.7898,  0.67562
2328,   0.7898, 0.682513
2329,   0.7898,  0.68243
2330,   0.7898, 0.684826
2331,   0.7898, 0.678069
2332,   0.7898, 0.680931
2333,   0.7898, 0.678166
2334,   0.7898, 0.683885
2335,   0.7898, 0.682819
2336,   0.7898, 0.679404
2337,   0.7898, 0.679491
2338,   0.7898, 0.682231
2339,   0.7898,  0.67982
2340,   0.7898, 0.681361
2341,   0.7898, 0.682285
2342,   0.7898, 0.679699
2343,   0.7898, 0.673424
2344,   0.7898, 0.675437
2345,   0.7898, 0.678078
2346,   0.7898, 0.675583
2347,   0.7898, 0.673083
2348,   0.7898, 0.676299
2349,   0.7898,  0.67398
2350,   0.7898, 0.679659
2351,   0.7898, 0.678164
2352,   0.7898, 0.679181
2353,   0.7898, 0.684949
2354,   0.7898, 0.683324
2355,   0.7898, 0.685467
2356,   0.7898, 0.686682
2357,   0.7898, 0.678953
2358,   0.7898,  0.67386
2359,   0.7898, 0.674272
2360,   0.7898, 0.678205
2361,   0.7898, 0.678683
2362,   0.7898, 0.676368
2363,   0.7898, 0.677795
2364,   0.7898, 0.677981
2365,   0.7898, 0.685252
2366,   0.7898, 0.683335
2367,   0.7898, 0.677406
2368,   0.7898, 0.682632
2369,   0.7898, 0.688557
2370,   0.7898, 0.690838
2371,   0.7898, 0.684058
2372,   0.7898,  0.67894
2373,   0.7898, 0.678337
2374,   0.7898, 0.679951
2375,   0.7898, 0.674567
2376,   0.7898, 0.675974
2377,   0.7898, 0.676336
2378,   0.7898, 0.681905
2379,   0.7867, 0.679243
2380,   0.7867, 0.681315
2381,   0.7867, 0.678631
2382,   0.7867, 0.678483
2383,   0.7867, 0.673935
2384,   0.7867,  0.67276
2385,   0.7867, 0.674806
2386,   0.7867, 0.680571
2387,   0.7867, 0.672973
2388,   0.7867, 0.674554
2389,   0.7867, 0.674053
2390,   0.7867, 0.673606
2391,   0.7867, 0.680957
2392,   0.7867, 0.681959
2393,   0.7867,  0.67852
2394,   0.7867, 0.675495
2395,   0.7877, 0.674469
2396,   0.7877, 0.680858
2397,   0.7877,  0.68093
2398,   0.7877, 0.679646
2399,   0.7877, 0.681885
2400,   0.7877, 0.672841
2401,   0.7877, 0.674547
2402,   0.7877, 0.680268
2403,   0.7877, 0.676322
2404,   0.7877, 0.681705
2405,   0.7877, 0.674105
2406,   0.7877, 0.676329
2407,   0.7877, 0.682574
2408,   0.7877, 0.672973
2409,   0.7877, 0.671102
2410,   0.7877,  0.67791
2411,   0.7877, 0.675071
2412,   0.7877, 0.678055
2413,   0.7877, 0.678191
2414,   0.7877, 0.675001
2415,   0.7877, 0.677201
2416,   0.7877, 0.673602
2417,   0.7877, 0.681178
2418,   0.7877, 0.681746
2419,   0.7877, 0.674688
2420,   0.7877, 0.676449
2421,   0.7877, 0.679404
2422,   0.7877, 0.669143
2423,   0.7877, 0.676246
2424,   0.7877,  0.68358
2425,   0.7877, 0.682965
2426,   0.7892, 0.677157
2427,   0.7892,  0.68299
2428,   0.7892, 0.680896
2429,   0.7892, 0.683528
2430,   0.7892,  0.67865
2431,   0.7892, 0.676228
2432,   0.7892, 0.677941
2433,    0.785, 0.676149
2434,    0.785, 0.675932
2435,    0.785, 0.671561
2436,    0.785, 0.675919
2437,    0.785, 0.685415
2438,    0.785, 0.680823
2439,    0.785, 0.679214
2440,    0.785, 0.673974
2441,    0.785, 0.676701
2442,    0.785, 0.680753
2443,    0.785, 0.676461
2444,    0.785, 0.676232
2445,    0.785,  0.67452
2446,    0.785,   0.6745
2447,    0.785, 0.675458
2448,    0.785, 0.679931
2449,    0.785, 0.683482
2450,    0.785, 0.676283
2451,    0.785, 0.681795
2452,    0.785, 0.676738
2453,    0.785, 0.667328
2454,    0.785, 0.680837
2455,    0.785, 0.683772
2456,    0.785, 0.678945
2457,    0.785, 0.673652
2458,    0.785, 0.672349
2459,    0.785, 0.678123
2460,    0.785, 0.673481
2461,    0.785,  0.67324
2462,    0.785, 0.675303
2463,    0.785,  0.67305
2464,    0.785, 0.673779
2465,    0.785, 0.674292
2466,    0.785, 0.669221
2467,    0.785, 0.676292
2468,    0.785, 0.672781
2469,    0.785, 0.684912
2470,    0.785, 0.676435
2471,    0.785, 0.677794
2472,    0.785, 0.683065
2473,    0.785, 0.676272
2474,    0.785, 0.675952
2475,    0.785,   0.6737
2476,    0.785, 0.663426
2477,    0.785, 0.672066
2478,    0.785, 0.675514
2479,    0.785, 0.673438
2480,    0.785, 0.681105
2481,    0.785,  0.67632
2482,    0.785, 0.669955
2483,    0.785, 0.668764
2484,    0.785, 0.678785
2485,    0.785, 0.679168
2486,    0.785, 0.678447
2487,    0.785, 0.674715
2488,    0.785, 0.677123
2489,    0.785, 0.672858
2490,    0.785, 0.668379
2491,    0.785,  0.67132
2492,    0.785,  0.67063
2493,    0.785, 0.665393
2494,    0.785,  0.67048
2495,    0.785, 0.673163
2496,    0.785, 0.673874
2497,    0.785, 0.674048
2498,    0.785, 0.677923
2499,    0.785, 0.679762
2500,    0.785, 0.679285
2501,    0.785, 0.676076
2502,    0.785,  0.66639
2503,    0.785,  0.67255
2504,    0.785,  0.66486
2505,    0.785, 0.676054
2506,    0.785, 0.676112
2507,    0.785, 0.681211
2508,    0.785, 0.681378
2509,    0.785, 0.672746
2510,    0.785,  0.67285
2511,    0.784, 0.675366
2512,    0.784, 0.674966
2513,    0.784, 0.675195
2514,    0.784, 0.675974
2515,    0.784, 0.675339
2516,    0.784, 0.672095
2517,    0.784, 0.674757
2518,    0.784, 0.672598
2519,    0.784, 0.672055
2520,    0.784, 0.674018
2521,    0.784, 0.679671
2522,    0.784, 0.682071
2523,    0.784, 0.682109
2524,    0.784, 0.672722
2525,    0.784, 0.674768
2526,    0.784, 0.673975
2527,    0.784, 0.666198
2528,    0.784, 0.675739
2529,    0.784, 0.680813
2530,    0.784, 0.678117
2531,    0.784, 0.678367
2532,    0.784, 0.681347
2533,    0.784, 0.677668
2534,    0.784, 0.686212
2535,    0.784, 0.679076
2536,    0.784, 0.674069
2537,    0.784, 0.676799
2538,    0.784, 0.676733
2539,    0.784, 0.678036
2540,    0.784, 0.670433
2541,    0.784, 0.675107
2542,    0.784, 0.674836
2543,    0.784, 0.675931
2544,    0.784, 0.677299
2545,    0.784, 0.674895
2546,    0.784, 0.672984
2547,    0.784, 0.681235
2548,    0.784, 0.682593
2549,    0.784,  0.67686
2550,    0.784, 0.678834
2551,    0.784, 0.676672
2552,    0.784,  0.67373
2553,    0.784, 0.676499
2554,    0.784, 0.676996
2555,    0.784, 0.670943
2556,    0.784, 0.675209
2557,    0.784, 0.674423
2558,    0.784, 0.677836
2559,    0.784,  0.67173
2560,    0.784, 0.674056
2561,    0.784, 0.667538
2562,    0.784, 0.679641
2563,    0.784, 0.674805
2564,    0.784,  0.67375
2565,    0.784, 0.675185
2566,   0.7885, 0.671464
2567,   0.7885, 0.672025
2568,   0.7885, 0.675905
2569,   0.7885, 0.672357
2570,   0.7885, 0.681422
2571,   0.7885, 0.678141
2572,   0.7885, 0.680339
2573,   0.7885, 0.680193
2574,   0.7885, 0.681269
2575,   0.7885, 0.679262
2576,   0.7885, 0.677911
2577,   0.7885,  0.66429
2578,   0.7885, 0.671517
2579,   0.7885, 0.679185
2580,   0.7885, 0.673194
2581,   0.7885, 0.666362
2582,   0.7885, 0.660554
2583,   0.7885, 0.670628
2584,   0.7885, 0.674945
2585,   0.7885, 0.668949
2586,   0.7885, 0.682146
2587,   0.7885, 0.675838
2588,   0.7885,  0.66377
2589,   0.7885, 0.670576
2590,   0.7885, 0.681421
2591,   0.7885, 0.673675
2592,   0.7885, 0.670608
2593,   0.7885, 0.674764
2594,   0.7885, 0.676766
2595,   0.7885, 0.677831
2596,   0.7885, 0.683474
2597,   0.7885, 0.675684
2598,   0.7885, 0.682632
2599,   0.7885,  0.67313
2600,   0.7885, 0.678147
2601,   0.7885, 0.671973
2602,   0.7885, 0.673224
2603,   0.7885, 0.679882
2604,   0.7885, 0.673902
2605,   0.7885, 0.679997
2606,   0.7885, 0.677225
2607,   0.7885, 0.672044
2608,   0.7885, 0.669697
2609,   0.7885, 0.676295
2610,   0.7885, 0.671446
2611,   0.7885, 0.673286
2612,   0.7885, 0.672734
2613,   0.7885, 0.667043
2614,   0.7885, 0.665927
2615,   0.7885, 0.670372
2616,   0.7885, 0.664904
2617,   0.7885, 0.671522
2618,   0.7885, 0.672935
2619,   0.7885, 0.673009
2620,   0.7885, 0.669291
2621,   0.7885, 0.675186
2622,   0.7885, 0.665018
2623,   0.7885, 0.668008
2624,   0.7885, 0.667422
2625,   0.7885, 0.666321
2626,   0.7885, 0.668384
2627,   0.7885, 0.660791
2628,   0.7885, 0.671934
2629,   0.7885,  0.67845
2630,   0.7885, 0.677746
2631,   0.7885, 0.675354
2632,   0.7885, 0.669075
2633,   0.7885,  0.67152
2634,   0.7885, 0.674764
2635,   0.7885,  0.66295
2636,   0.7885, 0.667651
2637,   0.7885, 0.681598
2638,   0.7885, 0.682312
2639,   0.7885, 0.682781
2640,   0.7885, 0.685267
2641,   0.7885,  0.67908
2642,   0.7885, 0.675366
2643,   0.7885, 0.675621
2644,   0.7885, 0.669268
2645,   0.7885,  0.66886
2646,   0.7885, 0.671923
2647,   0.7885,  0.67219
2648,   0.7885, 0.672206
2649,   0.7868,  0.67348
2650,   0.7868, 0.676232
2651,   0.7868,  0.68587
2652,   0.7868, 0.673865
2653,   0.7868, 0.664288
2654,   0.7868, 0.671311
2655,   0.7868,  0.67706
2656,   0.7868, 0.671145
2657,   0.7868, 0.674434
2658,   0.7861, 0.670708
2659,   0.7861,  0.66675
2660,   0.7861, 0.668053
2661,   0.7861, 0.672713
2662,   0.7861, 0.677321
2663,   0.7861, 0.668109
2664,   0.7861, 0.674329
2665,   0.7861, 0.673756
2666,   0.7861, 0.671557
2667,   0.7861, 0.672265
2668,   0.7861, 0.674867
2669,    0.788, 0.675677
2670,    0.788, 0.673263
2671,    0.788, 0.676966
2672,    0.788, 0.669745
2673,    0.788, 0.675308
2674,    0.788, 0.666001
2675,    0.788,  0.66639
2676,    0.788, 0.683563
2677,    0.788, 0.673518
2678,    0.788, 0.680438
2679,    0.788, 0.672184
2680,    0.788, 0.676679
2681,    0.788, 0.678307
2682,    0.788,  0.67133
2683,    0.788, 0.670637
2684,    0.788, 0.681823
2685,    0.788,  0.67579
2686,    0.788, 0.676884
2687,    0.788,  0.67705
2688,    0.788, 0.684944
2689,    0.788, 0.671209
2690,    0.788, 0.679151
2691,    0.788, 0.681402
2692,    0.788, 0.678904
2693,    0.788, 0.683169
2694,    0.788, 0.671736
2695,    0.788, 0.668014
2696,    0.788, 0.670188
2697,    0.788, 0.667646
2698,    0.788, 0.671844
2699,    0.788, 0.672226
2700,    0.788,  0.67974
2701,    0.788,  0.67459
2702,    0.788, 0.672187
2703,    0.788, 0.684764
2704,    0.788,  0.67872
2705,    0.788,  0.67677
2706,    0.788, 0.677036
2707,    0.788, 0.681713
2708,    0.788, 0.672214
2709,    0.788, 0.676792
2710,    0.788, 0.679186
2711,    0.788, 0.675811
2712,    0.788,  0.68336
2713,    0.788, 0.681747
2714,    0.788, 0.679163
2715,    0.788,  0.67825
2716,    0.788, 0.674474
2717,    0.788, 0.673185
2718,    0.788, 0.679613
2719,    0.788, 0.685904
2720,    0.788, 0.681055
2721,    0.788, 0.686518
2722,    0.788,  0.67942
2723,    0.788, 0.678844
2724,    0.788, 0.680321
2725,    0.788, 0.675654
2726,    0.788, 0.681524
2727,    0.788, 0.686957
2728,    0.788, 0.674803
2729,    0.788, 0.679023
2730,    0.788, 0.679002
2731,    0.788,  0.67687
2732,    0.788,  0.68184
2733,    0.788, 0.680893
2734,    0.788,   0.6828
2735,    0.788, 0.684981
2736,    0.788, 0.687333
2737,    0.788, 0.683403
2738,    0.788, 0.676959
2739,    0.788, 0.681369
2740,    0.788, 0.678696
2741,    0.788, 0.678527
2742,    0.788, 0.678485
2743,    0.788, 0.683402
2744,    0.788, 0.680611
2745,    0.788,  0.68344
2746,    0.788, 0.677431
2747,    0.788, 0.682778
2748,    0.788, 0.678322
2749,    0.788, 0.673469
2750,    0.788, 0.676138
2751,    0.788, 0.680712
2752,    0.788, 0.680035
2753,    0.788, 0.677222
2754,    0.788, 0.673038
2755,    0.788, 0.679283
2756,    0.788, 0.678661
2757,    0.788, 0.674356
2758,    0.788, 0.666511
2759,    0.788, 0.677538
2760,    0.788, 0.673233
2761,    0.788, 0.672464
2762,    0.788, 0.673653
2763,    0.788, 0.682152
2764,    0.788, 0.680948
2765,    0.788, 0.683967
2766,    0.788, 0.674577
2767,    0.788, 0.684197
2768,    0.788, 0.685505
2769,    0.788, 0.677716
2770,    0.788, 0.684608
2771,    0.788, 0.682426
2772,    0.788, 0.674414
2773,    0.788, 0.668809
2774,    0.788, 0.672326
2775,    0.788, 0.677201
2776,    0.788, 0.680116
2777,    0.788, 0.675717
2778,    0.788, 0.672345
2779,    0.788, 0.672306
2780,    0.788, 0.675978
2781,    0.788, 0.675978
2782,    0.788,  0.67428
2783,    0.788, 0.684445
2784,    0.788, 0.678982
2785,    0.788, 0.680363
2786,    0.788, 0.673867
2787,    0.788, 0.673248
2788,    0.788, 0.678319
2789,    0.788, 0.677599
2790,    0.788, 0.674966
2791,    0.788, 0.666283
2792,    0.788,  0.67448
2793,    0.788, 0.671966
2794,    0.788, 0.672752
2795,    0.788, 0.667888
2796,    0.788, 0.681139
2797,    0.788, 0.676382
2798,    0.788, 0.676947
2799,    0.788, 0.670213
2800,    0.788, 0.676138
2801,    0.788, 0.673714
2802,    0.788, 0.672243
2803,    0.788, 0.674546
2804,    0.788, 0.678451
2805,    0.788, 0.670681
2806,    0.788, 0.677592
2807,    0.788,  0.67737
2808,   0.7877,  0.67868
2809,   0.7877, 0.674345
2810,   0.7877, 0.673744
2811,   0.7877, 0.675029
2812,   0.7877, 0.680942
2813,   0.7877, 0.683152
2814,   0.7877, 0.678686
2815,   0.7877, 0.679466
2816,   0.7877, 0.676159
2817,   0.7877, 0.683568
2818,   0.7877, 0.682524
2819,   0.7877, 0.683941
2820,   0.7877,  0.68055
2821,   0.7877, 0.675863
2822,   0.7877, 0.678956
2823,   0.7874,  0.68034
2824,   0.7874, 0.682634
2825,   0.7874, 0.687769
2826,   0.7874, 0.682132
