gen, ranking_scalar_uniform_best, ranking_scalar_uniform_ave
3758,   0.7894,   0.6746
3759,   0.7894, 0.674995
3760,   0.7894, 0.669882
3761,   0.7894,  0.67547
3762,   0.7894,  0.66967
3763,   0.7894, 0.675386
3764,   0.7894, 0.665733
3765,   0.7894, 0.672989
3766,   0.7894, 0.675115
3767,   0.7894, 0.676858
3768,   0.7894, 0.672964
3769,   0.7894, 0.671884
3770,   0.7894, 0.675488
3771,   0.7894, 0.667704
3772,   0.7894,   0.6744
3773,   0.7894, 0.679795
3774,   0.7894, 0.678041
3775,   0.7894, 0.673017
3776,   0.7894, 0.675716
3777,   0.7894, 0.679381
3778,   0.7894,  0.68737
3779,   0.7894, 0.686536
3780,   0.7894, 0.685886
3781,   0.7894, 0.675214
3782,   0.7894, 0.679238
3783,   0.7894, 0.681563
3784,   0.7894, 0.677544
3785,   0.7894, 0.680568
3786,   0.7894, 0.676391
3787,   0.7894,  0.67421
3788,   0.7894, 0.684268
3789,   0.7894, 0.677311
3790,   0.7894, 0.676981
3791,   0.7894, 0.678176
3792,   0.7894, 0.677347
3793,   0.7894, 0.670648
3794,   0.7894, 0.675429
3795,   0.7894, 0.667409
3796,   0.7894, 0.675179
3797,   0.7894, 0.674812
3798,   0.7894, 0.679204
3799,   0.7894, 0.675799
3800,   0.7894, 0.685453
3801,   0.7894, 0.685148
3802,   0.7894, 0.678404
3803,   0.7894,  0.67261
3804,   0.7894, 0.677416
3805,   0.7894, 0.679674
3806,   0.7894, 0.678358
3807,   0.7894, 0.674788
3808,   0.7894, 0.672266
3809,   0.7894, 0.679893
3810,   0.7894, 0.677456
3811,   0.7894, 0.671256
3812,   0.7894, 0.678383
3813,   0.7894, 0.674929
3814,   0.7894, 0.677392
3815,   0.7894, 0.671918
3816,   0.7894,  0.67548
3817,   0.7894, 0.676364
3818,   0.7894, 0.671462
3819,   0.7894, 0.675735
3820,   0.7894, 0.667907
3821,   0.7894, 0.677061
3822,   0.7894, 0.678877
3823,   0.7894, 0.675986
3824,   0.7894, 0.680847
3825,   0.7894, 0.677609
3826,   0.7894, 0.683873
3827,   0.7894, 0.678014
3828,   0.7894, 0.680489
3829,   0.7894, 0.675825
3830,   0.7894, 0.665624
3831,   0.7894, 0.687467
3832,   0.7894, 0.679682
3833,   0.7894, 0.678077
3834,   0.7894, 0.675625
3835,   0.7894, 0.675383
3836,   0.7894, 0.677378
3837,   0.7894, 0.678989
3838,   0.7894, 0.677281
3839,   0.7894,  0.67399
3840,   0.7894, 0.673266
3841,   0.7894, 0.679006
3842,   0.7894, 0.679419
3843,   0.7894,  0.68393
3844,   0.7894, 0.679129
3845,   0.7894, 0.683891
3846,   0.7894, 0.678366
3847,   0.7894, 0.669677
3848,   0.7894, 0.675307
3849,   0.7894, 0.675754
3850,   0.7894, 0.668856
3851,   0.7894, 0.674702
3852,   0.7894, 0.678324
3853,   0.7894, 0.674375
3854,   0.7894, 0.677204
3855,   0.7894, 0.674062
3856,   0.7894, 0.666875
3857,   0.7894, 0.677013
3858,   0.7894, 0.679329
3859,   0.7894, 0.676865
3860,    0.787, 0.676054
3861,    0.787, 0.679579
3862,    0.787, 0.678177
3863,    0.787, 0.676825
3864,    0.787,  0.68065
3865,    0.787, 0.674575
3866,    0.787,  0.67647
3867,    0.787, 0.676558
3868,    0.787, 0.674394
3869,    0.787, 0.678555
3870,   0.7907, 0.683526
3871,   0.7907, 0.677356
3872,   0.7907, 0.676667
3873,   0.7907, 0.678497
3874,   0.7907, 0.677394
3875,   0.7907, 0.672055
3876,   0.7907, 0.667797
3877,   0.7907, 0.676417
3878,   0.7907, 0.679458
3879,   0.7907, 0.678359
3880,   0.7907,  0.68497
3881,   0.7907, 0.681347
3882,   0.7907,  0.67827
3883,   0.7907, 0.685299
3884,   0.7907, 0.681379
3885,   0.7907, 0.668017
3886,   0.7907, 0.678686
3887,   0.7907, 0.671252
3888,   0.7907,  0.67679
3889,   0.7907, 0.670044
3890,   0.7907, 0.670242
3891,   0.7907, 0.674839
3892,   0.7907, 0.684876
3893,   0.7907, 0.677777
3894,   0.7907, 0.678199
3895,   0.7907, 0.678556
3896,   0.7907, 0.675278
3897,   0.7907, 0.678451
3898,   0.7907, 0.674596
3899,   0.7907, 0.676634
3900,   0.7907, 0.675914
3901,   0.7907, 0.675316
3902,   0.7907, 0.673778
3903,   0.7907, 0.678531
3904,   0.7907,  0.67505
3905,   0.7907,   0.6772
3906,   0.7907, 0.685689
3907,   0.7907, 0.678228
3908,   0.7907, 0.679166
3909,   0.7907, 0.669998
3910,   0.7907,  0.66503
3911,   0.7907,  0.67132
3912,   0.7907, 0.671628
3913,   0.7907, 0.672928
3914,   0.7907, 0.675378
3915,   0.7907, 0.672907
3916,   0.7907, 0.675362
3917,   0.7907, 0.676646
3918,   0.7907, 0.676823
3919,   0.7907, 0.674726
3920,   0.7907, 0.671686
3921,   0.7907, 0.679927
3922,   0.7907, 0.679649
3923,   0.7907, 0.680357
3924,   0.7907,  0.68554
3925,   0.7907, 0.683714
3926,   0.7907, 0.678802
3927,   0.7907, 0.673869
3928,   0.7907, 0.668553
3929,   0.7907, 0.668628
3930,   0.7907, 0.666452
3931,   0.7907, 0.671449
3932,   0.7907, 0.666972
3933,   0.7907, 0.674235
3934,   0.7907, 0.670904
3935,   0.7907, 0.675583
3936,   0.7907, 0.676688
3937,   0.7907, 0.677189
3938,   0.7907,  0.68543
3939,   0.7907, 0.674577
3940,   0.7907, 0.673854
3941,   0.7907, 0.674089
3942,   0.7907, 0.671946
3943,   0.7907, 0.673136
3944,   0.7907, 0.672824
3945,   0.7907, 0.680448
3946,   0.7907, 0.678415
3947,   0.7907, 0.681221
3948,   0.7907, 0.674329
3949,   0.7907, 0.682576
3950,   0.7907, 0.675049
3951,   0.7907, 0.676003
3952,   0.7907, 0.678749
3953,   0.7907, 0.684019
3954,   0.7907, 0.679631
3955,   0.7907, 0.679365
3956,   0.7907, 0.674837
3957,   0.7907, 0.677113
3958,   0.7907, 0.679272
3959,   0.7907,  0.67275
3960,   0.7907, 0.667638
3961,   0.7907, 0.672507
3962,   0.7907, 0.678621
3963,   0.7907, 0.676019
3964,   0.7907, 0.675973
3965,   0.7907, 0.685508
3966,   0.7907, 0.684537
3967,   0.7907, 0.675893
3968,   0.7907, 0.676494
3969,   0.7907, 0.678041
3970,   0.7907, 0.676691
3971,   0.7907, 0.677015
3972,   0.7907, 0.679645
3973,   0.7907, 0.672611
3974,   0.7907, 0.671697
3975,   0.7907, 0.677946
3976,   0.7907, 0.680918
3977,   0.7907, 0.673607
3978,   0.7907, 0.680493
3979,   0.7907, 0.675462
3980,   0.7907,  0.68188
3981,   0.7907, 0.673599
3982,   0.7907, 0.673962
3983,   0.7907, 0.672838
3984,   0.7907, 0.668763
3985,   0.7907, 0.671745
3986,   0.7907, 0.669372
3987,   0.7907, 0.676607
3988,   0.7907, 0.673047
3989,   0.7907, 0.670011
3990,   0.7907, 0.671838
3991,   0.7907, 0.677219
3992,   0.7907, 0.673787
3993,   0.7907, 0.675813
3994,   0.7907, 0.676323
3995,   0.7907, 0.674021
3996,   0.7896, 0.667311
3997,   0.7896, 0.669674
3998,   0.7896, 0.670762
3999,   0.7896, 0.683487
4000,   0.7896, 0.674216
