gen, ranking_ternary_twopoint_best, ranking_ternary_twopoint_ave
 935,   0.7301,  0.64771
 936,   0.7301,  0.64575
 937,   0.7301, 0.645712
 938,   0.7301, 0.643762
 939,   0.7301, 0.645986
 940,   0.7301, 0.648417
 941,   0.7301, 0.651978
 942,   0.7301, 0.652058
 943,   0.7301, 0.652643
 944,   0.7302, 0.651623
 945,   0.7302, 0.656143
 946,   0.7302, 0.650391
 947,   0.7302, 0.651109
 948,   0.7302, 0.652336
 949,   0.7302, 0.650469
 950,   0.7302, 0.652538
 951,   0.7302,  0.64519
 952,   0.7302, 0.649884
 953,   0.7302, 0.652081
 954,   0.7302, 0.647429
 955,   0.7302, 0.645923
 956,   0.7302, 0.659727
 957,   0.7302,  0.64481
 958,   0.7302, 0.645971
 959,   0.7302, 0.639488
 960,   0.7302, 0.644819
 961,   0.7302, 0.647601
 962,   0.7302, 0.655193
 963,   0.7302, 0.654212
 964,   0.7302, 0.655783
 965,   0.7302, 0.648559
 966,   0.7302, 0.653937
 967,   0.7302, 0.652553
 968,   0.7302, 0.645259
 969,   0.7302, 0.644404
 970,   0.7302, 0.653913
 971,   0.7307, 0.649909
 972,   0.7307, 0.652613
 973,   0.7307, 0.646542
 974,   0.7307, 0.644716
 975,   0.7307, 0.650557
 976,   0.7307, 0.641358
 977,   0.7307, 0.643468
 978,   0.7307, 0.646632
 979,   0.7307, 0.651156
 980,   0.7309, 0.650978
 981,   0.7311, 0.654336
 982,   0.7311, 0.648688
 983,   0.7311, 0.641747
 984,   0.7311,  0.64018
 985,   0.7311, 0.636217
 986,   0.7311, 0.642646
 987,   0.7311, 0.641865
 988,   0.7311, 0.646966
 989,   0.7311, 0.645756
 990,   0.7316, 0.652219
 991,   0.7316, 0.646673
 992,   0.7316, 0.658405
 993,   0.7316, 0.661203
 994,   0.7316, 0.656282
 995,   0.7316, 0.657574
 996,   0.7316, 0.652251
 997,   0.7316, 0.645515
 998,   0.7316, 0.651754
 999,   0.7316, 0.653049
1000,   0.7321, 0.658324
1001,   0.7321,  0.65335
1002,   0.7321, 0.653418
1003,   0.7321, 0.658636
1004,   0.7321, 0.652316
1005,   0.7321, 0.651649
1006,   0.7321, 0.651523
1007,   0.7321, 0.647951
1008,   0.7321, 0.651742
1009,   0.7321, 0.647029
1010,   0.7321, 0.651754
1011,   0.7321, 0.650202
1012,   0.7321, 0.647371
1013,   0.7321, 0.643502
1014,   0.7321, 0.650174
1015,   0.7321, 0.637217
1016,   0.7321, 0.646388
1017,   0.7321, 0.647639
1018,   0.7321, 0.651902
1019,   0.7321, 0.651369
1020,   0.7321, 0.648406
1021,   0.7321, 0.642372
1022,   0.7321, 0.641158
1023,   0.7321, 0.647184
1024,   0.7321, 0.648741
1025,   0.7321, 0.647323
1026,   0.7321, 0.651096
1027,   0.7321, 0.653721
1028,   0.7321, 0.647599
1029,   0.7321, 0.649841
1030,   0.7321, 0.643826
1031,   0.7321, 0.652918
1032,   0.7321, 0.650387
1033,   0.7321, 0.645697
1034,   0.7321, 0.646646
1035,   0.7321, 0.649196
1036,   0.7321, 0.651851
1037,   0.7321, 0.653187
1038,   0.7321, 0.650044
1039,   0.7321, 0.647888
1040,   0.7321, 0.656616
1041,   0.7321, 0.648766
1042,   0.7321, 0.652047
1043,   0.7321, 0.654146
1044,   0.7321, 0.655801
1045,   0.7321, 0.655553
1046,   0.7321, 0.655021
1047,   0.7321, 0.662143
1048,   0.7321, 0.650586
1049,   0.7321, 0.645206
1050,   0.7321, 0.647103
1051,   0.7321, 0.652641
1052,   0.7321, 0.650155
1053,   0.7325, 0.651223
1054,   0.7325, 0.647113
1055,   0.7325, 0.644588
1056,   0.7325, 0.656412
1057,   0.7325, 0.648526
1058,   0.7325, 0.651349
1059,   0.7325,  0.64709
1060,   0.7325,  0.64963
1061,   0.7325, 0.645832
1062,   0.7325, 0.641359
1063,   0.7325, 0.639103
1064,   0.7325, 0.647946
1065,   0.7327,  0.65122
1066,   0.7327, 0.650595
1067,   0.7327, 0.655102
1068,   0.7327, 0.651552
1069,   0.7327, 0.660176
1070,   0.7327, 0.656489
1071,   0.7327, 0.651102
1072,   0.7327, 0.646891
1073,   0.7327, 0.648832
1074,   0.7327, 0.646262
1075,   0.7327, 0.648141
1076,   0.7327, 0.643647
1077,   0.7327, 0.652829
1078,   0.7327, 0.656138
1079,   0.7327, 0.656127
1080,   0.7327, 0.647631
1081,   0.7327, 0.657441
1082,   0.7327, 0.643896
1083,   0.7327, 0.644031
1084,   0.7327, 0.650685
1085,   0.7327, 0.654985
1086,   0.7327, 0.650029
1087,   0.7327, 0.652929
1088,   0.7327, 0.653931
1089,   0.7327, 0.655908
1090,   0.7327, 0.652369
1091,   0.7327, 0.652206
1092,   0.7327, 0.657596
1093,   0.7327, 0.649078
1094,   0.7327, 0.659177
1095,   0.7327, 0.655123
1096,   0.7327, 0.663926
1097,   0.7327, 0.657365
1098,   0.7327, 0.649878
1099,   0.7327, 0.652031
1100,   0.7327, 0.651473
1101,   0.7327, 0.647427
1102,   0.7327,  0.64989
1103,   0.7327, 0.644751
1104,   0.7327, 0.649334
1105,   0.7327, 0.647577
1106,   0.7327, 0.649712
1107,   0.7327, 0.648673
1108,   0.7327, 0.653221
1109,   0.7327, 0.649418
1110,   0.7327, 0.653563
1111,   0.7327, 0.652705
1112,   0.7327, 0.647742
1113,   0.7327, 0.645113
1114,   0.7327, 0.650595
1115,   0.7327, 0.654099
1116,   0.7327,  0.65617
1117,   0.7327, 0.648031
1118,   0.7327, 0.650944
1119,   0.7327, 0.647779
1120,   0.7327, 0.655707
1121,   0.7327, 0.646914
1122,   0.7327, 0.651034
1123,   0.7327, 0.645615
1124,   0.7327, 0.656675
1125,   0.7327, 0.653914
1126,   0.7327, 0.638496
1127,   0.7327, 0.647282
1128,   0.7327, 0.649846
1129,   0.7327, 0.646647
1130,    0.733, 0.640108
1131,    0.733,  0.64776
1132,    0.733, 0.646583
1133,    0.733, 0.652258
1134,    0.733, 0.650312
1135,    0.733, 0.647717
1136,    0.733, 0.646645
1137,    0.733, 0.645974
1138,    0.733, 0.651815
1139,    0.733, 0.650999
1140,    0.733, 0.648487
1141,    0.733,  0.64709
1142,    0.733, 0.643394
1143,    0.733, 0.647347
1144,    0.733, 0.639477
1145,    0.733, 0.633022
1146,    0.733, 0.642619
1147,    0.733, 0.641368
1148,   0.7333, 0.642473
1149,   0.7333, 0.639039
1150,   0.7333, 0.639784
1151,   0.7333, 0.646151
1152,   0.7333, 0.648766
1153,   0.7333, 0.658618
1154,   0.7333, 0.655128
1155,   0.7333,  0.64229
1156,   0.7333, 0.646377
1157,   0.7333, 0.647358
1158,   0.7337,  0.65348
1159,   0.7337, 0.642385
1160,   0.7337, 0.651475
1161,   0.7337, 0.647637
1162,    0.734, 0.647159
1163,    0.734, 0.648874
1164,    0.734, 0.648148
1165,    0.734, 0.649618
1166,   0.7343, 0.642106
1167,   0.7343,  0.64897
1168,   0.7343, 0.654859
1169,   0.7343, 0.648781
1170,   0.7343,  0.64222
1171,   0.7343, 0.648454
1172,   0.7369, 0.655087
1173,   0.7369, 0.654324
1174,   0.7369, 0.651862
1175,   0.7369,  0.64554
1176,   0.7369, 0.643402
1177,   0.7369,  0.64997
1178,   0.7369, 0.649074
1179,   0.7369, 0.656129
1180,   0.7369, 0.651974
1181,   0.7385, 0.650068
1182,   0.7385, 0.648521
1183,   0.7401, 0.643482
1184,   0.7401, 0.634706
1185,   0.7401, 0.650402
1186,   0.7404, 0.648215
1187,   0.7404, 0.652029
1188,   0.7455, 0.659199
1189,   0.7455, 0.650553
1190,   0.7455,  0.64297
1191,   0.7455, 0.645937
1192,   0.7509, 0.653493
1193,   0.7509, 0.655909
1194,   0.7509, 0.655037
1195,   0.7509, 0.659036
1196,   0.7537, 0.660902
1197,   0.7552, 0.658488
1198,   0.7552, 0.652885
1199,   0.7558,   0.6614
1200,   0.7566, 0.653806
1201,    0.757, 0.651381
1202,   0.7593,  0.65656
1203,   0.7606, 0.658498
1204,   0.7628, 0.667535
1205,   0.7628, 0.665869
1206,   0.7628, 0.657037
1207,   0.7628, 0.659926
1208,   0.7632, 0.670624
1209,   0.7632, 0.664178
1210,   0.7664, 0.664743
1211,   0.7664, 0.662384
1212,   0.7664, 0.670581
1213,   0.7668, 0.669466
1214,   0.7668, 0.658329
1215,   0.7668, 0.654754
1216,   0.7668, 0.669085
1217,   0.7668, 0.671128
1218,   0.7694, 0.666595
1219,   0.7694, 0.659346
1220,   0.7698, 0.671534
1221,   0.7698, 0.663872
1222,   0.7698, 0.658692
1223,   0.7698, 0.661017
1224,   0.7698, 0.660541
1225,   0.7698, 0.660012
1226,   0.7698, 0.672305
1227,   0.7704, 0.660206
1228,   0.7709, 0.671178
1229,   0.7709, 0.676608
1230,   0.7723, 0.670063
1231,   0.7723,  0.67163
1232,   0.7723, 0.666786
1233,   0.7723, 0.671276
1234,   0.7723, 0.670475
1235,   0.7723, 0.677263
1236,   0.7723, 0.669332
1237,   0.7733, 0.670203
1238,   0.7733, 0.670495
1239,   0.7733, 0.674474
1240,   0.7763, 0.667851
1241,   0.7763,  0.66284
1242,   0.7763, 0.671915
1243,   0.7768, 0.684009
1244,   0.7768, 0.667723
1245,   0.7768, 0.675735
1246,   0.7783, 0.683842
1247,   0.7783, 0.682771
1248,   0.7783, 0.677255
1249,   0.7783,  0.67258
1250,   0.7783, 0.677657
1251,   0.7783, 0.669899
1252,   0.7783, 0.673664
1253,   0.7783, 0.676638
1254,   0.7783, 0.679161
1255,   0.7783, 0.680736
1256,   0.7783,  0.67797
1257,   0.7784, 0.666174
1258,   0.7784, 0.669853
1259,   0.7784, 0.672298
1260,   0.7784, 0.680435
1261,   0.7784, 0.670702
1262,   0.7784, 0.676539
1263,   0.7784, 0.684246
1264,   0.7784, 0.679856
1265,   0.7784, 0.676658
1266,   0.7784, 0.680804
1267,   0.7784, 0.678763
1268,   0.7784, 0.677726
1269,   0.7784, 0.682782
1270,   0.7784, 0.676882
1271,   0.7784, 0.679006
1272,   0.7784, 0.675242
1273,   0.7784, 0.678643
1274,   0.7784, 0.677953
1275,   0.7788, 0.678815
1276,   0.7788, 0.683256
1277,   0.7788, 0.670638
1278,   0.7792, 0.676841
1279,   0.7792, 0.673935
1280,   0.7792, 0.681674
1281,   0.7792, 0.674772
1282,   0.7792, 0.672488
1283,   0.7794, 0.679143
1284,   0.7794, 0.676903
1285,   0.7794, 0.677152
1286,   0.7794, 0.684117
1287,   0.7794, 0.680377
1288,   0.7808, 0.679904
1289,   0.7808, 0.682673
1290,   0.7808, 0.676174
1291,   0.7808, 0.683753
1292,   0.7808, 0.677365
1293,   0.7808, 0.676616
1294,   0.7808, 0.681503
1295,   0.7808, 0.665129
1296,   0.7808, 0.684334
1297,   0.7808, 0.678387
1298,   0.7808, 0.672402
1299,   0.7808, 0.678888
1300,    0.781, 0.669888
1301,    0.781, 0.677813
1302,    0.781, 0.680497
1303,    0.781, 0.679474
1304,    0.781, 0.678422
1305,   0.7818, 0.681693
1306,   0.7831, 0.677463
1307,   0.7831, 0.675188
1308,   0.7831, 0.681317
1309,   0.7831, 0.681935
1310,   0.7831, 0.677175
1311,   0.7831, 0.682503
1312,   0.7831, 0.670691
1313,   0.7847, 0.669843
1314,   0.7847,  0.67527
1315,   0.7847, 0.675878
1316,   0.7847, 0.675802
1317,   0.7847, 0.677498
1318,   0.7852, 0.688825
1319,   0.7852, 0.683474
1320,   0.7852, 0.680464
1321,   0.7852, 0.677761
1322,   0.7852, 0.675977
1323,   0.7852,  0.68031
1324,   0.7852, 0.675279
1325,   0.7852, 0.685773
1326,   0.7852, 0.684314
1327,   0.7852, 0.680948
1328,   0.7852, 0.675851
1329,   0.7852,  0.68087
1330,   0.7852, 0.680659
1331,   0.7852, 0.675543
1332,   0.7852, 0.677635
1333,   0.7852, 0.678532
1334,   0.7852, 0.679231
1335,   0.7852, 0.686025
1336,   0.7852, 0.696751
1337,   0.7852, 0.692183
1338,   0.7852, 0.679092
1339,   0.7863, 0.676955
1340,   0.7863, 0.677993
1341,   0.7863, 0.685853
1342,   0.7863, 0.691063
1343,   0.7863, 0.688308
1344,   0.7863, 0.689339
1345,   0.7864, 0.680854
1346,   0.7864, 0.688293
1347,   0.7864, 0.690076
1348,   0.7864, 0.686456
1349,   0.7864, 0.690905
1350,   0.7864, 0.684884
1351,   0.7864, 0.685856
1352,   0.7864, 0.686598
1353,   0.7864, 0.690365
1354,   0.7872, 0.693902
1355,   0.7872, 0.688972
1356,   0.7872,  0.68818
1357,   0.7872, 0.691473
1358,   0.7877, 0.693896
1359,   0.7877, 0.694237
1360,   0.7877,  0.69225
1361,   0.7877, 0.687671
1362,   0.7877, 0.688067
1363,   0.7877, 0.694439
1364,   0.7877, 0.691023
1365,   0.7877, 0.701734
1366,   0.7884, 0.695242
1367,   0.7884, 0.703315
1368,   0.7887, 0.695184
1369,   0.7887, 0.698601
1370,   0.7887, 0.699298
1371,   0.7887, 0.695671
1372,   0.7887, 0.700099
1373,   0.7887, 0.699101
1374,   0.7887,  0.69218
1375,   0.7887, 0.689492
1376,   0.7887, 0.694771
1377,   0.7887, 0.695104
1378,   0.7887, 0.689745
1379,   0.7887, 0.682289
1380,   0.7887, 0.687199
1381,    0.789, 0.689576
1382,    0.789, 0.688508
1383,    0.789, 0.692246
1384,    0.789,  0.68775
1385,    0.789, 0.685126
1386,    0.789, 0.680996
1387,    0.789,   0.6873
1388,    0.789, 0.689264
1389,    0.789, 0.694757
1390,    0.789, 0.692679
1391,    0.789, 0.689789
1392,    0.789, 0.690531
1393,    0.789, 0.682082
1394,    0.789, 0.696074
1395,    0.789, 0.695917
1396,    0.789, 0.693805
1397,    0.789, 0.694343
1398,    0.789, 0.689801
1399,    0.789, 0.682465
1400,    0.789, 0.690812
1401,    0.789, 0.698069
1402,    0.789, 0.695912
1403,    0.789, 0.691101
1404,    0.789, 0.691631
1405,    0.789, 0.689991
1406,    0.789,  0.70263
1407,   0.7892, 0.697176
1408,   0.7892, 0.684098
1409,   0.7892, 0.690621
1410,   0.7892,  0.68728
1411,   0.7892, 0.690291
1412,   0.7892, 0.693786
1413,   0.7892, 0.691628
1414,   0.7892, 0.692355
1415,   0.7892, 0.687637
1416,   0.7892, 0.690563
1417,   0.7892, 0.690413
1418,   0.7892,   0.6858
1419,   0.7898, 0.690886
1420,   0.7898,  0.68711
1421,   0.7898, 0.682346
1422,   0.7898, 0.688904
1423,   0.7898, 0.690631
1424,   0.7898, 0.697662
1425,   0.7898, 0.698953
1426,   0.7898,  0.69832
1427,   0.7898, 0.698274
1428,   0.7898, 0.696767
1429,   0.7898, 0.685107
1430,   0.7898,   0.6903
1431,   0.7898,  0.68516
1432,   0.7898, 0.688866
1433,   0.7898, 0.689671
1434,   0.7901, 0.692546
1435,   0.7901, 0.684773
1436,   0.7901, 0.687546
1437,   0.7901, 0.696643
1438,   0.7901, 0.694298
1439,   0.7901, 0.694412
1440,   0.7901, 0.694072
1441,   0.7901, 0.700508
1442,   0.7909, 0.693779
1443,   0.7909, 0.693497
1444,   0.7909, 0.689321
1445,   0.7909, 0.687004
1446,   0.7909, 0.688876
1447,   0.7909, 0.695705
1448,   0.7909, 0.691575
1449,   0.7913, 0.694236
1450,   0.7913, 0.687014
1451,   0.7913, 0.689659
1452,   0.7913, 0.686496
1453,   0.7913, 0.691855
1454,   0.7913, 0.690989
1455,   0.7913,  0.69475
1456,   0.7913, 0.700652
1457,   0.7913, 0.701529
1458,   0.7913, 0.688668
1459,   0.7913, 0.691297
1460,   0.7913, 0.694887
1461,   0.7913, 0.691119
1462,   0.7922, 0.687838
1463,   0.7922, 0.698141
1464,   0.7935, 0.686849
1465,   0.7935, 0.686691
1466,   0.7935,  0.69015
1467,   0.7935, 0.692818
1468,   0.7935, 0.694425
1469,   0.7935, 0.696963
1470,   0.7935, 0.695906
1471,   0.7935, 0.694094
1472,   0.7935, 0.689012
1473,   0.7935, 0.692792
1474,   0.7935, 0.686939
1475,   0.7935, 0.683136
1476,   0.7935, 0.695153
1477,   0.7935, 0.692391
1478,   0.7935, 0.695693
1479,   0.7935, 0.694277
1480,   0.7935, 0.693433
1481,   0.7935, 0.692225
1482,   0.7935, 0.692506
1483,   0.7935, 0.697218
1484,   0.7935, 0.691436
1485,   0.7935, 0.693354
1486,   0.7935, 0.685809
1487,   0.7935, 0.690618
1488,   0.7935, 0.686602
1489,   0.7939, 0.685158
1490,   0.7939, 0.693364
1491,   0.7939,  0.69315
1492,   0.7939, 0.692448
1493,   0.7939, 0.684035
1494,   0.7939, 0.697562
1495,   0.7939, 0.698702
1496,   0.7939, 0.692558
1497,   0.7939, 0.702515
1498,   0.7939, 0.695435
1499,   0.7939, 0.694546
1500,   0.7939, 0.694437
1501,   0.7939, 0.697351
1502,   0.7939, 0.696021
1503,   0.7939, 0.695009
1504,   0.7939, 0.693069
1505,   0.7939, 0.690399
1506,   0.7939, 0.689728
1507,   0.7939, 0.692651
1508,   0.7939, 0.695963
1509,   0.7939, 0.695564
1510,   0.7939, 0.697192
1511,   0.7939, 0.693402
1512,   0.7939, 0.695959
1513,   0.7939, 0.692467
1514,   0.7939, 0.692663
1515,   0.7939, 0.694643
1516,   0.7939,  0.69364
1517,   0.7939, 0.690467
1518,   0.7939, 0.699148
1519,   0.7939,  0.69313
1520,   0.7939,  0.69509
1521,   0.7939,  0.69773
1522,   0.7939, 0.699749
1523,   0.7939, 0.693105
1524,   0.7939, 0.689093
1525,   0.7939, 0.685605
1526,   0.7939, 0.688186
1527,   0.7939,  0.69117
1528,   0.7939, 0.688376
1529,   0.7939, 0.695229
1530,   0.7939,  0.68889
1531,   0.7939, 0.696822
1532,   0.7939, 0.700252
1533,   0.7939, 0.694434
1534,   0.7939, 0.688393
1535,   0.7939, 0.688909
1536,   0.7939, 0.696682
1537,   0.7939, 0.693239
1538,   0.7939, 0.695822
1539,   0.7939, 0.692572
1540,   0.7939,  0.69498
1541,   0.7939, 0.690241
1542,   0.7939, 0.697437
1543,   0.7939,  0.69879
1544,   0.7939, 0.694368
1545,   0.7939, 0.691392
1546,   0.7939,  0.69063
1547,   0.7939, 0.692144
1548,   0.7939, 0.698012
1549,   0.7939, 0.691963
1550,   0.7939, 0.687394
1551,   0.7939, 0.692887
1552,   0.7939, 0.686704
1553,   0.7939, 0.692572
1554,   0.7939, 0.689431
1555,   0.7939, 0.688018
1556,   0.7939, 0.688009
1557,   0.7939, 0.686896
1558,   0.7939, 0.690681
1559,   0.7939, 0.682569
1560,   0.7939, 0.689566
1561,    0.794, 0.690816
1562,    0.794, 0.698824
1563,    0.794, 0.681536
1564,    0.794,   0.7027
1565,    0.794, 0.685223
1566,    0.794, 0.694971
1567,    0.794, 0.690573
1568,    0.794, 0.685939
1569,    0.794, 0.687833
1570,    0.794, 0.684541
1571,    0.794, 0.683927
1572,    0.794, 0.689867
1573,    0.794, 0.692289
1574,    0.794, 0.687176
1575,    0.794, 0.707282
1576,    0.794,  0.69623
1577,    0.794,   0.6917
1578,    0.794, 0.697048
1579,    0.794, 0.697987
1580,    0.794, 0.695669
1581,    0.794, 0.695108
1582,    0.794, 0.691209
1583,    0.794, 0.696594
1584,    0.794, 0.694929
1585,    0.794, 0.694629
1586,   0.7942, 0.692029
1587,   0.7942, 0.685185
1588,   0.7942, 0.704903
1589,   0.7942, 0.700481
1590,   0.7942, 0.693437
1591,   0.7942, 0.697857
1592,   0.7942, 0.691492
1593,   0.7942, 0.695686
1594,   0.7942, 0.693863
1595,   0.7942, 0.687484
1596,   0.7942, 0.693422
1597,   0.7942, 0.690701
1598,   0.7942, 0.693239
1599,   0.7942, 0.694422
1600,   0.7942, 0.695405
1601,   0.7942, 0.681848
1602,   0.7942, 0.691106
1603,   0.7942, 0.693484
1604,   0.7942, 0.704497
1605,   0.7942, 0.692186
1606,   0.7942, 0.694631
1607,   0.7942, 0.696223
1608,   0.7942, 0.687007
1609,   0.7942, 0.678803
1610,   0.7942, 0.692887
1611,   0.7942,  0.69193
1612,   0.7942,  0.69852
1613,   0.7942,  0.69627
1614,   0.7942, 0.698143
1615,   0.7942, 0.704702
1616,   0.7942, 0.694824
1617,   0.7942, 0.694663
1618,   0.7942, 0.690869
1619,   0.7942, 0.693401
1620,   0.7944, 0.690644
1621,   0.7944, 0.685907
1622,   0.7944, 0.698963
1623,   0.7944, 0.693625
1624,   0.7944, 0.703127
1625,   0.7944, 0.695984
1626,   0.7944, 0.696117
1627,   0.7944, 0.697606
1628,   0.7944, 0.698314
1629,   0.7944, 0.695633
1630,   0.7944, 0.689507
1631,   0.7944, 0.691926
1632,   0.7944, 0.696482
1633,   0.7944, 0.688623
1634,   0.7944, 0.694601
1635,   0.7944, 0.693318
1636,   0.7944, 0.695101
1637,   0.7944, 0.687357
1638,   0.7944, 0.689127
1639,   0.7944, 0.698609
1640,   0.7944, 0.695261
1641,   0.7947, 0.685591
1642,   0.7947, 0.684935
1643,   0.7947, 0.698485
1644,   0.7947, 0.689709
1645,   0.7947, 0.690651
1646,   0.7947, 0.695359
1647,   0.7947, 0.694651
1648,   0.7947, 0.691301
1649,   0.7947, 0.694469
1650,   0.7947, 0.698129
1651,   0.7947,  0.69716
1652,   0.7947,  0.70343
1653,   0.7947, 0.688341
1654,   0.7947, 0.691836
1655,   0.7947,  0.69287
1656,   0.7947, 0.694589
1657,   0.7947, 0.694635
1658,   0.7947,  0.69826
1659,   0.7947,   0.6887
1660,   0.7947, 0.684937
1661,   0.7947, 0.681417
1662,   0.7947, 0.690559
1663,   0.7947, 0.689002
1664,   0.7947, 0.694632
1665,   0.7947, 0.699525
1666,   0.7947, 0.689932
1667,   0.7947, 0.689307
1668,   0.7947, 0.692434
1669,   0.7947, 0.695259
1670,   0.7947, 0.699615
1671,   0.7947, 0.697261
1672,   0.7947, 0.692353
1673,   0.7947, 0.690663
1674,   0.7947, 0.694516
1675,   0.7947, 0.691523
1676,   0.7947, 0.693419
1677,   0.7947, 0.700091
1678,   0.7947, 0.697015
1679,   0.7947, 0.701417
1680,   0.7947, 0.691885
1681,   0.7947, 0.695904
1682,   0.7947, 0.691363
1683,   0.7947, 0.696675
1684,   0.7947,  0.69842
1685,   0.7947, 0.695821
1686,   0.7947, 0.686198
1687,   0.7947, 0.686098
1688,   0.7953, 0.692017
1689,   0.7953, 0.689268
1690,   0.7953, 0.699368
1691,   0.7953, 0.694831
1692,   0.7953, 0.688928
1693,   0.7953, 0.694708
1694,   0.7953, 0.696149
1695,   0.7953, 0.686573
1696,   0.7953,  0.68684
1697,   0.7953, 0.696415
1698,   0.7953,  0.68683
1699,   0.7953, 0.694952
1700,   0.7953, 0.686562
1701,   0.7953, 0.692881
1702,   0.7953, 0.696304
1703,   0.7953, 0.695552
1704,   0.7953, 0.694327
1705,   0.7953, 0.686362
1706,   0.7953, 0.694675
1707,   0.7953, 0.690095
1708,   0.7953, 0.688213
1709,   0.7953, 0.693826
1710,   0.7953, 0.691239
1711,   0.7953, 0.690911
1712,   0.7953, 0.692403
1713,   0.7953, 0.692245
1714,   0.7953, 0.685104
1715,   0.7953,  0.69314
1716,   0.7953, 0.691629
1717,   0.7953, 0.696254
1718,   0.7962, 0.685597
1719,   0.7962, 0.693265
1720,   0.7962, 0.700856
1721,   0.7962, 0.693381
1722,   0.7962, 0.696848
1723,   0.7969, 0.696565
1724,   0.7969, 0.689634
1725,   0.7969, 0.691125
1726,   0.7969, 0.685651
1727,   0.7969, 0.697352
1728,   0.7969,  0.69562
1729,   0.7969, 0.689597
1730,   0.7969, 0.692908
1731,   0.7969, 0.695543
1732,   0.7969, 0.697731
1733,   0.7969, 0.700964
1734,   0.7969, 0.701353
1735,   0.7969, 0.690367
1736,   0.7969, 0.686868
1737,   0.7969, 0.690072
1738,   0.7969, 0.686526
1739,   0.7969, 0.675341
1740,   0.7969, 0.679815
1741,   0.7969, 0.686769
1742,   0.7969, 0.691965
1743,   0.7969, 0.702389
1744,   0.7969, 0.691664
1745,   0.7969, 0.701723
1746,   0.7969, 0.698467
1747,   0.7969, 0.698795
1748,   0.7969, 0.694833
1749,   0.7969, 0.695171
1750,   0.7969, 0.694602
1751,   0.7969, 0.685531
1752,   0.7969, 0.690355
1753,   0.7969,  0.69196
1754,   0.7969, 0.702913
1755,   0.7969, 0.698505
1756,   0.7969, 0.689202
1757,   0.7969, 0.692469
1758,   0.7969, 0.687607
1759,   0.7969, 0.695593
1760,   0.7969,  0.69878
1761,   0.7969, 0.697671
1762,   0.7969,  0.69455
1763,   0.7969, 0.686973
1764,   0.7969, 0.684184
1765,   0.7969, 0.692861
1766,   0.7969, 0.701472
1767,   0.7969, 0.694283
1768,   0.7969, 0.684867
1769,   0.7969, 0.686831
1770,   0.7969, 0.689461
1771,   0.7969, 0.684491
1772,   0.7969, 0.689511
1773,   0.7969, 0.684579
1774,   0.7969, 0.693203
1775,   0.7969, 0.699655
1776,    0.797, 0.702511
1777,    0.797, 0.696984
1778,    0.797, 0.696124
1779,    0.797, 0.693159
1780,    0.797, 0.690126
1781,    0.797, 0.689974
1782,    0.797, 0.691851
1783,    0.797, 0.689153
1784,    0.797, 0.679067
1785,    0.797, 0.692523
1786,    0.797, 0.702019
1787,    0.797, 0.693059
1788,    0.797, 0.693243
1789,    0.797, 0.695468
1790,    0.797, 0.700068
1791,    0.797, 0.697155
1792,    0.797, 0.682367
1793,    0.797,  0.69519
1794,    0.797, 0.690443
1795,    0.797, 0.694587
1796,    0.797, 0.688231
1797,    0.797, 0.698881
1798,    0.797, 0.691751
1799,    0.797, 0.696741
1800,    0.797,  0.69325
1801,    0.797, 0.688969
1802,    0.797, 0.684307
1803,    0.797, 0.685512
1804,    0.797, 0.697243
1805,    0.797, 0.697047
1806,    0.797, 0.690861
1807,   0.7974, 0.702097
1808,   0.7974, 0.698842
1809,   0.7974, 0.703368
1810,   0.7974, 0.702589
1811,   0.7974, 0.693605
1812,   0.7974, 0.688305
1813,   0.7974, 0.682395
1814,   0.7974, 0.693151
1815,   0.7974, 0.684853
1816,   0.7974, 0.691538
1817,   0.7974, 0.687378
1818,   0.7974,  0.69183
1819,   0.7974, 0.696293
1820,   0.7974, 0.691949
1821,    0.798, 0.689524
1822,    0.798, 0.684925
1823,    0.798, 0.693717
1824,    0.798, 0.692146
1825,    0.798, 0.692602
1826,    0.798, 0.687615
1827,    0.798, 0.693485
1828,    0.798, 0.686469
1829,    0.798, 0.699278
1830,    0.798, 0.696232
1831,    0.798,  0.69181
1832,    0.798, 0.687016
1833,    0.798, 0.691464
1834,    0.798, 0.699581
1835,    0.798, 0.699121
1836,    0.798, 0.691471
1837,    0.798,  0.68539
1838,    0.798, 0.686676
1839,    0.798, 0.691072
1840,    0.798, 0.686586
1841,    0.798, 0.688497
1842,    0.798, 0.689033
1843,    0.798,  0.69206
1844,    0.798, 0.687443
1845,    0.798, 0.690535
1846,    0.798, 0.691001
1847,    0.798,  0.69003
1848,    0.798, 0.700912
1849,    0.798, 0.693756
1850,    0.798, 0.696613
1851,    0.798,  0.70162
1852,    0.798, 0.700083
1853,   0.7983, 0.696281
1854,   0.7983, 0.698407
1855,   0.7983,  0.69346
1856,   0.7983, 0.691864
1857,   0.7983, 0.694154
1858,   0.7983, 0.700686
1859,   0.7983, 0.696868
1860,   0.7983, 0.700969
1861,   0.7983, 0.700981
1862,   0.7983, 0.694271
1863,   0.7983, 0.699018
1864,   0.7983, 0.702256
1865,   0.7983, 0.701206
1866,   0.7983, 0.687975
1867,   0.7983, 0.688427
1868,   0.7983, 0.687744
1869,   0.7983, 0.696417
1870,   0.7983, 0.695027
1871,   0.7983, 0.695742
1872,   0.7983, 0.691968
1873,   0.7983, 0.701703
1874,   0.7983, 0.693863
