gen, ranking_ternary_onepoint_best, ranking_ternary_onepoint_ave
2789,   0.8335, 0.731694
2790,   0.8335, 0.729433
2791,   0.8335, 0.728359
2792,   0.8335, 0.726636
2793,   0.8335, 0.723231
2794,   0.8335, 0.731743
2795,   0.8344, 0.737404
2796,   0.8344,  0.73745
2797,   0.8344, 0.735705
2798,   0.8344, 0.735196
2799,   0.8344,  0.73002
2800,   0.8344, 0.732962
2801,   0.8344,  0.73524
2802,   0.8344,  0.72451
2803,   0.8344, 0.728663
2804,   0.8344, 0.735168
2805,   0.8344, 0.726761
2806,   0.8344, 0.727607
2807,   0.8344, 0.727422
2808,   0.8344, 0.729506
2809,   0.8344, 0.726803
2810,   0.8344, 0.724721
2811,   0.8344, 0.729389
2812,   0.8344, 0.729744
2813,   0.8344, 0.729043
2814,   0.8344, 0.732807
2815,   0.8344, 0.732316
2816,   0.8344, 0.732445
2817,   0.8344,  0.73468
2818,   0.8344, 0.731916
2819,   0.8344, 0.731034
2820,   0.8344, 0.731364
2821,   0.8344, 0.728352
2822,   0.8344, 0.734772
2823,   0.8344, 0.739076
2824,   0.8344, 0.729873
2825,   0.8344, 0.730415
2826,   0.8344, 0.726146
2827,   0.8344, 0.731061
2828,   0.8344, 0.730453
2829,   0.8344, 0.735955
2830,   0.8344, 0.739173
2831,   0.8344, 0.736902
2832,   0.8344, 0.728755
2833,   0.8344, 0.732817
2834,   0.8344, 0.727885
2835,   0.8344, 0.727267
2836,   0.8344, 0.729956
2837,   0.8344, 0.732012
2838,   0.8344, 0.728311
2839,   0.8344, 0.728278
2840,   0.8349, 0.733896
2841,   0.8349, 0.741443
2842,   0.8349,  0.73801
2843,   0.8349, 0.737854
2844,   0.8349, 0.731915
2845,   0.8349, 0.728627
2846,   0.8349, 0.733643
2847,   0.8349,  0.73118
2848,   0.8349, 0.726299
2849,   0.8349, 0.730924
2850,   0.8349, 0.724705
2851,   0.8349,  0.73068
2852,   0.8349, 0.733028
2853,   0.8349, 0.730932
2854,   0.8349, 0.738133
2855,   0.8349, 0.731153
2856,   0.8349, 0.739429
2857,   0.8349,  0.73651
2858,   0.8349, 0.735602
2859,   0.8349,  0.73268
2860,   0.8349, 0.731718
2861,   0.8349, 0.730019
2862,   0.8349, 0.734318
2863,   0.8349, 0.734977
2864,   0.8349, 0.735878
2865,   0.8349, 0.727153
2866,   0.8349, 0.732337
2867,   0.8349, 0.730727
2868,   0.8349, 0.726191
2869,   0.8349, 0.725555
2870,   0.8349, 0.724992
2871,   0.8349, 0.731904
2872,   0.8349, 0.736827
2873,   0.8349, 0.731614
2874,   0.8349, 0.735641
2875,   0.8349, 0.732639
2876,   0.8349, 0.735646
2877,   0.8349, 0.742161
2878,   0.8349,  0.73723
2879,   0.8349, 0.736425
2880,   0.8349, 0.732094
2881,   0.8349, 0.735001
2882,   0.8352, 0.740565
2883,   0.8352, 0.734438
2884,   0.8352,  0.72862
2885,   0.8352, 0.730731
2886,   0.8352,  0.72805
2887,   0.8352, 0.731692
2888,   0.8352, 0.730275
2889,   0.8352, 0.735105
2890,   0.8352, 0.731974
2891,   0.8352, 0.728914
2892,   0.8352,  0.73901
2893,   0.8352, 0.740067
2894,   0.8352, 0.729014
2895,   0.8352, 0.732839
2896,   0.8352, 0.730564
2897,   0.8352, 0.726363
2898,   0.8352, 0.730735
2899,   0.8352, 0.730526
2900,   0.8352, 0.721813
2901,   0.8352, 0.725891
2902,   0.8352, 0.724873
2903,   0.8352, 0.730331
2904,   0.8352, 0.734218
2905,   0.8352, 0.722368
2906,   0.8352, 0.722414
2907,   0.8352, 0.728552
2908,   0.8352,   0.7326
2909,   0.8352, 0.737348
2910,   0.8352, 0.733085
2911,   0.8352, 0.729304
2912,   0.8352, 0.738003
2913,   0.8352, 0.738753
2914,   0.8352, 0.737453
2915,   0.8352, 0.733476
2916,   0.8352, 0.730763
2917,   0.8352, 0.730821
2918,   0.8352, 0.735411
2919,   0.8352,  0.73069
2920,   0.8352, 0.739524
2921,   0.8352, 0.733146
2922,   0.8352, 0.731525
2923,   0.8352, 0.734141
2924,   0.8352, 0.724467
2925,   0.8352, 0.728168
2926,   0.8352,  0.73308
2927,   0.8352, 0.734637
2928,   0.8352, 0.735433
2929,   0.8352, 0.735286
2930,   0.8352, 0.736137
2931,   0.8352,  0.73422
2932,   0.8352, 0.731305
2933,   0.8352, 0.727868
2934,   0.8352, 0.736635
2935,   0.8352, 0.739415
2936,   0.8352, 0.743016
2937,   0.8352, 0.732473
2938,   0.8352, 0.723073
2939,   0.8352, 0.724978
2940,   0.8352, 0.726851
2941,   0.8352, 0.736474
2942,   0.8352, 0.734733
2943,   0.8352,  0.73258
2944,   0.8352, 0.736466
2945,   0.8352, 0.733204
2946,   0.8352, 0.734537
2947,   0.8352, 0.731289
2948,   0.8352, 0.733144
2949,   0.8352, 0.728525
2950,   0.8352, 0.728019
2951,   0.8352, 0.726903
2952,   0.8352, 0.725827
2953,   0.8352, 0.729664
2954,   0.8352, 0.735308
2955,   0.8352, 0.738354
2956,   0.8354, 0.739203
2957,   0.8354, 0.740127
2958,   0.8354,  0.73215
2959,   0.8354, 0.730062
2960,   0.8354, 0.732897
2961,   0.8354, 0.735011
2962,   0.8354, 0.738876
2963,   0.8354, 0.734966
2964,   0.8354, 0.735925
2965,   0.8354, 0.731078
2966,   0.8354, 0.730592
2967,   0.8354, 0.729463
2968,   0.8354, 0.730599
2969,   0.8354, 0.730008
2970,   0.8354, 0.729681
2971,   0.8354, 0.729279
2972,   0.8354, 0.736116
2973,   0.8354, 0.731519
2974,   0.8354, 0.729378
2975,   0.8354, 0.720773
2976,   0.8354, 0.715191
2977,   0.8354, 0.728048
2978,   0.8354, 0.727444
2979,   0.8354, 0.739689
2980,   0.8354, 0.740839
2981,   0.8354, 0.731094
2982,   0.8354, 0.731131
2983,   0.8354, 0.734114
2984,   0.8366, 0.732595
2985,   0.8366, 0.735327
2986,   0.8366, 0.732273
2987,   0.8366, 0.731824
2988,   0.8366, 0.737177
2989,   0.8366, 0.737279
2990,   0.8366, 0.743751
2991,   0.8366, 0.735748
2992,   0.8366,  0.72802
2993,   0.8366, 0.736301
2994,   0.8366, 0.734957
2995,   0.8366, 0.731994
2996,   0.8366,  0.72806
2997,   0.8366, 0.731971
2998,   0.8366, 0.734114
2999,   0.8366, 0.736069
3000,   0.8366, 0.733929
3001,   0.8366, 0.726053
3002,   0.8366, 0.728619
3003,   0.8366, 0.732725
3004,   0.8366, 0.729805
3005,   0.8366, 0.725684
3006,   0.8366, 0.733082
3007,   0.8366, 0.740518
3008,   0.8366, 0.745807
3009,   0.8366, 0.736727
3010,   0.8366, 0.732837
3011,   0.8366, 0.733906
3012,   0.8366, 0.730293
3013,   0.8366, 0.730043
3014,   0.8366, 0.723152
3015,   0.8366, 0.727162
3016,   0.8366, 0.728907
3017,   0.8366, 0.731525
3018,   0.8366, 0.736378
3019,   0.8366, 0.737002
3020,   0.8366, 0.738038
3021,   0.8366, 0.738428
3022,   0.8366, 0.733981
3023,   0.8366, 0.733543
3024,   0.8369, 0.730423
3025,   0.8369, 0.732987
3026,   0.8369, 0.734786
3027,   0.8369, 0.733416
3028,   0.8369, 0.735785
3029,   0.8369, 0.735658
3030,   0.8369, 0.731719
3031,   0.8369, 0.735765
3032,   0.8369, 0.736478
3033,   0.8369, 0.731783
3034,   0.8369, 0.729083
3035,   0.8369, 0.732045
3036,   0.8369, 0.732859
3037,   0.8369, 0.738851
3038,   0.8369, 0.738949
3039,   0.8369, 0.735001
3040,   0.8369, 0.736502
3041,   0.8369, 0.736095
3042,   0.8369, 0.728148
3043,   0.8369, 0.729633
3044,   0.8369, 0.732837
3045,   0.8369, 0.732227
3046,   0.8369, 0.726248
3047,   0.8369, 0.727925
3048,   0.8369, 0.734719
3049,   0.8369, 0.736695
3050,   0.8369, 0.739285
3051,   0.8369, 0.732098
3052,   0.8369,  0.73658
3053,   0.8369, 0.743054
3054,   0.8369, 0.741265
3055,   0.8369, 0.739463
3056,   0.8372, 0.734742
3057,   0.8372,   0.7421
3058,   0.8372, 0.736197
3059,   0.8372, 0.737759
3060,   0.8372, 0.735973
3061,   0.8372,  0.73777
3062,   0.8372, 0.732656
3063,   0.8372, 0.738167
3064,   0.8372, 0.742442
3065,   0.8372, 0.736345
3066,   0.8372, 0.739101
3067,   0.8372, 0.732638
3068,   0.8372, 0.738613
3069,   0.8372, 0.741313
3070,   0.8372, 0.740415
3071,   0.8372, 0.734355
3072,   0.8372, 0.735778
3073,   0.8372, 0.740696
3074,   0.8372, 0.734432
3075,   0.8372, 0.736863
3076,   0.8372, 0.731487
3077,   0.8372, 0.734326
3078,   0.8372, 0.737129
3079,   0.8372, 0.736809
3080,   0.8372, 0.734191
3081,   0.8372, 0.732819
3082,   0.8372, 0.734606
3083,   0.8372, 0.734023
3084,   0.8372, 0.736502
3085,   0.8372,   0.7367
3086,   0.8372, 0.731781
3087,   0.8372, 0.728263
3088,   0.8372, 0.735593
3089,   0.8372, 0.735049
3090,   0.8372,  0.73649
3091,   0.8372, 0.736233
3092,   0.8372, 0.741172
3093,   0.8372, 0.740213
3094,   0.8372, 0.740418
3095,   0.8372, 0.739796
3096,   0.8372, 0.739175
3097,   0.8372, 0.742636
3098,   0.8372, 0.742722
3099,   0.8372, 0.738325
3100,   0.8372,  0.73571
3101,   0.8372, 0.737195
3102,   0.8372, 0.739577
3103,   0.8372, 0.742278
3104,   0.8372, 0.733677
3105,   0.8372, 0.732488
3106,   0.8372, 0.732172
3107,   0.8372, 0.733579
3108,   0.8372,  0.72562
3109,   0.8372,  0.72965
3110,   0.8372, 0.726558
3111,   0.8372, 0.726756
3112,   0.8372, 0.734828
3113,   0.8372, 0.737942
3114,   0.8372, 0.736012
3115,   0.8372, 0.735698
3116,   0.8372, 0.738082
3117,   0.8372, 0.737334
3118,   0.8372, 0.735798
3119,   0.8372,  0.73715
3120,   0.8372, 0.738835
3121,   0.8372, 0.738441
3122,   0.8372, 0.735703
3123,   0.8372, 0.738217
3124,   0.8372, 0.733688
3125,   0.8372, 0.737619
3126,   0.8372, 0.736676
3127,   0.8372, 0.739057
3128,   0.8372, 0.741211
3129,   0.8372,  0.73204
3130,   0.8372, 0.728936
3131,   0.8372, 0.736659
3132,   0.8372, 0.741823
3133,   0.8372,  0.73854
3134,   0.8372,  0.74252
3135,   0.8372, 0.732762
3136,   0.8372, 0.731308
3137,   0.8372, 0.732185
3138,   0.8372, 0.735844
3139,   0.8372, 0.737283
3140,   0.8372, 0.740696
3141,   0.8372, 0.733153
3142,   0.8372, 0.738828
3143,   0.8372, 0.742545
3144,   0.8372, 0.743102
3145,   0.8372, 0.742603
3146,   0.8372, 0.736675
3147,   0.8372, 0.739302
3148,   0.8372, 0.742337
3149,   0.8372, 0.738291
3150,   0.8372, 0.737724
3151,   0.8372, 0.739358
3152,   0.8372, 0.738776
3153,   0.8372, 0.737285
3154,   0.8372, 0.729241
3155,   0.8372, 0.733536
3156,   0.8372, 0.737921
3157,   0.8372, 0.733235
3158,   0.8372, 0.737571
3159,   0.8372, 0.744499
3160,   0.8372, 0.743599
3161,   0.8372, 0.737801
3162,   0.8372, 0.737271
3163,   0.8372, 0.737954
3164,   0.8372,  0.73179
3165,   0.8372, 0.740575
3166,   0.8372, 0.740875
3167,   0.8372, 0.740835
3168,   0.8372, 0.740813
3169,   0.8372,   0.7376
3170,   0.8372, 0.736395
3171,   0.8372, 0.742022
3172,   0.8372, 0.739268
3173,   0.8372,  0.73243
3174,   0.8372, 0.737972
3175,   0.8372, 0.741989
3176,   0.8372, 0.743287
3177,   0.8372,  0.73748
3178,   0.8372, 0.737157
3179,   0.8372, 0.743594
3180,   0.8372, 0.738328
3181,   0.8372, 0.735085
3182,   0.8372, 0.736633
3183,   0.8372, 0.737279
3184,   0.8372, 0.728813
3185,   0.8372,  0.73292
3186,   0.8372, 0.733953
3187,   0.8372, 0.730957
3188,   0.8372,  0.74018
3189,   0.8372, 0.736254
3190,   0.8372, 0.737342
3191,   0.8372, 0.740928
3192,   0.8372, 0.739432
3193,   0.8372,  0.73411
3194,   0.8372, 0.738169
3195,   0.8372, 0.735795
3196,   0.8372, 0.732382
3197,   0.8372, 0.740536
3198,   0.8372, 0.734127
3199,   0.8372,  0.72533
3200,   0.8372,  0.72677
3201,   0.8372,  0.73434
3202,   0.8372,  0.73085
3203,   0.8372, 0.737307
3204,   0.8372, 0.736539
3205,   0.8372, 0.736918
3206,   0.8372, 0.735081
3207,   0.8372, 0.740047
3208,   0.8372,  0.74208
3209,   0.8372, 0.734052
3210,   0.8372, 0.727433
3211,   0.8372, 0.729591
3212,   0.8372,  0.73583
3213,   0.8372, 0.735714
3214,   0.8372, 0.737225
3215,   0.8372, 0.738247
3216,   0.8372, 0.729675
3217,   0.8372, 0.730044
3218,   0.8372, 0.740929
3219,   0.8372, 0.738613
3220,   0.8372, 0.733951
3221,   0.8372, 0.730368
3222,   0.8372, 0.724512
3223,   0.8372, 0.727907
3224,   0.8372, 0.725079
3225,   0.8372, 0.729859
3226,   0.8372, 0.736396
3227,   0.8372, 0.730717
3228,   0.8372, 0.743561
3229,   0.8372, 0.737948
3230,   0.8372, 0.742073
3231,   0.8372, 0.740251
3232,   0.8372, 0.730748
3233,   0.8372, 0.728139
3234,   0.8372, 0.731498
3235,   0.8372, 0.739762
3236,   0.8372,   0.7428
3237,   0.8372, 0.746909
3238,   0.8372, 0.738256
3239,   0.8372,  0.73217
3240,   0.8372, 0.738662
3241,   0.8372, 0.743147
3242,   0.8372, 0.740887
3243,   0.8372, 0.735833
3244,   0.8372, 0.744124
3245,   0.8372, 0.743577
3246,   0.8372, 0.733974
3247,   0.8372, 0.732921
3248,   0.8372, 0.736271
3249,   0.8372, 0.734855
3250,   0.8372,  0.73841
3251,   0.8372,  0.72656
3252,   0.8372, 0.734641
3253,   0.8372, 0.741352
3254,   0.8372, 0.733806
3255,   0.8372,  0.73895
3256,   0.8372, 0.739552
3257,   0.8372, 0.738669
3258,   0.8372, 0.739357
3259,   0.8372, 0.738938
3260,   0.8372, 0.740852
3261,   0.8372, 0.742035
3262,   0.8372,  0.73837
3263,   0.8372, 0.733561
3264,   0.8372, 0.725616
3265,   0.8372, 0.730401
3266,   0.8372, 0.732557
3267,   0.8372, 0.736181
3268,   0.8372, 0.735803
3269,   0.8372, 0.733615
3270,   0.8372, 0.734096
3271,   0.8372,  0.72923
3272,   0.8372, 0.736789
3273,   0.8372, 0.736709
3274,   0.8372, 0.738381
3275,   0.8372, 0.735617
3276,   0.8372, 0.737124
3277,   0.8372, 0.736637
3278,   0.8372, 0.737431
3279,   0.8372, 0.740329
3280,   0.8372, 0.736124
3281,   0.8372, 0.737137
3282,   0.8372, 0.738163
3283,   0.8372, 0.742741
3284,   0.8372, 0.729704
3285,   0.8372, 0.728503
3286,   0.8372, 0.735278
3287,   0.8372, 0.732228
3288,   0.8372, 0.734282
3289,   0.8372,  0.73383
3290,   0.8372, 0.736364
3291,   0.8372, 0.736512
3292,   0.8372, 0.740937
3293,   0.8372, 0.737593
3294,   0.8372, 0.736872
3295,   0.8372, 0.738028
3296,   0.8372, 0.731019
3297,   0.8372, 0.725643
3298,   0.8372, 0.735115
3299,   0.8372,   0.7348
3300,   0.8372, 0.733657
3301,   0.8372, 0.735623
3302,   0.8372, 0.733236
3303,   0.8372,  0.74313
3304,   0.8372, 0.738922
3305,   0.8372,  0.73956
3306,   0.8372, 0.739549
3307,   0.8372, 0.739769
3308,   0.8372, 0.736866
3309,   0.8372, 0.740525
3310,   0.8372, 0.733365
3311,   0.8372, 0.733701
3312,   0.8372, 0.730918
3313,   0.8372, 0.730076
3314,   0.8372, 0.730452
3315,   0.8372, 0.733128
3316,   0.8372, 0.726317
3317,   0.8372, 0.737021
3318,   0.8372, 0.736431
3319,   0.8372, 0.736011
3320,   0.8372, 0.734705
3321,   0.8372, 0.735622
3322,   0.8372, 0.743523
3323,   0.8372,  0.73952
3324,   0.8372, 0.737695
3325,   0.8372, 0.731867
3326,   0.8372,  0.73929
3327,   0.8372, 0.733271
3328,   0.8372, 0.737914
3329,   0.8372, 0.735839
3330,   0.8372, 0.739784
3331,   0.8372, 0.737569
3332,   0.8372, 0.736893
3333,   0.8372, 0.738678
3334,   0.8372, 0.742125
3335,   0.8372,  0.73951
3336,   0.8372, 0.742062
3337,   0.8372, 0.734044
3338,   0.8372, 0.741791
3339,   0.8372, 0.738968
3340,   0.8372, 0.735984
3341,   0.8372, 0.731144
3342,   0.8372, 0.731805
3343,   0.8372, 0.740628
3344,   0.8372, 0.733078
3345,   0.8372, 0.734703
3346,   0.8372, 0.733779
3347,   0.8372, 0.741036
3348,   0.8372, 0.744888
3349,   0.8372, 0.743827
3350,   0.8372, 0.741245
3351,   0.8372, 0.735506
3352,   0.8372, 0.729937
3353,   0.8372, 0.733461
3354,   0.8372, 0.730144
3355,   0.8372, 0.737192
3356,   0.8372, 0.733869
3357,   0.8372, 0.735108
3358,   0.8372, 0.736027
3359,   0.8372, 0.739783
3360,   0.8372, 0.738835
3361,   0.8372, 0.738313
3362,   0.8372, 0.739002
3363,   0.8372, 0.735109
3364,   0.8372, 0.731839
3365,   0.8372,  0.73724
3366,   0.8372, 0.742567
3367,   0.8372, 0.737552
3368,   0.8372, 0.739969
3369,   0.8372, 0.738207
3370,   0.8372,  0.74026
3371,   0.8372, 0.732963
3372,   0.8374, 0.729611
3373,   0.8374, 0.734174
3374,   0.8374, 0.728505
3375,   0.8377, 0.733765
3376,   0.8377, 0.735339
3377,   0.8377, 0.738241
3378,   0.8377, 0.739245
3379,   0.8377, 0.736014
3380,   0.8377, 0.743334
3381,   0.8377, 0.739246
3382,    0.838, 0.734451
3383,    0.838, 0.728402
3384,    0.838, 0.730238
3385,    0.838, 0.733805
3386,    0.838, 0.732619
3387,    0.838, 0.735149
3388,    0.838, 0.739441
3389,    0.838, 0.732263
3390,    0.838, 0.732794
3391,    0.838, 0.733575
3392,    0.838, 0.738618
3393,    0.838, 0.737595
3394,    0.838, 0.733467
3395,    0.838, 0.736145
3396,    0.838, 0.743168
3397,    0.838, 0.738828
3398,    0.838, 0.734216
3399,    0.838, 0.734803
3400,    0.838, 0.734682
3401,    0.838, 0.739222
3402,    0.838, 0.736475
3403,    0.838, 0.729063
3404,    0.838, 0.734173
3405,    0.838, 0.733734
3406,    0.838, 0.726304
3407,    0.838, 0.723555
3408,    0.838, 0.733338
3409,    0.838, 0.724331
3410,    0.838, 0.734994
3411,    0.838,  0.73148
3412,    0.838, 0.729102
3413,    0.838,  0.73389
3414,    0.838,  0.74258
3415,    0.838, 0.737581
3416,    0.838, 0.741448
3417,    0.838, 0.741307
3418,    0.838, 0.740188
3419,    0.838, 0.735999
3420,    0.838, 0.733711
3421,    0.838, 0.732282
3422,    0.838, 0.734645
3423,    0.838, 0.739482
3424,    0.838, 0.737059
3425,    0.838, 0.741005
3426,    0.838, 0.741807
3427,    0.838, 0.736352
3428,    0.838, 0.735111
3429,    0.838, 0.731799
3430,    0.838, 0.733189
3431,    0.838, 0.732365
3432,    0.838, 0.734319
3433,    0.838, 0.736912
3434,    0.838, 0.734091
3435,    0.838, 0.731755
3436,    0.838, 0.740066
3437,    0.838, 0.739404
3438,    0.838, 0.739876
3439,    0.838, 0.744461
3440,    0.838, 0.739487
3441,    0.838, 0.735036
3442,    0.838, 0.734253
3443,    0.838, 0.739227
3444,    0.838, 0.733777
3445,    0.838, 0.740628
3446,    0.838, 0.744579
3447,    0.838, 0.733801
3448,    0.838, 0.738205
3449,    0.838, 0.736724
3450,    0.838, 0.739416
3451,    0.838, 0.744252
3452,    0.838, 0.740575
3453,    0.838, 0.736367
3454,    0.838, 0.734047
3455,    0.838, 0.731779
3456,    0.838, 0.734245
3457,    0.838, 0.736346
3458,    0.838, 0.741326
3459,    0.838, 0.733621
3460,    0.838, 0.737045
3461,    0.838, 0.743836
3462,    0.838, 0.747891
3463,    0.838, 0.740283
3464,    0.838,  0.74075
3465,    0.838, 0.735387
3466,    0.838, 0.729996
3467,    0.838, 0.735685
3468,    0.838, 0.739887
3469,    0.838, 0.740886
3470,    0.838, 0.738989
3471,    0.838,  0.74178
3472,    0.838, 0.739671
3473,    0.838,  0.73763
3474,    0.838, 0.742866
3475,    0.838, 0.735943
3476,    0.838, 0.735183
3477,    0.838, 0.734309
3478,    0.838, 0.732977
3479,    0.838, 0.735148
3480,    0.838,  0.74306
3481,    0.838,    0.737
3482,    0.838, 0.738187
3483,    0.838, 0.741965
3484,    0.838, 0.738329
3485,    0.838, 0.740614
3486,    0.838, 0.734283
3487,    0.838, 0.736136
3488,    0.838, 0.731984
3489,    0.838, 0.736993
3490,    0.838, 0.738136
3491,    0.838, 0.736048
3492,    0.838, 0.736893
3493,    0.838, 0.731412
3494,    0.838, 0.735011
3495,    0.838, 0.730253
3496,    0.838, 0.741019
3497,    0.838, 0.740057
3498,    0.838, 0.739857
3499,    0.838, 0.733407
3500,    0.838, 0.740335
3501,    0.838, 0.747254
3502,    0.838, 0.737626
3503,    0.838,   0.7363
3504,    0.838, 0.732967
3505,    0.838, 0.732858
3506,    0.838, 0.732948
3507,    0.838, 0.738055
3508,    0.838,  0.73516
3509,    0.838, 0.731865
3510,    0.838, 0.734172
3511,    0.838, 0.732042
3512,    0.838, 0.733321
3513,    0.838, 0.738728
3514,    0.838,  0.73501
3515,    0.838, 0.738566
3516,    0.838, 0.730808
3517,    0.838, 0.732282
3518,    0.838, 0.736096
3519,    0.838, 0.734797
3520,    0.838, 0.733417
3521,    0.838, 0.734317
3522,    0.838, 0.737438
3523,    0.838, 0.738035
3524,    0.838, 0.737246
3525,    0.838, 0.734796
3526,    0.838, 0.742051
3527,    0.838, 0.734449
3528,    0.838, 0.736011
3529,    0.838, 0.742428
3530,    0.838, 0.735434
3531,    0.838, 0.742064
3532,    0.838, 0.737263
3533,    0.838, 0.737483
3534,    0.838, 0.739307
3535,    0.838, 0.739894
3536,    0.838, 0.734275
3537,    0.838,  0.73672
3538,    0.838, 0.735828
3539,    0.838, 0.734415
3540,    0.838, 0.738735
3541,    0.838, 0.737415
3542,    0.838,  0.72858
3543,    0.838,  0.72776
3544,    0.838, 0.731579
3545,    0.838,  0.73243
3546,    0.838,  0.74197
3547,    0.838, 0.736929
3548,    0.838, 0.740639
3549,    0.838, 0.736908
3550,    0.838,  0.73748
3551,    0.838, 0.732747
3552,    0.838, 0.738511
3553,    0.838, 0.739592
3554,    0.838,  0.74264
3555,    0.838, 0.741714
3556,    0.838, 0.739279
3557,    0.838,  0.73025
3558,    0.838, 0.736633
3559,    0.838, 0.740803
3560,    0.838, 0.743621
3561,    0.838, 0.746119
3562,    0.838, 0.739121
3563,    0.838, 0.735964
3564,    0.838, 0.732962
3565,    0.838,  0.73669
3566,    0.838,  0.73728
3567,    0.838, 0.741396
3568,    0.838, 0.739293
3569,    0.838, 0.737199
3570,    0.838, 0.743711
3571,    0.838, 0.740847
3572,    0.838, 0.733056
3573,    0.838, 0.737563
3574,    0.838, 0.739192
3575,    0.838, 0.742369
3576,    0.838, 0.737678
3577,    0.838, 0.740781
3578,    0.838, 0.739578
3579,    0.838, 0.735584
3580,    0.838, 0.741148
3581,    0.838, 0.742759
3582,    0.838, 0.732718
3583,    0.838, 0.735349
3584,    0.838, 0.733373
3585,   0.8381,  0.74123
3586,   0.8381, 0.738262
3587,   0.8381, 0.745794
3588,   0.8381, 0.744151
3589,   0.8381, 0.743655
3590,   0.8383, 0.743054
3591,   0.8383, 0.741115
3592,   0.8383, 0.737597
3593,   0.8383, 0.737032
3594,   0.8383, 0.733512
3595,   0.8383, 0.737391
3596,   0.8383,  0.73687
3597,   0.8383, 0.733139
3598,   0.8383, 0.735237
3599,   0.8383, 0.736561
3600,   0.8383, 0.739124
3601,   0.8383, 0.736377
3602,   0.8383, 0.733989
3603,   0.8383, 0.736812
3604,   0.8383,  0.74392
3605,   0.8383, 0.737236
3606,   0.8383, 0.735004
3607,   0.8383, 0.738538
3608,   0.8383, 0.738346
3609,   0.8383, 0.734683
3610,   0.8383, 0.737957
3611,   0.8383, 0.736641
3612,   0.8388, 0.739536
3613,   0.8388, 0.734826
3614,   0.8388, 0.743657
3615,   0.8393, 0.739658
3616,   0.8393,  0.73606
3617,   0.8393, 0.731464
3618,   0.8393, 0.738146
3619,   0.8393, 0.737052
3620,   0.8393, 0.741157
3621,   0.8393, 0.742109
3622,   0.8393, 0.738859
3623,   0.8393, 0.738142
3624,   0.8393, 0.734665
3625,   0.8393, 0.741392
3626,   0.8393, 0.732153
3627,   0.8393, 0.735271
3628,   0.8393, 0.735305
3629,   0.8393, 0.738683
3630,   0.8393,  0.74251
3631,   0.8393, 0.738888
3632,   0.8393, 0.741392
3633,   0.8393, 0.736051
3634,   0.8393, 0.733278
3635,   0.8393, 0.735932
3636,   0.8393, 0.736784
3637,   0.8393, 0.738476
3638,   0.8393, 0.737183
3639,   0.8393, 0.736114
3640,   0.8393,  0.74787
3641,   0.8393, 0.748366
3642,   0.8393, 0.736468
3643,   0.8393, 0.741972
3644,   0.8393, 0.739775
3645,   0.8393, 0.737813
3646,   0.8393,   0.7364
3647,   0.8393, 0.735324
3648,   0.8393, 0.739448
3649,   0.8393, 0.737496
3650,   0.8393, 0.733459
3651,   0.8393, 0.734556
3652,   0.8393, 0.735578
3653,   0.8393, 0.738549
3654,   0.8393, 0.738445
3655,   0.8393, 0.738796
3656,   0.8393, 0.740327
3657,   0.8393, 0.740173
3658,   0.8393, 0.740267
3659,   0.8393, 0.739292
3660,   0.8393, 0.744029
3661,   0.8393, 0.733151
3662,   0.8393, 0.731675
3663,   0.8393, 0.735998
3664,   0.8393, 0.743691
3665,   0.8393, 0.742759
3666,   0.8393, 0.742676
3667,   0.8393,  0.74512
3668,   0.8393, 0.745897
3669,   0.8393, 0.740538
3670,   0.8393, 0.737071
3671,   0.8393,  0.73618
3672,   0.8393, 0.735062
3673,   0.8393, 0.737509
3674,   0.8393, 0.741511
3675,   0.8393, 0.739278
3676,   0.8393, 0.737042
3677,   0.8393, 0.740591
3678,   0.8393, 0.735075
3679,   0.8393, 0.738682
3680,   0.8393, 0.733866
3681,   0.8393, 0.741779
3682,   0.8393, 0.739659
3683,   0.8393, 0.743293
3684,   0.8393, 0.740961
3685,   0.8393, 0.731372
3686,   0.8393, 0.734707
3687,   0.8393,  0.73646
3688,   0.8393, 0.731171
3689,   0.8393, 0.731774
3690,   0.8393, 0.733881
3691,   0.8393, 0.735569
3692,   0.8393, 0.740611
3693,   0.8393,  0.73524
3694,   0.8393, 0.737456
3695,   0.8393, 0.738072
3696,   0.8393, 0.736216
3697,   0.8393, 0.739097
3698,   0.8393, 0.742123
3699,   0.8393, 0.740899
3700,   0.8393, 0.742069
3701,   0.8393, 0.742677
3702,   0.8393, 0.743159
3703,   0.8393, 0.735228
3704,   0.8393,  0.73489
3705,   0.8393, 0.745265
3706,   0.8393, 0.740075
3707,   0.8393, 0.738763
3708,   0.8393, 0.738298
3709,   0.8393, 0.735811
3710,   0.8393, 0.736431
3711,   0.8393, 0.733395
3712,   0.8393, 0.738973
3713,   0.8393, 0.743669
3714,   0.8393, 0.743346
3715,   0.8393, 0.736381
3716,   0.8393, 0.743487
3717,   0.8393, 0.744733
3718,   0.8393, 0.743173
3719,   0.8393, 0.741513
3720,   0.8393, 0.730711
3721,   0.8393, 0.733418
3722,   0.8393, 0.740845
3723,   0.8393, 0.741537
3724,   0.8393, 0.742134
3725,   0.8393,  0.74088
3726,   0.8393, 0.735655
3727,   0.8393, 0.741561
3728,   0.8393,  0.73923
3729,   0.8393, 0.741444
3730,   0.8393, 0.745328
3731,   0.8393,  0.74498
3732,   0.8393, 0.738585
