gen, ranking_scalar_twopoint_best, ranking_scalar_twopoint_ave
 938,   0.7175, 0.598505
 939,   0.7175, 0.604262
 940,   0.7175, 0.604421
 941,   0.7175,  0.60946
 942,   0.7175, 0.610541
 943,    0.718, 0.609049
 944,    0.718, 0.607784
 945,    0.718, 0.617237
 946,    0.718, 0.602879
 947,    0.718, 0.609258
 948,    0.718, 0.610376
 949,    0.718,  0.60546
 950,    0.718, 0.607421
 951,    0.718,  0.60025
 952,    0.718, 0.605498
 953,    0.718, 0.611871
 954,    0.718, 0.607373
 955,    0.718, 0.601745
 956,    0.718,  0.61537
 957,    0.718, 0.598521
 958,    0.718, 0.597858
 959,   0.7189, 0.593945
 960,   0.7189, 0.606114
 961,   0.7189, 0.606219
 962,   0.7189, 0.613907
 963,   0.7189, 0.617445
 964,   0.7189, 0.615703
 965,   0.7189, 0.605813
 966,   0.7189, 0.613513
 967,   0.7189, 0.618613
 968,   0.7189, 0.601268
 969,   0.7189, 0.598541
 970,   0.7189, 0.607118
 971,   0.7209, 0.611656
 972,   0.7209, 0.613739
 973,   0.7209, 0.601129
 974,   0.7209, 0.609085
 975,   0.7209, 0.617009
 976,   0.7209, 0.601012
 977,   0.7209, 0.600452
 978,   0.7209, 0.606336
 979,   0.7209, 0.612337
 980,   0.7209, 0.612882
 981,   0.7209, 0.618942
 982,   0.7209, 0.611678
 983,   0.7209, 0.602916
 984,   0.7248, 0.596642
 985,   0.7248, 0.587008
 986,   0.7248, 0.602009
 987,   0.7248, 0.605777
 988,   0.7248,  0.61164
 989,   0.7248,  0.60837
 990,   0.7248, 0.616203
 991,   0.7248, 0.608578
 992,   0.7248, 0.623198
 993,   0.7248, 0.624026
 994,   0.7248, 0.617317
 995,   0.7248, 0.622154
 996,   0.7248, 0.617437
 997,   0.7248, 0.603875
 998,   0.7252, 0.614529
 999,   0.7252, 0.620425
1000,   0.7252, 0.629314
1001,   0.7252, 0.622672
1002,   0.7252, 0.622722
1003,   0.7264, 0.624915
1004,   0.7264, 0.616172
1005,   0.7264, 0.618086
1006,   0.7264, 0.612912
1007,   0.7264, 0.606879
1008,   0.7264, 0.614833
1009,   0.7264, 0.605388
1010,   0.7264,  0.61549
1011,   0.7327, 0.613042
1012,   0.7327, 0.603146
1013,   0.7327, 0.602459
1014,   0.7327, 0.613722
1015,   0.7327, 0.599047
1016,   0.7327, 0.606946
1017,   0.7327, 0.610919
1018,   0.7327, 0.615311
1019,   0.7327, 0.611719
1020,   0.7312, 0.614933
1021,   0.7312, 0.601664
1022,   0.7312, 0.601657
1023,   0.7312, 0.606569
1024,   0.7312, 0.609081
1025,   0.7312, 0.604125
1026,   0.7312, 0.612661
1027,   0.7289, 0.615486
1028,   0.7289, 0.611194
1029,   0.7289,  0.60648
1030,   0.7289, 0.604005
1031,   0.7289, 0.614573
1032,   0.7289, 0.610528
1033,   0.7289, 0.606684
1034,   0.7289, 0.613345
1035,   0.7289, 0.607184
1036,   0.7289, 0.609467
1037,   0.7289, 0.617775
1038,   0.7289, 0.614532
1039,   0.7289, 0.610417
1040,   0.7289, 0.619591
1041,   0.7289, 0.614746
1042,   0.7289, 0.610945
1043,   0.7289, 0.613922
1044,   0.7289, 0.621733
1045,   0.7289,  0.61778
1046,   0.7289, 0.619072
1047,   0.7289, 0.623862
1048,   0.7289, 0.613356
1049,   0.7289, 0.610455
1050,   0.7289, 0.606946
1051,   0.7289, 0.618131
1052,   0.7286, 0.614351
1053,   0.7286, 0.619392
1054,   0.7275, 0.613582
1055,   0.7275, 0.615288
1056,   0.7275, 0.629386
1057,   0.7275,   0.6168
1058,   0.7275,  0.62057
1059,   0.7275,  0.61051
1060,   0.7285, 0.611125
1061,   0.7285, 0.606228
1062,   0.7285, 0.611339
1063,   0.7285, 0.601922
1064,   0.7285, 0.608619
1065,   0.7285, 0.616418
1066,   0.7285,  0.61134
1067,   0.7285,  0.61869
1068,   0.7285, 0.620769
1069,   0.7285, 0.629148
1070,   0.7285, 0.625093
1071,   0.7285, 0.611914
1072,   0.7285,   0.6103
1073,   0.7378, 0.610855
1074,   0.7378, 0.610169
1075,   0.7378,  0.61443
1076,   0.7378, 0.608287
1077,   0.7378, 0.621541
1078,   0.7378, 0.624055
1079,   0.7378,  0.62363
1080,   0.7378,  0.61669
1081,   0.7378, 0.621549
1082,   0.7378, 0.607007
1083,   0.7415, 0.603292
1084,   0.7415, 0.617144
1085,   0.7415, 0.622555
1086,   0.7415, 0.615436
1087,   0.7415, 0.620222
1088,   0.7415, 0.620112
1089,   0.7415, 0.626804
1090,   0.7431, 0.627527
1091,   0.7431, 0.625359
1092,   0.7431, 0.630125
1093,   0.7431, 0.622118
1094,   0.7431, 0.629937
1095,   0.7431,  0.61831
1096,   0.7431, 0.633768
1097,   0.7431,  0.62484
1098,   0.7431, 0.618213
1099,   0.7431, 0.623914
1100,   0.7431, 0.618466
1101,   0.7431, 0.619448
1102,   0.7431, 0.620399
1103,   0.7431,  0.61053
1104,   0.7431, 0.624139
1105,   0.7431, 0.614366
1106,   0.7431, 0.620947
1107,   0.7431, 0.620461
1108,   0.7431,  0.62624
1109,   0.7431, 0.616265
1110,   0.7431, 0.625927
1111,   0.7431, 0.621813
1112,   0.7431,  0.61125
1113,   0.7431, 0.607768
1114,   0.7431, 0.618082
1115,   0.7445, 0.630105
1116,   0.7445, 0.632158
1117,   0.7427, 0.621355
1118,   0.7427, 0.624253
1119,   0.7427, 0.611615
1120,   0.7427, 0.623195
1121,   0.7427, 0.613419
1122,   0.7427, 0.623036
1123,   0.7427, 0.610025
1124,   0.7427, 0.626089
1125,    0.743, 0.620447
1126,    0.743, 0.603022
1127,    0.743,  0.61035
1128,    0.743, 0.619712
1129,    0.743, 0.618177
1130,    0.743, 0.611425
1131,    0.743,  0.61348
1132,    0.743, 0.611444
1133,    0.743, 0.618034
1134,    0.743, 0.619475
1135,    0.743, 0.616484
1136,    0.743, 0.613097
1137,    0.743, 0.617232
1138,    0.743, 0.620934
1139,    0.743, 0.620996
1140,    0.743, 0.624556
1141,    0.743, 0.625854
1142,    0.743, 0.617653
1143,    0.743, 0.621628
1144,    0.743, 0.607019
1145,    0.743, 0.596942
1146,    0.743, 0.604499
1147,    0.743, 0.605593
1148,    0.743, 0.608113
1149,    0.743, 0.610733
1150,   0.7483, 0.618088
1151,   0.7483, 0.617472
1152,   0.7483, 0.624956
1153,   0.7483, 0.640063
1154,   0.7483, 0.632909
1155,   0.7483, 0.608894
1156,   0.7483,  0.62922
1157,   0.7483, 0.634324
1158,   0.7483, 0.635738
1159,   0.7483, 0.617076
1160,   0.7483,  0.62768
1161,    0.744, 0.619021
1162,    0.744, 0.619552
1163,    0.744, 0.627335
1164,   0.7578, 0.619089
1165,   0.7578, 0.622329
1166,   0.7578, 0.608298
1167,   0.7578, 0.621437
1168,   0.7578, 0.633889
1169,   0.7578,  0.62613
1170,   0.7578, 0.614723
1171,   0.7578, 0.625911
1172,   0.7578, 0.631867
1173,   0.7536, 0.629856
1174,   0.7536, 0.628773
1175,   0.7536, 0.623829
1176,   0.7536, 0.620511
1177,   0.7536, 0.630249
1178,   0.7536, 0.632607
1179,   0.7536, 0.636926
1180,   0.7536, 0.638405
1181,   0.7536, 0.635614
1182,   0.7536, 0.637983
1183,   0.7536, 0.629061
1184,   0.7536,  0.61043
1185,   0.7536, 0.632874
1186,   0.7634, 0.630757
1187,   0.7634, 0.627709
1188,   0.7634, 0.640482
1189,   0.7634, 0.626585
1190,   0.7634,  0.61902
1191,   0.7661, 0.622729
1192,   0.7661, 0.625865
1193,   0.7661, 0.632791
1194,   0.7661, 0.630554
1195,   0.7661, 0.634928
1196,   0.7661, 0.637155
1197,   0.7635,  0.63116
1198,   0.7635, 0.621486
1199,   0.7635, 0.636278
1200,   0.7635, 0.623114
1201,   0.7635, 0.618393
1202,   0.7635, 0.632353
1203,   0.7635, 0.630086
1204,   0.7635, 0.641493
1205,   0.7635, 0.637224
1206,   0.7635, 0.627437
1207,   0.7635, 0.623902
1208,   0.7635, 0.641992
1209,   0.7635, 0.635422
1210,   0.7635, 0.630573
1211,   0.7635, 0.637877
1212,   0.7635, 0.640007
1213,   0.7635, 0.638053
1214,   0.7635, 0.631914
1215,   0.7635, 0.627167
1216,   0.7635, 0.638258
1217,   0.7635, 0.633621
1218,   0.7635, 0.631088
1219,   0.7635, 0.623068
1220,   0.7635, 0.638577
1221,   0.7635, 0.629549
1222,   0.7635, 0.619316
1223,   0.7635, 0.623838
1224,   0.7635, 0.618531
1225,   0.7635,  0.61152
1226,   0.7635, 0.634929
1227,   0.7635, 0.619249
1228,   0.7635, 0.626457
1229,   0.7635,  0.64478
1230,   0.7635, 0.632307
1231,   0.7635, 0.640331
1232,   0.7635, 0.632361
1233,   0.7635, 0.638426
1234,   0.7635, 0.637294
1235,   0.7635, 0.645434
1236,   0.7635, 0.636542
1237,   0.7635, 0.640565
1238,   0.7635, 0.631545
1239,   0.7635, 0.636019
1240,   0.7635, 0.627415
1241,   0.7635,  0.62494
1242,   0.7635, 0.627863
1243,   0.7635, 0.647335
1244,   0.7635, 0.630533
1245,   0.7635, 0.637298
1246,   0.7635, 0.647803
1247,   0.7635, 0.639823
1248,   0.7635,   0.6375
1249,   0.7635, 0.635252
1250,   0.7635, 0.642351
1251,   0.7635, 0.631541
1252,    0.763, 0.636427
1253,    0.763, 0.641877
1254,    0.763, 0.643187
1255,    0.763, 0.645149
1256,    0.763, 0.643694
1257,    0.763, 0.624303
1258,    0.763, 0.628959
1259,    0.763, 0.630156
1260,    0.763, 0.647128
1261,    0.763, 0.628674
1262,   0.7646,  0.63752
1263,   0.7646, 0.648864
1264,   0.7646, 0.639381
1265,   0.7646, 0.628055
1266,   0.7646, 0.641047
1267,   0.7646, 0.638533
1268,   0.7646, 0.640462
1269,   0.7646, 0.639736
1270,   0.7646, 0.634048
1271,   0.7646, 0.636338
1272,   0.7646, 0.635404
1273,   0.7646, 0.641895
1274,   0.7646, 0.640427
1275,   0.7646, 0.635203
1276,   0.7646, 0.644847
1277,   0.7646, 0.628646
1278,   0.7646, 0.634978
1279,   0.7646, 0.631492
1280,   0.7646,  0.63751
1281,   0.7646, 0.633997
1282,   0.7646, 0.634192
1283,   0.7646, 0.639283
1284,   0.7646, 0.633439
1285,   0.7646, 0.634773
1286,   0.7646, 0.641877
1287,   0.7646,  0.63872
1288,   0.7646, 0.634989
1289,   0.7646, 0.641806
1290,   0.7646,  0.63322
1291,   0.7646, 0.644596
1292,   0.7646, 0.635342
1293,   0.7646, 0.626049
1294,   0.7646, 0.640197
1295,   0.7646,  0.61322
1296,   0.7646, 0.639225
1297,   0.7646, 0.632462
1298,   0.7646, 0.629171
1299,   0.7646, 0.628159
1300,   0.7646, 0.630074
1301,   0.7646, 0.636646
1302,   0.7646, 0.637902
1303,   0.7646, 0.638236
1304,   0.7646, 0.631374
1305,   0.7646, 0.641864
1306,   0.7646, 0.633388
1307,   0.7646, 0.636636
1308,   0.7646,   0.6404
1309,   0.7646, 0.632346
1310,   0.7646, 0.628266
1311,   0.7646, 0.640998
1312,   0.7646, 0.630009
1313,   0.7646, 0.633199
1314,   0.7646, 0.638255
1315,   0.7646, 0.639993
1316,   0.7646, 0.641976
1317,   0.7646, 0.640578
1318,   0.7646, 0.650807
1319,   0.7646, 0.639426
1320,   0.7646, 0.636645
1321,   0.7646, 0.636031
1322,   0.7646, 0.632225
1323,   0.7646, 0.627652
1324,   0.7646, 0.623798
1325,   0.7646, 0.637671
1326,   0.7646, 0.641486
1327,   0.7646, 0.633893
1328,   0.7646,  0.63326
1329,   0.7646, 0.633621
1330,   0.7646, 0.633848
1331,   0.7646, 0.625795
1332,   0.7646, 0.624986
1333,   0.7646,   0.6247
1334,   0.7646, 0.637031
1335,   0.7642, 0.643719
1336,   0.7642, 0.658268
1337,   0.7642, 0.646761
1338,   0.7642, 0.636303
1339,   0.7642, 0.628608
1340,   0.7642, 0.628291
1341,   0.7642, 0.645939
1342,   0.7642, 0.648514
1343,   0.7642, 0.634847
1344,   0.7633, 0.639402
1345,   0.7633,  0.63423
1346,   0.7633, 0.644455
1347,   0.7633, 0.637886
1348,   0.7633, 0.638411
1349,   0.7633, 0.638479
1350,   0.7644, 0.622742
1351,   0.7644, 0.625362
1352,   0.7644, 0.632338
1353,   0.7644, 0.640474
1354,   0.7644, 0.637996
1355,   0.7644, 0.629539
1356,   0.7644, 0.631003
1357,   0.7672,  0.62338
1358,   0.7672, 0.626996
1359,   0.7672, 0.629969
1360,   0.7672,  0.63781
1361,   0.7672, 0.619353
1362,   0.7672, 0.625444
1363,   0.7672, 0.633114
1364,   0.7672, 0.631319
1365,   0.7672, 0.642555
1366,   0.7672, 0.626682
1367,   0.7672, 0.648163
1368,   0.7672, 0.636073
1369,   0.7672, 0.650209
1370,   0.7672, 0.644803
1371,   0.7672, 0.639558
1372,   0.7672, 0.644851
1373,   0.7672, 0.643445
1374,   0.7672, 0.627892
1375,   0.7672,  0.63025
1376,   0.7672, 0.645886
1377,   0.7717, 0.644221
1378,   0.7717, 0.633416
1379,   0.7717, 0.625251
1380,   0.7717, 0.630714
1381,   0.7717, 0.629897
1382,   0.7717, 0.628968
1383,   0.7717,  0.64176
1384,   0.7717, 0.632849
1385,   0.7717, 0.634117
1386,   0.7717, 0.626366
1387,   0.7717, 0.629478
1388,   0.7717, 0.638709
1389,   0.7717, 0.637241
1390,   0.7717,   0.6322
1391,   0.7717, 0.635759
1392,   0.7717, 0.632769
1393,   0.7717, 0.624716
1394,   0.7717,  0.64089
1395,   0.7717, 0.639191
1396,   0.7717, 0.639096
1397,   0.7717, 0.641031
1398,   0.7717, 0.635784
1399,   0.7717, 0.624377
1400,   0.7717, 0.633468
1401,   0.7717, 0.647061
1402,   0.7717, 0.647322
1403,   0.7707, 0.635561
1404,   0.7707, 0.636683
1405,   0.7707, 0.645869
1406,   0.7707, 0.653319
1407,   0.7707, 0.646596
1408,   0.7723, 0.624408
1409,   0.7723, 0.638546
1410,   0.7723,  0.63207
1411,   0.7723, 0.632675
1412,   0.7723, 0.640586
1413,   0.7723, 0.636248
1414,   0.7723, 0.641081
1415,   0.7723, 0.626489
1416,   0.7698, 0.630676
1417,   0.7698,  0.63125
1418,   0.7698, 0.627957
1419,   0.7698, 0.636895
1420,   0.7698, 0.634512
1421,   0.7698, 0.628546
1422,   0.7698, 0.634091
1423,   0.7698, 0.634376
1424,   0.7698, 0.642363
1425,   0.7698,  0.64442
1426,   0.7698, 0.642999
1427,   0.7698, 0.642259
1428,   0.7698, 0.646322
1429,   0.7698, 0.630651
1430,   0.7698,  0.63523
1431,   0.7698, 0.630292
1432,   0.7698, 0.630887
1433,   0.7698, 0.633802
1434,   0.7698, 0.642203
1435,   0.7698, 0.625994
1436,   0.7698, 0.633202
1437,   0.7698, 0.641159
1438,   0.7698, 0.638628
1439,   0.7698, 0.636781
1440,   0.7698, 0.640693
1441,   0.7698, 0.643176
1442,   0.7698, 0.635416
1443,   0.7698, 0.633364
1444,   0.7698, 0.633134
1445,   0.7698, 0.626735
1446,   0.7698,  0.63027
1447,   0.7721, 0.634184
1448,   0.7721, 0.633566
1449,   0.7721, 0.635957
1450,   0.7721, 0.627346
1451,   0.7735,  0.62948
1452,   0.7735, 0.624234
1453,   0.7735, 0.641039
1454,   0.7735, 0.630698
1455,   0.7735, 0.634122
1456,   0.7735, 0.649402
1457,   0.7735, 0.650706
1458,   0.7735, 0.629498
1459,   0.7735, 0.639437
1460,   0.7735, 0.646554
1461,   0.7735, 0.637568
1462,   0.7735,  0.62944
1463,   0.7735, 0.641415
1464,   0.7735, 0.632879
1465,   0.7735, 0.636438
1466,   0.7735, 0.638659
1467,   0.7735, 0.639618
1468,   0.7735, 0.639588
1469,   0.7735, 0.638917
1470,   0.7735, 0.646356
1471,   0.7735, 0.645343
1472,   0.7735, 0.635817
1473,   0.7735, 0.635981
1474,   0.7735, 0.630031
1475,   0.7735, 0.628591
1476,   0.7735, 0.642317
1477,   0.7735, 0.630805
1478,   0.7735, 0.634213
1479,   0.7735,  0.63465
1480,   0.7735, 0.642351
1481,    0.774, 0.641069
1482,    0.774, 0.643163
1483,    0.774, 0.647204
1484,    0.774, 0.640273
1485,    0.774, 0.643098
1486,    0.774, 0.635926
1487,    0.774, 0.636813
1488,    0.774, 0.630898
1489,    0.774, 0.629672
1490,    0.774, 0.634799
1491,    0.774, 0.630035
1492,    0.774, 0.637606
1493,    0.774, 0.621833
1494,    0.774, 0.638067
1495,    0.774, 0.642758
1496,    0.774, 0.640828
1497,    0.774, 0.647906
1498,    0.774, 0.637732
1499,    0.774, 0.644729
1500,    0.774, 0.642758
1501,    0.774, 0.640163
1502,    0.774, 0.640204
1503,    0.774, 0.642495
1504,    0.774, 0.647956
1505,    0.774, 0.636827
1506,    0.774, 0.638753
1507,    0.774, 0.643584
1508,    0.774, 0.647239
1509,    0.774, 0.641846
1510,    0.774, 0.645432
1511,    0.774,  0.64075
1512,    0.774,  0.63887
1513,    0.774, 0.637435
1514,    0.774, 0.640291
1515,    0.774, 0.640402
1516,    0.774,  0.64574
1517,    0.774, 0.634834
1518,    0.774, 0.646157
1519,    0.774, 0.630265
1520,    0.774, 0.638439
1521,    0.774, 0.644699
1522,   0.7727, 0.646434
1523,   0.7727, 0.638529
1524,   0.7727, 0.639384
1525,   0.7727, 0.630805
1526,   0.7727, 0.632049
1527,   0.7727, 0.635834
1528,   0.7768, 0.631893
1529,   0.7768, 0.641725
1530,   0.7768,  0.63289
1531,   0.7768, 0.641928
1532,   0.7768, 0.644269
1533,   0.7768, 0.642031
1534,   0.7768, 0.635604
1535,   0.7768, 0.634528
1536,   0.7768, 0.644522
1537,   0.7768, 0.644085
1538,   0.7768, 0.644016
1539,   0.7768, 0.644943
1540,   0.7768, 0.645194
1541,   0.7768, 0.637116
1542,   0.7768,  0.64758
1543,   0.7768, 0.647533
1544,   0.7768, 0.644383
1545,   0.7769, 0.639615
1546,   0.7769, 0.644261
1547,   0.7769, 0.641577
1548,   0.7769, 0.650899
1549,   0.7769, 0.646821
1550,   0.7769, 0.632949
1551,   0.7769,  0.64238
1552,   0.7769, 0.631401
1553,   0.7769, 0.642615
1554,   0.7769, 0.636736
1555,   0.7769, 0.642901
1556,   0.7781, 0.634103
1557,   0.7781, 0.644239
1558,   0.7781, 0.651377
1559,   0.7781, 0.640447
1560,   0.7781, 0.637663
1561,   0.7781, 0.639161
1562,   0.7781, 0.650271
1563,   0.7781, 0.634142
1564,   0.7767, 0.656548
1565,   0.7767, 0.633203
1566,   0.7767, 0.641873
1567,   0.7767, 0.643974
1568,   0.7767, 0.634335
1569,   0.7767, 0.637438
1570,   0.7767, 0.633788
1571,   0.7767, 0.633175
1572,   0.7767, 0.641212
1573,   0.7767, 0.640675
1574,   0.7767, 0.638147
1575,   0.7767, 0.658522
1576,   0.7767, 0.651496
1577,   0.7767,  0.64282
1578,   0.7767,  0.64483
1579,   0.7767, 0.641561
1580,   0.7767, 0.645274
1581,   0.7767, 0.641586
1582,   0.7767,  0.64636
1583,   0.7767, 0.648217
1584,    0.779, 0.651839
1585,    0.779, 0.645724
1586,    0.779, 0.648479
1587,    0.779, 0.643179
1588,    0.779, 0.665511
1589,    0.779, 0.659936
1590,    0.779, 0.647853
1591,    0.779, 0.654187
1592,    0.779, 0.646628
1593,    0.779, 0.652815
1594,    0.779, 0.644068
1595,    0.779, 0.635588
1596,    0.779, 0.645464
1597,    0.779,  0.63767
1598,    0.779, 0.649117
1599,    0.779, 0.645077
1600,    0.779, 0.646887
1601,   0.7803, 0.634556
1602,   0.7803, 0.645598
1603,   0.7803, 0.647726
1604,   0.7803, 0.666723
1605,   0.7803, 0.645356
1606,   0.7803, 0.643125
1607,   0.7803, 0.651217
1608,   0.7803, 0.635417
1609,   0.7803, 0.623028
1610,   0.7803, 0.639678
1611,   0.7803, 0.639714
1612,   0.7803,  0.64795
1613,   0.7803, 0.647892
1614,   0.7803,  0.65025
1615,   0.7803, 0.657505
1616,   0.7803, 0.644174
1617,   0.7803, 0.642751
1618,   0.7803, 0.639502
1619,   0.7803, 0.643363
1620,   0.7803,  0.64543
1621,   0.7809, 0.642317
1622,   0.7809, 0.652975
1623,   0.7809,  0.64763
1624,   0.7809, 0.653507
1625,   0.7809, 0.648213
1626,   0.7809,  0.65033
1627,   0.7809, 0.652462
1628,   0.7809, 0.656585
1629,   0.7809, 0.648093
1630,   0.7809,  0.64242
1631,   0.7809, 0.640207
1632,   0.7809, 0.644138
1633,   0.7809, 0.636196
1634,   0.7809, 0.644623
1635,   0.7809, 0.647929
1636,   0.7809, 0.652248
1637,   0.7809, 0.638388
1638,   0.7809, 0.640974
1639,   0.7809, 0.650739
1640,   0.7809, 0.643112
1641,   0.7809, 0.642885
1642,   0.7809, 0.634745
1643,   0.7809, 0.652326
1644,   0.7791, 0.633989
1645,   0.7791, 0.637408
1646,   0.7791, 0.642018
1647,   0.7791, 0.645456
1648,   0.7791,  0.64598
1649,   0.7791, 0.649678
1650,   0.7791, 0.649387
1651,   0.7791, 0.651704
1652,   0.7791,  0.65876
1653,   0.7791, 0.645533
1654,   0.7791,  0.64727
1655,   0.7791, 0.644938
1656,   0.7791, 0.641205
1657,   0.7791, 0.646496
1658,   0.7791, 0.650472
1659,   0.7791, 0.642309
1660,   0.7791, 0.641215
1661,   0.7791, 0.634918
1662,   0.7791, 0.643114
1663,   0.7791,  0.63549
1664,   0.7791, 0.644676
1665,   0.7791, 0.650637
1666,   0.7791, 0.643124
1667,   0.7791, 0.641345
1668,   0.7791, 0.642425
1669,   0.7791, 0.649318
1670,   0.7791, 0.657557
1671,   0.7791, 0.653342
1672,   0.7791, 0.641891
1673,   0.7791, 0.643706
1674,   0.7791, 0.641463
1675,   0.7791, 0.642597
1676,   0.7791, 0.650569
1677,   0.7791, 0.652992
1678,   0.7791, 0.651112
1679,   0.7791, 0.661535
1680,   0.7791, 0.649428
1681,   0.7791, 0.649333
1682,   0.7791, 0.641506
1683,   0.7791, 0.654789
1684,   0.7791,  0.65435
1685,   0.7791,  0.64992
1686,   0.7791, 0.638822
1687,   0.7791, 0.636955
1688,   0.7791, 0.644659
1689,   0.7791, 0.642918
1690,   0.7791, 0.656893
1691,   0.7791, 0.650515
1692,   0.7791, 0.639501
1693,   0.7791, 0.643331
1694,   0.7791,  0.64334
1695,   0.7791, 0.641731
1696,   0.7791, 0.640535
1697,   0.7791, 0.646791
1698,   0.7791,  0.63477
1699,   0.7791, 0.654377
1700,   0.7791, 0.633654
1701,   0.7791, 0.645374
1702,   0.7791, 0.652884
1703,   0.7791, 0.641822
1704,   0.7791, 0.647496
1705,   0.7791, 0.641352
1706,   0.7791, 0.651901
1707,   0.7791, 0.636562
1708,   0.7791, 0.638452
1709,   0.7791, 0.643942
1710,   0.7791, 0.642837
1711,   0.7791, 0.647039
1712,   0.7791, 0.643603
1713,   0.7791, 0.641056
1714,   0.7791, 0.635045
1715,   0.7791, 0.651058
1716,   0.7791, 0.649516
1717,   0.7791,  0.64894
1718,   0.7791, 0.639681
1719,   0.7791, 0.645868
1720,   0.7791, 0.655395
1721,   0.7791, 0.650714
1722,   0.7791, 0.652846
1723,   0.7791, 0.650205
1724,   0.7791, 0.636922
1725,   0.7791, 0.639769
1726,   0.7791,  0.63946
1727,   0.7791, 0.652871
1728,   0.7791, 0.649738
1729,   0.7791, 0.645657
1730,   0.7791, 0.644387
1731,   0.7791, 0.650628
1732,   0.7791, 0.648974
1733,   0.7791, 0.658039
1734,   0.7791, 0.658267
1735,   0.7791, 0.652809
1736,   0.7817, 0.639912
1737,   0.7817, 0.645966
1738,   0.7817, 0.641641
1739,   0.7817, 0.630744
1740,   0.7817, 0.631149
1741,   0.7817, 0.648857
1742,   0.7817, 0.651145
1743,   0.7817, 0.659779
1744,   0.7817, 0.647895
1745,   0.7817, 0.660584
1746,   0.7817, 0.657308
1747,   0.7817, 0.652526
1748,   0.7817, 0.652057
1749,   0.7817, 0.650862
1750,   0.7817, 0.648459
1751,   0.7789, 0.633555
1752,   0.7789, 0.643614
1753,   0.7789, 0.643813
1754,   0.7789, 0.656516
1755,   0.7789, 0.649769
1756,   0.7789, 0.638402
1757,   0.7789, 0.648133
1758,   0.7789, 0.647627
1759,   0.7789, 0.650184
1760,   0.7789, 0.658512
1761,   0.7789, 0.650526
1762,   0.7789,  0.64754
1763,   0.7789, 0.636022
1764,   0.7789,  0.62952
1765,   0.7789, 0.641477
1766,   0.7789, 0.661864
1767,   0.7789, 0.649486
1768,   0.7789,   0.6383
1769,   0.7789, 0.641785
1770,   0.7789, 0.639905
1771,   0.7789, 0.633137
1772,   0.7789, 0.638137
1773,   0.7789, 0.631463
1774,   0.7789,  0.64462
1775,   0.7796, 0.652605
1776,   0.7796, 0.659487
1777,   0.7796, 0.651616
1778,   0.7796, 0.646425
1779,   0.7796, 0.642266
1780,   0.7796, 0.639775
1781,   0.7796, 0.636572
1782,   0.7796, 0.646402
1783,   0.7796, 0.639766
1784,   0.7796, 0.628237
1785,   0.7796, 0.640944
1786,   0.7796, 0.650514
1787,   0.7796, 0.643918
1788,   0.7796, 0.642449
1789,   0.7796, 0.646945
1790,   0.7796, 0.656866
1791,   0.7796, 0.652894
1792,   0.7796, 0.633979
1793,   0.7796, 0.654962
1794,   0.7796, 0.651133
1795,   0.7796, 0.644922
1796,   0.7796, 0.643524
1797,   0.7796, 0.652129
1798,   0.7796, 0.641021
1799,   0.7796, 0.647631
1800,   0.7796, 0.636644
1801,   0.7796, 0.636312
1802,   0.7796, 0.631628
1803,   0.7796, 0.629843
1804,   0.7796, 0.649156
1805,   0.7796, 0.650344
1806,   0.7796, 0.642214
1807,   0.7796, 0.656026
1808,   0.7796, 0.650864
1809,   0.7796,  0.65677
1810,   0.7796, 0.660425
1811,   0.7796,  0.65176
1812,   0.7796, 0.647741
1813,   0.7796, 0.640081
1814,   0.7796,  0.64987
1815,   0.7796, 0.638509
1816,   0.7796, 0.645571
1817,   0.7796, 0.639149
1818,   0.7796, 0.650317
1819,   0.7796, 0.658334
1820,   0.7796, 0.648781
1821,   0.7796, 0.643473
1822,   0.7796, 0.635904
1823,   0.7796, 0.642008
1824,   0.7796, 0.634616
1825,   0.7796, 0.639796
1826,   0.7796,  0.63686
1827,   0.7796, 0.644669
1828,   0.7796, 0.641971
1829,   0.7796, 0.654461
1830,   0.7796, 0.650333
1831,   0.7796, 0.648145
1832,   0.7796, 0.639902
1833,   0.7796, 0.644896
1834,   0.7796, 0.652468
1835,   0.7796,  0.65094
1836,   0.7796,  0.63986
1837,   0.7796, 0.634596
1838,   0.7796, 0.635148
1839,   0.7796,  0.64251
1840,   0.7796, 0.636677
1841,   0.7796, 0.638765
1842,   0.7796, 0.644607
1843,   0.7796, 0.646495
1844,   0.7796, 0.638297
1845,   0.7796, 0.639849
1846,   0.7796, 0.642202
1847,   0.7796,  0.63872
1848,   0.7796, 0.650464
1849,   0.7796, 0.654065
1850,   0.7796, 0.650796
1851,   0.7796, 0.655078
1852,   0.7796, 0.647245
1853,   0.7796, 0.646711
1854,   0.7796, 0.647738
1855,   0.7796, 0.643264
1856,   0.7796, 0.639537
1857,   0.7796, 0.649441
1858,   0.7801, 0.651045
1859,   0.7801, 0.643552
1860,   0.7801, 0.651687
1861,   0.7801, 0.650248
1862,   0.7801, 0.641346
1863,   0.7801, 0.646277
1864,   0.7801, 0.651028
1865,   0.7801, 0.655551
1866,   0.7801, 0.647391
1867,   0.7795, 0.638371
1868,   0.7795, 0.637094
1869,   0.7795, 0.648316
1870,   0.7795, 0.647644
1871,   0.7795, 0.649013
1872,   0.7795, 0.641771
1873,   0.7785, 0.654606
1874,   0.7785,  0.64142
1875,   0.7785, 0.643063
