gen, ranking_scalar_onepoint_best, ranking_scalar_onepoint_ave
   1,   0.2261, 0.100111
   2,   0.2261,  0.10577
   3,   0.2417, 0.124867
   4,   0.2417, 0.134029
   5,   0.2629, 0.138533
   6,   0.2781, 0.145101
   7,    0.284, 0.153751
   8,    0.284, 0.162983
   9,   0.3072, 0.173658
  10,   0.3008, 0.191214
  11,   0.3178, 0.205174
  12,   0.3284, 0.213288
  13,   0.3412, 0.223177
  14,   0.3356, 0.220733
  15,   0.3644, 0.235409
  16,   0.3763, 0.250933
  17,    0.376, 0.284554
  18,   0.4044, 0.302092
  19,   0.4099, 0.313483
  20,   0.4099, 0.321425
  21,   0.4196, 0.332251
  22,   0.4214, 0.342001
  23,   0.4288, 0.347504
  24,   0.4284, 0.356404
  25,   0.4284, 0.360619
  26,   0.4287, 0.361019
  27,   0.4288, 0.365652
  28,    0.432, 0.362339
  29,   0.4437, 0.368157
  30,   0.4437, 0.365132
  31,   0.4454, 0.373665
  32,   0.4509, 0.374201
  33,   0.4545, 0.378603
  34,   0.4545, 0.385346
  35,   0.4545, 0.389187
  36,   0.4543, 0.393605
  37,   0.4793, 0.397194
  38,   0.4793, 0.396286
  39,   0.4663, 0.389764
  40,    0.473,  0.39027
  41,   0.4766, 0.385695
  42,   0.4897, 0.390415
  43,   0.4897, 0.403067
  44,   0.5121, 0.413392
  45,   0.5328, 0.416526
  46,   0.5371, 0.427318
  47,   0.5371, 0.438062
  48,   0.5371, 0.451413
  49,   0.5598, 0.452348
  50,   0.5598, 0.463292
  51,   0.5598, 0.465031
  52,   0.5639, 0.472097
  53,   0.5639, 0.479512
  54,   0.5553, 0.480972
  55,   0.5623, 0.490996
  56,   0.5555, 0.491516
  57,   0.5606, 0.495943
  58,    0.573, 0.498076
  59,    0.573, 0.498011
  60,   0.5698,  0.49203
  61,   0.5698, 0.497151
  62,   0.5701, 0.502255
  63,   0.5776, 0.510288
  64,   0.5785, 0.508024
  65,   0.5785, 0.515745
  66,   0.5806, 0.506642
  67,   0.5811, 0.510668
  68,   0.5811, 0.507016
  69,   0.5994, 0.506528
  70,   0.5994, 0.509668
  71,    0.608,  0.51357
  72,    0.608, 0.515489
  73,    0.608, 0.518759
  74,   0.6083,  0.52197
  75,   0.6083,   0.5304
  76,   0.6147, 0.529778
  77,   0.6147, 0.528235
  78,   0.6226, 0.526387
  79,   0.6257, 0.528853
  80,   0.6257, 0.535273
  81,    0.627, 0.532752
  82,    0.618, 0.541663
  83,   0.6268, 0.540029
  84,   0.6309, 0.539845
  85,   0.6309, 0.539613
  86,   0.6254, 0.545857
  87,    0.637, 0.547177
  88,    0.646,  0.54701
  89,    0.646, 0.549707
  90,    0.646, 0.550167
  91,   0.6467, 0.553384
  92,   0.6467, 0.557077
  93,   0.6457, 0.556446
  94,   0.6559, 0.558645
  95,   0.6586, 0.560362
  96,   0.6586, 0.559353
  97,   0.6627, 0.567575
  98,   0.6627, 0.560925
  99,   0.6627, 0.570177
 100,   0.6604, 0.564749
 101,   0.6734, 0.569897
 102,   0.6734, 0.575313
 103,   0.6732, 0.567439
 104,   0.6732,  0.57775
 105,   0.6732, 0.576048
 106,   0.6732, 0.577212
 107,   0.6732, 0.580617
 108,   0.6732, 0.574928
 109,   0.6745, 0.582317
 110,   0.6745, 0.582111
 111,   0.6756, 0.582982
 112,   0.6735, 0.584858
 113,   0.6777, 0.583539
 114,   0.6777, 0.588902
 115,   0.6845, 0.590052
 116,   0.6845, 0.591864
 117,   0.6891, 0.585374
 118,   0.6891,  0.58998
 119,   0.6891, 0.590347
 120,   0.6891, 0.594787
 121,   0.6891, 0.598199
 122,    0.686, 0.593405
 123,    0.686, 0.603953
 124,    0.686, 0.605077
 125,   0.6898, 0.604894
 126,   0.6905, 0.597443
 127,   0.6905, 0.595981
 128,   0.6912, 0.608165
 129,   0.6914, 0.612499
 130,    0.688,  0.61061
 131,   0.6949, 0.609962
 132,   0.6867, 0.608399
 133,   0.6919, 0.612225
 134,   0.6976, 0.611623
 135,   0.6976, 0.611949
 136,   0.6976, 0.612437
 137,   0.6984, 0.605571
 138,   0.6984, 0.612992
 139,   0.6956, 0.616664
 140,   0.6956, 0.621677
 141,   0.6956, 0.624478
 142,   0.6956, 0.621207
 143,   0.6989, 0.619505
 144,   0.6989,  0.61904
 145,   0.7001, 0.625217
 146,   0.7001, 0.621527
 147,    0.701, 0.622817
 148,    0.701, 0.619948
 149,    0.701, 0.620128
 150,    0.701, 0.621623
 151,    0.701, 0.615891
 152,    0.701, 0.618204
 153,   0.6983, 0.619473
 154,   0.6983, 0.620956
 155,   0.6983, 0.618727
 156,   0.6997, 0.627718
 157,   0.6997, 0.627609
 158,   0.6997, 0.629072
 159,   0.6997, 0.622439
 160,   0.7007, 0.623256
 161,   0.7007, 0.621782
 162,   0.7007, 0.631877
 163,   0.7007, 0.625677
 164,   0.7041, 0.632704
 165,   0.7041, 0.630899
 166,   0.7041, 0.630055
 167,   0.7041, 0.631635
 168,   0.7041, 0.627998
 169,   0.7041, 0.628693
 170,   0.7035, 0.635602
 171,   0.7018, 0.627789
 172,   0.7018, 0.629248
 173,   0.7058, 0.624932
 174,   0.7058,  0.62222
 175,   0.7044, 0.621254
 176,   0.7044, 0.629641
 177,   0.7044, 0.634403
 178,   0.7044, 0.632297
 179,   0.7044,  0.62949
 180,   0.7044,  0.62293
 181,   0.7044, 0.625808
 182,   0.7045, 0.627465
 183,   0.7045, 0.630472
 184,   0.7045, 0.627258
 185,   0.7045, 0.629276
 186,   0.7047, 0.628673
 187,   0.7047, 0.634976
 188,   0.7048, 0.628418
 189,   0.7048, 0.624474
 190,   0.7048, 0.629817
 191,   0.7031,  0.63108
 192,   0.7058, 0.632046
 193,   0.7058, 0.630321
 194,   0.7058, 0.636978
 195,   0.7033,  0.62912
 196,   0.7025, 0.628766
 197,   0.7025, 0.623332
 198,   0.7025, 0.627443
 199,   0.7042, 0.624388
 200,   0.7042, 0.631392
 201,   0.7045, 0.627198
 202,   0.7055, 0.626095
 203,   0.7053,  0.62992
 204,   0.7057, 0.634649
 205,   0.7045, 0.638024
 206,   0.7045, 0.631481
 207,   0.7045, 0.630336
 208,   0.7045, 0.635313
 209,   0.7045, 0.632591
 210,   0.7045, 0.629352
 211,   0.7045, 0.632277
 212,   0.7045,  0.63132
 213,   0.7045, 0.633028
 214,   0.7045, 0.633541
 215,   0.7081,  0.62689
 216,   0.7051, 0.627796
 217,   0.7051, 0.629556
 218,     0.71, 0.630547
 219,   0.7082, 0.632061
 220,   0.7082, 0.634969
 221,   0.7082, 0.631095
 222,   0.7082, 0.634111
 223,   0.7082, 0.629223
 224,   0.7057, 0.623823
 225,   0.7057,   0.6227
 226,   0.7057, 0.623269
 227,   0.7057,  0.62439
 228,   0.7057,  0.62657
 229,   0.7142, 0.626907
 230,   0.7142, 0.622688
 231,   0.7142,   0.6343
 232,    0.715, 0.634241
 233,    0.715,  0.63264
 234,    0.715, 0.635523
 235,    0.715, 0.644047
 236,   0.7194, 0.644134
 237,   0.7194,  0.64176
 238,   0.7194, 0.640504
 239,   0.7194, 0.636845
 240,   0.7194, 0.627252
 241,   0.7194,  0.63693
 242,   0.7194, 0.637563
 243,   0.7194, 0.631251
 244,   0.7194, 0.632636
 245,   0.7175, 0.641078
 246,   0.7175, 0.642276
 247,   0.7216, 0.641545
 248,   0.7216, 0.647666
 249,   0.7235, 0.646575
 250,   0.7204, 0.643293
 251,   0.7204,   0.6392
 252,   0.7204, 0.633142
 253,   0.7204, 0.632981
 254,   0.7204, 0.643165
 255,   0.7186, 0.641583
 256,   0.7212, 0.643189
 257,   0.7212, 0.640782
 258,    0.724, 0.642411
 259,    0.724, 0.639353
 260,    0.724, 0.647935
 261,    0.724, 0.644521
 262,   0.7236, 0.644667
 263,   0.7236, 0.650455
 264,   0.7236, 0.646864
 265,   0.7226, 0.636864
 266,   0.7226, 0.640464
 267,   0.7226, 0.636878
 268,   0.7189, 0.640611
 269,   0.7189, 0.641928
 270,   0.7189, 0.642821
 271,   0.7189, 0.639045
 272,   0.7189, 0.638837
 273,   0.7189,    0.634
 274,   0.7189, 0.629125
 275,   0.7263, 0.630231
 276,   0.7263, 0.630396
 277,   0.7263,  0.63921
 278,   0.7263, 0.645616
 279,   0.7263, 0.636296
 280,   0.7195, 0.634423
 281,   0.7195, 0.640366
 282,   0.7195,  0.63671
 283,   0.7195, 0.637978
 284,   0.7166, 0.629643
 285,   0.7166, 0.634527
 286,   0.7271, 0.635754
 287,   0.7271, 0.636464
 288,   0.7271, 0.637136
 289,   0.7271, 0.641348
 290,   0.7271, 0.641448
 291,   0.7271, 0.638038
 292,   0.7271, 0.636213
 293,   0.7278, 0.639625
 294,   0.7278, 0.639823
 295,   0.7278,  0.63866
 296,   0.7278, 0.636872
 297,   0.7244, 0.634208
 298,   0.7244, 0.636267
 299,   0.7262, 0.642157
 300,   0.7262, 0.643457
 301,   0.7269, 0.640176
 302,   0.7269, 0.642673
 303,   0.7269, 0.647936
 304,   0.7282, 0.645331
 305,   0.7282, 0.648018
 306,   0.7284, 0.644337
 307,   0.7284, 0.646705
 308,   0.7284, 0.644758
 309,   0.7284, 0.644265
 310,   0.7284, 0.642305
 311,   0.7284, 0.640114
 312,   0.7284, 0.640351
 313,   0.7284, 0.641377
 314,   0.7284, 0.644286
 315,   0.7284, 0.636491
 316,   0.7292, 0.636584
 317,   0.7292,  0.63977
 318,   0.7292, 0.632086
 319,    0.728, 0.632201
 320,    0.728, 0.641049
 321,    0.728, 0.640535
 322,    0.728, 0.642343
 323,    0.728,  0.64679
 324,    0.728, 0.645607
 325,   0.7308, 0.642569
 326,   0.7305, 0.638313
 327,   0.7305, 0.640296
 328,   0.7305, 0.639558
 329,   0.7305, 0.642199
 330,   0.7305, 0.640158
 331,   0.7305, 0.645645
 332,   0.7305,  0.64741
 333,   0.7305, 0.642645
 334,     0.73, 0.650788
 335,     0.73, 0.642791
 336,     0.73, 0.642416
 337,   0.7353, 0.644089
 338,   0.7353, 0.650832
 339,   0.7353, 0.649002
 340,   0.7313, 0.645137
 341,   0.7313, 0.638364
 342,   0.7366, 0.645877
 343,   0.7366, 0.649412
 344,   0.7366, 0.651502
 345,   0.7366, 0.652299
 346,   0.7366, 0.644637
 347,   0.7366, 0.645335
 348,   0.7366, 0.641432
 349,   0.7366, 0.642465
 350,   0.7366,  0.64514
 351,   0.7366, 0.643878
 352,   0.7366, 0.654365
 353,   0.7366, 0.650038
 354,   0.7366,  0.65373
 355,   0.7366,  0.64865
 356,   0.7363, 0.651599
 357,   0.7363, 0.655407
 358,   0.7363, 0.651798
 359,   0.7363, 0.657491
 360,   0.7363, 0.656981
 361,   0.7404, 0.657173
 362,   0.7404,  0.65299
 363,   0.7404, 0.660643
 364,   0.7404, 0.655086
 365,   0.7404, 0.660137
 366,   0.7404, 0.660205
 367,   0.7404, 0.658256
 368,   0.7404, 0.658527
 369,   0.7404, 0.660229
 370,   0.7404, 0.657204
 371,   0.7378, 0.660977
 372,   0.7378, 0.660978
 373,   0.7378, 0.661466
 374,   0.7378, 0.652903
 375,   0.7378, 0.655763
 376,   0.7378, 0.658637
 377,   0.7378, 0.657151
 378,   0.7378, 0.654227
 379,   0.7399,  0.65872
 380,   0.7399, 0.659211
 381,   0.7396,  0.65979
 382,   0.7396, 0.663023
 383,   0.7396, 0.659803
 384,   0.7396, 0.656849
 385,   0.7396, 0.658977
 386,   0.7391, 0.652744
 387,   0.7375, 0.660983
 388,   0.7375, 0.658173
 389,   0.7375, 0.658271
 390,   0.7375,  0.66381
 391,   0.7375,  0.65698
 392,   0.7375, 0.657598
 393,   0.7375, 0.652409
 394,   0.7375,  0.65161
 395,   0.7385, 0.644102
 396,   0.7385, 0.650752
 397,   0.7385, 0.653027
 398,   0.7385,  0.65458
 399,   0.7385, 0.654648
 400,   0.7392, 0.658072
 401,   0.7382, 0.654932
 402,   0.7382, 0.658428
 403,   0.7382, 0.660519
 404,   0.7382, 0.664391
 405,   0.7382, 0.652922
 406,   0.7382, 0.654985
 407,   0.7382,   0.6573
 408,   0.7382, 0.653432
 409,   0.7392,  0.65308
 410,   0.7392, 0.655937
 411,   0.7392, 0.656661
 412,   0.7392, 0.658431
 413,   0.7392, 0.655359
 414,   0.7392,   0.6558
 415,   0.7392, 0.656825
 416,   0.7373, 0.653945
 417,   0.7373,  0.65242
 418,   0.7373, 0.651789
 419,   0.7373, 0.648182
 420,   0.7373, 0.646551
 421,   0.7373, 0.651954
 422,   0.7373, 0.654557
 423,   0.7373, 0.654311
 424,   0.7373, 0.654568
 425,   0.7373, 0.652984
 426,   0.7373,  0.65538
 427,   0.7373,  0.64989
 428,   0.7373, 0.648139
 429,   0.7373, 0.647307
 430,   0.7373, 0.652299
 431,   0.7373, 0.655723
 432,   0.7373, 0.656554
 433,   0.7373, 0.658924
 434,   0.7365, 0.654127
 435,   0.7375, 0.654893
 436,   0.7375, 0.653854
 437,   0.7375, 0.652768
 438,   0.7375, 0.656383
 439,   0.7375, 0.661131
 440,   0.7391, 0.660279
 441,   0.7391, 0.654181
 442,   0.7391, 0.656236
 443,   0.7391, 0.657121
 444,   0.7391, 0.656603
 445,   0.7391, 0.657212
 446,   0.7391,  0.65965
 447,   0.7391, 0.660511
 448,   0.7391, 0.663713
 449,   0.7408, 0.660566
 450,   0.7408, 0.658414
 451,   0.7408, 0.653798
 452,    0.742, 0.656529
 453,    0.742, 0.654388
 454,    0.742,  0.66006
 455,    0.742, 0.654613
 456,    0.742, 0.656013
 457,    0.742, 0.655621
 458,    0.742, 0.651143
 459,   0.7435, 0.653259
 460,   0.7435, 0.652445
 461,   0.7435, 0.650267
 462,   0.7435, 0.655973
 463,    0.746, 0.656057
 464,   0.7421, 0.661301
 465,   0.7421, 0.657302
 466,   0.7421, 0.654019
 467,   0.7421, 0.655954
 468,   0.7421,  0.66221
 469,   0.7421, 0.663269
 470,   0.7421, 0.662301
 471,   0.7421, 0.658789
 472,   0.7421, 0.666801
 473,   0.7421, 0.659815
 474,   0.7421, 0.659531
 475,   0.7421, 0.653946
 476,   0.7421, 0.660303
 477,   0.7421,  0.66322
 478,   0.7421, 0.662046
 479,   0.7421, 0.662224
 480,   0.7429, 0.661448
 481,   0.7429, 0.664997
 482,   0.7429, 0.662344
 483,   0.7429, 0.657943
 484,   0.7429,  0.65902
 485,   0.7429, 0.654188
 486,   0.7429, 0.655962
 487,   0.7429, 0.662362
 488,   0.7429, 0.666559
 489,   0.7429, 0.661341
 490,   0.7429, 0.664061
 491,   0.7429, 0.657901
 492,   0.7429, 0.660082
 493,   0.7429, 0.660877
 494,   0.7429, 0.658648
 495,   0.7429, 0.653641
 496,   0.7429, 0.657967
 497,   0.7429,  0.65574
 498,   0.7429, 0.654052
 499,   0.7429, 0.656681
 500,   0.7429, 0.657588
 501,   0.7429, 0.656794
 502,   0.7429, 0.653404
 503,   0.7436, 0.660588
 504,   0.7436, 0.656605
 505,   0.7436, 0.652319
 506,   0.7436, 0.657464
 507,   0.7436, 0.661698
 508,   0.7436, 0.664573
 509,   0.7453, 0.660495
 510,   0.7427,  0.66075
 511,   0.7427, 0.657468
 512,   0.7428, 0.657578
 513,   0.7428, 0.658072
 514,   0.7428, 0.654031
 515,   0.7428, 0.658571
 516,   0.7428, 0.662612
 517,   0.7428, 0.663324
 518,   0.7428,  0.66043
 519,   0.7428, 0.662156
 520,   0.7428, 0.660454
 521,   0.7428,  0.65911
 522,   0.7439, 0.658496
 523,   0.7439, 0.660827
 524,   0.7439, 0.658229
 525,   0.7439, 0.654823
 526,   0.7439, 0.657382
 527,   0.7439, 0.656187
 528,   0.7442, 0.659729
 529,   0.7442, 0.660164
 530,   0.7442, 0.659739
 531,   0.7442, 0.656986
 532,   0.7457, 0.660249
 533,   0.7457, 0.655152
 534,   0.7457, 0.657608
 535,   0.7457, 0.659209
 536,   0.7457, 0.657378
 537,   0.7457, 0.660146
 538,   0.7457, 0.664666
 539,   0.7457,  0.65911
 540,   0.7457, 0.663384
 541,   0.7457, 0.660739
 542,   0.7457, 0.655828
 543,   0.7457, 0.655376
 544,   0.7457,  0.65854
 545,   0.7457, 0.668328
 546,   0.7457, 0.664634
 547,   0.7457,   0.6619
 548,   0.7457, 0.658215
 549,   0.7457, 0.659998
 550,   0.7457, 0.661211
 551,   0.7457, 0.660553
 552,   0.7467, 0.658976
 553,   0.7467,   0.6525
 554,   0.7467,  0.65908
 555,   0.7467, 0.660518
 556,   0.7493, 0.663137
 557,   0.7493, 0.658558
 558,   0.7493, 0.653835
 559,   0.7493,  0.65663
 560,   0.7493,  0.66295
 561,   0.7493, 0.657331
 562,   0.7493, 0.661272
 563,   0.7493,  0.65747
 564,   0.7493, 0.656777
 565,   0.7493, 0.656125
 566,   0.7493, 0.659153
 567,   0.7493,   0.6536
 568,   0.7493,  0.65428
 569,   0.7493, 0.657898
 570,   0.7493, 0.655919
 571,   0.7493, 0.661315
 572,   0.7493,  0.66292
 573,   0.7571, 0.662171
 574,   0.7571, 0.656452
 575,   0.7571, 0.661352
 576,   0.7571, 0.662611
 577,   0.7571, 0.654322
 578,   0.7571, 0.662105
 579,   0.7571, 0.661483
 580,   0.7571, 0.653394
 581,   0.7571, 0.655972
 582,   0.7571,  0.65963
 583,   0.7571, 0.650897
 584,   0.7571, 0.653977
 585,   0.7571, 0.658363
 586,   0.7571, 0.656354
 587,   0.7571, 0.659797
 588,   0.7571, 0.661452
 589,   0.7571, 0.657417
 590,   0.7571, 0.660598
 591,   0.7571, 0.661053
 592,   0.7571, 0.655392
 593,   0.7571, 0.656459
 594,   0.7571, 0.656667
 595,   0.7571, 0.653735
 596,   0.7556, 0.654798
 597,   0.7556, 0.659314
 598,   0.7556, 0.659025
 599,   0.7556, 0.660138
 600,   0.7556, 0.664793
 601,   0.7556, 0.655591
 602,   0.7556, 0.658648
 603,   0.7556, 0.655059
 604,   0.7556, 0.658424
 605,   0.7597, 0.660688
 606,   0.7597, 0.668274
 607,   0.7597, 0.661736
 608,   0.7597, 0.658884
 609,   0.7597, 0.655555
 610,   0.7599, 0.663562
 611,   0.7599, 0.654853
 612,   0.7599, 0.657914
 613,   0.7599, 0.661717
 614,   0.7599,  0.66389
 615,   0.7599, 0.660784
 616,   0.7592, 0.656003
 617,   0.7592, 0.653076
 618,   0.7592,  0.66301
 619,   0.7592, 0.660123
 620,   0.7592, 0.663494
 621,   0.7592, 0.658773
 622,   0.7592, 0.655564
 623,   0.7592, 0.656858
 624,   0.7592, 0.657087
 625,   0.7592, 0.663386
 626,   0.7582, 0.663308
 627,   0.7582, 0.656564
 628,   0.7582, 0.657265
 629,   0.7607, 0.654984
 630,   0.7607, 0.651508
 631,   0.7607, 0.653751
 632,   0.7614, 0.659366
 633,   0.7614,  0.65656
 634,   0.7614, 0.666709
 635,   0.7584, 0.666387
 636,   0.7584, 0.659515
 637,   0.7584, 0.658945
 638,   0.7584, 0.667193
 639,   0.7584, 0.664512
 640,   0.7613, 0.660783
 641,   0.7634, 0.658706
 642,   0.7634, 0.651052
 643,   0.7634, 0.656971
 644,   0.7634, 0.665877
 645,   0.7634, 0.659915
 646,   0.7634, 0.676284
 647,   0.7634, 0.672374
 648,   0.7634,  0.67063
 649,   0.7634,  0.66678
 650,   0.7634,  0.66204
 651,   0.7634, 0.659827
 652,   0.7634, 0.658105
 653,   0.7634, 0.659225
 654,   0.7634, 0.661255
 655,   0.7609, 0.662358
 656,   0.7643, 0.666935
 657,   0.7643, 0.664292
 658,   0.7643, 0.667173
 659,   0.7643, 0.668965
 660,   0.7631, 0.665393
 661,   0.7631,  0.66907
 662,   0.7631, 0.675976
 663,   0.7631, 0.668522
 664,   0.7631, 0.666152
 665,   0.7621, 0.671344
 666,   0.7621, 0.666325
 667,   0.7621,  0.67023
 668,   0.7621, 0.669798
 669,   0.7621, 0.676911
 670,   0.7621, 0.672634
 671,   0.7596, 0.674823
 672,   0.7596, 0.677525
 673,   0.7596, 0.668901
 674,   0.7596, 0.675628
 675,   0.7596, 0.674311
 676,   0.7596, 0.672968
 677,   0.7596,  0.66496
 678,   0.7638, 0.667995
 679,   0.7619, 0.674778
 680,   0.7619, 0.672078
 681,   0.7619, 0.673386
 682,   0.7619, 0.675261
 683,   0.7619, 0.672242
 684,   0.7619, 0.673108
 685,   0.7619, 0.672727
 686,   0.7619, 0.674633
 687,   0.7619, 0.670128
 688,   0.7619, 0.674473
 689,   0.7619, 0.676827
 690,   0.7619,  0.67127
 691,   0.7619, 0.669452
 692,   0.7619, 0.670961
 693,   0.7619, 0.675998
 694,    0.762,  0.67241
 695,    0.762, 0.671969
 696,    0.762, 0.674865
 697,    0.762, 0.677077
 698,    0.762, 0.670729
 699,    0.762, 0.670196
 700,    0.762, 0.673539
 701,    0.762, 0.673268
 702,   0.7665, 0.682341
 703,   0.7665, 0.681255
 704,   0.7665, 0.677419
 705,   0.7665, 0.675407
 706,   0.7665, 0.673993
 707,   0.7665, 0.674858
 708,   0.7665, 0.673908
 709,   0.7665,   0.6823
 710,   0.7665, 0.681058
 711,   0.7665, 0.676605
 712,   0.7665, 0.676956
 713,   0.7665,  0.67906
 714,   0.7665, 0.681911
 715,   0.7665, 0.678967
 716,   0.7665, 0.676514
 717,   0.7665, 0.675771
 718,   0.7665, 0.682703
 719,   0.7665, 0.674919
 720,   0.7665, 0.675295
 721,   0.7665, 0.677125
 722,   0.7665, 0.675251
 723,   0.7665, 0.678908
 724,   0.7665, 0.678964
 725,   0.7665, 0.676898
 726,   0.7691, 0.674724
 727,   0.7691, 0.684971
 728,   0.7691, 0.678252
 729,   0.7691, 0.674496
 730,   0.7691, 0.677604
 731,   0.7691, 0.675812
 732,   0.7691, 0.681404
 733,   0.7691, 0.674448
 734,   0.7691, 0.676962
 735,   0.7691, 0.685045
 736,   0.7691, 0.682988
 737,   0.7691, 0.682307
 738,   0.7691, 0.681387
 739,   0.7691, 0.683905
 740,   0.7691, 0.685232
 741,   0.7691, 0.682863
 742,   0.7691,  0.67988
 743,   0.7691, 0.680438
 744,   0.7691, 0.677001
 745,   0.7691, 0.680076
 746,   0.7691, 0.683991
 747,   0.7691, 0.681777
 748,   0.7691, 0.682153
 749,   0.7691,  0.68571
 750,   0.7691, 0.678918
 751,   0.7691, 0.687538
 752,   0.7691, 0.689602
 753,   0.7691, 0.681976
 754,   0.7691, 0.681284
 755,   0.7691, 0.676201
 756,   0.7691, 0.674303
 757,   0.7691, 0.680479
 758,   0.7691, 0.679829
 759,   0.7691, 0.684804
 760,   0.7691, 0.687615
 761,   0.7691, 0.679805
 762,   0.7691, 0.684638
 763,   0.7691, 0.682688
 764,   0.7691, 0.685673
 765,   0.7691, 0.674422
 766,   0.7691, 0.675258
 767,   0.7691, 0.679043
 768,   0.7691, 0.681948
 769,   0.7691, 0.678817
 770,   0.7691, 0.679324
 771,   0.7691,  0.68429
 772,     0.77, 0.689937
 773,     0.77, 0.684837
 774,     0.77, 0.677523
 775,     0.77, 0.682976
 776,     0.77, 0.688015
 777,     0.77, 0.689283
 778,     0.77, 0.685822
 779,     0.77, 0.689555
 780,     0.77, 0.688646
 781,     0.77, 0.687034
 782,   0.7693, 0.693663
 783,   0.7693, 0.679099
 784,   0.7693, 0.678217
 785,   0.7693, 0.682371
 786,   0.7693, 0.684652
 787,   0.7693, 0.683052
 788,   0.7693, 0.684649
 789,   0.7693, 0.687634
 790,   0.7693, 0.685022
 791,   0.7695, 0.687047
 792,   0.7695, 0.678922
 793,   0.7695, 0.684868
 794,   0.7695, 0.682981
 795,   0.7695, 0.685633
 796,   0.7695, 0.686826
 797,   0.7695, 0.687378
 798,   0.7695, 0.684178
 799,   0.7695, 0.686227
 800,   0.7695, 0.685831
 801,   0.7695, 0.691573
 802,   0.7695, 0.688905
 803,   0.7695, 0.687922
 804,   0.7695, 0.686217
 805,   0.7695, 0.682953
 806,   0.7695, 0.682908
 807,   0.7695, 0.683351
 808,   0.7695, 0.682739
 809,   0.7695, 0.680959
 810,   0.7695,  0.68242
 811,   0.7695,  0.68383
 812,   0.7695, 0.687641
 813,   0.7695, 0.688177
 814,   0.7695, 0.686377
 815,   0.7695, 0.683461
 816,   0.7695, 0.681631
 817,   0.7695, 0.680962
 818,   0.7695, 0.678876
 819,   0.7695, 0.678438
 820,   0.7695, 0.680461
 821,   0.7695, 0.681638
 822,   0.7695, 0.679894
 823,   0.7695, 0.678468
 824,   0.7695, 0.682145
 825,   0.7695, 0.681588
 826,    0.772,   0.6843
 827,   0.7684,   0.6846
 828,   0.7684, 0.679933
 829,   0.7684, 0.680794
 830,   0.7699, 0.682954
 831,   0.7699, 0.681584
 832,   0.7699,  0.68311
 833,   0.7699, 0.681066
 834,   0.7699, 0.680956
 835,   0.7699, 0.683107
 836,   0.7699,  0.68354
 837,   0.7699, 0.683524
 838,   0.7699, 0.683876
 839,   0.7699, 0.681739
 840,   0.7699, 0.683141
 841,   0.7699, 0.686052
 842,   0.7696, 0.685667
 843,   0.7696, 0.689261
 844,     0.77, 0.685458
 845,   0.7699, 0.683261
 846,   0.7699, 0.681978
 847,   0.7739, 0.682742
 848,   0.7739, 0.681013
 849,   0.7739, 0.682688
 850,   0.7739, 0.683784
 851,   0.7739, 0.688072
 852,   0.7739, 0.684424
 853,   0.7739, 0.682823
 854,   0.7752, 0.684458
 855,   0.7752, 0.686097
 856,   0.7752, 0.692437
 857,   0.7752, 0.685569
 858,   0.7752, 0.681049
 859,   0.7752, 0.676719
 860,   0.7752, 0.685998
 861,   0.7752, 0.685011
 862,   0.7752, 0.685199
 863,   0.7752,  0.68895
 864,   0.7752,  0.68812
 865,   0.7752, 0.683414
 866,   0.7752, 0.682802
 867,   0.7752, 0.682929
 868,   0.7752, 0.685383
 869,   0.7752, 0.689209
 870,   0.7752, 0.688929
 871,   0.7752, 0.689981
 872,   0.7752, 0.682363
 873,   0.7752, 0.684635
 874,   0.7752, 0.688236
 875,   0.7752, 0.687119
 876,   0.7752, 0.686914
 877,   0.7752, 0.683965
 878,   0.7752, 0.689128
 879,   0.7752, 0.687089
 880,   0.7752, 0.684256
 881,   0.7752, 0.686425
 882,   0.7752, 0.689348
 883,   0.7752, 0.690309
 884,   0.7752, 0.695736
 885,   0.7752, 0.692618
 886,   0.7752, 0.686301
 887,   0.7752, 0.683195
 888,   0.7752,  0.68786
 889,   0.7752, 0.689307
 890,   0.7752, 0.689839
 891,   0.7752, 0.691577
 892,   0.7752, 0.689835
 893,   0.7752, 0.691887
 894,   0.7752, 0.687891
 895,   0.7752, 0.689385
 896,   0.7752, 0.692868
 897,   0.7752, 0.692991
 898,   0.7759, 0.689057
 899,   0.7759, 0.691356
 900,   0.7759, 0.683005
 901,   0.7744, 0.686628
 902,   0.7744, 0.687494
 903,   0.7744,  0.68563
 904,   0.7744, 0.684201
 905,   0.7744, 0.689926
 906,   0.7744, 0.687373
 907,   0.7744, 0.689056
 908,   0.7744, 0.686364
 909,   0.7744, 0.681614
 910,   0.7744, 0.692187
 911,   0.7744, 0.687635
 912,   0.7744, 0.692407
 913,   0.7744, 0.694813
 914,   0.7744, 0.694655
 915,   0.7744, 0.694762
 916,   0.7744, 0.692028
 917,   0.7744, 0.693903
 918,   0.7744, 0.692631
 919,   0.7744, 0.689716
 920,   0.7761, 0.692353
 921,   0.7761, 0.692218
 922,   0.7761, 0.694258
 923,   0.7761, 0.686764
 924,   0.7761, 0.691091
 925,   0.7761, 0.694021
 926,   0.7761, 0.688571
 927,   0.7761, 0.694827
 928,   0.7761,  0.69292
 929,   0.7761, 0.692633
 930,   0.7761, 0.689677
 931,   0.7761, 0.688279
 932,   0.7761, 0.687632
 933,   0.7761, 0.692428
 934,   0.7761, 0.695994
 935,   0.7761,  0.69178
