gen, ranking_scalar_onepoint_best, ranking_scalar_onepoint_ave
3057,   0.8224, 0.713308
3058,   0.8224, 0.713956
3059,   0.8224, 0.716037
3060,   0.8224, 0.709287
3061,   0.8224,  0.71527
3062,   0.8224, 0.704445
3063,   0.8224, 0.716857
3064,   0.8224, 0.718879
3065,   0.8224, 0.716778
3066,    0.823,  0.70934
3067,    0.823,  0.71283
3068,    0.823, 0.718786
3069,    0.823, 0.714222
3070,    0.823, 0.715979
3071,    0.823, 0.715463
3072,    0.823,  0.71215
3073,    0.823, 0.710688
3074,    0.823, 0.715044
3075,    0.823, 0.713601
3076,    0.823, 0.717031
3077,    0.823, 0.714427
3078,    0.823, 0.712634
3079,    0.823, 0.710022
3080,    0.823, 0.708638
3081,    0.823, 0.707561
3082,    0.823, 0.709314
3083,    0.823, 0.711513
3084,    0.823, 0.717798
3085,    0.823,  0.71212
3086,    0.823, 0.709086
3087,    0.823, 0.710045
3088,    0.823, 0.721757
3089,    0.823, 0.714712
3090,    0.823, 0.715095
3091,    0.823, 0.717329
3092,    0.823, 0.721136
3093,    0.823, 0.719643
3094,    0.823, 0.708104
3095,    0.823, 0.717369
3096,    0.823, 0.719908
3097,    0.823, 0.722861
3098,    0.823, 0.721839
3099,    0.823, 0.721332
3100,    0.823, 0.721993
3101,    0.823, 0.717323
3102,    0.823, 0.721006
3103,    0.823, 0.714195
3104,    0.823, 0.717369
3105,    0.823, 0.716795
3106,    0.823, 0.713639
3107,    0.823,  0.71697
3108,    0.823, 0.712995
3109,    0.823, 0.719076
3110,    0.823, 0.709267
3111,    0.823, 0.705124
3112,    0.823, 0.714219
3113,    0.823, 0.715436
3114,    0.823, 0.715032
3115,    0.823, 0.718643
3116,    0.823, 0.718752
3117,    0.823, 0.720982
3118,    0.823, 0.720027
3119,    0.823, 0.717785
3120,    0.823, 0.713489
3121,   0.8214, 0.714333
3122,   0.8214, 0.715804
3123,   0.8214, 0.719516
3124,   0.8214,  0.71133
3125,   0.8214, 0.713043
3126,   0.8214, 0.719299
3127,   0.8214, 0.720459
3128,   0.8214, 0.716324
3129,   0.8214,  0.70797
3130,   0.8214, 0.711181
3131,   0.8214, 0.708045
3132,   0.8214, 0.714279
3133,   0.8214, 0.713075
3134,   0.8214, 0.710658
3135,   0.8214, 0.707011
3136,   0.8214, 0.706658
3137,   0.8214, 0.709998
3138,   0.8214, 0.712514
3139,   0.8214, 0.715307
3140,   0.8214, 0.715712
3141,   0.8214,  0.70583
3142,   0.8214, 0.713345
3143,   0.8214, 0.723337
3144,   0.8214, 0.725761
3145,   0.8214, 0.721536
3146,   0.8214, 0.717175
3147,   0.8214, 0.712079
3148,   0.8214, 0.718884
3149,   0.8214, 0.716681
3150,   0.8214,  0.71406
3151,   0.8214, 0.711337
3152,   0.8222, 0.718858
3153,   0.8222, 0.720423
3154,   0.8222, 0.715238
3155,   0.8222, 0.710244
3156,   0.8222, 0.709138
3157,   0.8222, 0.707509
3158,   0.8222, 0.711417
3159,   0.8222, 0.715146
3160,   0.8222, 0.714079
3161,   0.8222, 0.714037
3162,   0.8222, 0.714589
3163,   0.8222, 0.712517
3164,   0.8222, 0.711113
3165,   0.8222, 0.719958
3166,   0.8222, 0.716426
3167,   0.8222, 0.716729
3168,   0.8222, 0.717824
3169,   0.8222, 0.720596
3170,   0.8222, 0.720218
3171,   0.8222, 0.717793
3172,   0.8222, 0.709879
3173,   0.8222, 0.712972
3174,   0.8222,  0.71494
3175,   0.8222, 0.718486
3176,   0.8222, 0.717021
3177,   0.8222, 0.715602
3178,   0.8222, 0.717113
3179,   0.8222, 0.716262
3180,   0.8222, 0.711803
3181,   0.8222, 0.705827
3182,   0.8222, 0.703708
3183,   0.8222, 0.711818
3184,   0.8222, 0.706314
3185,   0.8222, 0.705634
3186,   0.8222, 0.709512
3187,   0.8222, 0.706111
3188,   0.8222, 0.713273
3189,   0.8222, 0.707293
3190,   0.8222, 0.714975
3191,   0.8222, 0.720559
3192,   0.8214, 0.719799
3193,   0.8214,  0.71403
3194,   0.8214, 0.706997
3195,   0.8214, 0.716927
3196,   0.8214, 0.715316
3197,   0.8214, 0.713014
3198,   0.8214, 0.709012
3199,   0.8214, 0.710233
3200,   0.8214, 0.713706
3201,   0.8214, 0.715391
3202,   0.8214, 0.714614
3203,   0.8214, 0.711893
3204,   0.8214, 0.706607
3205,   0.8214, 0.716611
3206,   0.8214, 0.714868
3207,   0.8214, 0.718548
3208,   0.8214, 0.721275
3209,   0.8214,   0.7141
3210,   0.8214, 0.707012
3211,   0.8214, 0.718072
3212,   0.8214, 0.718047
3213,   0.8214, 0.713265
3214,   0.8214, 0.711871
3215,   0.8214, 0.711326
3216,   0.8214, 0.702604
3217,   0.8214, 0.701046
3218,   0.8214, 0.711115
3219,   0.8214, 0.712825
3220,   0.8214, 0.713279
3221,   0.8214, 0.711088
3222,   0.8214, 0.707017
3223,   0.8214, 0.707381
3224,   0.8214, 0.705597
3225,   0.8214, 0.710896
3226,   0.8202, 0.711603
3227,   0.8202, 0.713266
3228,   0.8202, 0.720529
3229,   0.8202, 0.710473
3230,   0.8202, 0.714417
3231,   0.8202, 0.712609
3232,   0.8202, 0.709889
3233,   0.8202, 0.708066
3234,   0.8202, 0.710179
3235,   0.8222, 0.711721
3236,   0.8222, 0.714338
3237,   0.8222, 0.718415
3238,   0.8222, 0.716982
3239,   0.8242, 0.713864
3240,   0.8242, 0.713591
3241,   0.8242, 0.710801
3242,   0.8242, 0.712181
3243,   0.8242, 0.710191
3244,   0.8242,  0.71452
3245,   0.8242, 0.711226
3246,   0.8242, 0.710015
3247,   0.8242,  0.71395
3248,   0.8242, 0.716789
3249,   0.8242, 0.715211
3250,   0.8242, 0.720898
3251,   0.8242, 0.711704
3252,   0.8242, 0.716705
3253,   0.8242, 0.720846
3254,   0.8242, 0.712551
3255,   0.8242,  0.71475
3256,   0.8242, 0.719647
3257,   0.8242, 0.716516
3258,   0.8242, 0.707263
3259,   0.8242, 0.714008
3260,   0.8242, 0.714868
3261,   0.8242, 0.717916
3262,   0.8242, 0.711955
3263,   0.8242, 0.708407
3264,   0.8242, 0.711359
3265,   0.8242,  0.71862
3266,   0.8242, 0.715567
3267,   0.8242, 0.712206
3268,   0.8242, 0.709884
3269,   0.8242, 0.711814
3270,   0.8242, 0.715931
3271,   0.8242, 0.711302
3272,   0.8242, 0.718422
3273,   0.8242, 0.713243
3274,   0.8242, 0.711643
3275,   0.8242, 0.713751
3276,   0.8242, 0.709235
3277,   0.8242, 0.711611
3278,   0.8242,  0.71628
3279,   0.8242, 0.719935
3280,   0.8242, 0.715804
3281,   0.8242, 0.721524
3282,   0.8242,  0.71067
3283,   0.8242, 0.712295
3284,   0.8242, 0.708704
3285,   0.8242, 0.711248
3286,   0.8242,  0.71577
3287,   0.8242, 0.712188
3288,   0.8242, 0.722963
3289,   0.8242, 0.711799
3290,   0.8242,  0.72094
3291,   0.8242,  0.71447
3292,   0.8242, 0.716402
3293,   0.8242, 0.716003
3294,   0.8242, 0.716472
3295,   0.8242, 0.709534
3296,   0.8242, 0.711152
3297,   0.8242, 0.715611
3298,   0.8242, 0.715996
3299,   0.8242, 0.715036
3300,   0.8242, 0.716719
3301,   0.8242, 0.713719
3302,   0.8242, 0.706392
3303,   0.8242, 0.720334
3304,   0.8242, 0.711712
3305,   0.8242, 0.716778
3306,   0.8242, 0.719269
3307,   0.8242, 0.718109
3308,   0.8242, 0.710154
3309,   0.8242, 0.715335
3310,   0.8242, 0.712117
3311,   0.8242, 0.708789
3312,   0.8242, 0.708094
3313,   0.8242, 0.709617
3314,   0.8242,  0.71094
3315,   0.8242, 0.719564
3316,   0.8242, 0.712659
3317,   0.8242,  0.71763
3318,   0.8242, 0.720448
3319,   0.8242, 0.711183
3320,   0.8242, 0.710045
3321,   0.8242, 0.716723
3322,   0.8242,  0.71726
3323,   0.8242, 0.716504
3324,   0.8242, 0.714301
3325,   0.8242, 0.713282
3326,   0.8242, 0.714126
3327,   0.8242, 0.715792
3328,   0.8252, 0.715336
3329,   0.8252, 0.714373
3330,   0.8252, 0.711543
3331,   0.8252, 0.714946
3332,   0.8252, 0.715154
3333,   0.8252, 0.715011
3334,   0.8252, 0.711431
3335,   0.8252, 0.715989
3336,   0.8252, 0.720674
3337,   0.8252, 0.714275
3338,   0.8252, 0.721874
3339,   0.8252, 0.722589
3340,   0.8252, 0.715493
3341,   0.8252, 0.715061
3342,   0.8252, 0.721039
3343,   0.8252,  0.72076
3344,   0.8252, 0.713767
3345,   0.8252, 0.713287
3346,   0.8252, 0.709899
3347,   0.8252, 0.725127
3348,   0.8252, 0.716758
3349,   0.8252, 0.711022
3350,   0.8252,  0.71712
3351,   0.8252, 0.713471
3352,   0.8252, 0.704893
3353,   0.8252, 0.711646
3354,   0.8252, 0.711775
3355,   0.8252, 0.718245
3356,   0.8252, 0.714865
3357,   0.8252, 0.717314
3358,   0.8249, 0.717735
3359,   0.8249, 0.716897
3360,   0.8249, 0.725242
3361,   0.8249,  0.71589
3362,   0.8249, 0.716195
3363,   0.8249, 0.714365
3364,   0.8249, 0.714807
3365,   0.8249, 0.721117
3366,   0.8249, 0.720291
3367,   0.8249, 0.712274
3368,   0.8249, 0.707664
3369,   0.8249, 0.713668
3370,   0.8249, 0.718403
3371,   0.8249,  0.70797
3372,   0.8249, 0.715661
3373,   0.8249, 0.715209
3374,   0.8249,  0.71468
3375,   0.8249, 0.708258
3376,   0.8249, 0.715239
3377,   0.8249, 0.717033
3378,   0.8249, 0.722934
3379,   0.8249, 0.721637
3380,   0.8249, 0.723726
3381,   0.8249, 0.720622
3382,   0.8249, 0.713395
3383,   0.8249, 0.709188
3384,   0.8249, 0.709853
3385,   0.8249, 0.716307
3386,   0.8249, 0.711995
3387,   0.8249, 0.713648
3388,   0.8249, 0.718286
3389,   0.8249, 0.712188
3390,   0.8249,  0.71054
3391,   0.8271, 0.703996
3392,   0.8271, 0.716523
3393,   0.8271, 0.714208
3394,   0.8271, 0.711848
3395,   0.8271, 0.713923
3396,   0.8271, 0.719661
3397,   0.8271, 0.714017
3398,   0.8271, 0.715028
3399,   0.8271,  0.71797
3400,   0.8271,  0.72641
3401,   0.8271, 0.720314
3402,   0.8271, 0.725961
3403,   0.8271, 0.713585
3404,   0.8271, 0.713078
3405,   0.8271, 0.704261
3406,   0.8271, 0.711116
3407,   0.8271, 0.716806
3408,   0.8271, 0.723683
3409,   0.8271, 0.713675
3410,   0.8271, 0.714912
3411,   0.8271, 0.714469
3412,   0.8271, 0.717571
3413,   0.8271, 0.726279
3414,   0.8271, 0.721045
3415,   0.8271, 0.717644
3416,   0.8271, 0.724727
3417,   0.8271, 0.717617
3418,   0.8271, 0.717967
3419,   0.8271, 0.717429
3420,   0.8271, 0.707408
3421,   0.8271, 0.719365
3422,   0.8271, 0.719947
3423,   0.8271, 0.721657
3424,   0.8271, 0.717108
3425,   0.8271, 0.721811
3426,   0.8271, 0.720071
3427,   0.8271, 0.717993
3428,   0.8271, 0.721709
3429,   0.8271, 0.716954
3430,   0.8271, 0.717336
3431,   0.8271, 0.717321
3432,   0.8271, 0.721103
3433,   0.8271, 0.717961
3434,   0.8271, 0.714764
3435,   0.8271,  0.70879
3436,   0.8271, 0.721081
3437,   0.8271, 0.715069
3438,   0.8271, 0.719391
3439,   0.8271,  0.71982
3440,   0.8271,  0.71551
3441,   0.8271, 0.717824
3442,   0.8271, 0.714855
3443,   0.8271,  0.71703
3444,   0.8271,  0.71136
3445,   0.8271, 0.719945
3446,   0.8271, 0.725347
3447,   0.8271, 0.721047
3448,   0.8271, 0.720352
3449,   0.8271, 0.714238
3450,   0.8271, 0.718469
3451,   0.8271, 0.713663
3452,   0.8271, 0.718186
3453,   0.8271,  0.71543
3454,   0.8271, 0.713362
3455,   0.8271, 0.713826
3456,   0.8271,  0.71106
3457,   0.8271, 0.712066
3458,   0.8271, 0.723223
3459,   0.8271, 0.715828
3460,   0.8271, 0.712504
3461,   0.8271, 0.719882
3462,   0.8271, 0.718746
3463,   0.8271, 0.717057
3464,   0.8271, 0.724348
3465,   0.8271, 0.720719
3466,   0.8271, 0.713935
3467,   0.8271, 0.715003
3468,   0.8271, 0.718498
3469,   0.8271, 0.719033
3470,   0.8271, 0.724227
3471,   0.8271, 0.721177
3472,   0.8271, 0.714581
3473,   0.8271, 0.712261
3474,   0.8271, 0.718989
3475,   0.8271, 0.717651
3476,   0.8271, 0.714077
3477,   0.8271, 0.719305
3478,   0.8271, 0.713126
3479,   0.8271,  0.71905
3480,   0.8271, 0.724041
3481,   0.8271, 0.722897
3482,   0.8271, 0.715962
3483,   0.8271, 0.717903
3484,   0.8271, 0.714203
3485,   0.8271,  0.71417
3486,   0.8271, 0.715743
3487,   0.8271, 0.718253
3488,   0.8271,  0.70775
3489,   0.8271, 0.706454
3490,   0.8271, 0.716526
3491,   0.8271, 0.723607
3492,   0.8271, 0.717389
3493,   0.8271, 0.714241
3494,   0.8271, 0.713906
3495,   0.8271, 0.711402
3496,   0.8271, 0.722547
3497,   0.8272, 0.714827
3498,   0.8272, 0.714342
3499,   0.8272, 0.717273
3500,   0.8272, 0.716784
3501,   0.8272, 0.723428
3502,   0.8272, 0.721016
3503,   0.8272, 0.717116
3504,   0.8272, 0.717144
3505,   0.8272,  0.71458
3506,   0.8272, 0.715663
3507,   0.8272, 0.719555
3508,   0.8272, 0.716077
3509,   0.8272, 0.706792
3510,   0.8272, 0.710431
3511,   0.8272, 0.714077
3512,   0.8272, 0.717276
3513,   0.8272,  0.71811
3514,   0.8272, 0.719169
3515,   0.8272, 0.716657
3516,   0.8272, 0.714405
3517,   0.8272, 0.709635
3518,   0.8272, 0.721337
3519,   0.8272, 0.714314
3520,   0.8272, 0.715646
3521,   0.8272, 0.710395
3522,   0.8272, 0.712962
3523,   0.8272, 0.716759
3524,   0.8272, 0.712429
3525,   0.8272, 0.716535
3526,   0.8272, 0.726769
3527,   0.8272, 0.710182
3528,   0.8272, 0.725848
3529,   0.8272, 0.721767
3530,   0.8272, 0.719185
3531,   0.8272, 0.721721
3532,   0.8272, 0.720176
3533,   0.8272, 0.716683
3534,   0.8272, 0.713472
3535,   0.8272, 0.716572
3536,   0.8252, 0.711541
3537,   0.8252, 0.723124
3538,   0.8252,  0.71421
3539,   0.8252, 0.714033
3540,   0.8252, 0.717722
3541,   0.8252, 0.720606
3542,   0.8252, 0.718933
3543,   0.8252, 0.704106
3544,   0.8252, 0.703278
3545,   0.8252,  0.71698
3546,   0.8252, 0.721483
3547,   0.8252, 0.718223
3548,   0.8252, 0.719884
3549,   0.8252, 0.709461
3550,   0.8252, 0.713063
3551,   0.8252, 0.713665
3552,   0.8252,  0.71412
3553,   0.8252, 0.720599
3554,   0.8252, 0.725843
3555,   0.8252, 0.726255
3556,   0.8252, 0.720259
3557,   0.8252, 0.708463
3558,   0.8252, 0.716561
3559,   0.8252, 0.718687
3560,   0.8252, 0.721875
3561,   0.8252, 0.726078
3562,   0.8252, 0.717743
3563,   0.8252, 0.714367
3564,   0.8252, 0.719953
3565,   0.8252, 0.715803
3566,   0.8252, 0.717977
3567,   0.8252, 0.719954
3568,   0.8252, 0.723566
3569,   0.8252, 0.719293
3570,   0.8252, 0.728442
3571,   0.8252, 0.720868
3572,   0.8252, 0.719828
3573,   0.8252, 0.717849
3574,   0.8252, 0.721564
3575,   0.8252, 0.723248
3576,   0.8252, 0.725128
3577,   0.8252,  0.72215
3578,   0.8252, 0.719903
3579,   0.8252,  0.71501
3580,   0.8252, 0.723099
3581,   0.8252, 0.721348
3582,   0.8252, 0.716578
3583,   0.8252, 0.723367
3584,   0.8252, 0.719742
3585,   0.8252, 0.718981
3586,   0.8252, 0.713616
3587,   0.8252, 0.728265
3588,   0.8252, 0.722542
3589,   0.8252, 0.718678
3590,   0.8252, 0.723767
3591,   0.8252, 0.722055
3592,   0.8252, 0.714951
3593,   0.8252, 0.716123
3594,   0.8252, 0.712983
3595,   0.8252, 0.712667
3596,   0.8252, 0.715816
3597,   0.8252, 0.710954
3598,   0.8252, 0.711538
3599,   0.8252, 0.711829
3600,   0.8252, 0.710696
3601,   0.8252, 0.713841
3602,   0.8252, 0.717682
3603,   0.8252, 0.719755
3604,   0.8252, 0.724582
3605,   0.8252, 0.716936
3606,   0.8252, 0.713617
3607,   0.8252, 0.719378
3608,   0.8252, 0.720481
3609,   0.8252, 0.721958
3610,   0.8252, 0.722993
3611,   0.8252, 0.715444
3612,   0.8252, 0.718632
3613,   0.8252, 0.718087
3614,   0.8252, 0.722287
3615,   0.8252, 0.721571
3616,   0.8252, 0.719336
3617,   0.8252, 0.717396
3618,   0.8252, 0.719174
3619,   0.8252, 0.721823
3620,   0.8252, 0.717764
3621,   0.8252,  0.71912
3622,   0.8252, 0.712622
3623,   0.8252, 0.715233
3624,   0.8252, 0.710137
3625,   0.8252, 0.705678
3626,   0.8252, 0.708593
3627,   0.8252, 0.709716
3628,   0.8252, 0.710948
3629,   0.8252, 0.710612
3630,   0.8252, 0.722423
3631,   0.8252, 0.711532
3632,   0.8252, 0.714424
3633,   0.8248, 0.709196
3634,   0.8248,  0.70844
3635,   0.8248,   0.7178
3636,   0.8248, 0.718225
3637,   0.8248, 0.722034
3638,   0.8248, 0.710658
3639,   0.8248, 0.717438
3640,   0.8248, 0.728081
3641,   0.8248, 0.722874
3642,   0.8248, 0.711232
3643,   0.8248, 0.720996
3644,   0.8248, 0.714863
3645,   0.8248,  0.71635
3646,   0.8248, 0.719212
3647,   0.8248, 0.714979
3648,   0.8248, 0.719678
3649,   0.8248, 0.723443
3650,   0.8248, 0.706671
3651,   0.8248, 0.709968
3652,   0.8248, 0.715948
3653,   0.8248, 0.716732
3654,   0.8248, 0.714116
3655,   0.8248, 0.717889
3656,   0.8248, 0.720236
3657,   0.8248,  0.71946
3658,   0.8248, 0.711227
3659,   0.8248, 0.710603
3660,   0.8248, 0.720089
3661,   0.8248, 0.715539
3662,   0.8248, 0.709016
3663,   0.8248, 0.715486
3664,   0.8248, 0.723372
3665,   0.8248, 0.721458
3666,   0.8248, 0.718662
3667,   0.8248, 0.717981
3668,   0.8248, 0.720415
3669,   0.8248, 0.713261
3670,   0.8248, 0.714749
3671,   0.8248, 0.721262
3672,   0.8248, 0.720389
3673,   0.8248, 0.720681
3674,   0.8248, 0.717849
3675,   0.8248, 0.718047
3676,   0.8248, 0.720832
3677,   0.8248, 0.717758
3678,   0.8248, 0.713942
3679,   0.8248, 0.711884
3680,   0.8248, 0.715645
3681,   0.8248, 0.718524
3682,   0.8248, 0.717043
3683,   0.8248,  0.71906
3684,   0.8248, 0.724243
3685,   0.8248, 0.713668
3686,   0.8248, 0.706041
3687,   0.8248, 0.710881
3688,   0.8248, 0.712609
3689,   0.8248, 0.712699
3690,   0.8248, 0.716819
3691,   0.8248, 0.710936
3692,   0.8248, 0.718944
3693,   0.8248, 0.707448
3694,   0.8248, 0.716662
3695,   0.8248, 0.715945
3696,   0.8248, 0.719817
3697,   0.8248, 0.717484
3698,   0.8248, 0.712493
3699,   0.8248, 0.720134
3700,   0.8248, 0.718789
3701,   0.8248, 0.714514
3702,   0.8248, 0.723781
3703,   0.8248,  0.71136
3704,   0.8248, 0.716222
3705,   0.8248, 0.718639
3706,   0.8248, 0.719672
3707,   0.8248, 0.718546
3708,   0.8248, 0.710913
3709,   0.8248, 0.715959
3710,   0.8248, 0.714393
3711,   0.8248, 0.712675
3712,   0.8248, 0.716735
3713,   0.8248, 0.716787
3714,   0.8248, 0.720872
3715,   0.8248, 0.711157
3716,   0.8248, 0.713181
3717,   0.8248, 0.718313
3718,   0.8248, 0.713045
3719,   0.8248, 0.715834
3720,   0.8248, 0.704749
3721,   0.8248,  0.71507
3722,   0.8248, 0.716762
3723,   0.8248, 0.717435
3724,   0.8248, 0.716901
3725,   0.8248, 0.711766
3726,   0.8248, 0.705531
3727,   0.8248, 0.713523
3728,   0.8248, 0.720635
3729,   0.8248, 0.713358
3730,   0.8248, 0.717652
3731,   0.8248, 0.713375
3732,   0.8248, 0.721788
3733,   0.8248,  0.72528
3734,   0.8248, 0.720332
3735,   0.8248, 0.714287
3736,   0.8248, 0.712686
3737,   0.8248, 0.710441
3738,   0.8248, 0.712546
3739,   0.8248, 0.712864
3740,   0.8248, 0.708911
3741,   0.8248, 0.712866
3742,   0.8248,  0.71657
3743,   0.8248, 0.712813
3744,   0.8248, 0.720878
3745,   0.8248, 0.714091
3746,   0.8248,  0.71703
3747,   0.8248, 0.719111
3748,   0.8248, 0.710399
3749,   0.8248, 0.717611
3750,   0.8248, 0.714762
3751,   0.8248,  0.71617
3752,   0.8248, 0.716753
3753,   0.8248, 0.714418
3754,   0.8248, 0.714095
3755,   0.8248, 0.709792
3756,   0.8248, 0.713045
3757,   0.8248, 0.715697
3758,   0.8248,  0.71468
3759,   0.8248, 0.713481
3760,   0.8248, 0.713102
3761,   0.8248, 0.713943
3762,   0.8248, 0.714249
3763,   0.8248, 0.718941
3764,   0.8248, 0.719359
3765,   0.8248, 0.711523
3766,   0.8248, 0.724513
3767,   0.8248, 0.716308
3768,   0.8248, 0.718513
3769,   0.8248, 0.722498
3770,   0.8248,  0.72131
3771,   0.8248, 0.723302
3772,   0.8248, 0.716273
3773,   0.8248, 0.710144
3774,   0.8248, 0.720288
3775,   0.8248, 0.719595
3776,   0.8248, 0.712871
3777,   0.8248, 0.714146
3778,   0.8248, 0.711878
3779,   0.8248, 0.714256
3780,   0.8248, 0.717088
3781,   0.8248, 0.706686
3782,   0.8248, 0.716338
3783,   0.8248, 0.712192
3784,   0.8248, 0.717162
3785,   0.8248, 0.719936
3786,   0.8248,  0.72059
3787,   0.8248, 0.716832
3788,   0.8248, 0.722315
3789,   0.8248, 0.724061
3790,   0.8248, 0.719819
3791,   0.8248, 0.717267
3792,   0.8248, 0.722109
3793,   0.8248, 0.719381
3794,   0.8248, 0.722271
3795,   0.8248, 0.719696
3796,   0.8248, 0.716416
3797,   0.8248, 0.721158
3798,   0.8248, 0.715514
3799,   0.8248,  0.71742
3800,   0.8248, 0.721237
3801,   0.8248, 0.718892
3802,   0.8248, 0.716655
3803,   0.8248,  0.71489
3804,   0.8248, 0.711547
3805,   0.8248, 0.714056
3806,   0.8248, 0.706478
3807,   0.8248, 0.713165
3808,   0.8248,  0.71305
3809,   0.8248, 0.717157
3810,   0.8248, 0.719316
3811,   0.8248, 0.721837
3812,   0.8248, 0.716685
3813,   0.8248, 0.714733
3814,   0.8248, 0.728114
3815,   0.8248,  0.71413
3816,   0.8248,  0.71625
3817,   0.8248, 0.709544
3818,   0.8248, 0.719171
3819,   0.8248, 0.713413
3820,   0.8248, 0.714906
3821,   0.8248, 0.719372
3822,   0.8252, 0.718701
3823,   0.8252,  0.71559
3824,   0.8252, 0.710962
3825,   0.8252, 0.717227
3826,   0.8252, 0.721132
3827,   0.8252, 0.720818
3828,   0.8252, 0.708992
3829,   0.8252, 0.713965
3830,   0.8252, 0.718969
3831,   0.8252, 0.715981
3832,   0.8252,  0.72744
3833,   0.8252, 0.718102
3834,   0.8252, 0.719576
3835,   0.8252, 0.720833
3836,   0.8252, 0.715837
3837,   0.8252, 0.709899
3838,   0.8252, 0.712102
3839,   0.8252, 0.722117
3840,   0.8252, 0.715589
3841,   0.8252, 0.719565
3842,   0.8252, 0.725855
3843,   0.8252, 0.721112
3844,   0.8252, 0.717783
3845,   0.8252, 0.711606
3846,   0.8252, 0.710214
3847,   0.8252, 0.712962
3848,   0.8252, 0.716241
3849,   0.8252, 0.715369
3850,   0.8252, 0.711346
3851,   0.8252, 0.714595
3852,   0.8252,  0.71515
3853,   0.8252, 0.711503
3854,   0.8252, 0.716995
3855,   0.8252,  0.71399
3856,   0.8252, 0.717334
3857,   0.8252, 0.718867
3858,   0.8252,  0.72185
3859,   0.8252, 0.717708
3860,   0.8252, 0.720224
3861,   0.8252,  0.71504
3862,   0.8252, 0.720639
3863,   0.8252, 0.713261
3864,   0.8252, 0.720202
3865,   0.8252, 0.717362
3866,   0.8252,  0.71657
3867,   0.8252, 0.706771
3868,   0.8252, 0.714276
3869,   0.8252, 0.716021
3870,   0.8252, 0.712922
3871,   0.8252, 0.713145
3872,   0.8252, 0.719473
3873,   0.8252, 0.720655
3874,   0.8252, 0.708529
3875,   0.8252, 0.712589
3876,   0.8252, 0.709301
3877,   0.8252, 0.724862
3878,   0.8252, 0.713499
3879,   0.8252, 0.717813
3880,   0.8252, 0.710515
3881,   0.8252, 0.712167
3882,   0.8252, 0.712429
3883,   0.8252, 0.714054
3884,   0.8252, 0.715766
3885,   0.8252, 0.713478
3886,   0.8252, 0.713417
3887,   0.8252, 0.718565
3888,   0.8252, 0.724423
3889,   0.8252, 0.721407
3890,   0.8252,  0.71442
3891,   0.8252, 0.719753
3892,   0.8252, 0.717331
3893,   0.8252, 0.722304
3894,   0.8252, 0.720974
3895,   0.8252, 0.722081
3896,   0.8252, 0.721836
3897,   0.8252, 0.710914
3898,   0.8252, 0.702314
3899,   0.8252, 0.703081
3900,   0.8252, 0.716119
3901,   0.8252, 0.711233
3902,   0.8252, 0.715214
3903,   0.8252, 0.713844
3904,   0.8252, 0.718431
3905,   0.8252, 0.711651
3906,   0.8252, 0.716174
3907,   0.8252, 0.716641
3908,   0.8252, 0.717159
3909,   0.8252, 0.717162
3910,   0.8252, 0.715333
3911,   0.8252, 0.722005
3912,   0.8252, 0.712489
3913,   0.8252, 0.711446
3914,   0.8252, 0.708287
3915,   0.8252, 0.713682
3916,   0.8252,  0.71607
3917,   0.8252, 0.720912
3918,   0.8252, 0.715442
3919,   0.8252,  0.71448
3920,   0.8252, 0.717687
3921,   0.8252, 0.717899
3922,   0.8252, 0.716562
3923,   0.8252, 0.712857
3924,   0.8252, 0.724087
3925,   0.8252, 0.717772
3926,   0.8252, 0.713286
3927,   0.8252, 0.717831
3928,   0.8252, 0.720615
3929,   0.8252, 0.719417
3930,   0.8252, 0.718215
3931,   0.8252,  0.71791
3932,   0.8252, 0.719614
3933,   0.8252,  0.71469
3934,   0.8252, 0.716827
3935,   0.8252, 0.714252
3936,   0.8252, 0.715041
3937,   0.8252, 0.716329
3938,   0.8252, 0.719298
3939,   0.8252, 0.709867
3940,   0.8252, 0.721068
3941,   0.8252, 0.716838
3942,   0.8252,  0.71256
3943,   0.8252, 0.714432
3944,   0.8252, 0.717499
3945,   0.8252, 0.719412
3946,   0.8252, 0.721062
3947,   0.8252, 0.719446
3948,   0.8252, 0.719516
3949,   0.8252, 0.711168
3950,   0.8252, 0.709641
3951,   0.8252,  0.72196
3952,   0.8252, 0.716051
3953,   0.8252, 0.720405
3954,   0.8252, 0.718927
3955,   0.8252,   0.7201
3956,   0.8252,  0.72482
3957,   0.8252, 0.718141
3958,   0.8252, 0.718418
3959,   0.8241, 0.718681
3960,   0.8241, 0.715623
3961,   0.8241,  0.71484
3962,   0.8241, 0.708426
3963,   0.8241, 0.717386
3964,   0.8241, 0.717329
3965,   0.8241, 0.713188
3966,   0.8241, 0.710976
3967,   0.8241, 0.712403
3968,   0.8241,  0.71756
3969,   0.8241, 0.715248
3970,   0.8242, 0.712304
3971,   0.8242,  0.71754
3972,   0.8242, 0.715108
3973,   0.8242, 0.716066
3974,   0.8242, 0.706912
3975,   0.8242,  0.71169
3976,   0.8242, 0.715681
3977,   0.8242, 0.708286
3978,   0.8242, 0.717332
3979,   0.8242, 0.712882
3980,   0.8242, 0.708455
3981,   0.8242,  0.71679
3982,   0.8242, 0.719209
3983,   0.8242, 0.714627
3984,   0.8242, 0.723976
3985,   0.8242, 0.724853
3986,   0.8242, 0.722392
3987,   0.8242, 0.720277
3988,   0.8242, 0.715665
3989,   0.8242, 0.713036
3990,   0.8242, 0.713494
