gen, ranking_ternary_uniform_best, ranking_ternary_uniform_ave
3199,   0.7933, 0.714206
3200,   0.7933, 0.715713
3201,   0.7933,  0.71799
3202,   0.7933, 0.715833
3203,   0.7933, 0.719209
3204,   0.7933, 0.720146
3205,   0.7933, 0.720008
3206,   0.7933,  0.72175
3207,   0.7933,   0.7213
3208,   0.7933,  0.72412
3209,   0.7933, 0.719624
3210,   0.7933, 0.719543
3211,   0.7933,   0.7181
3212,   0.7933, 0.719968
3213,   0.7933, 0.717158
3214,   0.7933, 0.721525
3215,   0.7933, 0.716479
3216,   0.7933, 0.716894
3217,   0.7933, 0.720756
3218,   0.7933, 0.721518
3219,   0.7933, 0.717687
3220,   0.7933, 0.721058
3221,   0.7933, 0.719385
3222,   0.7933, 0.716655
3223,   0.7933, 0.719773
3224,   0.7933, 0.720036
3225,   0.7933, 0.725686
3226,   0.7933, 0.722162
3227,   0.7933, 0.720897
3228,   0.7933, 0.723289
3229,   0.7933,  0.72257
3230,   0.7933, 0.718494
3231,   0.7933,  0.71696
3232,   0.7933, 0.719428
3233,   0.7933, 0.717711
3234,   0.7933, 0.722578
3235,   0.7933, 0.723962
3236,   0.7933, 0.720957
3237,   0.7933, 0.715471
3238,   0.7933, 0.716603
3239,   0.7933, 0.720052
3240,   0.7933, 0.717524
3241,   0.7933, 0.716277
3242,   0.7933, 0.721263
3243,   0.7933, 0.717598
3244,   0.7933, 0.715071
3245,   0.7933, 0.716928
3246,   0.7933, 0.716385
3247,   0.7933, 0.717403
3248,   0.7933,  0.72046
3249,   0.7933, 0.717527
3250,   0.7933, 0.715154
3251,   0.7933, 0.720165
3252,   0.7933, 0.716103
3253,   0.7933, 0.715647
3254,   0.7933, 0.716598
3255,   0.7933, 0.719358
3256,   0.7933, 0.717597
3257,   0.7933, 0.718035
3258,   0.7933, 0.714915
3259,   0.7933, 0.716606
3260,   0.7933, 0.717418
3261,   0.7933, 0.716261
3262,   0.7934,  0.71371
3263,   0.7934, 0.720333
3264,   0.7934, 0.716267
3265,   0.7934, 0.718163
3266,   0.7934, 0.717227
3267,   0.7934, 0.718839
3268,   0.7934, 0.717669
3269,   0.7934, 0.716541
3270,   0.7934, 0.718346
3271,   0.7934, 0.724342
3272,   0.7934, 0.721377
3273,   0.7934, 0.724142
3274,   0.7934, 0.716122
3275,   0.7934, 0.722138
3276,   0.7934, 0.722764
3277,   0.7934, 0.721928
3278,   0.7934, 0.718215
3279,   0.7934, 0.715775
3280,   0.7934, 0.715341
3281,   0.7934, 0.716349
3282,   0.7934, 0.718408
3283,   0.7934, 0.721129
3284,   0.7934, 0.720109
3285,   0.7934, 0.724594
3286,   0.7934, 0.720679
3287,   0.7934, 0.721299
3288,   0.7934,  0.71748
3289,   0.7934, 0.717661
3290,   0.7934, 0.723189
3291,   0.7934,   0.7198
3292,   0.7934, 0.718638
3293,   0.7934, 0.720219
3294,   0.7934, 0.722104
3295,   0.7934, 0.721182
3296,   0.7934, 0.715551
3297,   0.7934, 0.722683
3298,   0.7934, 0.719191
3299,   0.7934, 0.720049
3300,   0.7934, 0.720129
3301,   0.7934, 0.717813
3302,   0.7934, 0.714625
3303,   0.7934, 0.716024
3304,   0.7934, 0.714237
3305,   0.7934, 0.715996
3306,   0.7934, 0.718378
3307,   0.7934, 0.717458
3308,   0.7934, 0.718186
3309,   0.7934, 0.721716
3310,   0.7934, 0.720833
3311,   0.7934, 0.720642
3312,   0.7934, 0.721459
3313,   0.7934, 0.719033
3314,   0.7934, 0.717166
3315,   0.7934, 0.724061
3316,   0.7934, 0.721378
3317,   0.7934, 0.718392
3318,   0.7934, 0.720595
3319,   0.7934,  0.72094
3320,   0.7934, 0.713807
3321,   0.7934, 0.715998
3322,   0.7934, 0.718736
3323,   0.7934, 0.715721
3324,   0.7934,  0.72454
3325,   0.7934, 0.719597
3326,   0.7934, 0.718063
3327,   0.7934, 0.718132
3328,   0.7934, 0.722669
3329,   0.7934, 0.720508
3330,   0.7934, 0.721924
3331,   0.7934, 0.723776
3332,   0.7934, 0.721201
3333,   0.7934, 0.720725
3334,   0.7934, 0.719999
3335,   0.7934, 0.719854
3336,   0.7934, 0.716148
3337,   0.7934, 0.714836
3338,   0.7934, 0.715797
3339,   0.7934, 0.719136
3340,   0.7934, 0.716112
3341,   0.7934, 0.712438
3342,   0.7934, 0.721184
3343,   0.7934, 0.722138
3344,   0.7934, 0.719681
3345,   0.7934, 0.722905
3346,   0.7934,  0.72117
3347,   0.7934, 0.721021
3348,   0.7934, 0.717938
3349,   0.7934, 0.719706
3350,   0.7934, 0.718616
3351,   0.7934, 0.721995
3352,   0.7934,  0.72362
3353,   0.7934, 0.713565
3354,   0.7934, 0.717673
3355,   0.7934, 0.721708
3356,   0.7934, 0.718764
3357,   0.7934, 0.716921
3358,   0.7934, 0.715974
3359,   0.7934, 0.716746
3360,   0.7934, 0.716796
3361,   0.7934, 0.718349
3362,   0.7934, 0.719042
3363,   0.7934, 0.722656
3364,   0.7934, 0.720552
3365,   0.7934,  0.71834
3366,   0.7934, 0.716163
3367,   0.7934, 0.718929
3368,   0.7934, 0.718606
3369,   0.7934, 0.718025
3370,   0.7934, 0.716856
3371,   0.7934, 0.717977
3372,   0.7934,  0.71676
3373,   0.7934, 0.718122
3374,   0.7934, 0.720449
3375,   0.7934, 0.723172
3376,   0.7934, 0.724208
3377,   0.7934, 0.719398
3378,   0.7934,  0.71316
3379,   0.7934, 0.716193
3380,   0.7934, 0.716002
3381,   0.7934, 0.716367
3382,   0.7934, 0.720031
3383,   0.7934, 0.720678
3384,   0.7934, 0.720146
3385,   0.7934, 0.718758
3386,   0.7934, 0.715771
3387,   0.7934, 0.720949
3388,   0.7934, 0.708822
3389,   0.7934, 0.715129
3390,   0.7934, 0.716267
3391,   0.7934, 0.716442
3392,   0.7934, 0.718296
3393,   0.7934, 0.715917
3394,   0.7934, 0.723306
3395,   0.7934, 0.717432
3396,   0.7934, 0.715652
3397,   0.7934, 0.720572
3398,   0.7934, 0.720281
3399,   0.7934, 0.720662
3400,   0.7934,  0.72213
3401,   0.7934, 0.725034
3402,   0.7934, 0.719335
3403,   0.7934, 0.722688
3404,   0.7934,  0.72533
3405,   0.7934,  0.71874
3406,   0.7934, 0.718823
3407,   0.7934, 0.724561
3408,   0.7934, 0.718325
3409,   0.7934, 0.716917
3410,   0.7934, 0.716971
3411,   0.7934, 0.715745
3412,   0.7934, 0.717296
3413,   0.7934, 0.721081
3414,   0.7934, 0.722218
3415,   0.7934, 0.713197
3416,   0.7934, 0.717434
3417,   0.7934, 0.723659
3418,   0.7934, 0.719273
3419,   0.7934, 0.719354
3420,   0.7934, 0.715137
3421,   0.7934, 0.717124
3422,   0.7934,  0.72076
3423,   0.7934,  0.71673
3424,   0.7934, 0.723273
3425,   0.7934, 0.716804
3426,   0.7934, 0.720602
3427,   0.7934, 0.718386
3428,   0.7934, 0.718442
3429,   0.7934, 0.717658
3430,   0.7934,  0.71569
3431,   0.7934, 0.717142
3432,   0.7934,  0.71607
3433,   0.7934, 0.717345
3434,   0.7934,  0.72185
3435,   0.7934, 0.714265
3436,   0.7938, 0.714797
3437,   0.7938, 0.712503
3438,   0.7938, 0.716621
3439,   0.7938, 0.719449
3440,   0.7938, 0.717063
3441,   0.7938,  0.71727
3442,   0.7938, 0.716604
3443,   0.7938, 0.718457
3444,   0.7938, 0.717256
3445,   0.7938, 0.718364
3446,   0.7938, 0.722187
3447,   0.7938, 0.716484
3448,   0.7938, 0.718955
3449,   0.7938, 0.716577
3450,   0.7938, 0.718522
3451,   0.7938, 0.716989
3452,   0.7938, 0.714622
3453,   0.7938,  0.71738
3454,   0.7938, 0.718351
3455,   0.7938, 0.714692
3456,   0.7938, 0.712585
3457,   0.7938, 0.718532
3458,   0.7938, 0.719262
3459,   0.7938, 0.712933
3460,   0.7938, 0.717388
3461,   0.7938, 0.719327
3462,   0.7938, 0.715455
3463,   0.7938, 0.721836
3464,   0.7938, 0.717803
3465,   0.7938, 0.718144
3466,   0.7938, 0.723006
3467,   0.7938, 0.721705
3468,   0.7938, 0.712225
3469,   0.7938, 0.716414
3470,   0.7938, 0.715918
3471,   0.7938, 0.720381
3472,   0.7938, 0.717405
3473,   0.7938,  0.72106
3474,   0.7938, 0.721906
3475,   0.7938,  0.72053
3476,   0.7938, 0.722791
3477,   0.7938, 0.718973
3478,   0.7938, 0.718494
3479,   0.7938, 0.716118
3480,   0.7938, 0.720525
3481,   0.7938, 0.718205
3482,   0.7938, 0.715219
3483,   0.7938,  0.72005
3484,   0.7938, 0.714325
3485,   0.7938, 0.718179
3486,   0.7938, 0.716601
3487,   0.7938, 0.718949
3488,   0.7938, 0.724222
3489,   0.7938, 0.719616
3490,   0.7938, 0.719859
3491,   0.7938, 0.720025
3492,   0.7938, 0.713742
3493,   0.7938, 0.720847
3494,   0.7938, 0.721745
3495,   0.7938, 0.720411
3496,   0.7938, 0.719819
3497,   0.7938, 0.722173
3498,   0.7938, 0.723928
3499,   0.7939, 0.716905
3500,   0.7939,  0.72096
3501,   0.7939, 0.718896
3502,   0.7939, 0.719307
3503,   0.7939, 0.719561
3504,   0.7939,  0.71996
3505,   0.7939, 0.713643
3506,   0.7939, 0.718567
3507,   0.7939, 0.721111
3508,   0.7939, 0.719953
3509,   0.7939, 0.717112
3510,   0.7939, 0.719922
3511,   0.7939, 0.719149
3512,   0.7939, 0.719475
3513,   0.7939, 0.722484
3514,   0.7939, 0.722592
3515,   0.7939,  0.72123
3516,   0.7939, 0.720298
3517,   0.7939, 0.718837
3518,   0.7939, 0.719558
3519,   0.7939, 0.718342
3520,   0.7939,  0.71763
3521,   0.7939, 0.717584
3522,   0.7939, 0.723737
3523,   0.7939, 0.722329
3524,   0.7939, 0.720479
3525,   0.7939, 0.718265
3526,   0.7939, 0.718863
3527,   0.7939, 0.721705
3528,   0.7939, 0.719415
3529,   0.7939, 0.718214
3530,   0.7939, 0.719254
3531,   0.7939, 0.721159
3532,   0.7939, 0.718457
3533,   0.7939, 0.715768
3534,   0.7939, 0.717555
3535,   0.7939, 0.720033
3536,   0.7939, 0.716471
3537,   0.7939,  0.71948
3538,   0.7939, 0.716978
3539,   0.7939, 0.714247
3540,   0.7939, 0.716941
3541,   0.7939, 0.719922
3542,   0.7939,    0.711
3543,   0.7939, 0.715973
3544,   0.7939, 0.716274
3545,   0.7939, 0.716684
3546,   0.7939, 0.720046
3547,   0.7939, 0.721376
3548,   0.7939, 0.718586
3549,   0.7939, 0.719338
3550,   0.7939,  0.72143
3551,   0.7939, 0.717586
3552,   0.7939, 0.721458
3553,   0.7939, 0.720635
3554,   0.7939, 0.713058
3555,   0.7939, 0.714034
3556,   0.7939, 0.717225
3557,   0.7939,  0.71616
3558,   0.7939, 0.716182
3559,   0.7939,  0.71737
3560,   0.7939, 0.724472
3561,   0.7939, 0.721642
3562,   0.7939, 0.717781
3563,   0.7939, 0.716264
3564,   0.7939, 0.720004
3565,   0.7939, 0.719109
3566,   0.7939, 0.717923
3567,   0.7939, 0.718971
3568,   0.7939, 0.714077
3569,   0.7939, 0.717222
3570,   0.7939, 0.715399
3571,   0.7939, 0.718599
3572,   0.7939, 0.716993
3573,   0.7939, 0.720777
3574,   0.7939, 0.720859
3575,   0.7939, 0.718626
3576,   0.7939,  0.71629
3577,   0.7939, 0.714882
3578,   0.7939, 0.712119
3579,   0.7939, 0.713443
3580,   0.7939, 0.712534
3581,   0.7939, 0.719979
3582,   0.7939, 0.717183
3583,   0.7939,  0.71289
3584,   0.7939, 0.716748
3585,   0.7939, 0.719096
3586,   0.7939, 0.716545
3587,   0.7939, 0.719657
3588,   0.7939, 0.723567
3589,   0.7939, 0.723112
3590,   0.7939, 0.720458
3591,   0.7939, 0.718944
3592,   0.7939, 0.718581
3593,   0.7939, 0.720538
3594,   0.7939, 0.715835
3595,   0.7939, 0.717514
3596,   0.7939, 0.716183
3597,   0.7939, 0.719079
3598,   0.7939, 0.721962
3599,   0.7939,  0.72078
3600,   0.7939, 0.721591
3601,   0.7939, 0.719894
3602,   0.7939, 0.721353
3603,   0.7939, 0.722903
3604,   0.7939, 0.716897
3605,   0.7939,  0.71892
3606,   0.7939, 0.719572
3607,   0.7939, 0.717294
3608,   0.7939, 0.718382
3609,   0.7939,  0.72023
3610,   0.7939, 0.719052
3611,   0.7939, 0.716697
3612,   0.7939, 0.713926
3613,    0.794,  0.72207
3614,    0.794, 0.720475
3615,    0.794, 0.720816
3616,    0.794,  0.72673
3617,    0.794, 0.724189
3618,    0.794, 0.719592
3619,    0.794, 0.717257
3620,    0.794, 0.722072
3621,    0.794, 0.720317
3622,    0.794, 0.723855
3623,    0.794, 0.718296
3624,    0.794, 0.721668
3625,    0.794,  0.72214
3626,    0.794, 0.720122
3627,    0.794, 0.715672
3628,    0.794,  0.72051
3629,    0.794, 0.712338
3630,    0.794, 0.710483
3631,    0.794, 0.720918
3632,    0.794, 0.721706
3633,    0.794, 0.720649
3634,    0.794, 0.717323
3635,    0.794, 0.724438
3636,    0.794, 0.717857
3637,    0.794, 0.717359
3638,    0.794, 0.720949
3639,    0.794, 0.721961
3640,    0.794,  0.72389
3641,    0.794, 0.718398
3642,    0.794, 0.719967
3643,    0.794, 0.716317
3644,    0.794, 0.718743
3645,    0.794, 0.719943
3646,    0.794,  0.72477
3647,    0.794, 0.720783
3648,    0.794, 0.720285
3649,    0.794, 0.719173
3650,    0.794, 0.721166
3651,    0.794, 0.721346
3652,    0.794, 0.723932
3653,    0.794, 0.720641
3654,    0.794, 0.714384
3655,    0.794, 0.717583
3656,    0.794, 0.715277
3657,    0.794, 0.718282
3658,    0.794, 0.716442
3659,    0.794,   0.7064
3660,    0.794,  0.72135
3661,    0.794,  0.71906
3662,    0.794, 0.717481
3663,    0.794, 0.718372
3664,    0.794, 0.719213
3665,    0.794, 0.722466
3666,    0.794,  0.72354
3667,    0.794, 0.720056
3668,    0.794, 0.719765
3669,    0.794, 0.718764
3670,    0.794,  0.71792
3671,    0.794, 0.716673
3672,    0.794, 0.716923
3673,    0.794, 0.717464
3674,    0.794, 0.717238
3675,    0.794, 0.713637
3676,    0.794, 0.718273
3677,    0.794,  0.71938
3678,    0.794, 0.723508
3679,    0.794, 0.718485
3680,    0.794, 0.711794
3681,    0.794, 0.719653
3682,    0.794, 0.718232
3683,    0.794,  0.71942
3684,    0.794, 0.722225
3685,    0.794, 0.721258
3686,    0.794, 0.721061
3687,    0.794, 0.722202
3688,    0.794,  0.71975
3689,    0.794, 0.722072
3690,    0.794, 0.723925
3691,    0.794, 0.726702
3692,    0.794, 0.723867
3693,    0.794, 0.714488
3694,    0.794, 0.718273
3695,    0.794, 0.720027
3696,    0.794, 0.719276
3697,    0.794, 0.712284
3698,    0.794, 0.719821
3699,    0.794, 0.721361
3700,    0.794, 0.720766
3701,    0.794, 0.720387
3702,    0.794, 0.716851
3703,    0.794,  0.72229
3704,    0.794, 0.717355
3705,    0.794, 0.723486
3706,    0.794, 0.720281
3707,    0.794, 0.717555
3708,    0.794, 0.714115
3709,    0.794, 0.721602
3710,    0.794, 0.715563
3711,    0.794, 0.712312
3712,    0.794, 0.722301
3713,    0.794, 0.723657
3714,    0.794, 0.726101
3715,    0.794, 0.721882
3716,    0.794, 0.718424
3717,    0.794, 0.719948
3718,    0.794,   0.7179
3719,    0.794, 0.721436
3720,    0.794, 0.721855
3721,    0.794,  0.72109
3722,    0.794,  0.72298
3723,    0.794, 0.720279
3724,    0.794, 0.722506
3725,    0.794, 0.720677
3726,    0.794, 0.726708
3727,    0.794, 0.720764
3728,    0.794, 0.720445
3729,    0.794, 0.722383
3730,    0.794, 0.721682
3731,    0.794, 0.716289
3732,    0.794, 0.719414
3733,    0.794, 0.719429
3734,    0.794, 0.719065
3735,    0.794, 0.722052
3736,    0.794, 0.719378
3737,    0.794, 0.720838
3738,    0.794, 0.723701
3739,    0.794, 0.720429
3740,    0.794, 0.721467
3741,    0.794, 0.718212
3742,    0.794, 0.716403
3743,    0.794, 0.721922
3744,    0.794, 0.720968
3745,    0.794, 0.721485
3746,    0.794, 0.722358
3747,    0.794, 0.720753
3748,    0.794, 0.719822
3749,    0.794, 0.717802
3750,    0.794, 0.715847
3751,    0.794, 0.717356
3752,    0.794, 0.718168
3753,    0.794, 0.717775
3754,    0.794, 0.718729
3755,    0.794, 0.722043
3756,    0.794, 0.722105
3757,    0.794,  0.71927
3758,    0.794, 0.717128
3759,    0.794,  0.72121
3760,    0.794, 0.722657
3761,    0.794, 0.723031
3762,    0.794, 0.716345
3763,    0.794, 0.720067
3764,    0.794, 0.720155
3765,    0.794, 0.717032
3766,    0.794, 0.718033
3767,    0.794, 0.719697
3768,    0.794,  0.71747
3769,    0.794,  0.71535
3770,    0.794, 0.718334
3771,    0.794, 0.722016
3772,    0.794, 0.722866
3773,    0.794, 0.722077
3774,    0.794, 0.719581
3775,    0.794, 0.719348
3776,    0.794, 0.721273
3777,    0.794, 0.718554
3778,    0.794, 0.723885
3779,    0.794, 0.722511
3780,    0.794, 0.718832
3781,    0.794, 0.717711
3782,    0.794, 0.717927
3783,    0.794,   0.7161
3784,    0.794, 0.721075
3785,    0.794, 0.720729
3786,    0.794, 0.719794
3787,    0.794, 0.719615
3788,    0.794, 0.719454
3789,    0.794, 0.718294
3790,    0.794, 0.724278
3791,    0.794, 0.722031
3792,    0.794, 0.718036
3793,    0.794, 0.720306
3794,    0.794, 0.718709
3795,    0.794, 0.713695
3796,    0.794, 0.717199
3797,    0.794, 0.714948
3798,    0.794, 0.715944
3799,    0.794, 0.720726
3800,    0.794, 0.724254
3801,    0.794, 0.721656
3802,    0.794, 0.720131
3803,    0.794, 0.720724
3804,    0.794, 0.715807
3805,    0.794,  0.71796
3806,    0.794, 0.719634
3807,    0.794, 0.717447
3808,    0.794, 0.718086
3809,   0.7941,  0.72385
3810,   0.7941, 0.718892
3811,   0.7941, 0.721937
3812,   0.7941, 0.719444
3813,   0.7941, 0.721256
3814,   0.7941, 0.716904
3815,   0.7941, 0.718187
3816,   0.7941, 0.720268
3817,   0.7941, 0.717876
3818,   0.7941, 0.718065
3819,   0.7941, 0.725773
3820,   0.7941, 0.722416
3821,   0.7941, 0.718876
3822,   0.7941, 0.720503
3823,   0.7941, 0.722235
3824,   0.7941, 0.716523
3825,   0.7941, 0.719814
3826,   0.7941, 0.720034
3827,   0.7941, 0.720047
3828,   0.7941, 0.723304
3829,   0.7941, 0.718212
3830,   0.7941, 0.718312
3831,   0.7941, 0.725005
3832,   0.7941, 0.723848
3833,   0.7941, 0.721811
3834,   0.7941, 0.713294
3835,   0.7941, 0.719617
3836,   0.7941, 0.719337
3837,   0.7941, 0.722124
3838,   0.7941, 0.719396
3839,   0.7941, 0.721513
3840,   0.7941, 0.717716
3841,   0.7941, 0.720963
3842,   0.7941, 0.722125
3843,   0.7941, 0.725922
3844,   0.7941,  0.72009
3845,   0.7941, 0.721238
3846,   0.7941, 0.719034
3847,   0.7941, 0.721302
3848,   0.7941, 0.721862
3849,   0.7941, 0.721249
3850,   0.7941, 0.719221
3851,   0.7942, 0.714526
3852,   0.7942, 0.715608
3853,   0.7942,  0.71576
3854,   0.7942, 0.717199
3855,   0.7942, 0.716065
3856,   0.7942, 0.714802
3857,   0.7942, 0.716401
3858,   0.7942, 0.713437
3859,   0.7942, 0.717201
3860,   0.7942, 0.716364
3861,   0.7942, 0.718314
3862,   0.7942, 0.718727
3863,   0.7942, 0.713046
3864,   0.7942, 0.718044
3865,   0.7942, 0.719153
3866,   0.7942, 0.711576
3867,   0.7942, 0.722839
3868,   0.7942, 0.721939
3869,   0.7942, 0.719567
3870,   0.7942, 0.719147
3871,   0.7942, 0.717499
3872,   0.7942,  0.71838
3873,   0.7942, 0.717282
3874,   0.7942,  0.71723
3875,   0.7942, 0.715257
3876,   0.7942, 0.718046
3877,   0.7942, 0.714872
3878,   0.7942, 0.718885
3879,   0.7942, 0.721575
3880,   0.7942, 0.721159
3881,   0.7942, 0.722241
3882,   0.7942, 0.723197
3883,   0.7942, 0.726675
3884,   0.7942,  0.72173
3885,   0.7942, 0.717395
3886,   0.7942, 0.723717
3887,   0.7942,  0.72076
3888,   0.7942,  0.72102
3889,   0.7942, 0.718792
3890,   0.7942, 0.717075
3891,   0.7942, 0.717375
3892,   0.7942, 0.723506
3893,   0.7942, 0.720806
3894,   0.7942, 0.725064
3895,   0.7942, 0.724956
3896,   0.7942, 0.722791
3897,   0.7942, 0.717037
3898,   0.7942, 0.717045
3899,   0.7942, 0.714906
3900,   0.7942, 0.716612
3901,   0.7942, 0.712979
3902,   0.7942,  0.71806
3903,   0.7942, 0.718457
3904,   0.7942, 0.716556
3905,   0.7942, 0.714539
3906,   0.7942, 0.719733
3907,   0.7942, 0.716929
3908,   0.7942, 0.721504
3909,   0.7942, 0.721862
3910,   0.7942, 0.717956
3911,   0.7942, 0.719312
3912,   0.7942,  0.71977
3913,   0.7942, 0.721914
3914,   0.7942, 0.718608
3915,   0.7942, 0.718067
3916,   0.7942, 0.716789
3917,   0.7942, 0.720137
3918,   0.7942, 0.719692
3919,   0.7942, 0.720156
3920,   0.7942,  0.72059
3921,   0.7942, 0.725287
3922,   0.7942,  0.72437
3923,   0.7942, 0.718181
3924,   0.7942, 0.718524
3925,   0.7942, 0.719809
3926,   0.7942, 0.716704
3927,   0.7942, 0.721285
3928,   0.7942, 0.716116
3929,   0.7942, 0.718332
3930,   0.7942, 0.715221
3931,   0.7942, 0.720134
3932,   0.7942, 0.716774
3933,   0.7942, 0.716381
3934,   0.7942, 0.723554
3935,   0.7942, 0.720618
3936,   0.7942, 0.719939
3937,   0.7942, 0.719382
3938,   0.7942, 0.722591
3939,   0.7942, 0.718099
3940,   0.7942, 0.712024
3941,   0.7942, 0.713451
3942,   0.7942, 0.712676
3943,   0.7942, 0.720212
3944,   0.7942, 0.722453
3945,   0.7942, 0.722584
3946,   0.7942, 0.721296
3947,   0.7942,  0.72053
3948,   0.7942, 0.726267
3949,   0.7942, 0.721505
3950,   0.7942, 0.722549
3951,   0.7942,  0.72037
3952,   0.7942, 0.716934
3953,   0.7942, 0.722519
3954,   0.7942, 0.719845
3955,   0.7942, 0.719792
3956,   0.7942, 0.713372
3957,   0.7942, 0.716263
3958,   0.7942, 0.717191
3959,   0.7942, 0.714075
3960,   0.7942, 0.715486
3961,   0.7942,  0.71681
3962,   0.7942,   0.7217
3963,   0.7942, 0.720052
3964,   0.7942, 0.720126
3965,   0.7942,  0.72444
3966,   0.7942, 0.727398
3967,   0.7942,  0.72124
3968,   0.7942, 0.722932
3969,   0.7942, 0.725003
3970,   0.7942, 0.723588
3971,   0.7942, 0.722328
3972,   0.7942, 0.722282
3973,   0.7942, 0.718753
3974,   0.7942, 0.719187
3975,   0.7942, 0.719033
3976,   0.7942, 0.722604
3977,   0.7942, 0.716792
3978,   0.7942, 0.721067
3979,   0.7942, 0.719627
3980,   0.7942, 0.721188
3981,   0.7942, 0.721951
3982,   0.7942, 0.721937
3983,   0.7942, 0.720321
3984,   0.7942, 0.721003
3985,   0.7942, 0.722002
3986,   0.7942, 0.719024
3987,   0.7942, 0.715885
3988,   0.7942, 0.723209
3989,   0.7942,  0.72026
3990,   0.7942, 0.722141
3991,   0.7942, 0.722197
3992,   0.7942, 0.718767
3993,   0.7942, 0.723574
3994,   0.7942, 0.728346
3995,   0.7942,  0.72496
3996,   0.7942, 0.722426
3997,   0.7942, 0.722433
3998,   0.7942, 0.719524
3999,   0.7942, 0.720804
4000,   0.7942,  0.71891
