gen, roulette_ternary_onepoint_best, roulette_ternary_onepoint_ave
2811,   0.7334, 0.516963
2812,   0.7334, 0.513792
2813,   0.7334, 0.506863
2814,   0.7334, 0.508565
2815,   0.7334, 0.507916
2816,   0.7334, 0.511183
2817,   0.7334, 0.516234
2818,   0.7334, 0.506724
2819,   0.7334, 0.505435
2820,   0.7334, 0.500036
2821,   0.7334, 0.505629
2822,   0.7334, 0.516548
2823,   0.7334, 0.517355
2824,   0.7334, 0.510987
2825,   0.7334, 0.504475
2826,   0.7334, 0.503465
2827,   0.7334, 0.515508
2828,   0.7334, 0.514085
2829,   0.7334,  0.50614
2830,   0.7334, 0.508207
2831,   0.7334, 0.508659
2832,   0.7334, 0.509856
2833,   0.7334, 0.503573
2834,   0.7334, 0.501591
2835,   0.7334, 0.502564
2836,   0.7334, 0.506089
2837,   0.7334, 0.509713
2838,   0.7334, 0.508572
2839,   0.7334, 0.501296
2840,   0.7334, 0.504665
2841,   0.7334, 0.503854
2842,   0.7334,   0.5072
2843,   0.7334, 0.503682
2844,   0.7334, 0.507225
2845,   0.7334, 0.509802
2846,   0.7334, 0.501427
2847,   0.7334, 0.508487
2848,   0.7334, 0.514149
2849,   0.7334, 0.516396
2850,   0.7334, 0.520792
2851,   0.7334, 0.533774
2852,   0.7334, 0.532151
2853,   0.7334,   0.5304
2854,   0.7334, 0.525066
2855,   0.7334, 0.522928
2856,   0.7334,  0.52074
2857,   0.7334, 0.527054
2858,   0.7334, 0.528064
2859,   0.7334, 0.530969
2860,   0.7334, 0.532879
2861,   0.7334, 0.525802
2862,   0.7334, 0.530288
2863,   0.7334, 0.532184
2864,   0.7334, 0.526219
2865,   0.7334, 0.522424
2866,   0.7334, 0.527338
2867,   0.7334, 0.527597
2868,   0.7334, 0.525334
2869,   0.7341, 0.520898
2870,   0.7341, 0.526711
2871,   0.7341, 0.522212
2872,   0.7341, 0.519522
2873,   0.7341, 0.527751
2874,   0.7341, 0.524888
2875,   0.7341, 0.523802
2876,   0.7341, 0.518536
2877,   0.7341, 0.516562
2878,   0.7341, 0.521291
2879,   0.7341, 0.522294
2880,   0.7341, 0.525967
2881,   0.7341, 0.528205
2882,   0.7341, 0.524011
2883,   0.7341, 0.518411
2884,   0.7341, 0.524236
2885,   0.7341, 0.523479
2886,   0.7341, 0.522059
2887,   0.7341, 0.517495
2888,   0.7341,  0.51945
2889,   0.7341, 0.515078
2890,   0.7341, 0.518428
2891,   0.7341, 0.511754
2892,   0.7341, 0.504556
2893,   0.7341, 0.502126
2894,   0.7341, 0.501001
2895,   0.7341, 0.506403
2896,   0.7341, 0.509164
2897,   0.7341, 0.513597
2898,   0.7341,  0.51624
2899,   0.7341, 0.517807
2900,   0.7341, 0.523834
2901,   0.7341, 0.521485
2902,   0.7341, 0.516073
2903,   0.7341, 0.516086
2904,   0.7341, 0.512721
2905,   0.7341, 0.520839
2906,   0.7341, 0.510002
2907,   0.7341,  0.50759
2908,   0.7341, 0.506429
2909,   0.7341, 0.509798
2910,   0.7341, 0.513483
2911,   0.7341, 0.511132
2912,   0.7341,  0.50419
2913,   0.7341, 0.501916
2914,   0.7341, 0.511848
2915,   0.7341, 0.509354
2916,   0.7341, 0.510282
2917,   0.7341, 0.511584
2918,   0.7341, 0.515539
2919,   0.7341,  0.51212
2920,   0.7341, 0.514436
2921,   0.7341, 0.515657
2922,   0.7341, 0.517506
2923,   0.7341, 0.524431
2924,   0.7341, 0.529806
2925,   0.7341, 0.528988
2926,   0.7341, 0.523497
2927,   0.7341, 0.520611
2928,   0.7341,  0.52286
2929,   0.7341, 0.515633
2930,   0.7352, 0.516001
2931,   0.7352, 0.518539
2932,   0.7352, 0.521258
2933,   0.7352, 0.526707
2934,   0.7352, 0.524268
2935,   0.7352, 0.526164
2936,   0.7352, 0.523417
2937,   0.7352, 0.515185
2938,   0.7352, 0.519582
2939,   0.7363, 0.517745
2940,   0.7363, 0.515562
2941,   0.7363, 0.518647
2942,   0.7363, 0.520356
2943,   0.7363, 0.511097
2944,   0.7363, 0.515651
2945,   0.7363, 0.507435
2946,   0.7363, 0.508525
2947,   0.7363, 0.505594
2948,   0.7363, 0.509448
2949,   0.7363, 0.500385
2950,   0.7363, 0.496718
2951,   0.7363, 0.511521
2952,   0.7363, 0.518847
2953,   0.7363, 0.515446
2954,   0.7363, 0.518509
2955,   0.7363, 0.528525
2956,   0.7363, 0.525054
2957,   0.7363,   0.5185
2958,   0.7363, 0.515921
2959,   0.7363, 0.515006
2960,   0.7363, 0.511322
2961,   0.7363, 0.514961
2962,   0.7363, 0.516261
2963,   0.7363, 0.520547
2964,   0.7363, 0.519979
2965,   0.7363, 0.519102
2966,   0.7363, 0.517849
2967,   0.7363, 0.519233
2968,   0.7363, 0.520416
2969,   0.7363, 0.518027
2970,   0.7363, 0.522868
2971,   0.7363, 0.520322
2972,   0.7363, 0.511085
2973,   0.7538, 0.501463
2974,   0.7538, 0.497991
2975,   0.7538, 0.503057
2976,   0.7538, 0.500627
2977,   0.7538, 0.497975
2978,   0.7538, 0.492912
2979,   0.7538, 0.494488
2980,   0.7538,  0.50547
2981,   0.7538, 0.508992
2982,   0.7538, 0.512242
2983,   0.7538, 0.508462
2984,   0.7538, 0.520387
2985,   0.7538, 0.525724
2986,   0.7538, 0.521871
2987,   0.7538, 0.525222
2988,   0.7538, 0.530769
2989,   0.7538, 0.528648
2990,   0.7538, 0.522888
2991,   0.7538, 0.521152
2992,   0.7538, 0.516261
2993,   0.7538, 0.512764
2994,   0.7538, 0.508568
2995,   0.7538, 0.513629
2996,   0.7538, 0.515017
2997,   0.7538, 0.512893
2998,   0.7538, 0.517563
2999,   0.7538, 0.514995
3000,   0.7538, 0.511002
3001,   0.7538, 0.518739
3002,   0.7538,   0.5139
3003,   0.7538, 0.520968
3004,   0.7538, 0.522654
3005,   0.7538, 0.518679
3006,   0.7538, 0.509959
3007,   0.7538, 0.512578
3008,   0.7538,  0.50711
3009,   0.7538, 0.508346
3010,   0.7538, 0.517596
3011,   0.7538, 0.513773
3012,   0.7538, 0.521148
3013,   0.7538, 0.512957
3014,   0.7552, 0.513712
3015,   0.7552, 0.516122
3016,   0.7552, 0.514866
3017,   0.7552, 0.519274
3018,   0.7552, 0.522626
3019,   0.7552, 0.517058
3020,   0.7552, 0.516212
3021,   0.7552,  0.51944
3022,   0.7552, 0.510414
3023,   0.7552, 0.509243
3024,   0.7552, 0.519322
3025,   0.7552, 0.517012
3026,   0.7552, 0.524454
3027,   0.7552, 0.522506
3028,   0.7552, 0.520222
3029,   0.7552, 0.519696
3030,   0.7552, 0.523508
3031,   0.7552, 0.525522
3032,   0.7552, 0.524612
3033,   0.7552, 0.514205
3034,   0.7552, 0.515536
3035,   0.7552, 0.520636
3036,   0.7552, 0.513303
3037,   0.7552, 0.507162
3038,   0.7552, 0.511819
3039,   0.7552, 0.508126
3040,   0.7552, 0.506477
3041,   0.7552, 0.505186
3042,   0.7567, 0.519575
3043,   0.7567, 0.512445
3044,   0.7567, 0.515523
3045,   0.7567,  0.51633
3046,   0.7567, 0.514937
3047,   0.7567, 0.518373
3048,   0.7567, 0.522141
3049,   0.7567, 0.514654
3050,   0.7567, 0.512791
3051,   0.7567, 0.514415
3052,   0.7567, 0.518618
3053,   0.7567, 0.514285
3054,   0.7567, 0.507386
3055,   0.7567, 0.510616
3056,   0.7567, 0.518987
3057,   0.7567, 0.517336
3058,   0.7567, 0.520049
3059,   0.7567, 0.518538
3060,   0.7567, 0.526488
3061,   0.7567, 0.523739
3062,   0.7567, 0.518744
3063,   0.7567, 0.517382
3064,   0.7567, 0.516161
3065,   0.7567, 0.520842
3066,   0.7567, 0.522142
3067,   0.7567, 0.528722
3068,   0.7567, 0.529994
3069,   0.7567, 0.529204
3070,   0.7567, 0.524706
3071,   0.7567, 0.521923
3072,   0.7567, 0.522542
3073,   0.7567, 0.515663
3074,   0.7567, 0.514035
3075,   0.7567, 0.518489
3076,   0.7567, 0.521301
3077,   0.7567, 0.521916
3078,   0.7567, 0.518444
3079,   0.7567, 0.519121
3080,   0.7567, 0.515782
3081,   0.7567, 0.523184
3082,   0.7567, 0.521122
3083,   0.7567, 0.521249
3084,   0.7567,  0.52136
3085,   0.7567, 0.513883
3086,   0.7567, 0.515107
3087,   0.7567, 0.506505
3088,   0.7567, 0.509296
3089,   0.7567, 0.517383
3090,   0.7567, 0.517625
3091,   0.7567, 0.513528
3092,   0.7567, 0.515569
3093,   0.7567, 0.513242
3094,   0.7567, 0.519159
3095,   0.7567, 0.516592
3096,   0.7567,  0.51439
3097,   0.7567, 0.517412
3098,   0.7567, 0.527619
3099,   0.7567, 0.527172
3100,   0.7567, 0.533673
3101,   0.7567, 0.531841
3102,   0.7567, 0.537375
3103,   0.7567, 0.540292
3104,   0.7567, 0.542879
3105,   0.7567, 0.535433
3106,   0.7567, 0.529899
3107,   0.7567, 0.522234
3108,   0.7567, 0.523103
3109,   0.7567, 0.523752
3110,   0.7567, 0.521024
3111,   0.7567, 0.519113
3112,   0.7567, 0.519571
3113,   0.7567, 0.522072
3114,   0.7567, 0.523427
3115,   0.7567, 0.519943
3116,   0.7567, 0.516958
3117,   0.7567, 0.511857
3118,   0.7567, 0.516116
3119,   0.7567,  0.51528
3120,   0.7567,  0.52608
3121,   0.7567, 0.524572
3122,   0.7567, 0.526432
3123,   0.7567, 0.521083
3124,   0.7567, 0.522487
3125,   0.7567,  0.53135
3126,   0.7567, 0.528427
3127,   0.7567, 0.529053
3128,   0.7567, 0.517479
3129,   0.7567, 0.523895
3130,   0.7567, 0.521972
3131,   0.7567, 0.527679
3132,   0.7567,  0.53576
3133,   0.7567, 0.538607
3134,   0.7567, 0.529325
3135,   0.7567, 0.524889
3136,   0.7567, 0.522173
3137,   0.7567, 0.521713
3138,   0.7567, 0.515785
3139,   0.7567, 0.520386
3140,   0.7567, 0.519922
3141,   0.7567, 0.518306
3142,   0.7567, 0.518677
3143,   0.7567, 0.522836
3144,   0.7567, 0.516707
3145,   0.7567, 0.516987
3146,   0.7567, 0.515728
3147,   0.7567, 0.517432
3148,   0.7567, 0.514779
3149,   0.7567, 0.514024
3150,   0.7567, 0.519273
3151,   0.7567, 0.517802
3152,   0.7567, 0.515982
3153,   0.7567, 0.518243
3154,   0.7567, 0.518785
3155,   0.7567, 0.526904
3156,   0.7567, 0.532539
3157,   0.7567, 0.533397
3158,   0.7567, 0.528626
3159,   0.7567,  0.52248
3160,   0.7567, 0.524101
3161,   0.7567, 0.528562
3162,   0.7567, 0.522728
3163,   0.7567, 0.520343
3164,   0.7567, 0.511983
3165,   0.7567, 0.515002
3166,   0.7567, 0.513916
3167,   0.7567, 0.511136
3168,   0.7567,  0.51941
3169,   0.7567, 0.528164
3170,   0.7567, 0.532036
3171,   0.7567, 0.531358
3172,   0.7567, 0.531743
3173,   0.7567, 0.527806
3174,   0.7567, 0.527397
3175,   0.7567, 0.537154
3176,   0.7567, 0.536013
3177,   0.7567, 0.531521
3178,   0.7567, 0.523941
3179,   0.7567, 0.532899
3180,   0.7567, 0.527282
3181,   0.7567, 0.527599
3182,   0.7567,  0.52796
3183,   0.7567, 0.524665
3184,   0.7567, 0.516916
3185,   0.7567, 0.510125
3186,   0.7567, 0.521667
3187,   0.7567,  0.51848
3188,   0.7567, 0.515499
3189,   0.7567, 0.515893
3190,   0.7567, 0.515926
3191,   0.7567, 0.513835
3192,   0.7567, 0.519693
3193,   0.7567, 0.528146
3194,   0.7567, 0.528167
3195,   0.7567, 0.526755
3196,   0.7567, 0.534207
3197,   0.7567, 0.525896
3198,   0.7567, 0.528311
3199,   0.7567, 0.527235
3200,   0.7567,   0.5178
3201,   0.7567, 0.521917
3202,   0.7567,  0.52866
3203,   0.7567, 0.530966
3204,   0.7567, 0.527475
3205,   0.7567, 0.522684
3206,   0.7567, 0.530062
3207,   0.7567, 0.526848
3208,   0.7567, 0.530948
3209,   0.7567,  0.52746
3210,   0.7567,  0.52101
3211,   0.7567, 0.522726
3212,   0.7567, 0.529588
3213,   0.7567, 0.527793
3214,   0.7567, 0.543879
3215,   0.7567, 0.540598
3216,   0.7567, 0.540067
3217,   0.7567, 0.538902
3218,   0.7567, 0.537178
3219,   0.7567, 0.535085
3220,   0.7567, 0.540352
3221,   0.7567, 0.537957
3222,   0.7567, 0.537562
3223,   0.7567, 0.530552
3224,   0.7567, 0.521477
3225,   0.7567, 0.517519
3226,   0.7567, 0.528486
3227,   0.7567, 0.514928
3228,   0.7567, 0.509932
3229,   0.7567, 0.509794
3230,   0.7567, 0.512552
3231,   0.7567,  0.51326
3232,   0.7567, 0.519472
3233,   0.7567, 0.516668
3234,   0.7567, 0.527402
3235,   0.7567, 0.526016
3236,   0.7567, 0.526384
3237,   0.7567, 0.529324
3238,   0.7567,  0.52066
3239,   0.7567, 0.523357
3240,   0.7567, 0.525153
3241,   0.7574, 0.525977
3242,   0.7574, 0.511283
3243,   0.7574,  0.51004
3244,   0.7574,   0.5155
3245,   0.7574,   0.5173
3246,   0.7574, 0.514506
3247,   0.7574, 0.507514
3248,   0.7574, 0.499655
3249,   0.7574, 0.508454
3250,   0.7574, 0.511792
3251,   0.7574, 0.507386
3252,   0.7574, 0.509167
3253,   0.7574, 0.519625
3254,   0.7574, 0.516147
3255,   0.7574, 0.521909
3256,   0.7574,  0.52358
3257,   0.7574,  0.51088
3258,   0.7574, 0.519239
3259,   0.7574, 0.509832
3260,   0.7574, 0.518838
3261,   0.7574,  0.51788
3262,   0.7574, 0.524082
3263,   0.7574, 0.527561
3264,   0.7574, 0.524268
3265,   0.7574, 0.525906
3266,   0.7574, 0.532912
3267,   0.7574, 0.525734
3268,   0.7574, 0.523818
3269,   0.7574, 0.517539
3270,   0.7574, 0.511332
3271,   0.7574, 0.501488
3272,   0.7574, 0.503677
3273,   0.7574, 0.509978
3274,   0.7574, 0.513134
3275,   0.7574, 0.514083
3276,   0.7574, 0.519066
3277,   0.7576, 0.519262
3278,   0.7576, 0.526876
3279,   0.7576, 0.523089
3280,   0.7576, 0.511035
3281,   0.7576, 0.510391
3282,   0.7576, 0.506352
3283,   0.7576, 0.520148
3284,   0.7576, 0.532642
3285,   0.7576, 0.526486
3286,   0.7576, 0.526492
3287,   0.7576, 0.520177
3288,   0.7576, 0.521058
3289,   0.7576, 0.510051
3290,   0.7576,  0.51231
3291,   0.7576, 0.514444
3292,   0.7576, 0.504943
3293,   0.7576, 0.505496
3294,   0.7576, 0.516541
3295,   0.7576, 0.526347
3296,   0.7576, 0.527381
3297,   0.7576, 0.526234
3298,   0.7576, 0.531828
3299,   0.7576, 0.528813
3300,   0.7576, 0.523928
3301,   0.7576,  0.53422
3302,   0.7576, 0.535395
3303,   0.7576, 0.529994
3304,   0.7576, 0.527874
3305,   0.7576, 0.521183
3306,   0.7576, 0.524154
3307,   0.7576, 0.522698
3308,   0.7576, 0.519132
3309,   0.7576, 0.514441
3310,   0.7576, 0.514717
3311,   0.7576, 0.524661
3312,   0.7576, 0.526716
3313,   0.7576, 0.524787
3314,   0.7576, 0.514925
3315,   0.7576, 0.521807
3316,   0.7576, 0.531366
3317,   0.7576, 0.534091
3318,   0.7576, 0.524333
3319,   0.7576, 0.531209
3320,   0.7576,  0.53588
3321,   0.7576,  0.53558
3322,   0.7576,   0.5387
3323,   0.7576, 0.530265
3324,   0.7576, 0.528906
3325,   0.7576,  0.51988
3326,   0.7576, 0.532394
3327,   0.7576,  0.52355
3328,   0.7576, 0.525816
3329,   0.7576,  0.52628
3330,   0.7576,  0.52094
3331,   0.7576, 0.523571
3332,   0.7576, 0.543803
3333,   0.7576, 0.538446
3334,   0.7576, 0.537936
3335,   0.7576,   0.5374
3336,   0.7576, 0.531634
3337,   0.7576, 0.528512
3338,   0.7576, 0.528361
3339,   0.7576, 0.524335
3340,   0.7576, 0.527604
3341,   0.7576, 0.532347
3342,   0.7576,  0.53669
3343,   0.7576, 0.530829
3344,   0.7576,  0.53069
3345,   0.7576, 0.531432
3346,   0.7576, 0.534259
3347,   0.7576, 0.533724
3348,   0.7576, 0.529923
3349,   0.7576, 0.522491
3350,   0.7576, 0.525032
3351,   0.7576, 0.516192
3352,   0.7576, 0.518354
3353,   0.7576, 0.516943
3354,   0.7576, 0.528706
3355,   0.7576, 0.527664
3356,   0.7576, 0.525523
3357,   0.7576, 0.522186
3358,   0.7576, 0.521711
3359,   0.7576, 0.521411
3360,   0.7576, 0.524247
3361,   0.7576, 0.525435
3362,   0.7576, 0.532831
3363,   0.7576, 0.536635
3364,   0.7576, 0.533161
3365,   0.7576, 0.520914
3366,   0.7576, 0.518434
3367,   0.7576, 0.518511
3368,   0.7576, 0.520922
3369,   0.7576, 0.523439
3370,   0.7576, 0.523418
3371,   0.7576, 0.528268
3372,   0.7576,  0.53038
3373,   0.7576, 0.532016
3374,   0.7576, 0.530163
3375,   0.7576, 0.527291
3376,   0.7576, 0.524104
3377,   0.7576, 0.516616
3378,   0.7576, 0.528769
3379,   0.7576, 0.531956
3380,   0.7576, 0.529905
3381,   0.7576, 0.535825
3382,   0.7576,  0.53077
3383,   0.7578, 0.526755
3384,   0.7578, 0.524001
3385,   0.7578, 0.520463
3386,   0.7578, 0.520984
3387,   0.7578, 0.517551
3388,   0.7578, 0.512644
3389,   0.7578, 0.520975
3390,   0.7578, 0.517973
3391,   0.7578, 0.521208
3392,   0.7578, 0.518555
3393,   0.7578, 0.527805
3394,   0.7578, 0.519746
3395,   0.7578, 0.519871
3396,   0.7578, 0.513182
3397,   0.7578, 0.513778
3398,   0.7578, 0.512202
3399,   0.7578, 0.509309
3400,   0.7578, 0.515379
3401,   0.7578, 0.512788
3402,   0.7578, 0.516093
3403,   0.7578, 0.516301
3404,   0.7578, 0.517248
3405,   0.7578, 0.515971
3406,   0.7578, 0.519644
3407,   0.7578, 0.525603
3408,   0.7578, 0.525882
3409,   0.7578, 0.513587
3410,   0.7578, 0.519143
3411,   0.7578, 0.519994
3412,   0.7578, 0.532775
3413,   0.7578, 0.527555
3414,   0.7578, 0.533742
3415,   0.7578, 0.534513
3416,   0.7578, 0.542911
3417,   0.7578, 0.539836
3418,   0.7578, 0.537596
3419,   0.7578, 0.531671
3420,   0.7578, 0.533057
3421,   0.7578, 0.529898
3422,   0.7578, 0.524934
3423,   0.7578, 0.515481
3424,   0.7578, 0.507153
3425,   0.7578, 0.507436
3426,   0.7578,  0.51628
3427,   0.7578, 0.512723
3428,   0.7578, 0.518611
3429,   0.7578, 0.512038
3430,   0.7578, 0.517981
3431,   0.7578, 0.514916
3432,   0.7578, 0.523516
3433,   0.7578, 0.523297
3434,   0.7578, 0.518123
3435,   0.7578, 0.520288
3436,   0.7578, 0.526045
3437,   0.7578, 0.529716
3438,   0.7578, 0.537063
3439,   0.7578, 0.534558
3440,   0.7578, 0.531731
3441,   0.7578, 0.527266
3442,   0.7578, 0.523839
3443,   0.7578, 0.522365
3444,   0.7578, 0.531709
3445,   0.7578, 0.526224
3446,   0.7578, 0.531921
3447,   0.7578, 0.532127
3448,   0.7578, 0.537001
3449,   0.7578, 0.531501
3450,   0.7578, 0.526128
3451,   0.7578,  0.52795
3452,   0.7578, 0.525091
3453,   0.7578, 0.527161
3454,   0.7578, 0.529145
3455,   0.7578, 0.524259
3456,   0.7578, 0.525603
3457,   0.7578, 0.526238
3458,   0.7578, 0.521937
3459,   0.7578, 0.518475
3460,   0.7578, 0.524471
3461,   0.7578, 0.531585
3462,   0.7578, 0.532256
3463,   0.7578, 0.542654
3464,   0.7578, 0.540724
3465,   0.7578, 0.539739
3466,   0.7578,  0.53995
3467,   0.7578, 0.532122
3468,   0.7578, 0.534506
3469,   0.7578, 0.530431
3470,   0.7578, 0.528083
3471,   0.7578, 0.535151
3472,   0.7578, 0.531256
3473,   0.7578, 0.530281
3474,   0.7578, 0.524608
3475,   0.7578, 0.528322
3476,   0.7578, 0.528054
3477,   0.7578, 0.529638
3478,   0.7578, 0.531017
3479,   0.7578, 0.527312
3480,   0.7578, 0.521819
3481,   0.7578, 0.516482
3482,   0.7578, 0.520911
3483,   0.7578, 0.520816
3484,   0.7578, 0.522954
3485,   0.7578, 0.526357
3486,   0.7578,  0.53157
3487,   0.7578, 0.544359
3488,   0.7578, 0.543078
3489,   0.7578, 0.538761
3490,   0.7578, 0.533134
3491,   0.7578, 0.533833
3492,   0.7578, 0.528036
3493,   0.7578, 0.531258
3494,   0.7578, 0.530955
3495,   0.7578, 0.529335
3496,   0.7578, 0.527991
3497,   0.7578, 0.522571
3498,   0.7578, 0.517646
3499,   0.7578, 0.519282
3500,   0.7578, 0.522225
3501,   0.7578, 0.528188
3502,   0.7578, 0.530189
3503,   0.7578, 0.527435
3504,   0.7578, 0.522264
3505,   0.7578, 0.527238
3506,   0.7578, 0.533826
3507,   0.7578, 0.532497
3508,   0.7578, 0.527224
3509,   0.7578, 0.522783
3510,   0.7578, 0.523755
3511,   0.7578, 0.523849
3512,   0.7578, 0.521133
3513,   0.7578, 0.526919
3514,   0.7578, 0.527058
3515,   0.7578, 0.523803
3516,   0.7578, 0.514477
3517,   0.7578, 0.504536
3518,   0.7578, 0.509866
3519,   0.7578, 0.503201
3520,   0.7578, 0.509049
3521,   0.7578, 0.512339
3522,   0.7578, 0.516405
3523,   0.7578, 0.524521
3524,   0.7578, 0.528907
3525,   0.7578, 0.539572
3526,   0.7578, 0.533005
3527,   0.7578, 0.537572
3528,   0.7578, 0.544232
3529,   0.7578, 0.548189
3530,   0.7578, 0.534233
3531,   0.7578, 0.535446
3532,   0.7578, 0.534423
3533,   0.7578, 0.541012
3534,   0.7578, 0.538698
3535,   0.7578,  0.53369
3536,   0.7578,  0.52266
3537,   0.7578, 0.529609
3538,   0.7578,   0.5214
3539,   0.7578,  0.51326
3540,   0.7581, 0.517601
3541,   0.7581,  0.51739
3542,   0.7581,  0.51281
3543,   0.7581, 0.518006
3544,   0.7581, 0.513077
3545,   0.7581, 0.517638
3546,   0.7581, 0.515755
3547,   0.7581, 0.510262
3548,   0.7581, 0.510613
3549,   0.7581, 0.515794
3550,   0.7581, 0.520895
3551,   0.7581, 0.512111
3552,   0.7581, 0.510292
3553,   0.7622, 0.515383
3554,   0.7622, 0.514704
3555,   0.7622, 0.515539
3556,   0.7622, 0.517193
3557,   0.7622, 0.517738
3558,   0.7622, 0.530984
3559,   0.7622, 0.532013
3560,   0.7622, 0.536813
3561,   0.7622,  0.52883
3562,   0.7622, 0.526295
3563,   0.7622,  0.51941
3564,   0.7622, 0.528458
3565,   0.7622, 0.532372
3566,   0.7622, 0.535888
3567,   0.7622, 0.532023
3568,   0.7622, 0.526315
3569,   0.7622, 0.523791
3570,   0.7622, 0.524946
3571,   0.7622, 0.528371
3572,   0.7622, 0.520041
3573,   0.7622, 0.518538
3574,   0.7622, 0.522701
3575,   0.7622, 0.517826
3576,   0.7622, 0.516711
3577,   0.7622,  0.51472
3578,   0.7622, 0.512043
3579,   0.7622, 0.517048
3580,   0.7622, 0.517833
3581,   0.7622, 0.521586
3582,   0.7622, 0.526047
3583,   0.7622, 0.525618
3584,   0.7622, 0.524908
3585,   0.7622, 0.527987
3586,   0.7622, 0.526728
3587,   0.7622, 0.526468
3588,   0.7622, 0.524797
3589,   0.7622, 0.522573
3590,   0.7622, 0.520977
3591,   0.7622, 0.525216
3592,   0.7622, 0.527587
3593,   0.7622, 0.527905
3594,   0.7622, 0.537453
3595,   0.7622, 0.540515
3596,   0.7622,  0.53322
3597,   0.7622, 0.534738
3598,   0.7622, 0.535215
3599,   0.7622, 0.535015
3600,   0.7622, 0.536541
3601,   0.7622, 0.538649
3602,   0.7622, 0.536102
3603,   0.7622,  0.53488
3604,   0.7622, 0.539352
3605,   0.7622, 0.534293
3606,   0.7622, 0.524717
3607,   0.7622, 0.526809
3608,   0.7622, 0.525206
3609,   0.7622, 0.525322
3610,   0.7622, 0.530675
3611,   0.7622, 0.528308
3612,   0.7622,  0.53324
3613,   0.7622, 0.536928
3614,   0.7622, 0.534369
3615,   0.7622, 0.534421
3616,   0.7622, 0.534805
3617,   0.7622, 0.531626
3618,   0.7622, 0.525844
3619,   0.7622, 0.530008
3620,   0.7622, 0.530597
3621,   0.7622, 0.522766
3622,   0.7622, 0.515159
3623,   0.7622, 0.509452
3624,   0.7622, 0.518448
3625,   0.7622, 0.515696
3626,   0.7622, 0.512586
3627,   0.7622, 0.510904
3628,   0.7622, 0.514322
3629,   0.7622, 0.528886
3630,   0.7622, 0.529514
3631,   0.7622, 0.523708
3632,   0.7622, 0.525659
3633,   0.7622, 0.526344
3634,   0.7622,  0.52784
3635,   0.7622, 0.522591
3636,   0.7622, 0.516244
3637,   0.7622, 0.519054
3638,   0.7622, 0.526474
3639,   0.7622, 0.530385
3640,   0.7622, 0.529962
3641,   0.7622, 0.524116
3642,   0.7644, 0.521457
3643,   0.7644, 0.523537
3644,   0.7644, 0.526345
3645,   0.7644, 0.511671
3646,   0.7644, 0.518925
3647,    0.765, 0.531605
3648,    0.765, 0.540633
3649,    0.765, 0.540794
3650,    0.765, 0.537354
3651,    0.765, 0.532662
3652,    0.765, 0.531498
3653,    0.765, 0.526951
3654,    0.765, 0.521706
3655,    0.765, 0.526135
3656,    0.765, 0.531304
3657,    0.765, 0.532974
3658,    0.765, 0.534262
3659,    0.765, 0.536633
3660,    0.765, 0.531449
3661,    0.765, 0.528127
3662,    0.765, 0.527585
3663,    0.765, 0.522353
3664,   0.7656, 0.529348
3665,   0.7656,  0.53767
3666,   0.7656, 0.537165
3667,   0.7656, 0.534312
3668,   0.7656, 0.532352
3669,   0.7656, 0.534794
3670,   0.7656, 0.526326
3671,   0.7656, 0.532812
3672,   0.7656, 0.533661
3673,   0.7656, 0.536772
3674,   0.7656, 0.531598
3675,   0.7656, 0.531329
3676,   0.7656, 0.520257
3677,   0.7656, 0.523988
3678,   0.7656, 0.525785
3679,   0.7656, 0.524737
3680,   0.7656,  0.52136
3681,   0.7656, 0.525858
3682,   0.7656, 0.520716
3683,   0.7656, 0.527761
3684,   0.7656, 0.523356
3685,   0.7656, 0.525179
3686,   0.7656, 0.523205
3687,   0.7656, 0.526109
3688,   0.7656, 0.537513
3689,   0.7656, 0.532348
3690,   0.7656, 0.526869
3691,   0.7656, 0.525949
3692,   0.7656, 0.514282
3693,   0.7656, 0.511786
3694,   0.7656, 0.514013
3695,   0.7656, 0.520971
3696,   0.7656, 0.525296
3697,   0.7656, 0.525564
3698,   0.7656, 0.523803
3699,   0.7656, 0.520496
3700,   0.7656, 0.524704
3701,   0.7656, 0.531128
3702,   0.7656,  0.52642
3703,   0.7656, 0.522509
3704,   0.7656, 0.531498
3705,   0.7656, 0.528697
3706,   0.7656, 0.529014
3707,   0.7656, 0.529455
3708,   0.7656, 0.528726
3709,   0.7656, 0.520146
3710,   0.7656, 0.512806
3711,   0.7656, 0.503102
3712,   0.7656,  0.50329
3713,   0.7656, 0.504031
3714,   0.7656, 0.509504
3715,   0.7662, 0.516395
3716,   0.7662, 0.517888
3717,   0.7662, 0.516827
3718,   0.7662, 0.525662
3719,   0.7662, 0.517965
3720,   0.7662, 0.529108
3721,   0.7662, 0.527098
3722,   0.7662, 0.522212
3723,   0.7662, 0.524768
3724,   0.7662, 0.526425
3725,   0.7662, 0.528189
3726,   0.7662, 0.534957
3727,   0.7662, 0.527184
3728,   0.7662, 0.526714
3729,   0.7662, 0.530024
3730,   0.7662, 0.530545
3731,   0.7662, 0.530303
3732,   0.7662, 0.530361
3733,   0.7662, 0.531205
3734,   0.7662, 0.531248
3735,   0.7662, 0.527598
3736,   0.7662, 0.533275
3737,   0.7662, 0.534395
3738,   0.7662, 0.546549
3739,   0.7662, 0.537041
3740,   0.7662, 0.538009
3741,   0.7662, 0.536804
3742,   0.7662, 0.527278
