gen, roulette_ternary_uniform_best, roulette_ternary_uniform_ave
2800,   0.7625, 0.524738
2801,   0.7625, 0.530056
2802,   0.7625, 0.531102
2803,   0.7625,  0.54122
2804,   0.7625,   0.5374
2805,   0.7625, 0.537634
2806,   0.7625, 0.535513
2807,   0.7625, 0.528424
2808,   0.7625, 0.535555
2809,   0.7625, 0.534083
2810,   0.7625, 0.537504
2811,   0.7625, 0.530689
2812,   0.7625, 0.529912
2813,   0.7625, 0.538746
2814,   0.7625, 0.535813
2815,   0.7625, 0.537615
2816,   0.7625, 0.540416
2817,   0.7625, 0.545396
2818,   0.7625, 0.540484
2819,   0.7625, 0.545417
2820,   0.7625, 0.552596
2821,   0.7625, 0.540646
2822,   0.7625, 0.539207
2823,   0.7625, 0.532559
2824,   0.7625, 0.532456
2825,   0.7625, 0.528343
2826,   0.7625, 0.539519
2827,   0.7625,  0.53511
2828,   0.7625,   0.5397
2829,   0.7625, 0.537758
2830,   0.7625, 0.547153
2831,   0.7625, 0.540775
2832,   0.7625, 0.543993
2833,   0.7625, 0.546287
2834,   0.7657, 0.541146
2835,   0.7657, 0.541094
2836,   0.7657, 0.539747
2837,   0.7657, 0.545586
2838,   0.7657, 0.544047
2839,   0.7657, 0.548693
2840,   0.7657, 0.541445
2841,   0.7657, 0.539114
2842,   0.7657, 0.527627
2843,   0.7657, 0.533557
2844,   0.7657,  0.53616
2845,   0.7657, 0.537113
2846,   0.7657, 0.531651
2847,   0.7657, 0.535587
2848,   0.7657, 0.544075
2849,   0.7657, 0.536889
2850,   0.7657, 0.543829
2851,   0.7657, 0.541466
2852,   0.7657, 0.540923
2853,   0.7657, 0.535959
2854,   0.7657, 0.532242
2855,   0.7657, 0.538555
2856,   0.7657, 0.538471
2857,   0.7657, 0.534024
2858,   0.7657, 0.528423
2859,   0.7657, 0.520808
2860,   0.7657, 0.529457
2861,   0.7657, 0.530766
2862,   0.7657, 0.534246
2863,   0.7657, 0.532848
2864,   0.7657, 0.525736
2865,   0.7657, 0.512778
2866,   0.7657, 0.521993
2867,   0.7657, 0.528034
2868,   0.7657, 0.529904
2869,   0.7657, 0.538279
2870,   0.7657, 0.540419
2871,   0.7657, 0.537943
2872,   0.7657, 0.539156
2873,   0.7657, 0.538098
2874,   0.7657, 0.534487
2875,   0.7657,  0.53627
2876,   0.7657, 0.532576
2877,   0.7657, 0.532317
2878,   0.7657, 0.537705
2879,   0.7657, 0.545392
2880,   0.7657, 0.543657
2881,   0.7657, 0.540726
2882,   0.7657, 0.539819
2883,   0.7657, 0.546295
2884,   0.7657,  0.55073
2885,   0.7677,  0.54699
2886,   0.7677, 0.551268
2887,   0.7677, 0.550711
2888,   0.7677, 0.549095
2889,   0.7677, 0.550719
2890,   0.7677, 0.544469
2891,   0.7677, 0.536919
2892,   0.7677, 0.531245
2893,   0.7677, 0.535499
2894,   0.7677, 0.535428
2895,   0.7677, 0.538633
2896,   0.7677, 0.531486
2897,   0.7677, 0.529001
2898,   0.7677, 0.528643
2899,   0.7677, 0.533637
2900,   0.7677, 0.535161
2901,   0.7677, 0.536734
2902,   0.7677, 0.537346
2903,   0.7677, 0.538961
2904,   0.7677, 0.536753
2905,   0.7677, 0.539944
2906,   0.7677, 0.539742
2907,   0.7677,   0.5377
2908,   0.7677, 0.537142
2909,   0.7677, 0.541277
2910,   0.7677, 0.547804
2911,   0.7677, 0.546062
2912,   0.7677, 0.540266
2913,   0.7677, 0.541758
2914,   0.7677, 0.532135
2915,   0.7677, 0.538782
2916,   0.7677, 0.537211
2917,   0.7677, 0.539191
2918,   0.7677, 0.538895
2919,   0.7677, 0.546085
2920,   0.7677,  0.54671
2921,   0.7677, 0.550393
2922,   0.7677,  0.54529
2923,   0.7677, 0.548815
2924,   0.7677, 0.547154
2925,   0.7677, 0.548849
2926,   0.7677, 0.543555
2927,   0.7688,  0.53758
2928,   0.7688, 0.542786
2929,   0.7688, 0.544657
2930,   0.7688, 0.545286
2931,   0.7688,  0.53702
2932,   0.7688, 0.545009
2933,   0.7688, 0.536672
2934,   0.7688, 0.534473
2935,   0.7688, 0.532041
2936,   0.7688, 0.541236
2937,   0.7688, 0.533556
2938,   0.7688, 0.537243
2939,   0.7688, 0.538764
2940,   0.7688, 0.539052
2941,   0.7688, 0.537687
2942,   0.7757, 0.535272
2943,   0.7757, 0.538567
2944,   0.7757,  0.53996
2945,   0.7757, 0.528271
2946,   0.7757, 0.530057
2947,   0.7757,  0.52764
2948,   0.7757, 0.536476
2949,   0.7757, 0.541227
2950,   0.7757, 0.540726
2951,   0.7757, 0.535131
2952,   0.7757, 0.535373
2953,   0.7757, 0.540839
2954,   0.7757, 0.549601
2955,   0.7757, 0.550214
2956,   0.7757, 0.547211
2957,   0.7757, 0.543799
2958,   0.7757, 0.541685
2959,   0.7757, 0.539877
2960,   0.7757, 0.542964
2961,   0.7757, 0.545888
2962,   0.7757,  0.54733
2963,   0.7757, 0.537637
2964,   0.7757, 0.538788
2965,   0.7757, 0.543619
2966,   0.7757, 0.538776
2967,   0.7757, 0.546755
2968,   0.7757,  0.53961
2969,   0.7757, 0.540649
2970,   0.7757, 0.554587
2971,   0.7757, 0.543791
2972,   0.7757, 0.545689
2973,   0.7757, 0.543632
2974,   0.7757, 0.549891
2975,   0.7757, 0.545998
2976,   0.7757, 0.541842
2977,   0.7757, 0.537736
2978,   0.7757, 0.545381
2979,   0.7757, 0.546553
2980,   0.7757, 0.552667
2981,   0.7757, 0.547778
2982,   0.7757, 0.549798
2983,   0.7757, 0.546849
2984,   0.7757, 0.533732
2985,   0.7757,  0.53875
2986,   0.7757, 0.540217
2987,   0.7757,  0.53804
2988,   0.7757, 0.540883
2989,   0.7757, 0.550638
2990,   0.7757, 0.551734
2991,   0.7757, 0.552077
2992,   0.7757, 0.540475
2993,   0.7757, 0.540447
2994,   0.7757, 0.543269
2995,   0.7757, 0.550578
2996,   0.7757, 0.542762
2997,   0.7757,  0.53795
2998,   0.7757, 0.545033
2999,   0.7757,  0.53864
3000,   0.7757, 0.546779
3001,   0.7757, 0.542119
3002,   0.7757, 0.548426
3003,   0.7757, 0.541329
3004,   0.7757, 0.548611
3005,   0.7757, 0.546605
3006,   0.7757, 0.548392
3007,   0.7757, 0.548015
3008,   0.7757, 0.543516
3009,   0.7757, 0.549877
3010,   0.7757, 0.548613
3011,   0.7757, 0.544474
3012,   0.7757, 0.538455
3013,   0.7757, 0.537735
3014,   0.7757, 0.534075
3015,   0.7757, 0.542884
3016,   0.7757, 0.540296
3017,   0.7757, 0.537323
3018,   0.7757, 0.542171
3019,   0.7757, 0.540654
3020,   0.7757, 0.541971
3021,   0.7757, 0.551118
3022,   0.7757, 0.552659
3023,   0.7757, 0.546374
3024,   0.7757, 0.542286
3025,   0.7757, 0.541071
3026,   0.7757,  0.54637
3027,   0.7757, 0.546861
3028,   0.7757, 0.545352
3029,   0.7757, 0.542822
3030,   0.7757, 0.540307
3031,   0.7757, 0.542662
3032,   0.7757, 0.540651
3033,   0.7757, 0.538633
3034,   0.7757, 0.531887
3035,   0.7757, 0.535457
3036,   0.7757, 0.544985
3037,   0.7757, 0.544096
3038,   0.7757,  0.54606
3039,   0.7757,  0.54549
3040,   0.7757, 0.543801
3041,   0.7757, 0.548679
3042,   0.7757, 0.544604
3043,   0.7757, 0.542096
3044,   0.7757,   0.5492
3045,   0.7757, 0.541791
3046,   0.7757, 0.538414
3047,   0.7757, 0.522769
3048,   0.7757, 0.523926
3049,   0.7757, 0.532926
3050,   0.7757,  0.53851
3051,   0.7757, 0.537421
3052,   0.7757, 0.534903
3053,   0.7757, 0.535715
3054,   0.7757, 0.535284
3055,   0.7757, 0.531283
3056,   0.7757, 0.541447
3057,   0.7757, 0.542088
3058,   0.7757, 0.546552
3059,   0.7757,  0.54589
3060,   0.7757, 0.547141
3061,   0.7757,  0.54452
3062,   0.7757, 0.540067
3063,   0.7757,  0.53771
3064,   0.7757, 0.545818
3065,   0.7757, 0.545372
3066,   0.7757, 0.544031
3067,   0.7757, 0.550448
3068,   0.7757, 0.548936
3069,   0.7757, 0.547565
3070,   0.7757, 0.544714
3071,   0.7757, 0.533746
3072,   0.7757, 0.528977
3073,   0.7757, 0.535144
3074,   0.7757, 0.531799
3075,   0.7757, 0.535502
3076,   0.7757, 0.539644
3077,   0.7757, 0.544834
3078,   0.7757, 0.552716
3079,   0.7757, 0.547838
3080,   0.7757, 0.551759
3081,   0.7757,  0.55533
3082,   0.7757, 0.547599
3083,   0.7757, 0.539291
3084,   0.7757, 0.526251
3085,   0.7757, 0.525386
3086,   0.7757, 0.526722
3087,   0.7757, 0.529185
3088,   0.7757, 0.525981
3089,   0.7757, 0.530519
3090,   0.7757, 0.541033
3091,   0.7757,  0.54244
3092,   0.7757, 0.540837
3093,   0.7757, 0.540009
3094,   0.7757, 0.533951
3095,   0.7757, 0.533928
3096,   0.7757,  0.53933
3097,   0.7757, 0.540674
3098,   0.7757, 0.544424
3099,   0.7757, 0.548748
3100,   0.7757, 0.546303
3101,   0.7757, 0.546426
3102,   0.7757, 0.545641
3103,   0.7757, 0.543916
3104,   0.7757,  0.54545
3105,   0.7757, 0.541648
3106,   0.7757, 0.547412
3107,   0.7757, 0.538804
3108,   0.7757, 0.547449
3109,   0.7757, 0.555165
3110,   0.7757, 0.555219
3111,   0.7757, 0.557074
3112,   0.7757, 0.548087
3113,   0.7757, 0.548599
3114,   0.7757,  0.54323
3115,   0.7757, 0.537872
3116,   0.7757, 0.533658
3117,   0.7757, 0.537953
3118,   0.7757, 0.533223
3119,   0.7757,  0.53678
3120,   0.7757, 0.542172
3121,   0.7757, 0.546426
3122,   0.7757,  0.54086
3123,   0.7757, 0.534361
3124,   0.7757, 0.532368
3125,   0.7757, 0.526226
3126,   0.7757, 0.535653
3127,   0.7757, 0.537759
3128,   0.7757, 0.537273
3129,   0.7757, 0.535691
3130,   0.7757, 0.536683
3131,   0.7757, 0.540633
3132,   0.7757, 0.545426
3133,   0.7757, 0.538098
3134,   0.7757,  0.54167
3135,   0.7757, 0.543178
3136,   0.7757, 0.545012
3137,   0.7757, 0.545404
3138,   0.7757, 0.544785
3139,   0.7757, 0.546764
3140,   0.7757, 0.549282
3141,   0.7757, 0.549236
3142,   0.7757, 0.549129
3143,   0.7757, 0.544402
3144,   0.7757, 0.536442
3145,   0.7757, 0.537553
3146,   0.7757, 0.534518
3147,   0.7757, 0.544805
3148,   0.7757, 0.536746
3149,   0.7757, 0.530667
3150,   0.7757, 0.533049
3151,   0.7757, 0.545166
3152,   0.7757, 0.544788
3153,   0.7757,  0.54849
3154,   0.7757, 0.545148
3155,   0.7757, 0.540519
3156,   0.7757, 0.538756
3157,   0.7757, 0.528344
3158,   0.7757, 0.525088
3159,   0.7757, 0.528269
3160,   0.7757, 0.534412
3161,   0.7757, 0.529497
3162,   0.7757, 0.540676
3163,   0.7757, 0.534092
3164,   0.7757, 0.539499
3165,   0.7757, 0.543341
3166,   0.7757, 0.540275
3167,   0.7757, 0.532942
3168,   0.7757, 0.528378
3169,   0.7757, 0.526232
3170,   0.7757, 0.533092
3171,   0.7757, 0.541647
3172,   0.7757, 0.547209
3173,   0.7757, 0.543006
3174,   0.7757, 0.548146
3175,   0.7757,  0.53622
3176,   0.7757, 0.533692
3177,   0.7757, 0.529571
3178,   0.7757, 0.538173
3179,   0.7757, 0.531361
3180,   0.7757, 0.535353
3181,   0.7757, 0.534783
3182,   0.7757, 0.536174
3183,   0.7757,   0.5446
3184,   0.7757, 0.541142
3185,   0.7757, 0.533748
3186,   0.7757, 0.530154
3187,   0.7757, 0.533108
3188,   0.7757, 0.538778
3189,   0.7757, 0.538947
3190,   0.7757, 0.542126
3191,   0.7757, 0.542332
3192,   0.7757, 0.546318
3193,   0.7757, 0.542823
3194,   0.7757, 0.541169
3195,   0.7757, 0.545928
3196,   0.7757, 0.548147
3197,   0.7757, 0.542604
3198,   0.7757, 0.545806
3199,   0.7757,  0.53629
3200,   0.7757, 0.539493
3201,   0.7757, 0.543326
3202,   0.7757, 0.547947
3203,   0.7757, 0.545545
3204,   0.7757, 0.545882
3205,   0.7757, 0.538806
3206,   0.7757, 0.538965
3207,   0.7757, 0.538668
3208,   0.7757, 0.544417
3209,   0.7757, 0.551133
3210,   0.7757, 0.549619
3211,   0.7757, 0.546317
3212,   0.7757, 0.548603
3213,   0.7757, 0.545514
3214,   0.7757, 0.536764
3215,   0.7757,  0.53966
3216,   0.7757, 0.533411
3217,   0.7757, 0.530141
3218,   0.7757, 0.527739
3219,   0.7757, 0.530033
3220,   0.7757, 0.537307
3221,   0.7757, 0.535698
3222,   0.7757, 0.531346
3223,   0.7757, 0.525807
3224,   0.7757, 0.526699
3225,   0.7757, 0.526635
3226,   0.7757, 0.537209
3227,   0.7757, 0.541044
3228,   0.7757, 0.538726
3229,   0.7757, 0.541451
3230,   0.7757, 0.539969
3231,   0.7757, 0.542456
3232,   0.7757, 0.541951
3233,   0.7757, 0.536166
3234,   0.7757, 0.533468
3235,   0.7757, 0.538942
3236,   0.7757, 0.532749
3237,   0.7757, 0.525962
3238,   0.7757, 0.529518
3239,   0.7757, 0.537194
3240,   0.7757, 0.535062
3241,   0.7757, 0.540032
3242,   0.7757, 0.540466
3243,   0.7757, 0.543948
3244,   0.7757, 0.544971
3245,   0.7757, 0.539131
3246,   0.7757, 0.539891
3247,   0.7757, 0.536239
3248,   0.7757, 0.536429
3249,   0.7757, 0.539725
3250,   0.7757, 0.546664
3251,   0.7757, 0.546702
3252,   0.7757, 0.549142
3253,   0.7757, 0.559644
3254,   0.7757, 0.559032
3255,   0.7757, 0.550755
3256,   0.7757, 0.544744
3257,   0.7757, 0.548021
3258,   0.7757, 0.546381
3259,   0.7757,  0.54487
3260,   0.7757, 0.533747
3261,   0.7757, 0.539771
3262,   0.7757, 0.539103
3263,   0.7757, 0.546191
3264,   0.7757, 0.535799
3265,   0.7757, 0.530923
3266,   0.7757, 0.533786
3267,   0.7757, 0.538404
3268,   0.7757,   0.5453
3269,   0.7757,  0.54428
3270,   0.7757,  0.54858
3271,   0.7757, 0.549926
3272,   0.7757, 0.546706
3273,   0.7757, 0.535631
3274,   0.7757, 0.540505
3275,   0.7757, 0.531146
3276,   0.7757, 0.539822
3277,   0.7757, 0.543845
3278,   0.7757, 0.547002
3279,   0.7757, 0.544786
3280,   0.7757, 0.542715
3281,   0.7757, 0.544794
3282,   0.7757, 0.540217
3283,   0.7757, 0.538008
3284,   0.7757, 0.532511
3285,   0.7757, 0.540842
3286,   0.7757, 0.541993
3287,   0.7757, 0.539605
3288,   0.7757, 0.541012
3289,   0.7757,  0.53788
3290,   0.7757, 0.528586
3291,   0.7757, 0.534652
3292,   0.7757, 0.536529
3293,   0.7757, 0.536731
3294,   0.7757, 0.534284
3295,   0.7757, 0.539834
3296,   0.7757, 0.542074
3297,   0.7757, 0.542242
3298,   0.7757, 0.544799
3299,   0.7757, 0.546121
3300,   0.7757, 0.555699
3301,   0.7757, 0.554585
3302,   0.7757, 0.547988
3303,   0.7757, 0.545747
3304,   0.7757, 0.542949
3305,   0.7757, 0.540905
3306,   0.7757, 0.539919
3307,   0.7757, 0.540407
3308,   0.7757, 0.550728
3309,   0.7757, 0.551125
3310,   0.7757, 0.550475
3311,   0.7757, 0.546332
3312,   0.7757, 0.544727
3313,   0.7757, 0.550556
3314,   0.7757, 0.544218
3315,   0.7757, 0.544448
3316,   0.7757, 0.543209
3317,   0.7757, 0.541942
3318,   0.7757, 0.547922
3319,   0.7757, 0.545461
3320,   0.7757, 0.554188
3321,   0.7757, 0.545249
3322,   0.7757, 0.544215
3323,   0.7757, 0.541227
3324,   0.7757, 0.547524
3325,   0.7757, 0.552315
3326,   0.7757, 0.550337
3327,   0.7757, 0.548883
3328,   0.7757, 0.554159
3329,   0.7757, 0.546184
3330,   0.7757, 0.549895
3331,   0.7757, 0.541987
3332,   0.7757, 0.546809
3333,   0.7757, 0.551122
3334,   0.7757,  0.55124
3335,   0.7757, 0.549786
3336,   0.7757, 0.549074
3337,   0.7757, 0.553993
3338,   0.7757, 0.556529
3339,   0.7757, 0.562574
3340,   0.7757, 0.567558
3341,   0.7757, 0.562191
3342,   0.7757, 0.559046
3343,   0.7757, 0.547701
3344,   0.7757, 0.554029
3345,   0.7757, 0.549464
3346,   0.7757, 0.538788
3347,   0.7757, 0.550257
3348,   0.7757, 0.540715
3349,   0.7757, 0.543267
3350,   0.7757, 0.541031
3351,   0.7757, 0.543875
3352,   0.7757, 0.549832
3353,   0.7757, 0.541075
3354,   0.7757, 0.550358
3355,   0.7757, 0.541622
3356,   0.7757, 0.549182
3357,   0.7757, 0.548359
3358,   0.7757, 0.544327
3359,   0.7757, 0.540882
3360,   0.7757, 0.534673
3361,   0.7757, 0.544268
3362,   0.7757, 0.536719
3363,   0.7757, 0.538838
3364,   0.7757, 0.548768
3365,   0.7757,    0.556
3366,   0.7757, 0.553008
3367,   0.7757, 0.550706
3368,   0.7757, 0.551592
3369,   0.7757, 0.549212
3370,   0.7757,  0.55038
3371,   0.7757, 0.543539
3372,   0.7757, 0.538611
3373,   0.7757,  0.54105
3374,   0.7757, 0.542567
3375,   0.7757, 0.541585
3376,   0.7757, 0.543129
3377,   0.7757, 0.541372
3378,   0.7757, 0.549756
3379,   0.7757, 0.545793
3380,   0.7757,  0.54171
3381,   0.7757, 0.540797
3382,   0.7757,  0.53183
3383,   0.7757, 0.539292
3384,   0.7757, 0.539554
3385,   0.7757,  0.53802
3386,   0.7757, 0.543939
3387,   0.7757,  0.54463
3388,   0.7757, 0.541925
3389,   0.7757, 0.549461
3390,   0.7757, 0.538172
3391,   0.7757,   0.5359
3392,   0.7757, 0.546682
3393,   0.7757,  0.55321
3394,   0.7757, 0.546614
3395,   0.7757, 0.544608
3396,   0.7757, 0.549112
3397,   0.7757, 0.540971
3398,   0.7757, 0.548302
3399,   0.7757, 0.546429
3400,   0.7757, 0.545618
3401,   0.7757, 0.542093
3402,   0.7757, 0.546741
3403,   0.7757, 0.544373
3404,   0.7757, 0.540838
3405,   0.7757, 0.541222
3406,   0.7757, 0.546995
3407,   0.7757, 0.551927
3408,   0.7757, 0.551714
3409,   0.7757,  0.54549
3410,   0.7757, 0.539828
3411,   0.7757, 0.538726
3412,   0.7757, 0.537793
3413,   0.7757, 0.540293
3414,   0.7757, 0.537509
3415,   0.7757, 0.531371
3416,   0.7757, 0.537749
3417,   0.7757, 0.534377
3418,   0.7757, 0.535999
3419,   0.7757, 0.539339
3420,   0.7757, 0.546514
3421,   0.7757, 0.546269
3422,   0.7797, 0.545027
3423,   0.7797, 0.549948
3424,   0.7797, 0.548162
3425,   0.7797, 0.552662
3426,   0.7797, 0.553639
3427,   0.7797, 0.551746
3428,   0.7797, 0.549022
3429,   0.7797, 0.554389
3430,   0.7797, 0.550418
3431,   0.7797, 0.543194
3432,   0.7797, 0.546056
3433,   0.7797, 0.545077
3434,   0.7797, 0.543443
3435,   0.7797, 0.547722
3436,   0.7797, 0.544551
3437,   0.7797,  0.54371
3438,   0.7797, 0.548397
3439,   0.7797, 0.549449
3440,   0.7797, 0.542901
3441,   0.7797, 0.548042
3442,   0.7797, 0.551345
3443,   0.7797, 0.542565
3444,   0.7797, 0.541769
3445,   0.7797, 0.546222
3446,   0.7797, 0.547964
3447,   0.7797, 0.544189
3448,   0.7797, 0.549118
3449,   0.7797,  0.55134
3450,   0.7797, 0.553108
3451,   0.7797, 0.549625
3452,   0.7797, 0.551044
3453,   0.7797, 0.545792
3454,   0.7797, 0.547692
3455,   0.7797, 0.552207
3456,   0.7797, 0.542109
3457,   0.7797,  0.55343
3458,   0.7797,  0.54179
3459,   0.7797, 0.542896
3460,   0.7797, 0.543013
3461,   0.7797, 0.554909
3462,   0.7797,  0.55271
3463,   0.7797, 0.556247
3464,   0.7797, 0.560709
3465,   0.7797, 0.554767
3466,   0.7797, 0.551591
3467,   0.7797, 0.552392
3468,   0.7797, 0.552914
3469,   0.7797, 0.546148
3470,   0.7797, 0.545842
3471,   0.7797, 0.540688
3472,   0.7797, 0.542489
3473,   0.7797, 0.541536
3474,   0.7797,   0.5535
3475,   0.7797, 0.553991
3476,   0.7797, 0.548782
3477,   0.7797, 0.552123
3478,   0.7797, 0.546837
3479,   0.7797, 0.547473
3480,   0.7797, 0.540415
3481,   0.7797, 0.538178
3482,   0.7797, 0.544666
3483,   0.7797, 0.530492
3484,   0.7797, 0.534763
3485,   0.7797, 0.541477
3486,   0.7797, 0.539089
3487,   0.7797, 0.534883
3488,   0.7797, 0.541366
3489,   0.7797, 0.538899
3490,   0.7797, 0.547042
3491,   0.7797, 0.543435
3492,   0.7797, 0.548737
3493,   0.7797, 0.537565
3494,   0.7797, 0.539497
3495,   0.7797, 0.544733
3496,   0.7797, 0.545623
3497,   0.7797, 0.538333
3498,   0.7797, 0.541756
3499,   0.7797, 0.550579
3500,   0.7797, 0.551828
3501,   0.7797, 0.552969
3502,   0.7797, 0.546286
3503,   0.7797, 0.548108
3504,   0.7797, 0.539835
3505,   0.7797, 0.529007
3506,   0.7797, 0.541645
3507,   0.7797, 0.540465
3508,   0.7797, 0.557739
3509,   0.7797, 0.560037
3510,   0.7797,  0.56162
3511,   0.7797, 0.555483
3512,   0.7797, 0.551559
3513,   0.7797, 0.547044
3514,   0.7797, 0.547662
3515,   0.7797, 0.554235
3516,   0.7797,  0.54962
3517,   0.7797, 0.551163
3518,   0.7797, 0.541402
3519,   0.7797, 0.536381
3520,   0.7797, 0.537461
3521,   0.7797, 0.537364
3522,   0.7821, 0.551076
3523,   0.7821, 0.538247
3524,   0.7821,   0.5403
3525,   0.7821,  0.53398
3526,   0.7821, 0.537901
3527,   0.7821, 0.540581
3528,   0.7821, 0.542713
3529,   0.7821, 0.545511
3530,   0.7821, 0.554103
3531,   0.7821, 0.554042
3532,   0.7821, 0.549292
3533,   0.7821, 0.541178
3534,   0.7821,  0.54946
3535,   0.7821, 0.549313
3536,   0.7821, 0.545785
3537,   0.7821, 0.555122
3538,   0.7821, 0.549281
3539,   0.7821, 0.546883
3540,   0.7821, 0.543591
3541,   0.7821, 0.547197
3542,   0.7821, 0.544486
3543,   0.7821, 0.551083
3544,   0.7821, 0.543364
3545,   0.7821, 0.541058
3546,   0.7821, 0.546233
3547,   0.7821, 0.548618
3548,   0.7821, 0.545378
3549,   0.7821, 0.556717
3550,   0.7821, 0.544802
3551,   0.7821, 0.546592
3552,   0.7821, 0.548096
3553,   0.7821, 0.557967
3554,   0.7821, 0.554106
3555,   0.7821, 0.557457
3556,   0.7821, 0.555498
3557,   0.7821, 0.558356
3558,   0.7821,  0.55254
3559,   0.7821, 0.551073
3560,   0.7821, 0.551704
3561,   0.7821, 0.546216
3562,   0.7821, 0.551708
3563,   0.7821, 0.551121
3564,   0.7821, 0.543095
3565,   0.7821, 0.541467
3566,   0.7821, 0.544778
3567,   0.7821, 0.546909
3568,   0.7821, 0.543207
3569,   0.7821, 0.538049
3570,   0.7821, 0.539662
3571,   0.7821, 0.538448
3572,   0.7821, 0.537759
3573,   0.7821, 0.536673
3574,   0.7821,  0.53627
3575,   0.7821, 0.539446
3576,   0.7821, 0.541153
3577,   0.7821,  0.53984
3578,   0.7821, 0.544005
3579,   0.7821, 0.548406
3580,   0.7821, 0.552824
3581,   0.7821, 0.545431
3582,   0.7821, 0.538602
3583,   0.7834, 0.539287
3584,   0.7834,  0.53668
3585,   0.7834, 0.544565
3586,   0.7834, 0.546413
3587,   0.7834, 0.547538
3588,   0.7834, 0.546796
3589,   0.7834, 0.540578
3590,   0.7834, 0.537883
3591,   0.7834, 0.543304
3592,   0.7834, 0.533789
3593,   0.7834,  0.54387
3594,   0.7834, 0.546142
3595,   0.7834, 0.549556
3596,   0.7834, 0.539783
3597,   0.7834, 0.547005
3598,   0.7834, 0.542502
3599,   0.7834, 0.547044
3600,   0.7834, 0.556069
3601,   0.7834, 0.541555
3602,   0.7834, 0.538459
3603,   0.7834,  0.54288
3604,   0.7834, 0.541276
3605,   0.7834, 0.548473
3606,   0.7834,  0.55035
3607,   0.7834, 0.549567
3608,   0.7834, 0.553735
3609,   0.7834, 0.548647
3610,   0.7834, 0.552403
3611,   0.7834, 0.556735
3612,   0.7834, 0.552604
3613,   0.7834, 0.555683
3614,   0.7834, 0.551036
3615,   0.7834, 0.557773
3616,   0.7834, 0.553539
3617,   0.7834, 0.557539
3618,   0.7834, 0.551995
3619,   0.7834, 0.552346
3620,   0.7834, 0.549679
3621,   0.7834, 0.558479
3622,   0.7834, 0.554148
3623,   0.7834, 0.554776
3624,   0.7834, 0.543706
3625,   0.7834, 0.532366
3626,   0.7834,  0.52712
3627,   0.7834, 0.529592
3628,   0.7834, 0.532222
3629,   0.7834, 0.536797
3630,   0.7834, 0.534754
3631,   0.7834, 0.533191
3632,   0.7834, 0.527344
3633,   0.7834, 0.524028
3634,   0.7834,  0.53032
3635,   0.7834, 0.530794
3636,   0.7834, 0.531371
3637,   0.7834, 0.540502
3638,   0.7834, 0.541023
3639,   0.7834, 0.543676
3640,   0.7834, 0.548301
3641,   0.7834, 0.550131
3642,   0.7834, 0.547405
3643,   0.7834, 0.546797
3644,   0.7834,  0.53665
3645,   0.7834, 0.536223
3646,   0.7834, 0.538496
3647,   0.7834, 0.534806
3648,   0.7834, 0.534466
3649,   0.7834, 0.538418
3650,   0.7834, 0.547163
3651,   0.7834, 0.546993
3652,   0.7834, 0.542623
3653,   0.7834, 0.547078
3654,   0.7834, 0.545565
3655,   0.7834, 0.547146
3656,   0.7834, 0.549826
3657,   0.7834, 0.536087
3658,   0.7834,  0.53775
3659,   0.7834, 0.542272
3660,   0.7841, 0.536681
3661,   0.7841, 0.532276
3662,   0.7841, 0.534926
3663,   0.7841, 0.540571
3664,   0.7841, 0.543053
3665,   0.7841, 0.540033
3666,   0.7841, 0.547906
3667,   0.7841, 0.550919
3668,   0.7841, 0.542311
3669,   0.7841, 0.535751
3670,   0.7841, 0.541663
3671,   0.7841, 0.543752
3672,   0.7841, 0.542718
3673,   0.7841, 0.556157
3674,   0.7841, 0.550945
3675,   0.7841, 0.552121
3676,   0.7841, 0.553799
3677,   0.7841, 0.558616
3678,   0.7841, 0.549635
3679,   0.7841, 0.545236
3680,   0.7841, 0.540611
3681,   0.7841, 0.534797
3682,   0.7841, 0.538722
3683,   0.7841, 0.537134
3684,   0.7841, 0.537547
3685,   0.7841, 0.536192
3686,   0.7841, 0.533412
3687,   0.7841, 0.546433
3688,   0.7841, 0.542296
3689,   0.7841,  0.54605
3690,   0.7841, 0.551586
3691,   0.7841, 0.553756
3692,   0.7841, 0.551914
3693,   0.7841, 0.561143
3694,   0.7841,  0.54935
3695,   0.7841, 0.551787
3696,   0.7841, 0.552762
3697,   0.7841, 0.547522
3698,   0.7841, 0.547979
3699,   0.7841, 0.556387
3700,   0.7841, 0.558398
3701,   0.7841, 0.558354
3702,   0.7841, 0.554794
3703,   0.7841, 0.562057
3704,   0.7841, 0.550314
3705,   0.7841, 0.551614
3706,   0.7841, 0.552514
3707,   0.7841, 0.553539
3708,   0.7841, 0.562029
3709,   0.7841, 0.561715
3710,   0.7841, 0.551969
3711,   0.7841, 0.554384
3712,   0.7841, 0.560798
3713,   0.7841, 0.561447
3714,   0.7841, 0.562284
3715,   0.7841, 0.558581
3716,   0.7841, 0.555207
3717,   0.7841, 0.554449
3718,   0.7841, 0.555426
3719,   0.7841, 0.557125
3720,   0.7841, 0.551997
3721,   0.7841, 0.553043
3722,   0.7841, 0.557488
3723,   0.7841, 0.551982
3724,   0.7841, 0.548778
3725,   0.7841, 0.552427
3726,   0.7841, 0.560603
3727,   0.7841,  0.56157
3728,   0.7841, 0.552447
3729,   0.7841, 0.551889
3730,   0.7841,  0.55268
