gen, roulette_float_twopoint_best, roulette_float_twopoint_ave
2806,    0.756, 0.527906
2807,    0.756, 0.526537
2808,    0.756, 0.530595
2809,    0.756, 0.527824
2810,    0.756, 0.520786
2811,    0.756, 0.520663
2812,    0.756,  0.52307
2813,    0.756,  0.52901
2814,    0.756, 0.525263
2815,    0.756, 0.525695
2816,    0.756, 0.521433
2817,    0.756, 0.522811
2818,    0.756, 0.533696
2819,    0.756,  0.54159
2820,    0.756, 0.538533
2821,    0.756, 0.541376
2822,    0.756, 0.539522
2823,    0.756, 0.543756
2824,    0.756, 0.538555
2825,    0.756, 0.536214
2826,    0.756, 0.535494
2827,    0.756, 0.536958
2828,    0.756, 0.531451
2829,    0.756, 0.531885
2830,    0.756, 0.534975
2831,    0.756, 0.529886
2832,    0.756, 0.523838
2833,    0.756, 0.529337
2834,    0.756,  0.53288
2835,    0.756, 0.543529
2836,    0.756,  0.54133
2837,    0.756, 0.544162
2838,    0.756, 0.547307
2839,    0.756, 0.541376
2840,    0.756,  0.54215
2841,    0.756, 0.543393
2842,    0.756, 0.543157
2843,    0.756, 0.530419
2844,    0.756, 0.530154
2845,    0.756, 0.529132
2846,    0.756, 0.525382
2847,    0.756, 0.527128
2848,    0.756, 0.530147
2849,    0.756, 0.527601
2850,    0.756, 0.536686
2851,    0.756, 0.530123
2852,    0.756, 0.526955
2853,    0.756, 0.531322
2854,    0.756, 0.534666
2855,    0.756, 0.533803
2856,    0.756, 0.534674
2857,    0.756, 0.528338
2858,    0.756, 0.522887
2859,    0.756, 0.520302
2860,    0.756, 0.520233
2861,    0.756, 0.513448
2862,    0.756, 0.517208
2863,    0.756, 0.519249
2864,    0.756,  0.53514
2865,    0.756, 0.536351
2866,    0.756, 0.539425
2867,    0.756, 0.535109
2868,    0.756,  0.53463
2869,    0.756,   0.5285
2870,    0.756, 0.532145
2871,    0.756, 0.529628
2872,    0.756,   0.5322
2873,    0.756, 0.530961
2874,    0.756, 0.530958
2875,    0.756, 0.531511
2876,    0.756, 0.539016
2877,    0.756, 0.529041
2878,    0.756, 0.513758
2879,    0.756, 0.518061
2880,    0.756, 0.531201
2881,    0.756, 0.529636
2882,    0.756, 0.533749
2883,    0.756, 0.531781
2884,    0.756, 0.530572
2885,    0.756, 0.530564
2886,    0.756,  0.53011
2887,    0.756, 0.533503
2888,    0.756, 0.529905
2889,    0.756, 0.529757
2890,    0.756, 0.537742
2891,    0.756, 0.527731
2892,    0.756, 0.526125
2893,    0.756, 0.525905
2894,    0.756, 0.524699
2895,    0.756, 0.529426
2896,    0.756, 0.535657
2897,    0.756, 0.527082
2898,    0.756, 0.529718
2899,    0.756, 0.532867
2900,    0.756, 0.532235
2901,    0.756, 0.530743
2902,    0.756, 0.533601
2903,    0.756, 0.537587
2904,    0.756, 0.540765
2905,    0.756, 0.547378
2906,    0.756, 0.535556
2907,    0.756, 0.531092
2908,    0.756, 0.529854
2909,    0.756, 0.530604
2910,    0.756, 0.529673
2911,    0.756, 0.532254
2912,    0.756, 0.533517
2913,    0.756, 0.530517
2914,    0.756, 0.529819
2915,    0.756, 0.534954
2916,    0.756, 0.527715
2917,    0.756,  0.52644
2918,    0.756, 0.521845
2919,    0.756, 0.524575
2920,    0.756, 0.529989
2921,    0.756, 0.525669
2922,    0.756, 0.534509
2923,    0.756, 0.533307
2924,    0.756, 0.523182
2925,    0.756, 0.524326
2926,    0.756, 0.533542
2927,    0.756,  0.53376
2928,    0.756,  0.53078
2929,    0.756, 0.535873
2930,    0.756, 0.524064
2931,   0.7571, 0.529785
2932,   0.7571, 0.529713
2933,   0.7571, 0.527526
2934,   0.7571, 0.529594
2935,   0.7571, 0.530277
2936,   0.7571, 0.529306
2937,   0.7571, 0.527472
2938,   0.7571, 0.526355
2939,   0.7571, 0.526573
2940,   0.7579, 0.532806
2941,   0.7579, 0.537399
2942,   0.7579, 0.534939
2943,   0.7579, 0.529458
2944,   0.7579, 0.525588
2945,   0.7579, 0.516954
2946,   0.7579, 0.519037
2947,   0.7579, 0.520984
2948,   0.7579, 0.528576
2949,   0.7579,  0.52732
2950,   0.7579, 0.538906
2951,   0.7579, 0.536143
2952,   0.7579, 0.535806
2953,   0.7579, 0.530686
2954,   0.7579, 0.527472
2955,   0.7579, 0.529656
2956,   0.7579, 0.527676
2957,   0.7579, 0.537525
2958,   0.7579, 0.531583
2959,   0.7579, 0.529908
2960,   0.7579,  0.52593
2961,   0.7579, 0.523885
2962,   0.7579,  0.52641
2963,   0.7579, 0.531669
2964,   0.7579, 0.522717
2965,   0.7579, 0.525775
2966,   0.7579, 0.525157
2967,   0.7579,   0.5286
2968,   0.7579, 0.533201
2969,   0.7579, 0.536022
2970,   0.7579, 0.524036
2971,   0.7579, 0.528868
2972,   0.7579, 0.529008
2973,   0.7579, 0.523682
2974,   0.7579, 0.517195
2975,   0.7579, 0.527658
2976,   0.7579, 0.527806
2977,   0.7579, 0.526119
2978,   0.7579, 0.533417
2979,   0.7579, 0.536707
2980,   0.7579, 0.533704
2981,   0.7579, 0.527222
2982,   0.7579, 0.523148
2983,   0.7579, 0.530923
2984,   0.7579,  0.53804
2985,   0.7579, 0.533927
2986,   0.7579, 0.537896
2987,   0.7579, 0.540104
2988,   0.7579, 0.535367
2989,   0.7579, 0.535556
2990,   0.7579, 0.539645
2991,   0.7579, 0.524857
2992,   0.7579, 0.523442
2993,   0.7579, 0.520106
2994,   0.7579, 0.506773
2995,   0.7579, 0.510435
2996,   0.7579, 0.518368
2997,   0.7579, 0.522668
2998,   0.7579, 0.515954
2999,   0.7579, 0.520033
3000,   0.7579, 0.530869
3001,   0.7579, 0.538381
3002,   0.7579,  0.53406
3003,   0.7579, 0.528551
3004,   0.7579, 0.531858
3005,   0.7579, 0.537674
3006,   0.7579, 0.535337
3007,   0.7579, 0.533854
3008,   0.7579, 0.530606
3009,   0.7579, 0.530877
3010,   0.7579, 0.530239
3011,   0.7579, 0.531345
3012,   0.7579,  0.52643
3013,   0.7579, 0.524781
3014,   0.7579, 0.529823
3015,   0.7579, 0.535664
3016,   0.7579, 0.525435
3017,   0.7579,  0.52466
3018,   0.7579, 0.519888
3019,   0.7579, 0.518811
3020,   0.7579, 0.529022
3021,   0.7579, 0.534318
3022,   0.7579, 0.525123
3023,   0.7579, 0.527003
3024,   0.7579, 0.521503
3025,   0.7579, 0.523677
3026,   0.7579, 0.525581
3027,   0.7579, 0.523063
3028,   0.7579, 0.520376
3029,   0.7579, 0.519017
3030,   0.7579, 0.527807
3031,   0.7579, 0.519126
3032,   0.7579, 0.528057
3033,   0.7579, 0.521515
3034,   0.7579,  0.52521
3035,   0.7579, 0.524238
3036,   0.7579, 0.518943
3037,   0.7579, 0.517353
3038,   0.7579, 0.512515
3039,   0.7579, 0.510875
3040,   0.7579, 0.520199
3041,   0.7579, 0.519162
3042,   0.7579, 0.527287
3043,   0.7579, 0.536055
3044,   0.7579, 0.533064
3045,   0.7579, 0.526968
3046,   0.7579, 0.534858
3047,   0.7579, 0.531172
3048,   0.7579, 0.527708
3049,   0.7579, 0.532467
3050,   0.7579, 0.533728
3051,   0.7579, 0.540304
3052,   0.7579, 0.532334
3053,   0.7579, 0.531705
3054,   0.7579, 0.522501
3055,   0.7579, 0.516356
3056,   0.7579, 0.521859
3057,   0.7579, 0.529346
3058,   0.7579, 0.529586
3059,   0.7579, 0.526458
3060,   0.7579, 0.523659
3061,   0.7579, 0.527284
3062,   0.7579, 0.517179
3063,   0.7579,  0.51189
3064,   0.7579, 0.528637
3065,   0.7579, 0.524829
3066,   0.7579,  0.51959
3067,   0.7579, 0.515491
3068,   0.7579, 0.525208
3069,   0.7579, 0.536478
3070,   0.7579, 0.540679
3071,   0.7579, 0.535249
3072,   0.7579, 0.533208
3073,   0.7579, 0.526876
3074,   0.7579, 0.524098
3075,   0.7579, 0.525852
3076,   0.7579, 0.527617
3077,   0.7579, 0.540694
3078,   0.7579, 0.540832
3079,   0.7579, 0.547913
3080,   0.7579, 0.538761
3081,   0.7579,  0.53543
3082,   0.7579, 0.533535
3083,   0.7579, 0.531754
3084,   0.7579, 0.527472
3085,   0.7579, 0.525488
3086,   0.7579, 0.530423
3087,   0.7579, 0.532869
3088,   0.7579, 0.532408
3089,   0.7579,  0.52473
3090,   0.7579, 0.526639
3091,   0.7579, 0.525334
3092,   0.7579, 0.525404
3093,   0.7579, 0.532656
3094,   0.7579, 0.529552
3095,   0.7579, 0.523041
3096,   0.7579, 0.524085
3097,   0.7579,  0.52815
3098,   0.7579, 0.527711
3099,   0.7579, 0.526743
3100,   0.7579, 0.526579
3101,   0.7579, 0.526827
3102,   0.7579, 0.521586
3103,   0.7579, 0.526764
3104,   0.7579, 0.529768
3105,   0.7579, 0.528913
3106,   0.7579, 0.532641
3107,   0.7579, 0.535236
3108,   0.7579, 0.534208
3109,   0.7579, 0.533473
3110,   0.7579, 0.532755
3111,   0.7579, 0.530251
3112,   0.7579,   0.5345
3113,   0.7579,  0.53775
3114,   0.7579, 0.533002
3115,   0.7579, 0.522769
3116,   0.7579, 0.513534
3117,   0.7579, 0.519563
3118,   0.7579, 0.525123
3119,   0.7579, 0.530136
3120,   0.7579, 0.519442
3121,   0.7579, 0.522128
3122,   0.7579,  0.52448
3123,   0.7579, 0.526604
3124,   0.7579, 0.528353
3125,   0.7579, 0.528049
3126,   0.7579, 0.536394
3127,   0.7579, 0.536627
3128,   0.7579, 0.528987
3129,   0.7579, 0.527678
3130,   0.7579, 0.528697
3131,   0.7579, 0.534401
3132,   0.7579, 0.537018
3133,   0.7579, 0.535531
3134,   0.7579, 0.526572
3135,   0.7579, 0.527422
3136,   0.7579, 0.525291
3137,   0.7579, 0.528549
3138,   0.7579, 0.519907
3139,   0.7579,  0.52138
3140,   0.7579,  0.52309
3141,   0.7579, 0.523413
3142,   0.7579, 0.523602
3143,   0.7579, 0.528693
3144,   0.7579, 0.524768
3145,   0.7579, 0.527031
3146,   0.7579, 0.529324
3147,   0.7579, 0.531042
3148,   0.7579, 0.532108
3149,   0.7579, 0.532965
3150,   0.7579, 0.526496
3151,   0.7579, 0.525007
3152,   0.7579, 0.534264
3153,   0.7579, 0.537573
3154,   0.7579, 0.545281
3155,   0.7579, 0.540498
3156,   0.7579, 0.538943
3157,   0.7579, 0.531387
3158,   0.7579, 0.531341
3159,   0.7579, 0.527044
3160,   0.7579, 0.526474
3161,   0.7579, 0.539768
3162,   0.7579, 0.535515
3163,   0.7579, 0.529266
3164,   0.7579, 0.523857
3165,   0.7579,  0.52915
3166,   0.7579, 0.526065
3167,   0.7579, 0.527422
3168,   0.7579, 0.530275
3169,   0.7579, 0.523363
3170,   0.7579,   0.5212
3171,   0.7579, 0.527736
3172,   0.7579, 0.538074
3173,   0.7579, 0.524376
3174,   0.7579, 0.513169
3175,   0.7579, 0.520772
3176,   0.7579, 0.524104
3177,   0.7579, 0.526101
3178,   0.7579, 0.530164
3179,   0.7579,  0.52347
3180,   0.7579,  0.52401
3181,   0.7579, 0.520769
3182,   0.7579, 0.521767
3183,   0.7579, 0.533569
3184,   0.7579, 0.527982
3185,   0.7579,  0.52626
3186,   0.7579,  0.51916
3187,   0.7579, 0.520237
3188,   0.7579, 0.517568
3189,   0.7579, 0.520851
3190,   0.7579, 0.523546
3191,   0.7579, 0.518311
3192,   0.7579, 0.519162
3193,   0.7579, 0.515355
3194,   0.7579,  0.51822
3195,   0.7579, 0.516688
3196,   0.7579, 0.520528
3197,   0.7579, 0.522141
3198,   0.7579, 0.521987
3199,   0.7579, 0.524612
3200,   0.7579,  0.52989
3201,   0.7579, 0.524537
3202,   0.7579, 0.522346
3203,   0.7579, 0.526072
3204,   0.7579, 0.520396
3205,   0.7579, 0.523346
3206,   0.7579, 0.523225
3207,   0.7579, 0.525804
3208,   0.7579, 0.533963
3209,   0.7579,  0.53776
3210,   0.7579, 0.534607
3211,   0.7579,  0.53366
3212,   0.7579, 0.533437
3213,   0.7579, 0.526637
3214,   0.7579, 0.525549
3215,   0.7579, 0.524158
3216,   0.7579, 0.518569
3217,   0.7579, 0.519453
3218,   0.7579, 0.520811
3219,   0.7579, 0.523651
3220,   0.7579, 0.522517
3221,   0.7579, 0.522061
3222,   0.7579, 0.525361
3223,   0.7579, 0.524212
3224,   0.7579, 0.526628
3225,   0.7579, 0.536365
3226,   0.7579, 0.534286
3227,   0.7579, 0.524492
3228,   0.7579, 0.523161
3229,   0.7579, 0.522008
3230,   0.7579, 0.530636
3231,   0.7579, 0.527158
3232,   0.7579, 0.532151
3233,   0.7579, 0.522511
3234,   0.7579, 0.518699
3235,   0.7579, 0.519299
3236,   0.7579, 0.513165
3237,   0.7579, 0.512636
3238,   0.7579, 0.516274
3239,   0.7579, 0.522149
3240,   0.7579, 0.526252
3241,   0.7579, 0.531654
3242,   0.7579, 0.517925
3243,   0.7579, 0.518388
3244,   0.7579, 0.521524
3245,   0.7579, 0.518224
3246,   0.7579, 0.526743
3247,   0.7579, 0.533401
3248,   0.7579,  0.53785
3249,   0.7579, 0.536609
3250,   0.7579, 0.541323
3251,   0.7579,  0.53113
3252,   0.7579, 0.530875
3253,   0.7579, 0.532157
3254,   0.7579,  0.52927
3255,   0.7579, 0.539522
3256,   0.7579, 0.529178
3257,   0.7579, 0.528479
3258,   0.7579, 0.529795
3259,   0.7579, 0.531732
3260,   0.7579, 0.539528
3261,   0.7579, 0.537909
3262,   0.7579, 0.535824
3263,   0.7579, 0.535237
3264,   0.7579, 0.544642
3265,   0.7579, 0.538253
3266,   0.7579, 0.542625
3267,   0.7579, 0.538267
3268,   0.7579, 0.538976
3269,   0.7579, 0.533619
3270,   0.7579, 0.526014
3271,   0.7579, 0.526979
3272,   0.7579, 0.523485
3273,   0.7579,  0.52901
3274,   0.7579, 0.524981
3275,   0.7579, 0.529406
3276,   0.7579, 0.540087
3277,   0.7579, 0.538498
3278,   0.7579, 0.537612
3279,   0.7579, 0.537605
3280,   0.7579, 0.533295
3281,   0.7579, 0.537928
3282,   0.7579, 0.531822
3283,   0.7579, 0.527052
3284,   0.7579, 0.524971
3285,   0.7579, 0.517562
3286,   0.7579, 0.522535
3287,   0.7579, 0.523046
3288,   0.7579, 0.516799
3289,   0.7579, 0.518072
3290,   0.7579, 0.524092
3291,   0.7579, 0.521774
3292,   0.7579, 0.518932
3293,   0.7579, 0.520212
3294,   0.7579, 0.525058
3295,   0.7579, 0.526052
3296,   0.7589, 0.533641
3297,   0.7589, 0.544472
3298,   0.7589, 0.535486
3299,   0.7589, 0.536563
3300,   0.7589, 0.539006
3301,   0.7589, 0.534955
3302,   0.7589, 0.526656
3303,   0.7589, 0.524122
3304,   0.7589, 0.527451
3305,   0.7589, 0.522949
3306,   0.7589, 0.526721
3307,   0.7589, 0.527428
3308,   0.7589,  0.52449
3309,   0.7589, 0.534885
3310,   0.7589, 0.535359
3311,   0.7589, 0.533014
3312,   0.7589,  0.52917
3313,   0.7589, 0.527022
3314,   0.7589, 0.528154
3315,   0.7589, 0.535445
3316,   0.7589, 0.535022
3317,   0.7589,  0.52573
3318,   0.7589, 0.533004
3319,   0.7589, 0.536512
3320,   0.7589, 0.531242
3321,   0.7589, 0.532119
3322,   0.7589, 0.533222
3323,   0.7589, 0.519898
3324,   0.7589, 0.521237
3325,   0.7589, 0.519662
3326,   0.7589, 0.523552
3327,   0.7589, 0.524762
3328,   0.7589, 0.528531
3329,   0.7589, 0.537079
3330,   0.7589, 0.534023
3331,   0.7589, 0.527241
3332,   0.7589, 0.529767
3333,   0.7589, 0.526703
3334,   0.7589, 0.520392
3335,   0.7589, 0.527017
3336,   0.7589, 0.515296
3337,   0.7589, 0.523053
3338,   0.7589, 0.518406
3339,   0.7589, 0.522053
3340,   0.7589, 0.532262
3341,   0.7589, 0.533725
3342,   0.7589, 0.531593
3343,   0.7589,  0.52508
3344,   0.7589, 0.517325
3345,   0.7589, 0.517813
3346,   0.7589, 0.514123
3347,   0.7589, 0.516088
3348,   0.7589, 0.512259
3349,   0.7589, 0.517231
3350,   0.7589, 0.513381
3351,   0.7589, 0.511115
3352,   0.7589, 0.514365
3353,   0.7589, 0.527462
3354,   0.7589, 0.525198
3355,   0.7589, 0.530246
3356,   0.7589, 0.540757
3357,   0.7589, 0.542254
3358,   0.7589, 0.542189
3359,   0.7589, 0.535263
3360,   0.7589,  0.53412
3361,   0.7589, 0.533249
3362,   0.7589, 0.530164
3363,   0.7589, 0.528419
3364,   0.7589, 0.527971
3365,   0.7589, 0.514006
3366,   0.7589, 0.509098
3367,   0.7589, 0.512972
3368,   0.7589, 0.527519
3369,   0.7589,  0.53331
3370,   0.7589, 0.538204
3371,   0.7589, 0.543707
3372,   0.7589, 0.541273
3373,   0.7589, 0.540195
3374,   0.7589,  0.53908
3375,   0.7589, 0.529329
3376,   0.7589, 0.524656
3377,   0.7589, 0.527201
3378,   0.7589, 0.534003
3379,   0.7589, 0.536816
3380,   0.7589, 0.527315
3381,   0.7589, 0.523755
3382,   0.7589, 0.525996
3383,   0.7589, 0.529331
3384,   0.7589, 0.535812
3385,   0.7589, 0.533674
3386,   0.7589, 0.530987
3387,   0.7589,   0.5424
3388,   0.7589, 0.543758
3389,   0.7589, 0.527582
3390,   0.7589, 0.523594
3391,   0.7589, 0.518429
3392,   0.7589,  0.52068
3393,   0.7589, 0.525785
3394,   0.7589, 0.527223
3395,   0.7589, 0.532666
3396,   0.7589, 0.530655
3397,   0.7589, 0.520415
3398,   0.7589,  0.52827
3399,   0.7589, 0.537229
3400,   0.7589, 0.539345
3401,   0.7589, 0.538988
3402,   0.7589, 0.538027
3403,   0.7589,  0.53474
3404,   0.7589, 0.533613
3405,   0.7589, 0.529085
3406,   0.7589, 0.526924
3407,   0.7589, 0.529952
3408,   0.7589, 0.518336
3409,   0.7589, 0.518828
3410,   0.7589, 0.516836
3411,   0.7589, 0.516692
3412,   0.7589,  0.51485
3413,   0.7589, 0.517736
3414,   0.7589, 0.517875
3415,   0.7589, 0.519554
3416,   0.7589, 0.522001
3417,   0.7589, 0.516922
3418,   0.7589, 0.506975
3419,   0.7589, 0.512505
3420,   0.7589, 0.516185
3421,   0.7589, 0.522625
3422,   0.7589, 0.521517
3423,   0.7589, 0.523265
3424,   0.7589, 0.527016
3425,   0.7589, 0.527362
3426,   0.7589, 0.518422
3427,   0.7589, 0.520206
3428,   0.7589, 0.518569
3429,   0.7589, 0.542154
3430,   0.7589, 0.532882
3431,   0.7589, 0.530595
3432,   0.7589,  0.53285
3433,   0.7589, 0.519932
3434,   0.7589, 0.523207
3435,   0.7589, 0.526491
3436,   0.7589, 0.535119
3437,   0.7589, 0.543881
3438,   0.7589, 0.540655
3439,   0.7589, 0.538056
3440,   0.7589, 0.533941
3441,   0.7589, 0.522056
3442,   0.7589, 0.517025
3443,   0.7589, 0.517074
3444,   0.7589, 0.524792
3445,   0.7589, 0.525424
3446,   0.7589, 0.533379
3447,   0.7589, 0.532277
3448,   0.7589, 0.531429
3449,   0.7589, 0.529243
3450,   0.7589, 0.526952
3451,   0.7589, 0.525031
3452,   0.7589, 0.526273
3453,   0.7589, 0.532819
3454,   0.7589, 0.526886
3455,   0.7589, 0.518417
3456,   0.7589,   0.5155
3457,   0.7589,  0.51198
3458,   0.7589, 0.518519
3459,   0.7589, 0.515342
3460,   0.7589, 0.513287
3461,   0.7589, 0.513403
3462,   0.7589, 0.521228
3463,   0.7589, 0.520788
3464,   0.7589, 0.519863
3465,   0.7589, 0.522272
3466,   0.7589, 0.519957
3467,   0.7589, 0.512519
3468,   0.7589, 0.508488
3469,   0.7589, 0.503305
3470,   0.7589, 0.511981
3471,   0.7589, 0.514157
3472,   0.7589, 0.507671
3473,   0.7589, 0.518809
3474,   0.7589, 0.515297
3475,   0.7589, 0.513756
3476,   0.7589, 0.523407
3477,   0.7589, 0.519247
3478,   0.7589, 0.521657
3479,   0.7589,  0.52185
3480,   0.7589, 0.524596
3481,   0.7589, 0.529059
3482,   0.7589, 0.535333
3483,   0.7589,   0.5321
3484,   0.7589, 0.530387
3485,   0.7589, 0.526051
3486,   0.7589, 0.528808
3487,   0.7589, 0.525066
3488,   0.7589, 0.529458
3489,   0.7589, 0.526669
3490,   0.7589, 0.526481
3491,   0.7589,  0.52939
3492,   0.7589, 0.530427
3493,   0.7589, 0.530078
3494,   0.7589, 0.530573
3495,   0.7589, 0.529399
3496,   0.7589, 0.528521
3497,   0.7589,  0.52771
3498,   0.7589, 0.518229
3499,   0.7589,  0.52131
3500,   0.7589, 0.526598
3501,   0.7589, 0.527857
3502,   0.7589, 0.519401
3503,   0.7589, 0.524072
3504,   0.7589, 0.529316
3505,   0.7589, 0.533117
3506,   0.7589,  0.53225
3507,   0.7589, 0.531325
3508,   0.7589, 0.540169
3509,   0.7589, 0.528892
3510,   0.7589, 0.527557
3511,   0.7589, 0.529399
3512,   0.7589, 0.532071
3513,   0.7589, 0.527644
3514,   0.7589, 0.524641
3515,   0.7589, 0.519638
3516,   0.7589, 0.521544
3517,   0.7589, 0.523591
3518,   0.7589, 0.529575
3519,   0.7589, 0.518592
3520,   0.7589, 0.516689
3521,   0.7589, 0.530525
3522,   0.7589, 0.521455
3523,   0.7589, 0.525304
3524,   0.7589, 0.528359
3525,   0.7589, 0.522914
3526,   0.7589, 0.513389
3527,   0.7589, 0.512962
3528,   0.7603, 0.512401
3529,   0.7603, 0.510626
3530,   0.7603, 0.515193
3531,   0.7603, 0.518586
3532,   0.7603, 0.521617
3533,   0.7603, 0.527709
3534,   0.7603, 0.528089
3535,   0.7603, 0.539317
3536,   0.7603, 0.543705
3537,   0.7603, 0.537108
3538,   0.7603, 0.535932
3539,   0.7603,  0.53706
3540,   0.7603, 0.532412
3541,   0.7603, 0.528476
3542,   0.7603, 0.529908
3543,   0.7603,  0.51761
3544,   0.7603, 0.524762
3545,   0.7603, 0.523172
3546,   0.7603, 0.524946
3547,   0.7603, 0.524903
3548,   0.7603, 0.527107
3549,   0.7603, 0.530571
3550,   0.7603, 0.534386
3551,   0.7603, 0.538199
3552,   0.7603,  0.52792
3553,   0.7603, 0.529453
3554,   0.7603, 0.526229
3555,   0.7603, 0.532412
3556,   0.7603, 0.536623
3557,   0.7603, 0.533844
3558,   0.7603, 0.536209
3559,   0.7603, 0.527866
3560,   0.7603, 0.528337
3561,   0.7603, 0.536055
3562,   0.7603, 0.527384
3563,   0.7603, 0.529426
3564,   0.7603, 0.530879
3565,   0.7603, 0.529872
3566,   0.7603, 0.535954
3567,   0.7603, 0.537788
3568,   0.7603, 0.537846
3569,   0.7603, 0.536334
3570,   0.7603, 0.531715
3571,   0.7603, 0.524122
3572,   0.7603, 0.517908
3573,   0.7603, 0.523645
3574,   0.7603, 0.530353
3575,   0.7603, 0.531038
3576,   0.7603, 0.532525
3577,   0.7603, 0.534252
3578,   0.7603,  0.53729
3579,   0.7603, 0.530171
3580,   0.7603, 0.531811
3581,   0.7603, 0.530061
3582,   0.7603, 0.523393
3583,   0.7603, 0.524053
3584,   0.7603, 0.526989
3585,   0.7603, 0.519865
3586,   0.7603, 0.511533
3587,   0.7603, 0.513508
3588,   0.7603, 0.515823
3589,   0.7603, 0.518258
3590,   0.7603, 0.528497
3591,   0.7603, 0.530277
3592,   0.7603, 0.541534
3593,   0.7603, 0.539698
3594,   0.7603, 0.540438
3595,   0.7603, 0.537625
3596,   0.7603, 0.536547
3597,   0.7603, 0.534302
3598,   0.7603, 0.537495
3599,   0.7603,  0.53178
3600,   0.7603, 0.534856
3601,   0.7603, 0.535659
3602,   0.7603, 0.536741
3603,   0.7603, 0.542092
3604,   0.7603, 0.529252
3605,   0.7603, 0.531359
3606,   0.7603, 0.530667
3607,   0.7603, 0.527818
3608,   0.7603, 0.528486
3609,   0.7603, 0.526899
3610,   0.7603, 0.537978
3611,   0.7603, 0.538475
3612,   0.7603, 0.532337
3613,   0.7603, 0.530757
3614,   0.7603, 0.524078
3615,   0.7603, 0.529666
3616,   0.7603, 0.527972
3617,   0.7603, 0.526756
3618,   0.7603, 0.521849
3619,   0.7603, 0.519343
3620,   0.7603, 0.524054
3621,   0.7603, 0.519313
3622,   0.7603,  0.52237
3623,   0.7603, 0.517457
3624,   0.7603, 0.508922
3625,   0.7603,  0.51612
3626,   0.7603, 0.525357
3627,   0.7603, 0.529458
3628,   0.7603, 0.520468
3629,   0.7603, 0.528867
3630,   0.7603, 0.532506
3631,   0.7603, 0.530684
3632,   0.7603, 0.534473
3633,   0.7603, 0.534834
3634,   0.7603, 0.529136
3635,   0.7603, 0.538952
3636,   0.7603, 0.533077
3637,   0.7603, 0.523483
3638,   0.7603, 0.521808
3639,   0.7603, 0.521157
3640,   0.7603, 0.525607
3641,   0.7603, 0.531682
3642,   0.7603, 0.527173
3643,   0.7603, 0.536714
3644,   0.7603, 0.537965
3645,   0.7603, 0.534767
3646,   0.7603, 0.537428
3647,   0.7603,   0.5314
3648,   0.7603, 0.528958
3649,   0.7603, 0.541607
3650,   0.7603, 0.540125
3651,   0.7603, 0.539522
3652,   0.7603, 0.540103
3653,   0.7603, 0.535834
3654,   0.7603, 0.529407
3655,   0.7603, 0.522928
3656,   0.7603, 0.515915
3657,   0.7603, 0.519225
3658,   0.7603, 0.525379
3659,   0.7603,  0.53074
3660,   0.7603, 0.529184
3661,   0.7603, 0.536472
3662,   0.7603, 0.534584
3663,   0.7603, 0.540776
3664,   0.7603, 0.541842
3665,   0.7603,  0.54002
3666,   0.7603, 0.535405
3667,   0.7603, 0.533383
3668,   0.7603, 0.537615
3669,   0.7603,   0.5413
3670,   0.7603, 0.532342
3671,   0.7603,  0.53305
3672,   0.7603, 0.528032
3673,   0.7603, 0.530205
3674,   0.7603, 0.531505
3675,   0.7603, 0.536839
3676,   0.7603,  0.54441
3677,   0.7603, 0.535173
3678,   0.7603, 0.540672
3679,   0.7603, 0.544578
3680,   0.7603, 0.540883
3681,   0.7608, 0.540096
3682,   0.7608, 0.539907
3683,   0.7608, 0.538374
3684,   0.7613, 0.535407
3685,   0.7613, 0.528245
3686,   0.7613, 0.532669
3687,   0.7613, 0.534609
3688,   0.7613, 0.527605
3689,   0.7613, 0.528138
3690,   0.7613,  0.53851
3691,   0.7613, 0.534272
3692,   0.7613, 0.535464
3693,   0.7613, 0.541259
3694,   0.7613, 0.538868
3695,   0.7613, 0.537428
3696,   0.7613, 0.545422
3697,   0.7613, 0.547592
3698,   0.7613, 0.537205
3699,   0.7613, 0.536345
3700,   0.7613, 0.532507
3701,   0.7613,  0.53868
3702,   0.7613, 0.522128
3703,   0.7613, 0.529025
3704,   0.7613, 0.531812
3705,   0.7613, 0.530333
3706,   0.7632, 0.528961
3707,   0.7632, 0.523143
3708,   0.7632,  0.52996
3709,   0.7632, 0.527391
3710,   0.7632, 0.533218
3711,   0.7632, 0.529138
3712,   0.7632, 0.531146
3713,   0.7632, 0.526365
3714,   0.7632, 0.527237
3715,   0.7632, 0.533974
3716,   0.7632, 0.535737
3717,   0.7632, 0.536357
3718,   0.7632,  0.53649
3719,   0.7632, 0.528756
3720,   0.7632, 0.529149
3721,   0.7632, 0.518816
3722,   0.7632, 0.518234
3723,   0.7632, 0.515305
3724,   0.7632, 0.522632
3725,   0.7632, 0.523336
3726,   0.7632, 0.522939
3727,   0.7632, 0.521625
3728,   0.7632, 0.517014
3729,   0.7632, 0.513839
3730,   0.7632, 0.509731
3731,   0.7632, 0.516786
3732,   0.7632, 0.514005
3733,   0.7632, 0.513163
3734,   0.7632, 0.506086
3735,   0.7632, 0.514922
3736,   0.7632, 0.528736
3737,   0.7632, 0.537404
3738,   0.7632, 0.533623
3739,   0.7632, 0.532439
3740,   0.7632, 0.526111
3741,   0.7632, 0.527788
3742,   0.7632, 0.526951
3743,   0.7632, 0.519282
3744,   0.7632, 0.521689
