gen, roulette_float_uniform_best, roulette_float_uniform_ave
2839,   0.6836, 0.497597
2840,   0.6836, 0.501454
2841,   0.6836, 0.498055
2842,   0.6836,  0.49381
2843,   0.6836, 0.498764
2844,   0.6836, 0.492993
2845,   0.6836, 0.501182
2846,   0.6836, 0.497117
2847,   0.6836, 0.500183
2848,   0.6836, 0.502163
2849,   0.6836, 0.502099
2850,   0.6836, 0.497381
2851,   0.6836, 0.491714
2852,   0.6836, 0.488097
2853,   0.6836, 0.489002
2854,   0.6836, 0.491838
2855,   0.6836,  0.48623
2856,   0.6836, 0.474894
2857,   0.6836, 0.477887
2858,   0.6836, 0.472052
2859,   0.6836, 0.471756
2860,   0.6836, 0.478684
2861,   0.6836, 0.483441
2862,   0.6836, 0.483232
2863,   0.6836,  0.48646
2864,   0.6836, 0.492483
2865,   0.6836,  0.49496
2866,   0.6836, 0.498562
2867,   0.6836, 0.492764
2868,   0.6836, 0.489125
2869,   0.6836, 0.485168
2870,   0.6836, 0.489167
2871,   0.6836, 0.493183
2872,   0.6836, 0.493905
2873,   0.6836, 0.489745
2874,   0.6836, 0.490847
2875,   0.6836, 0.483287
2876,   0.6836, 0.483889
2877,   0.6836, 0.487372
2878,   0.6836, 0.489229
2879,   0.6836, 0.487955
2880,   0.6836, 0.490689
2881,   0.6836, 0.498984
2882,   0.6836, 0.499187
2883,   0.6836, 0.491946
2884,   0.6836, 0.496411
2885,   0.6836, 0.487613
2886,   0.6836,   0.4875
2887,   0.6836, 0.490396
2888,   0.6836, 0.487767
2889,   0.6836, 0.493426
2890,   0.6836, 0.487867
2891,   0.6836, 0.491792
2892,   0.6836, 0.490265
2893,   0.6836,  0.49346
2894,   0.6836, 0.490705
2895,   0.6836, 0.488732
2896,   0.6836, 0.487676
2897,   0.6836, 0.491487
2898,   0.6836, 0.485105
2899,   0.6836, 0.485242
2900,   0.6836, 0.481519
2901,   0.6836, 0.485072
2902,   0.6836, 0.476952
2903,   0.6836, 0.478767
2904,   0.6836, 0.481938
2905,   0.6836, 0.483509
2906,   0.6836, 0.489509
2907,   0.6836, 0.488256
2908,   0.6836, 0.488548
2909,   0.6836, 0.483853
2910,   0.6836, 0.496242
2911,   0.6836, 0.493158
2912,   0.6836,  0.48399
2913,   0.6836,  0.49074
2914,   0.6836, 0.484124
2915,   0.6836, 0.483184
2916,   0.6836, 0.486347
2917,   0.6836, 0.480951
2918,   0.6836, 0.491105
2919,   0.6836, 0.482005
2920,   0.6836, 0.493406
2921,   0.6836,  0.49507
2922,   0.6836, 0.486988
2923,   0.6836, 0.488015
2924,   0.6836, 0.489439
2925,   0.6836, 0.484518
2926,   0.6836, 0.484989
2927,   0.6836, 0.481279
2928,   0.6836,  0.48756
2929,   0.6836, 0.498635
2930,   0.6836, 0.490894
2931,   0.6836, 0.489558
2932,   0.6836, 0.502007
2933,   0.6836,  0.50012
2934,   0.6836, 0.502616
2935,   0.6836, 0.503139
2936,   0.6836, 0.501896
2937,   0.6836, 0.498163
2938,   0.6836, 0.497759
2939,   0.6836, 0.498756
2940,   0.6836, 0.499321
2941,   0.6836, 0.508229
2942,   0.6836, 0.502931
2943,   0.6836, 0.498663
2944,   0.6836, 0.499796
2945,   0.6836, 0.497013
2946,   0.6836, 0.494552
2947,   0.6836, 0.484154
2948,   0.6836, 0.485103
2949,   0.6836, 0.493554
2950,   0.6836, 0.497991
2951,   0.6836, 0.495811
2952,   0.6836, 0.488047
2953,   0.6836, 0.488777
2954,   0.6836, 0.492812
2955,   0.6836, 0.494566
2956,   0.6836, 0.493511
2957,   0.6836, 0.498764
2958,   0.6836, 0.490184
2959,   0.6836,  0.49182
2960,   0.6836, 0.493651
2961,   0.6836, 0.495147
2962,   0.6836, 0.495896
2963,   0.6836, 0.499239
2964,   0.6836, 0.502806
2965,   0.6836, 0.499801
2966,   0.6836, 0.502434
2967,   0.6836, 0.495881
2968,   0.6836, 0.494363
2969,   0.6836, 0.495514
2970,   0.6836, 0.495037
2971,   0.6836, 0.498013
2972,   0.6836, 0.497048
2973,   0.6836, 0.495207
2974,   0.6836, 0.494597
2975,   0.6836, 0.490637
2976,   0.6836, 0.486157
2977,   0.6836, 0.490269
2978,   0.6836, 0.495526
2979,   0.6836,  0.49519
2980,   0.6836,  0.49436
2981,   0.6836, 0.497442
2982,   0.6836, 0.489503
2983,   0.6836, 0.487515
2984,   0.6836, 0.486625
2985,   0.6836, 0.488165
2986,   0.6836, 0.488749
2987,   0.6836, 0.485113
2988,   0.6836, 0.485472
2989,   0.6836, 0.494104
2990,   0.6836, 0.495148
2991,   0.6836, 0.500694
2992,   0.6836, 0.494022
2993,   0.6836, 0.496142
2994,   0.6836, 0.500109
2995,   0.6836, 0.492515
2996,   0.6836, 0.496486
2997,   0.6836, 0.495432
2998,   0.6836, 0.494686
2999,   0.6836, 0.495955
3000,   0.6836, 0.496796
3001,   0.6836, 0.501853
3002,   0.6836, 0.501236
3003,   0.6859, 0.496659
3004,   0.6859, 0.499288
3005,   0.6859, 0.495874
3006,   0.6859, 0.496094
3007,   0.6859, 0.491486
3008,   0.6859, 0.492758
3009,   0.6859, 0.493948
3010,   0.6859, 0.493513
3011,   0.6859,  0.49733
3012,   0.6859, 0.492581
3013,   0.6859, 0.501108
3014,   0.6859, 0.498664
3015,   0.6859, 0.493298
3016,   0.6859, 0.494682
3017,   0.6859, 0.498948
3018,   0.6859, 0.495075
3019,   0.6859, 0.500778
3020,   0.6859, 0.494848
3021,   0.6859, 0.488381
3022,   0.6859, 0.484959
3023,   0.6859,  0.48965
3024,   0.6859, 0.487733
3025,   0.6859, 0.488665
3026,   0.6859, 0.483907
3027,   0.6859, 0.485164
3028,   0.6859, 0.480611
3029,   0.6859, 0.478956
3030,   0.6859, 0.481798
3031,   0.6859, 0.483426
3032,   0.6859,   0.4823
3033,   0.6859, 0.487744
3034,   0.6859, 0.480197
3035,   0.6859, 0.488512
3036,   0.6859, 0.486425
3037,   0.6859, 0.487954
3038,   0.6859, 0.486798
3039,   0.6859, 0.487747
3040,   0.6859, 0.492298
3041,   0.6859,  0.49154
3042,   0.6859,   0.4863
3043,   0.6859, 0.487929
3044,   0.6859, 0.486754
3045,   0.6859, 0.485749
3046,   0.6859, 0.484969
3047,   0.6859, 0.481995
3048,   0.6859, 0.486216
3049,   0.6859, 0.487302
3050,   0.6859, 0.493636
3051,   0.6859, 0.491184
3052,   0.6859, 0.499255
3053,   0.6859, 0.497333
3054,   0.6859, 0.497375
3055,   0.6859, 0.505332
3056,   0.6859, 0.492023
3057,   0.6859,  0.49868
3058,   0.6859, 0.503901
3059,   0.6859, 0.495972
3060,   0.6859, 0.500568
3061,   0.6859, 0.499725
3062,   0.6859, 0.501117
3063,   0.6859, 0.500596
3064,   0.6859, 0.491223
3065,   0.6859, 0.489071
3066,   0.6859, 0.482067
3067,   0.6859, 0.494592
3068,   0.6859, 0.489332
3069,   0.6859,  0.48703
3070,   0.6859,  0.48386
3071,   0.6859, 0.494368
3072,   0.6859, 0.495182
3073,   0.6859, 0.496175
3074,   0.6859, 0.491708
3075,   0.6859,  0.49685
3076,   0.6859,  0.49513
3077,   0.6859, 0.500619
3078,   0.6859, 0.500612
3079,   0.6859, 0.492289
3080,   0.6859,  0.49886
3081,   0.6859, 0.502563
3082,   0.6859,  0.49581
3083,   0.6859,  0.49359
3084,   0.6859, 0.498474
3085,   0.6859, 0.490236
3086,   0.6859, 0.484643
3087,   0.6859, 0.487783
3088,   0.6859,  0.48927
3089,   0.6859, 0.489408
3090,   0.6859, 0.497056
3091,   0.6859, 0.494054
3092,   0.6859, 0.497319
3093,   0.6859, 0.488009
3094,   0.6859, 0.490552
3095,   0.6859,  0.49386
3096,   0.6859, 0.499327
3097,   0.6859, 0.494841
3098,   0.6859, 0.492948
3099,   0.6859, 0.496729
3100,   0.6859, 0.499416
3101,   0.6859, 0.496334
3102,   0.6859, 0.497066
3103,   0.6859, 0.492395
3104,   0.6859, 0.499832
3105,   0.6859, 0.494435
3106,   0.6859, 0.493883
3107,   0.6859, 0.492578
3108,   0.6859, 0.489651
3109,   0.6859, 0.489673
3110,   0.6859, 0.485936
3111,   0.6859, 0.487666
3112,   0.6859, 0.489746
3113,   0.6859,  0.49511
3114,   0.6859, 0.490669
3115,   0.6859, 0.478998
3116,   0.6859, 0.488622
3117,   0.6859, 0.493719
3118,   0.6859, 0.493823
3119,   0.6859, 0.487347
3120,   0.6859, 0.484364
3121,   0.6859, 0.485051
3122,   0.6859, 0.486944
3123,   0.6859, 0.492126
3124,   0.6859, 0.486039
3125,   0.6859, 0.486434
3126,   0.6859, 0.487581
3127,   0.6859,  0.48602
3128,   0.6859, 0.484141
3129,   0.6859, 0.481409
3130,   0.6859, 0.485404
3131,   0.6859, 0.487437
3132,   0.6859,  0.49056
3133,   0.6859, 0.493117
3134,   0.6859, 0.497247
3135,   0.6859, 0.496007
3136,   0.6859, 0.494547
3137,   0.6859, 0.499889
3138,   0.6859, 0.503366
3139,   0.6859, 0.500702
3140,   0.6859, 0.487593
3141,   0.6859, 0.492158
3142,   0.6859, 0.489738
3143,   0.6859, 0.495153
3144,   0.6859, 0.492488
3145,   0.6859, 0.497306
3146,   0.6859, 0.499577
3147,   0.6859, 0.493401
3148,   0.6859, 0.493122
3149,   0.6859, 0.492557
3150,   0.6859, 0.489873
3151,   0.6859, 0.490065
3152,   0.6859, 0.488666
3153,   0.6859, 0.491613
3154,   0.6859, 0.490887
3155,   0.6859, 0.493917
3156,   0.6859, 0.494806
3157,   0.6859, 0.493724
3158,   0.6859, 0.492392
3159,   0.6859, 0.493145
3160,   0.6859, 0.488082
3161,   0.6859, 0.484452
3162,   0.6859, 0.480116
3163,   0.6859, 0.489436
3164,   0.6859, 0.487635
3165,   0.6859, 0.490099
3166,   0.6859, 0.492722
3167,   0.6859, 0.490877
3168,   0.6859, 0.490218
3169,   0.6859,  0.48915
3170,   0.6859, 0.498648
3171,   0.6859, 0.490198
3172,   0.6859, 0.489868
3173,   0.6859, 0.494054
3174,   0.6859,  0.49723
3175,   0.6859, 0.491556
3176,   0.6859, 0.485507
3177,   0.6859, 0.500687
3178,   0.6859, 0.489673
3179,   0.6859, 0.496783
3180,   0.6859, 0.487369
3181,   0.6859, 0.487757
3182,   0.6859, 0.492396
3183,   0.6859,  0.49572
3184,   0.6859,   0.4921
3185,   0.6859, 0.489348
3186,   0.6859, 0.486825
3187,   0.6859, 0.495834
3188,   0.6859, 0.496098
3189,   0.6859, 0.497711
3190,   0.6859,  0.49863
3191,   0.6859, 0.498107
3192,   0.6859, 0.498753
3193,   0.6859, 0.501732
3194,   0.6859, 0.499157
3195,   0.6859,  0.50089
3196,   0.6891, 0.491592
3197,   0.6891,  0.49363
3198,   0.6891, 0.497144
3199,   0.6891, 0.495585
3200,   0.6891, 0.486513
3201,   0.6891, 0.485863
3202,   0.6891,  0.48709
3203,   0.6891,  0.48818
3204,   0.6891, 0.496974
3205,   0.6891, 0.491141
3206,   0.6891, 0.491987
3207,   0.6891, 0.493304
3208,   0.6891, 0.492804
3209,   0.6891,  0.50014
3210,   0.6891, 0.499349
3211,   0.6891, 0.498066
3212,   0.6891, 0.504867
3213,   0.6891, 0.500583
3214,   0.6891, 0.503404
3215,   0.6891, 0.502457
3216,   0.6891,  0.51097
3217,   0.6891, 0.509748
3218,   0.6891,  0.50815
3219,   0.6891, 0.502898
3220,   0.6891, 0.497966
3221,   0.6891, 0.493986
3222,   0.6891, 0.499137
3223,   0.6891, 0.504574
3224,   0.6891, 0.505105
3225,   0.6891, 0.507167
3226,   0.6891, 0.503703
3227,   0.6891, 0.501532
3228,   0.6891, 0.503143
3229,   0.6891, 0.494684
3230,   0.6891,  0.48968
3231,   0.6891, 0.493256
3232,   0.6891, 0.488134
3233,   0.6891, 0.489222
3234,   0.6891, 0.485651
3235,   0.6891, 0.489298
3236,   0.6891,  0.49434
3237,   0.6891, 0.492766
3238,   0.6891, 0.494684
3239,   0.6891, 0.504878
3240,   0.6891, 0.503347
3241,   0.6891, 0.505357
3242,   0.6891, 0.499637
3243,   0.6891, 0.502462
3244,   0.6891, 0.498782
3245,   0.6891, 0.499003
3246,   0.6891,  0.49533
3247,   0.6891, 0.494833
3248,   0.6891, 0.493466
3249,   0.6891, 0.493216
3250,   0.6891, 0.491906
3251,   0.6891, 0.499015
3252,   0.6891, 0.500516
3253,   0.6891, 0.506533
3254,   0.6891, 0.496436
3255,   0.6891, 0.489466
3256,   0.6891, 0.487274
3257,   0.6891, 0.486604
3258,   0.6891, 0.480947
3259,   0.6891, 0.488663
3260,   0.6891, 0.488291
3261,   0.6891, 0.486623
3262,   0.6891, 0.488787
3263,   0.6891, 0.484639
3264,   0.6891, 0.486047
3265,   0.6891, 0.487457
3266,   0.6891, 0.489142
3267,   0.6891, 0.487157
3268,   0.6891, 0.487092
3269,   0.6891,  0.48794
3270,   0.6891, 0.487607
3271,   0.6891, 0.493434
3272,   0.6891, 0.494055
3273,   0.6891, 0.496022
3274,   0.6891, 0.488236
3275,   0.6891, 0.489218
3276,   0.6891, 0.491481
3277,   0.6891, 0.490759
3278,   0.6891, 0.489592
3279,   0.6891, 0.496651
3280,   0.6891, 0.490981
3281,   0.6891,  0.49659
3282,   0.6891, 0.490523
3283,   0.6891, 0.493211
3284,   0.6891, 0.490577
3285,   0.6891, 0.488182
3286,   0.6891, 0.491284
3287,   0.6891, 0.482023
3288,   0.6891, 0.486906
3289,   0.6891, 0.484128
3290,   0.6891, 0.487774
3291,   0.6891, 0.484833
3292,   0.6891, 0.486635
3293,   0.6891, 0.491084
3294,   0.6891, 0.492137
3295,   0.6891, 0.492321
3296,   0.6891, 0.491481
3297,   0.6891, 0.486574
3298,   0.6891, 0.494037
3299,   0.6891, 0.497256
3300,   0.6891, 0.498435
3301,   0.6891,    0.495
3302,   0.6891, 0.499795
3303,   0.6891, 0.493363
3304,   0.6891, 0.492854
3305,   0.6891, 0.490381
3306,   0.6891, 0.488793
3307,   0.6891, 0.489688
3308,   0.6891, 0.489559
3309,   0.6891, 0.495024
3310,   0.6891, 0.490133
3311,   0.6891, 0.494841
3312,   0.6891, 0.499799
3313,   0.6891, 0.498797
3314,   0.6891, 0.498051
3315,   0.6891, 0.494143
3316,   0.6891, 0.497782
3317,   0.6891, 0.488254
3318,   0.6891, 0.486504
3319,   0.6891, 0.488652
3320,   0.6891, 0.489048
3321,   0.6891, 0.492875
3322,   0.6891, 0.497474
3323,   0.6891, 0.496089
3324,   0.6891, 0.490335
3325,   0.6891, 0.495939
3326,   0.6891, 0.493854
3327,   0.6891, 0.499036
3328,   0.6891, 0.502205
3329,   0.6891, 0.494213
3330,   0.6891, 0.488212
3331,   0.6891, 0.497745
3332,   0.6891, 0.491019
3333,   0.6891, 0.488741
3334,   0.6891, 0.497032
3335,   0.6891, 0.497117
3336,   0.6891, 0.494252
3337,   0.6891, 0.487123
3338,   0.6891, 0.492034
3339,   0.6891, 0.497321
3340,   0.6891,  0.50597
3341,   0.6891, 0.498131
3342,   0.6891,  0.50178
3343,   0.6891, 0.504502
3344,   0.6891, 0.500732
3345,   0.6891, 0.505039
3346,   0.6891,  0.50238
3347,   0.6891,  0.49992
3348,   0.6891, 0.501116
3349,   0.6891, 0.498469
3350,   0.6891, 0.494818
3351,   0.6891, 0.493872
3352,   0.6891, 0.499446
3353,   0.6891, 0.500018
3354,   0.6891, 0.497355
3355,   0.6891, 0.497288
3356,   0.6891, 0.494574
3357,   0.6891, 0.496454
3358,   0.6891, 0.497624
3359,   0.6891, 0.498004
3360,   0.6891, 0.496888
3361,   0.6891, 0.497299
3362,   0.6891, 0.494042
3363,   0.6891, 0.495103
3364,   0.6891, 0.491179
3365,   0.6891, 0.486226
3366,   0.6891, 0.488299
3367,   0.6891, 0.486885
3368,   0.6891, 0.495789
3369,   0.6891, 0.498795
3370,   0.6891, 0.503778
3371,   0.6891, 0.498888
3372,   0.6891, 0.503825
3373,   0.6891, 0.507085
3374,   0.6891, 0.504686
3375,   0.6891, 0.504864
3376,   0.6891, 0.508744
3377,   0.6891, 0.515414
3378,   0.6891, 0.508856
3379,   0.6891,  0.51504
3380,   0.6891, 0.509884
3381,   0.6891, 0.505002
3382,   0.6891, 0.504757
3383,   0.6891, 0.513113
3384,   0.6891, 0.510297
3385,   0.6891, 0.506253
3386,   0.6891, 0.513252
3387,   0.6891, 0.508963
3388,   0.6891, 0.508757
3389,   0.6891, 0.508208
3390,   0.6891, 0.501178
3391,   0.6891, 0.495695
3392,   0.6891,  0.50173
3393,   0.6891, 0.503225
3394,   0.6891, 0.499925
3395,   0.6891, 0.505158
3396,   0.6891, 0.513153
3397,   0.6891, 0.507201
3398,   0.6891, 0.500182
3399,   0.6891, 0.502767
3400,   0.6891, 0.509573
3401,   0.6891, 0.508929
3402,   0.6891, 0.499355
3403,   0.6891, 0.498624
3404,   0.6891,  0.50166
3405,   0.6891, 0.501996
3406,   0.6891, 0.504769
3407,   0.6891, 0.501177
3408,   0.6891, 0.500971
3409,   0.6891, 0.499705
3410,   0.6891, 0.496828
3411,   0.6891, 0.498726
3412,   0.6891, 0.502827
3413,   0.6891, 0.502311
3414,   0.6891, 0.501827
3415,   0.6891,  0.49855
3416,   0.6891, 0.501369
3417,   0.6891, 0.506771
3418,   0.6891, 0.498463
3419,   0.6891,  0.48878
3420,   0.6891, 0.484942
3421,   0.6891, 0.496672
3422,   0.6891, 0.497032
3423,   0.6891, 0.493325
3424,   0.6891, 0.498111
3425,   0.6891, 0.504315
3426,   0.6891, 0.500817
3427,   0.6891,  0.50009
3428,   0.6891, 0.497585
3429,   0.6891, 0.501179
3430,   0.6891, 0.504054
3431,   0.6891, 0.502774
3432,   0.6891, 0.497335
3433,   0.6891, 0.497092
3434,   0.6891, 0.502731
3435,   0.6891, 0.504716
3436,   0.6891,  0.49767
3437,   0.6891, 0.496891
3438,   0.6891, 0.493991
3439,   0.6891, 0.499044
3440,   0.6891,   0.4922
3441,   0.6891,  0.49062
3442,   0.6891, 0.497816
3443,   0.6891, 0.489763
3444,   0.6891,  0.48835
3445,   0.6891, 0.486475
3446,   0.6891, 0.495793
3447,   0.6891, 0.499238
3448,   0.6891, 0.510811
3449,   0.6891, 0.503995
3450,   0.6891, 0.499808
3451,   0.6891, 0.499967
3452,   0.6891, 0.494123
3453,   0.6891, 0.498132
3454,   0.6891, 0.494964
3455,   0.6891, 0.497779
3456,   0.6891, 0.493849
3457,   0.6891,  0.48768
3458,   0.6891, 0.495968
3459,   0.6891,  0.49263
3460,   0.6891, 0.487979
3461,   0.6891, 0.495742
3462,   0.6891, 0.492338
3463,   0.6891, 0.494637
3464,   0.6891, 0.493176
3465,   0.6891, 0.494647
3466,   0.6891, 0.494826
3467,   0.6891, 0.495084
3468,   0.6891, 0.496127
3469,   0.6891, 0.484808
3470,   0.6891, 0.494619
3471,   0.6891, 0.501508
3472,   0.6891, 0.498166
3473,   0.6891, 0.491989
3474,   0.6891, 0.501204
3475,   0.6891, 0.506065
3476,   0.6891,   0.5045
3477,   0.6891, 0.499913
3478,   0.6891, 0.501265
3479,   0.6891, 0.503581
3480,   0.6891, 0.506228
3481,   0.6891, 0.503164
3482,   0.6891, 0.498494
3483,   0.6891, 0.500281
3484,   0.6891, 0.502749
3485,   0.6891, 0.502764
3486,   0.6891, 0.500234
3487,   0.6891, 0.504425
3488,   0.6891, 0.508623
3489,   0.6891, 0.509357
3490,   0.6891, 0.509651
3491,   0.6891,  0.50373
3492,   0.6891,  0.50684
3493,   0.6891,  0.50562
3494,   0.6891, 0.503419
3495,   0.6891, 0.506773
3496,   0.6891, 0.503107
3497,   0.6891, 0.498741
3498,   0.6891, 0.500054
3499,   0.6891, 0.496564
3500,   0.6891, 0.497776
3501,   0.6891, 0.493414
3502,   0.6891, 0.491793
3503,   0.6891, 0.494585
3504,   0.6891,  0.49707
3505,   0.6891, 0.492559
3506,   0.6891, 0.499745
3507,   0.6891, 0.500843
3508,   0.6891, 0.495027
3509,   0.6891, 0.494725
3510,   0.6891, 0.493315
3511,   0.6891, 0.493702
3512,   0.6891, 0.500995
3513,   0.6891, 0.501288
3514,   0.6891, 0.501774
3515,   0.6891,  0.49851
3516,   0.6891, 0.498157
3517,   0.6891, 0.495397
3518,   0.6891, 0.495002
3519,   0.6891, 0.493736
3520,   0.6891, 0.496865
3521,   0.6891, 0.494959
3522,   0.6891, 0.498663
3523,   0.6891, 0.493501
3524,   0.6891, 0.491598
3525,   0.6891, 0.492475
3526,   0.6891, 0.486209
3527,   0.6891, 0.498403
3528,   0.6891, 0.495061
3529,   0.6891, 0.496193
3530,   0.6891, 0.502768
3531,   0.6891, 0.500219
3532,   0.6891, 0.510112
3533,   0.6891, 0.509234
3534,   0.6891, 0.505986
3535,   0.6891, 0.504752
3536,   0.6891, 0.510707
3537,   0.6891, 0.513114
3538,   0.6891,  0.50563
3539,   0.6891, 0.509113
3540,   0.6891, 0.504035
3541,   0.6891, 0.501001
3542,   0.6891, 0.499651
3543,   0.6891, 0.491051
3544,   0.6891, 0.492644
3545,   0.6891,  0.49275
3546,   0.6891, 0.494487
3547,   0.6891, 0.490285
3548,   0.6891,  0.49354
3549,   0.6891, 0.491518
3550,   0.6891, 0.495464
3551,   0.6891, 0.496287
3552,   0.6891, 0.501279
3553,   0.6891, 0.494642
3554,   0.6891, 0.494962
3555,   0.6891, 0.498001
3556,   0.6891, 0.497563
3557,   0.6891, 0.504047
3558,   0.6891, 0.507862
3559,   0.6891, 0.502947
3560,   0.6891, 0.502677
3561,   0.6891, 0.509835
3562,   0.6891, 0.504731
3563,   0.6891, 0.509323
3564,   0.6891, 0.508224
3565,   0.6891, 0.505443
3566,   0.6895, 0.502042
3567,   0.6895, 0.503898
3568,   0.6895, 0.498331
3569,   0.6895, 0.498551
3570,   0.6895, 0.498572
3571,   0.6895, 0.501234
3572,   0.6895, 0.490764
3573,   0.6895, 0.487555
3574,   0.6895,  0.49047
3575,   0.6895, 0.486717
3576,   0.6895, 0.492254
3577,   0.6895, 0.501018
3578,   0.6895, 0.508221
3579,   0.6895, 0.506949
3580,   0.6895,  0.50492
3581,   0.6895, 0.509313
3582,   0.6895, 0.508925
3583,   0.6895, 0.499472
3584,   0.6895, 0.497861
3585,   0.6895, 0.503779
3586,   0.6895, 0.500041
3587,   0.6895, 0.500925
3588,   0.6895, 0.496874
3589,   0.6895, 0.498121
3590,   0.6895,  0.49759
3591,   0.6895, 0.500695
3592,   0.6895, 0.502328
3593,   0.6895, 0.496199
3594,   0.6895, 0.498485
3595,   0.6895, 0.493724
3596,   0.6895, 0.496939
3597,   0.6895,  0.50141
3598,   0.6895, 0.501267
3599,   0.6895, 0.498283
3600,   0.6895, 0.505611
3601,   0.6895, 0.505924
3602,   0.6895,  0.50094
3603,   0.6895, 0.493984
3604,   0.6895, 0.495245
3605,   0.6895, 0.497509
3606,   0.6895, 0.497732
3607,   0.6895, 0.494527
3608,   0.6895, 0.497541
3609,   0.6895, 0.489994
3610,   0.6895, 0.497487
3611,   0.6895, 0.497471
3612,   0.6895, 0.497054
3613,   0.6895, 0.496898
3614,   0.6895, 0.502083
3615,   0.6895, 0.499362
3616,   0.6895,  0.49386
3617,   0.6895, 0.489555
3618,   0.6895, 0.486856
3619,   0.6895, 0.490535
3620,   0.6895,  0.48733
3621,   0.6895, 0.491455
3622,   0.6895, 0.495395
3623,   0.6895, 0.500941
3624,   0.6895, 0.509929
3625,   0.6895, 0.512922
3626,   0.6895, 0.506346
3627,   0.6895, 0.505162
3628,   0.6895, 0.505683
3629,   0.6895, 0.509205
3630,   0.6895, 0.512155
3631,   0.6895, 0.504169
3632,   0.6895, 0.505524
3633,   0.6895, 0.507181
3634,   0.6895, 0.510305
3635,   0.6895,  0.50951
3636,   0.6895, 0.513746
3637,   0.6895, 0.514848
3638,   0.6895, 0.512936
3639,   0.6895, 0.517763
3640,   0.6895, 0.514657
3641,   0.6895,  0.51224
3642,   0.6895, 0.507661
3643,   0.6895, 0.509013
3644,   0.6895, 0.505253
3645,   0.6895, 0.506736
3646,   0.6895, 0.503217
3647,   0.6895, 0.504456
3648,   0.6895, 0.493947
3649,   0.6895, 0.496679
3650,   0.6895, 0.500334
3651,   0.6895, 0.503329
3652,   0.6895, 0.502529
3653,   0.6895, 0.509611
3654,   0.6895, 0.511745
3655,   0.6895, 0.510202
3656,   0.6895, 0.503594
3657,   0.6895,  0.50301
3658,   0.6895, 0.499086
3659,   0.6895, 0.497869
3660,   0.6895,  0.50084
3661,   0.6895, 0.503008
3662,   0.6895,  0.50865
3663,   0.6895, 0.505708
3664,   0.6895, 0.505089
3665,   0.6895, 0.505126
3666,   0.6895, 0.504207
3667,   0.6895, 0.505849
3668,   0.6895, 0.500398
3669,   0.6895, 0.502709
3670,   0.6895, 0.508439
3671,   0.6895, 0.504249
3672,   0.6895, 0.512433
3673,   0.6895, 0.513463
3674,   0.6895, 0.508866
3675,   0.6895, 0.511348
3676,   0.6895, 0.514414
3677,   0.6895, 0.511791
3678,   0.6895, 0.509332
3679,   0.6895, 0.508778
3680,   0.6895, 0.510078
3681,   0.6895,   0.5101
3682,   0.6895, 0.510614
3683,   0.6895, 0.509069
3684,   0.6895, 0.502592
3685,   0.6895, 0.503545
3686,   0.6895, 0.503215
3687,   0.6895, 0.499209
3688,   0.6895,  0.50613
3689,   0.6895, 0.505943
3690,   0.6895, 0.503958
3691,   0.6895, 0.499561
3692,   0.6919, 0.507842
3693,   0.6919, 0.502703
3694,   0.6919,  0.51637
3695,   0.6919, 0.512966
3696,   0.6919, 0.514349
3697,   0.6919, 0.501403
3698,   0.6919, 0.503055
3699,   0.6919, 0.501019
3700,   0.6919, 0.499543
3701,   0.6919, 0.500235
3702,   0.6919, 0.503233
3703,   0.6919, 0.502012
3704,   0.6919,  0.49932
3705,   0.6919, 0.502455
3706,   0.6919, 0.506498
3707,   0.6919, 0.499728
3708,   0.6919, 0.498588
3709,   0.6919, 0.497083
3710,   0.6919, 0.497941
3711,   0.6919, 0.499041
3712,   0.6919,  0.49854
3713,   0.6919, 0.500689
3714,   0.6919, 0.504908
3715,   0.6919,  0.50973
3716,   0.6919, 0.497991
3717,   0.6919, 0.500401
3718,   0.6919, 0.498242
3719,   0.6919, 0.499048
3720,   0.6919, 0.504767
3721,   0.6919, 0.506108
3722,   0.6919, 0.507418
3723,   0.6919, 0.505062
3724,   0.6919, 0.503719
3725,   0.6919, 0.497737
3726,   0.6919, 0.501775
3727,   0.6919, 0.504968
3728,   0.6919,  0.50173
3729,   0.6919, 0.503999
3730,   0.6919, 0.501648
3731,   0.6919, 0.506164
3732,   0.6919,  0.50282
3733,   0.6919, 0.506985
3734,   0.6919,  0.50306
3735,   0.6919, 0.504274
3736,   0.6919, 0.509091
3737,   0.6919, 0.510792
3738,   0.6919, 0.511555
3739,   0.6919,   0.5061
3740,   0.6919, 0.506207
3741,   0.6919,  0.49778
3742,   0.6919, 0.494795
3743,   0.6919, 0.493588
3744,   0.6919, 0.496287
3745,   0.6919, 0.493111
3746,   0.6919, 0.497815
3747,   0.6919, 0.497966
3748,   0.6919, 0.495918
3749,   0.6919, 0.498542
3750,   0.6919, 0.495618
3751,   0.6919, 0.495824
3752,   0.6919, 0.495465
3753,   0.6919, 0.499646
3754,   0.6919, 0.505524
3755,   0.6919, 0.495552
3756,   0.6919,  0.50578
3757,   0.6919, 0.501903
3758,   0.6919, 0.501762
3759,   0.6919, 0.499597
3760,   0.6919, 0.508434
3761,   0.6919, 0.504556
3762,   0.6919,  0.50713
3763,   0.6919, 0.507208
3764,   0.6919, 0.511826
3765,   0.6919, 0.509571
3766,   0.6919, 0.508665
3767,   0.6919, 0.507262
3768,   0.6919, 0.508031
3769,   0.6919, 0.510583
