gen, roulette_float_uniform_best, roulette_float_uniform_ave
   1,   0.2046, 0.102435
   2,   0.2286, 0.104412
   3,   0.2286, 0.106068
   4,   0.2286, 0.109196
   5,   0.2286, 0.103172
   6,   0.2286, 0.109134
   7,   0.2286, 0.108943
   8,   0.2429, 0.107712
   9,   0.2429, 0.114903
  10,   0.2429, 0.115627
  11,   0.2429, 0.113031
  12,   0.2429, 0.114023
  13,   0.2586, 0.111855
  14,   0.2586, 0.111045
  15,   0.2586, 0.114942
  16,   0.2586, 0.110909
  17,   0.2586,  0.11316
  18,   0.2586, 0.113848
  19,   0.2586, 0.115038
  20,   0.2586, 0.113664
  21,   0.2586, 0.117513
  22,   0.2586,   0.1182
  23,   0.2586, 0.120253
  24,   0.2674, 0.121182
  25,   0.2674, 0.122589
  26,   0.2674, 0.122548
  27,   0.2674, 0.119906
  28,   0.2674, 0.120431
  29,   0.2674, 0.122246
  30,   0.2674, 0.124832
  31,   0.2674, 0.123394
  32,   0.2674, 0.125748
  33,   0.2674, 0.128155
  34,   0.2674, 0.127411
  35,   0.2674,  0.12885
  36,   0.2674, 0.132257
  37,   0.2674,  0.13308
  38,   0.2674, 0.130964
  39,   0.2674, 0.136303
  40,   0.2674, 0.134679
  41,   0.2674, 0.137615
  42,   0.2769, 0.135185
  43,   0.2769, 0.135722
  44,   0.2769, 0.138436
  45,   0.2769, 0.139397
  46,   0.2769, 0.140026
  47,   0.2769, 0.139976
  48,   0.2769, 0.146811
  49,   0.2873, 0.144243
  50,   0.2899, 0.148747
  51,   0.2899, 0.144623
  52,   0.2899, 0.148067
  53,   0.2899, 0.150242
  54,   0.2899, 0.145735
  55,   0.2899, 0.152617
  56,    0.322, 0.151022
  57,    0.322, 0.150744
  58,    0.322, 0.148164
  59,    0.322, 0.155608
  60,    0.322, 0.157409
  61,    0.322, 0.159047
  62,    0.322,  0.15844
  63,    0.322, 0.159613
  64,    0.322, 0.158205
  65,    0.322, 0.162201
  66,    0.322, 0.158036
  67,    0.322, 0.158571
  68,    0.322, 0.163204
  69,    0.322, 0.167688
  70,    0.322, 0.172553
  71,    0.322, 0.172036
  72,    0.322, 0.173346
  73,    0.322, 0.169288
  74,    0.322, 0.173385
  75,    0.322, 0.174987
  76,   0.3252, 0.172499
  77,   0.3252, 0.171518
  78,   0.3252, 0.176036
  79,   0.3252, 0.176563
  80,   0.3252, 0.178212
  81,   0.3256, 0.183503
  82,   0.3258, 0.184114
  83,   0.3258, 0.184875
  84,   0.3258, 0.186266
  85,   0.3258, 0.185876
  86,   0.3258, 0.184041
  87,   0.3258, 0.183561
  88,   0.3258, 0.186574
  89,   0.3405,  0.19143
  90,   0.3405, 0.189208
  91,   0.3405, 0.190751
  92,   0.3405, 0.185149
  93,   0.3405, 0.191133
  94,   0.3405, 0.191026
  95,   0.3405, 0.187902
  96,   0.3459, 0.189635
  97,   0.3459, 0.191881
  98,   0.3459,  0.19006
  99,   0.3459,  0.19262
 100,    0.349, 0.190842
 101,   0.3875, 0.193248
 102,   0.3875, 0.193843
 103,   0.3875, 0.199583
 104,   0.3875, 0.194359
 105,   0.3875, 0.196928
 106,   0.3875, 0.200562
 107,   0.3875, 0.195164
 108,   0.3875, 0.206592
 109,   0.3875, 0.197742
 110,   0.3875, 0.203287
 111,   0.3999, 0.204972
 112,   0.3999,   0.2045
 113,   0.3999, 0.205861
 114,   0.3999, 0.208561
 115,   0.3999, 0.211631
 116,   0.3999, 0.213033
 117,   0.3999, 0.217995
 118,   0.3999, 0.213857
 119,   0.3999, 0.217515
 120,   0.3999, 0.216186
 121,   0.3999, 0.218474
 122,   0.4075, 0.218481
 123,   0.4075, 0.217072
 124,   0.4075, 0.221385
 125,   0.4075, 0.219162
 126,   0.4075, 0.225301
 127,   0.4075, 0.215791
 128,   0.4075, 0.225271
 129,   0.4233, 0.222726
 130,   0.4233, 0.218687
 131,   0.4233, 0.224268
 132,   0.4233, 0.226663
 133,   0.4233, 0.223451
 134,   0.4233,  0.22602
 135,   0.4233, 0.227027
 136,   0.4233, 0.231457
 137,   0.4233, 0.236418
 138,   0.4233, 0.235852
 139,   0.4233, 0.242165
 140,   0.4233, 0.236956
 141,   0.4233, 0.241361
 142,   0.4233, 0.238801
 143,   0.4233,  0.24336
 144,   0.4233, 0.242422
 145,   0.4233, 0.241046
 146,   0.4233, 0.241559
 147,   0.4233, 0.244882
 148,   0.4233,  0.24413
 149,   0.4233, 0.251425
 150,   0.4233, 0.251838
 151,   0.4233, 0.250366
 152,   0.4233, 0.255372
 153,   0.4233, 0.252212
 154,   0.4233, 0.252472
 155,   0.4233, 0.259721
 156,   0.4233, 0.252394
 157,   0.4233,  0.25726
 158,   0.4233, 0.259256
 159,   0.4233, 0.257798
 160,   0.4233, 0.259869
 161,   0.4233, 0.258498
 162,   0.4233, 0.262032
 163,   0.4233, 0.261367
 164,   0.4233, 0.256796
 165,   0.4335, 0.257683
 166,    0.449, 0.261004
 167,    0.449, 0.257977
 168,    0.449, 0.269537
 169,    0.449, 0.271223
 170,    0.449, 0.263882
 171,    0.449, 0.267142
 172,    0.449, 0.264017
 173,    0.449, 0.267612
 174,    0.449, 0.271398
 175,    0.449, 0.267797
 176,    0.449, 0.271466
 177,    0.449, 0.269164
 178,    0.449, 0.269457
 179,    0.449, 0.272252
 180,    0.449, 0.267419
 181,    0.449, 0.273239
 182,    0.449, 0.275069
 183,    0.458, 0.272655
 184,    0.458, 0.273021
 185,    0.458, 0.276947
 186,    0.458, 0.276913
 187,    0.458, 0.285933
 188,    0.458, 0.274811
 189,    0.458, 0.282183
 190,    0.458, 0.282072
 191,    0.458, 0.286773
 192,    0.458,  0.28741
 193,    0.458, 0.285196
 194,    0.458, 0.286781
 195,    0.458, 0.284245
 196,    0.458, 0.285396
 197,    0.458,    0.284
 198,    0.458,  0.28207
 199,    0.458, 0.290179
 200,    0.458,  0.28671
 201,    0.458, 0.287019
 202,    0.458, 0.285877
 203,    0.458,  0.28298
 204,    0.458, 0.290004
 205,    0.458, 0.292429
 206,    0.458, 0.292283
 207,    0.458, 0.290888
 208,    0.458, 0.294724
 209,    0.458, 0.291452
 210,    0.458, 0.292915
 211,    0.458, 0.290965
 212,    0.458, 0.287998
 213,    0.458, 0.293729
 214,    0.458, 0.291963
 215,    0.458, 0.290936
 216,    0.458, 0.292096
 217,    0.458, 0.289501
 218,    0.458, 0.293016
 219,    0.458, 0.289322
 220,    0.458, 0.292103
 221,    0.458, 0.295013
 222,    0.458, 0.293427
 223,    0.458, 0.295887
 224,    0.458, 0.295197
 225,    0.458, 0.301218
 226,    0.458, 0.300056
 227,    0.458, 0.299893
 228,    0.458, 0.298339
 229,    0.458, 0.299693
 230,    0.458, 0.297077
 231,    0.458, 0.297308
 232,   0.4589, 0.297864
 233,   0.4589, 0.300352
 234,   0.4589, 0.298582
 235,   0.4589, 0.301987
 236,   0.4604, 0.299582
 237,   0.4864, 0.300472
 238,   0.4864, 0.298331
 239,   0.4864, 0.294164
 240,   0.4864, 0.296161
 241,   0.4864, 0.297581
 242,   0.4864, 0.302556
 243,   0.4864, 0.299625
 244,   0.4864, 0.301268
 245,   0.4864, 0.300829
 246,   0.4864, 0.301105
 247,   0.4864, 0.307716
 248,   0.4864, 0.300877
 249,   0.4864, 0.303932
 250,   0.4864,  0.30263
 251,   0.4864, 0.302156
 252,   0.4864, 0.308522
 253,   0.4864, 0.308762
 254,   0.4864, 0.305777
 255,   0.4864, 0.308271
 256,   0.4864,  0.31104
 257,   0.4864, 0.307275
 258,   0.4936, 0.302723
 259,   0.4961, 0.308732
 260,   0.4961, 0.312291
 261,   0.4961, 0.314174
 262,   0.4961, 0.316974
 263,   0.4961, 0.313073
 264,   0.4961, 0.313051
 265,   0.4961, 0.318817
 266,   0.4961, 0.323229
 267,   0.4961, 0.313828
 268,   0.4961, 0.315294
 269,   0.4961, 0.311918
 270,   0.4961, 0.312014
 271,   0.5051, 0.314992
 272,   0.5145, 0.320469
 273,   0.5145, 0.324152
 274,   0.5145, 0.323072
 275,   0.5145,  0.32033
 276,   0.5145, 0.322078
 277,   0.5145, 0.322953
 278,   0.5145, 0.321193
 279,   0.5145, 0.325924
 280,   0.5145, 0.322738
 281,   0.5145, 0.324052
 282,   0.5145, 0.326455
 283,   0.5145, 0.323698
 284,   0.5145, 0.326396
 285,   0.5145, 0.323755
 286,   0.5145, 0.321082
 287,   0.5145, 0.322243
 288,   0.5145, 0.327375
 289,   0.5145, 0.325274
 290,   0.5145, 0.323119
 291,   0.5145, 0.322726
 292,   0.5145, 0.324079
 293,   0.5145,  0.32296
 294,   0.5145, 0.331263
 295,   0.5145, 0.327147
 296,   0.5145, 0.327293
 297,   0.5145, 0.326251
 298,   0.5145, 0.331053
 299,   0.5145, 0.329264
 300,   0.5145, 0.330367
 301,   0.5145, 0.330451
 302,   0.5145, 0.334648
 303,   0.5145, 0.340771
 304,   0.5145, 0.335922
 305,   0.5145, 0.334116
 306,   0.5145, 0.332937
 307,   0.5145, 0.342004
 308,   0.5145, 0.339282
 309,   0.5238,  0.33856
 310,   0.5238, 0.335499
 311,   0.5238, 0.336554
 312,   0.5238, 0.339505
 313,   0.5238, 0.340624
 314,    0.538, 0.339269
 315,    0.538, 0.337743
 316,   0.5389, 0.336412
 317,   0.5389,  0.33406
 318,   0.5389, 0.332345
 319,   0.5389, 0.341171
 320,   0.5389, 0.337149
 321,   0.5389, 0.342853
 322,   0.5389, 0.340691
 323,   0.5389, 0.341954
 324,   0.5389, 0.345139
 325,   0.5389, 0.344241
 326,   0.5389, 0.345733
 327,   0.5389, 0.343636
 328,   0.5389,  0.34511
 329,   0.5389, 0.344941
 330,   0.5389, 0.345194
 331,   0.5389, 0.345526
 332,   0.5392, 0.347479
 333,   0.5392, 0.345376
 334,   0.5392, 0.352028
 335,   0.5392, 0.354487
 336,   0.5392, 0.354581
 337,   0.5392, 0.355089
 338,   0.5392, 0.357373
 339,   0.5392,   0.3623
 340,   0.5392, 0.354751
 341,   0.5392, 0.353553
 342,   0.5392, 0.363858
 343,   0.5392,  0.35997
 344,   0.5392, 0.358053
 345,   0.5392, 0.358443
 346,   0.5392, 0.357047
 347,   0.5467, 0.364832
 348,   0.5467, 0.361311
 349,   0.5467, 0.362229
 350,   0.5467, 0.365189
 351,   0.5467, 0.363052
 352,   0.5467, 0.363053
 353,   0.5467, 0.356218
 354,   0.5467, 0.363586
 355,   0.5467, 0.361597
 356,   0.5467, 0.364381
 357,   0.5467, 0.363191
 358,   0.5467, 0.367194
 359,   0.5467, 0.364024
 360,   0.5467, 0.366894
 361,   0.5467, 0.365798
 362,   0.5467, 0.368234
 363,   0.5467, 0.364878
 364,   0.5467,  0.36774
 365,   0.5467, 0.367044
 366,   0.5547, 0.370063
 367,   0.5547, 0.367747
 368,   0.5547, 0.369039
 369,   0.5547, 0.368595
 370,   0.5547, 0.373439
 371,   0.5547, 0.362521
 372,   0.5547, 0.368449
 373,   0.5547, 0.369707
 374,   0.5547, 0.368163
 375,   0.5547, 0.366989
 376,   0.5547, 0.369526
 377,   0.5547, 0.369348
 378,   0.5641, 0.373502
 379,   0.5641, 0.371651
 380,   0.5641, 0.372018
 381,   0.5641, 0.375602
 382,   0.5641, 0.371122
 383,   0.5641, 0.373207
 384,   0.5641, 0.375845
 385,   0.5641, 0.374646
 386,   0.5641, 0.379743
 387,   0.5641,  0.37791
 388,   0.5641, 0.381726
 389,   0.5641, 0.382302
 390,   0.5641, 0.379579
 391,   0.5641, 0.381623
 392,   0.5641, 0.374351
 393,   0.5641, 0.370704
 394,   0.5641, 0.377676
 395,   0.5641, 0.370528
 396,   0.5641,  0.37106
 397,   0.5641, 0.369874
 398,   0.5641, 0.369108
 399,   0.5641, 0.364477
 400,   0.5641, 0.364368
 401,   0.5641, 0.372145
 402,   0.5641, 0.367247
 403,   0.5641,  0.37628
 404,   0.5641, 0.369829
 405,   0.5641, 0.377764
 406,   0.5641, 0.373097
 407,   0.5641, 0.376396
 408,   0.5641, 0.374567
 409,   0.5641, 0.376244
 410,   0.5641, 0.376932
 411,   0.5641, 0.382544
 412,   0.5641, 0.375129
 413,   0.5641, 0.374596
 414,   0.5641, 0.372211
 415,   0.5641, 0.375632
 416,   0.5641, 0.379647
 417,   0.5641, 0.378444
 418,   0.5641, 0.374847
 419,   0.5641, 0.373655
 420,   0.5641, 0.376758
 421,   0.5641, 0.370442
 422,   0.5641, 0.375221
 423,   0.5641, 0.374867
 424,   0.5641, 0.382245
 425,   0.5641, 0.380264
 426,   0.5641, 0.378668
 427,   0.5641, 0.384034
 428,   0.5641, 0.386194
 429,   0.5641, 0.385599
 430,   0.5641, 0.380986
 431,   0.5641, 0.386247
 432,   0.5641, 0.384474
 433,   0.5641, 0.384505
 434,   0.5641, 0.381949
 435,   0.5641, 0.381469
 436,   0.5641, 0.376237
 437,   0.5641, 0.383052
 438,   0.5641, 0.380734
 439,   0.5641,  0.38455
 440,   0.5641, 0.379622
 441,   0.5641, 0.380392
 442,   0.5641, 0.384224
 443,   0.5641,  0.38045
 444,   0.5641, 0.380867
 445,   0.5641, 0.376742
 446,   0.5641, 0.378261
 447,   0.5641, 0.374199
 448,   0.5641, 0.379426
 449,   0.5641, 0.379267
 450,   0.5641, 0.381928
 451,   0.5641, 0.387671
 452,   0.5641, 0.385842
 453,   0.5641, 0.382607
 454,   0.5692, 0.386313
 455,   0.5692, 0.394191
 456,   0.5692, 0.386959
 457,   0.5692, 0.380919
 458,   0.5692, 0.384947
 459,   0.5692, 0.388937
 460,   0.5811, 0.385414
 461,   0.5811,  0.38783
 462,   0.5811, 0.383086
 463,   0.5811, 0.392401
 464,   0.5811, 0.390629
 465,   0.5811, 0.382623
 466,   0.5811, 0.384605
 467,   0.5811, 0.382918
 468,   0.5811, 0.386719
 469,   0.5811,  0.38459
 470,   0.5811, 0.391308
 471,   0.5811, 0.398263
 472,   0.5811, 0.396004
 473,   0.5811, 0.393423
 474,   0.5811, 0.388962
 475,   0.5811,  0.39046
 476,   0.5811,  0.38829
 477,   0.5811, 0.385184
 478,   0.5811, 0.386926
 479,   0.5811, 0.389858
 480,   0.5811, 0.388579
 481,   0.5811, 0.388477
 482,   0.5811, 0.385384
 483,   0.5811, 0.389583
 484,   0.5811, 0.388604
 485,   0.5832,  0.38959
 486,   0.5832, 0.386617
 487,   0.5832, 0.383907
 488,   0.5832, 0.391835
 489,   0.5832, 0.392011
 490,   0.5832, 0.385926
 491,   0.5832, 0.384105
 492,   0.5832, 0.381826
 493,   0.5832, 0.380006
 494,   0.5832, 0.387244
 495,   0.5832,  0.39378
 496,   0.5832, 0.391454
 497,   0.5832, 0.386573
 498,   0.5832, 0.389777
 499,   0.5832, 0.378871
 500,   0.5832, 0.378203
 501,   0.5832, 0.386339
 502,   0.5832, 0.389213
 503,   0.5832, 0.386967
 504,   0.5832, 0.383352
 505,   0.5832, 0.382701
 506,   0.5832, 0.388649
 507,   0.5832, 0.385336
 508,   0.5935, 0.385383
 509,   0.5935, 0.386303
 510,   0.5935, 0.389361
 511,   0.5935, 0.388297
 512,   0.5935, 0.386698
 513,   0.5935, 0.389787
 514,   0.5935, 0.386621
 515,   0.5935, 0.381974
 516,   0.5935, 0.387549
 517,   0.5935,   0.3889
 518,   0.5935, 0.391946
 519,   0.5935, 0.389271
 520,   0.5935, 0.387406
 521,   0.5935, 0.380228
 522,   0.5935, 0.382507
 523,   0.5935, 0.387284
 524,   0.5946, 0.384611
 525,   0.5946, 0.385576
 526,   0.5946,  0.38317
 527,   0.5946,   0.3844
 528,   0.5946, 0.385564
 529,   0.5946, 0.388454
 530,   0.5946, 0.386991
 531,   0.5946, 0.379813
 532,   0.5946, 0.379878
 533,   0.5946, 0.379093
 534,   0.5946, 0.380727
 535,   0.5946, 0.377535
 536,   0.5946, 0.387041
 537,   0.5946, 0.385014
 538,   0.5946, 0.389615
 539,   0.5946, 0.392358
 540,   0.5946, 0.388079
 541,   0.5946, 0.391398
 542,   0.5946, 0.389755
 543,   0.5946, 0.387875
 544,   0.5946, 0.395429
 545,   0.5946, 0.388453
 546,   0.5946, 0.388316
 547,   0.5946, 0.382812
 548,   0.5946, 0.381511
 549,   0.5946, 0.387222
 550,   0.5946, 0.391655
 551,   0.5946, 0.391874
 552,   0.5946, 0.393443
 553,   0.5946, 0.390109
 554,   0.5946, 0.394456
 555,   0.5946, 0.394543
 556,   0.5946, 0.400341
 557,   0.5946, 0.395167
 558,   0.5946, 0.387841
 559,   0.5946, 0.390739
 560,   0.5946, 0.393269
 561,   0.5946,  0.39199
 562,   0.5946,  0.39257
 563,   0.5947,  0.39498
 564,   0.5947, 0.394365
 565,   0.5947, 0.401786
 566,   0.5947,  0.39563
 567,   0.5947, 0.396158
 568,   0.5947, 0.394989
 569,   0.5947, 0.394248
 570,   0.5947,  0.39393
 571,   0.5947, 0.399338
 572,   0.5947, 0.403813
 573,   0.5947, 0.400606
 574,    0.611, 0.406292
 575,    0.611, 0.401594
 576,    0.611, 0.400501
 577,   0.6151, 0.402932
 578,   0.6151, 0.400659
 579,   0.6151, 0.396545
 580,   0.6151, 0.397856
 581,   0.6151, 0.398151
 582,   0.6151, 0.394342
 583,   0.6151, 0.394883
 584,   0.6151, 0.394069
 585,   0.6151, 0.395772
 586,   0.6151, 0.398222
 587,   0.6151, 0.398361
 588,   0.6151, 0.401892
 589,   0.6151, 0.393483
 590,   0.6151, 0.400297
 591,   0.6151, 0.400512
 592,   0.6151, 0.403717
 593,   0.6151, 0.401261
 594,   0.6151,  0.39985
 595,   0.6151,  0.40097
 596,   0.6151, 0.396135
 597,   0.6151, 0.400518
 598,   0.6151, 0.388039
 599,   0.6151, 0.395018
 600,   0.6151, 0.385494
 601,   0.6151, 0.393891
 602,   0.6151, 0.378525
 603,   0.6151, 0.389503
 604,   0.6151, 0.383421
 605,   0.6151, 0.389248
 606,   0.6151, 0.389863
 607,   0.6151, 0.383881
 608,   0.6151, 0.389731
 609,   0.6151, 0.392416
 610,   0.6151, 0.388853
 611,   0.6151, 0.393075
 612,   0.6151, 0.393212
 613,   0.6151, 0.399956
 614,   0.6151, 0.392941
 615,   0.6151, 0.398019
 616,   0.6151, 0.392779
 617,   0.6151, 0.401461
 618,   0.6151, 0.398797
 619,   0.6151, 0.401087
 620,   0.6151, 0.398083
 621,   0.6151, 0.402419
 622,   0.6151, 0.399577
 623,   0.6151, 0.398037
 624,   0.6151,  0.39421
 625,   0.6151, 0.395432
 626,   0.6151, 0.399449
 627,   0.6151, 0.396399
 628,   0.6151, 0.386602
 629,   0.6151,  0.39039
 630,   0.6151, 0.398584
 631,   0.6151,  0.39853
 632,   0.6151, 0.396441
 633,   0.6201, 0.402743
 634,   0.6201, 0.407431
 635,   0.6201, 0.397015
 636,   0.6201, 0.395803
 637,   0.6201, 0.400072
 638,   0.6201, 0.396482
 639,   0.6201, 0.404456
 640,   0.6201, 0.401526
 641,   0.6201, 0.392434
 642,   0.6264, 0.395311
 643,   0.6264, 0.396858
 644,   0.6264, 0.402916
 645,   0.6264, 0.405002
 646,   0.6264, 0.395041
 647,   0.6264, 0.392038
 648,   0.6264, 0.399742
 649,   0.6264, 0.397505
 650,   0.6264, 0.405219
 651,   0.6264,  0.40458
 652,   0.6264, 0.399036
 653,   0.6264, 0.396378
 654,   0.6264, 0.391018
 655,   0.6264, 0.389012
 656,   0.6264, 0.393028
 657,   0.6264, 0.395071
 658,   0.6264, 0.396773
 659,   0.6264, 0.405926
 660,   0.6264, 0.406524
 661,   0.6264, 0.404018
 662,   0.6264, 0.405358
 663,   0.6264, 0.403389
 664,   0.6264,  0.41081
 665,   0.6264,  0.40704
 666,   0.6264, 0.404013
 667,   0.6264, 0.401503
 668,   0.6264, 0.408207
 669,   0.6264,  0.41338
 670,   0.6264,  0.41192
 671,   0.6264,  0.41481
 672,   0.6264, 0.415462
 673,   0.6264, 0.414282
 674,   0.6264, 0.411375
 675,   0.6264, 0.413331
 676,   0.6264, 0.411762
 677,   0.6264, 0.416362
 678,   0.6264, 0.415411
 679,   0.6264, 0.418537
 680,   0.6264, 0.422127
 681,   0.6264, 0.426903
 682,   0.6264, 0.426319
 683,   0.6264, 0.422027
 684,   0.6264, 0.412792
 685,   0.6264, 0.415797
 686,   0.6264, 0.414276
 687,   0.6264, 0.419537
 688,   0.6264, 0.414127
 689,   0.6264,  0.40902
 690,   0.6264, 0.412141
 691,   0.6264, 0.411806
 692,   0.6264,  0.41688
 693,   0.6264, 0.411887
 694,   0.6264,  0.41759
 695,   0.6264, 0.419757
 696,   0.6264, 0.422459
 697,   0.6264, 0.421657
 698,   0.6264, 0.421312
 699,   0.6264, 0.422068
 700,   0.6264, 0.419996
 701,   0.6264, 0.429982
 702,   0.6264, 0.430924
 703,   0.6264, 0.436586
 704,   0.6264,  0.42656
 705,   0.6264, 0.427626
 706,   0.6264, 0.422603
 707,   0.6264, 0.428442
 708,   0.6264, 0.422101
 709,   0.6293, 0.416801
 710,   0.6293, 0.427117
 711,   0.6293,  0.42587
 712,   0.6293, 0.432779
 713,   0.6293, 0.431322
 714,   0.6293, 0.428046
 715,   0.6293, 0.431296
 716,   0.6293, 0.434112
 717,   0.6293, 0.427147
 718,   0.6293,  0.43443
 719,   0.6293, 0.430622
 720,   0.6293, 0.430167
 721,   0.6293, 0.427647
 722,   0.6293, 0.433098
 723,   0.6321, 0.430735
 724,   0.6321, 0.434145
 725,   0.6321, 0.434382
 726,   0.6321, 0.429911
 727,   0.6321, 0.422878
 728,   0.6321, 0.419502
 729,   0.6321, 0.426187
 730,   0.6321, 0.426627
 731,   0.6321, 0.427591
 732,   0.6321, 0.428858
 733,   0.6321, 0.426633
 734,   0.6321,  0.43156
 735,   0.6321, 0.423563
 736,   0.6321, 0.421178
 737,   0.6321,  0.42589
 738,   0.6321, 0.428096
 739,   0.6321, 0.432085
 740,   0.6321, 0.430514
 741,   0.6321, 0.436593
 742,   0.6321, 0.437488
 743,   0.6321, 0.439271
 744,   0.6321,  0.43705
 745,   0.6321, 0.436727
 746,   0.6321, 0.435992
 747,   0.6321, 0.436132
 748,   0.6321, 0.428841
 749,   0.6321, 0.429682
 750,   0.6321, 0.430779
 751,   0.6321,  0.43466
 752,   0.6321, 0.430625
 753,   0.6321, 0.425773
 754,   0.6321, 0.428865
 755,   0.6321, 0.430023
 756,   0.6321, 0.423025
 757,   0.6321,   0.4317
 758,   0.6321, 0.432082
 759,   0.6321,  0.43397
 760,   0.6321, 0.436415
 761,   0.6321, 0.432611
 762,   0.6321,  0.43119
 763,   0.6321, 0.428623
 764,   0.6321, 0.433665
 765,   0.6321, 0.426994
 766,   0.6321, 0.422955
 767,   0.6321, 0.422898
 768,   0.6321, 0.421627
 769,   0.6321, 0.423817
 770,   0.6321, 0.427898
 771,   0.6321, 0.432163
 772,   0.6321, 0.430388
 773,   0.6321, 0.423752
 774,   0.6321, 0.433199
 775,   0.6321, 0.433069
 776,   0.6321, 0.429217
 777,   0.6321, 0.422751
 778,   0.6321, 0.424473
 779,   0.6321, 0.427094
 780,   0.6321, 0.428034
 781,   0.6321, 0.424057
 782,   0.6339, 0.419962
 783,   0.6339, 0.428414
 784,   0.6339, 0.426578
 785,   0.6339, 0.419632
 786,   0.6339, 0.430396
 787,   0.6339, 0.428782
 788,   0.6339, 0.429991
 789,   0.6339, 0.432719
 790,   0.6339, 0.431171
 791,   0.6339, 0.438932
 792,   0.6339, 0.438794
 793,   0.6339,  0.44106
 794,   0.6339, 0.443592
 795,   0.6339, 0.441975
 796,   0.6339, 0.438987
 797,   0.6339, 0.435341
 798,   0.6339, 0.438442
 799,   0.6345, 0.444032
 800,   0.6345, 0.445722
 801,   0.6345,  0.44118
 802,   0.6345, 0.434844
 803,   0.6345,  0.44115
 804,   0.6345, 0.436442
 805,   0.6345,   0.4391
 806,   0.6389, 0.431301
 807,   0.6389, 0.433832
 808,   0.6389,  0.43492
 809,   0.6389, 0.435084
 810,   0.6389, 0.436101
 811,   0.6389, 0.437581
 812,   0.6389, 0.431295
 813,   0.6389, 0.432214
 814,   0.6389, 0.443778
 815,   0.6389, 0.441024
 816,   0.6389, 0.440273
 817,   0.6389, 0.441599
 818,   0.6389, 0.446148
 819,   0.6389, 0.442637
 820,   0.6389, 0.438337
 821,   0.6389, 0.444231
 822,   0.6389, 0.438218
 823,   0.6389, 0.439079
 824,   0.6389, 0.437795
 825,   0.6389, 0.437773
 826,   0.6389, 0.434409
 827,   0.6389, 0.436762
 828,   0.6389, 0.433157
 829,   0.6389, 0.431915
 830,   0.6389, 0.432804
 831,   0.6389,  0.43579
 832,   0.6389, 0.432808
 833,   0.6389, 0.432325
 834,   0.6389, 0.436913
 835,   0.6389, 0.437414
 836,   0.6389, 0.442178
 837,   0.6389, 0.434361
 838,   0.6389, 0.435542
 839,   0.6389, 0.433262
 840,   0.6389, 0.431464
 841,   0.6389, 0.428948
 842,   0.6389, 0.432346
 843,   0.6389, 0.432286
 844,   0.6389, 0.432585
 845,   0.6389, 0.429674
 846,   0.6389, 0.428246
 847,   0.6389, 0.436351
 848,   0.6389, 0.438626
 849,   0.6389, 0.432544
 850,   0.6389, 0.437562
 851,   0.6389, 0.430562
 852,   0.6389, 0.434529
 853,   0.6389, 0.439037
 854,   0.6389, 0.434853
 855,   0.6485, 0.436918
 856,   0.6485, 0.441164
 857,   0.6485,  0.43955
 858,   0.6485, 0.434662
 859,   0.6485, 0.431336
 860,   0.6485, 0.435204
 861,   0.6485, 0.426353
 862,   0.6485, 0.434495
 863,   0.6485, 0.436473
 864,   0.6485, 0.442179
 865,   0.6485, 0.441487
 866,   0.6485, 0.443618
 867,   0.6485, 0.444616
 868,   0.6485, 0.436974
 869,   0.6485, 0.441698
 870,   0.6485,  0.43771
 871,   0.6485, 0.430389
 872,   0.6485, 0.437903
 873,   0.6485, 0.443215
 874,   0.6485, 0.443891
 875,   0.6485, 0.448978
 876,   0.6485,  0.45103
 877,   0.6485,  0.45245
 878,   0.6485, 0.440457
 879,   0.6485, 0.446558
 880,   0.6485, 0.444309
 881,   0.6485, 0.451095
 882,   0.6485, 0.449445
 883,   0.6485, 0.446679
 884,   0.6485, 0.448532
 885,   0.6485, 0.456872
 886,   0.6485, 0.455986
 887,   0.6485, 0.449709
 888,   0.6485, 0.451857
 889,   0.6485, 0.446269
 890,   0.6485, 0.442993
 891,   0.6485, 0.439267
 892,   0.6485, 0.443115
 893,   0.6485, 0.441704
 894,   0.6485, 0.435964
 895,   0.6485, 0.438285
 896,   0.6485, 0.439254
 897,   0.6485, 0.445547
 898,   0.6485, 0.449556
 899,   0.6485,  0.45239
 900,   0.6485, 0.449536
 901,   0.6485, 0.449026
 902,   0.6485, 0.454348
 903,   0.6485, 0.449219
 904,   0.6485, 0.446743
 905,   0.6485, 0.448704
 906,   0.6485, 0.443819
 907,   0.6485, 0.450117
 908,   0.6485, 0.449968
 909,   0.6485, 0.445275
 910,   0.6485, 0.444187
 911,   0.6485, 0.448447
 912,   0.6485, 0.446654
 913,   0.6485, 0.440852
 914,   0.6485, 0.443425
 915,   0.6485,  0.44561
 916,   0.6485, 0.441229
 917,   0.6485, 0.432812
 918,   0.6485, 0.443395
