gen, tournament_ternary_onepoint_best, tournament_ternary_onepoint_ave
3433,    0.747, 0.681925
3434,    0.747,  0.67981
3435,    0.747,  0.68066
3436,    0.747, 0.682742
3437,    0.747,  0.68454
3438,    0.747, 0.681874
3439,    0.747, 0.679698
3440,    0.747, 0.677992
3441,    0.747, 0.682145
3442,    0.747, 0.679094
3443,    0.747, 0.675805
3444,    0.747, 0.679429
3445,    0.747, 0.684099
3446,    0.747, 0.676084
3447,    0.747, 0.676362
3448,    0.747, 0.684209
3449,    0.747, 0.677795
3450,    0.747, 0.681944
3451,    0.747, 0.682868
3452,    0.747, 0.679914
3453,    0.747,   0.6804
3454,    0.747, 0.677714
3455,    0.747, 0.676449
3456,    0.747, 0.678572
3457,    0.747, 0.679985
3458,    0.747, 0.678793
3459,    0.747, 0.679267
3460,    0.747, 0.682012
3461,    0.747, 0.677536
3462,    0.747, 0.678608
3463,    0.747, 0.676024
3464,    0.747, 0.679522
3465,    0.747, 0.679784
3466,    0.747, 0.682151
3467,    0.747, 0.677992
3468,    0.747, 0.680653
3469,    0.747, 0.674633
3470,    0.747, 0.681104
3471,    0.747, 0.672607
3472,    0.747, 0.681331
3473,    0.747, 0.680623
3474,    0.747, 0.682777
3475,    0.747, 0.679716
3476,    0.747, 0.681612
3477,    0.747, 0.681274
3478,    0.747, 0.681891
3479,    0.747, 0.679996
3480,    0.747, 0.683298
3481,    0.747, 0.683162
3482,    0.747, 0.681712
3483,    0.747, 0.684872
3484,    0.747, 0.682492
3485,    0.747, 0.684812
3486,    0.747, 0.674389
3487,    0.747, 0.679114
3488,    0.747, 0.680282
3489,    0.747, 0.681781
3490,    0.747, 0.679266
3491,    0.747, 0.680801
3492,    0.747, 0.680682
3493,    0.747, 0.678183
3494,    0.747, 0.682363
3495,    0.747, 0.685737
3496,    0.747, 0.679909
3497,    0.747, 0.677968
3498,    0.747, 0.681862
3499,    0.747, 0.682742
3500,    0.747, 0.679901
3501,    0.747, 0.679035
3502,    0.747, 0.676904
3503,    0.747, 0.679007
3504,    0.747, 0.677469
3505,    0.747, 0.679165
3506,    0.747, 0.679874
3507,    0.747,  0.67624
3508,    0.747, 0.680879
3509,    0.747, 0.676259
3510,    0.747, 0.679515
3511,    0.747, 0.678613
3512,    0.747, 0.680994
3513,    0.747, 0.680136
3514,    0.747, 0.683642
3515,    0.747,  0.67926
3516,    0.747, 0.678709
3517,    0.747,  0.68291
3518,    0.747,   0.6818
3519,    0.747, 0.681882
3520,    0.747, 0.676335
3521,    0.747, 0.683257
3522,    0.747, 0.683137
3523,    0.747,  0.68198
3524,    0.747,  0.67969
3525,    0.747, 0.681439
3526,    0.747, 0.681959
3527,    0.747, 0.681328
3528,    0.747, 0.680103
3529,    0.747, 0.678616
3530,    0.747, 0.683236
3531,    0.747, 0.678575
3532,    0.747, 0.680708
3533,    0.747, 0.679302
3534,    0.747, 0.678571
3535,    0.747, 0.680632
3536,    0.747, 0.679364
3537,    0.747, 0.679553
3538,    0.747, 0.671261
3539,    0.747, 0.676895
3540,    0.747, 0.682411
3541,    0.747, 0.682431
3542,    0.747, 0.681176
3543,    0.747, 0.676548
3544,    0.747, 0.673761
3545,    0.747, 0.679641
3546,    0.747, 0.672504
3547,    0.747, 0.679601
3548,    0.747, 0.680462
3549,    0.747, 0.682208
3550,    0.747, 0.679232
3551,    0.747, 0.684602
3552,    0.747, 0.681856
3553,    0.747, 0.681799
3554,    0.747, 0.682952
3555,    0.747, 0.679688
3556,    0.747,  0.67825
3557,    0.747, 0.672272
3558,    0.747, 0.676774
3559,    0.747, 0.680253
3560,    0.747, 0.677239
3561,    0.747, 0.675535
3562,    0.747, 0.677963
3563,    0.747, 0.683015
3564,    0.747, 0.679444
3565,    0.747,  0.67732
3566,    0.747, 0.683085
3567,    0.747, 0.678881
3568,    0.747, 0.680436
3569,    0.747, 0.673856
3570,    0.747, 0.675017
3571,    0.747,  0.68369
3572,    0.747, 0.685805
3573,    0.747,  0.68309
3574,    0.747, 0.680014
3575,    0.747, 0.681226
3576,    0.747, 0.682595
3577,    0.747,  0.68634
3578,    0.747, 0.680066
3579,    0.747, 0.679651
3580,    0.747, 0.682475
3581,    0.747, 0.678765
3582,    0.747,  0.67816
3583,    0.747, 0.678741
3584,    0.747, 0.679997
3585,    0.747, 0.679928
3586,    0.747, 0.682459
3587,    0.747, 0.681331
3588,    0.747, 0.683818
3589,    0.747, 0.677421
3590,    0.747, 0.678865
3591,    0.747,  0.68127
3592,    0.747, 0.681177
3593,    0.747, 0.684864
3594,    0.747, 0.680435
3595,    0.747, 0.682198
3596,    0.747, 0.677541
3597,    0.747, 0.677879
3598,    0.747, 0.678451
3599,    0.747, 0.683466
3600,    0.747, 0.679989
3601,    0.747, 0.678523
3602,    0.747, 0.681341
3603,    0.747, 0.675636
3604,    0.747, 0.678814
3605,    0.747, 0.681667
3606,    0.747,  0.68277
3607,    0.747,  0.68793
3608,    0.747, 0.687729
3609,    0.747, 0.682101
3610,    0.747, 0.682948
3611,    0.747, 0.675634
3612,    0.747, 0.678899
3613,    0.747, 0.678519
3614,    0.747, 0.680497
3615,    0.747, 0.678209
3616,    0.747, 0.679006
3617,    0.747, 0.678165
3618,    0.747, 0.675563
3619,    0.747, 0.680128
3620,    0.747,  0.68035
3621,    0.747, 0.677416
3622,    0.747,  0.67672
3623,    0.747, 0.680682
3624,   0.7472, 0.679613
3625,   0.7472, 0.685067
3626,   0.7472, 0.680007
3627,   0.7472, 0.679386
3628,   0.7472, 0.680278
3629,   0.7472, 0.678705
3630,   0.7472, 0.679681
3631,   0.7472, 0.681193
3632,   0.7472,  0.68353
3633,   0.7472, 0.680425
3634,   0.7472, 0.679999
3635,   0.7472, 0.680576
3636,   0.7472, 0.685696
3637,   0.7472, 0.682293
3638,   0.7472, 0.684568
3639,   0.7472, 0.681538
3640,   0.7472, 0.681625
3641,   0.7472, 0.679641
3642,   0.7472, 0.681205
3643,   0.7472, 0.682503
3644,   0.7472,  0.68225
3645,   0.7472, 0.680228
3646,   0.7472, 0.681198
3647,   0.7472,  0.68211
3648,   0.7472, 0.683374
3649,   0.7472, 0.680612
3650,   0.7472, 0.681711
3651,   0.7472, 0.678785
3652,   0.7472, 0.682084
3653,   0.7472, 0.683875
3654,   0.7472,  0.67743
3655,   0.7472, 0.680785
3656,   0.7472, 0.683335
3657,   0.7472, 0.682757
3658,   0.7472, 0.682988
3659,   0.7472, 0.681933
3660,   0.7472, 0.680964
3661,   0.7472, 0.685695
3662,   0.7472, 0.683271
3663,   0.7472, 0.679674
3664,   0.7472, 0.680701
3665,   0.7472,  0.67973
3666,   0.7472, 0.682069
3667,   0.7472, 0.678193
3668,   0.7472, 0.678393
3669,   0.7472, 0.682407
3670,   0.7472, 0.678576
3671,   0.7472,  0.68188
3672,   0.7472, 0.683386
3673,   0.7472, 0.682019
3674,   0.7472, 0.680785
3675,   0.7472, 0.676726
3676,   0.7472,  0.67934
3677,   0.7472, 0.682409
3678,   0.7472, 0.681216
3679,   0.7472, 0.687256
3680,   0.7472, 0.687203
3681,   0.7472, 0.685288
3682,   0.7472, 0.683352
3683,   0.7472,  0.67842
3684,   0.7472, 0.680426
3685,   0.7472, 0.681692
3686,   0.7472, 0.687416
3687,   0.7472, 0.678904
3688,   0.7472, 0.685433
3689,   0.7472,  0.68221
3690,   0.7472, 0.679399
3691,   0.7472,  0.67921
3692,   0.7472, 0.682377
3693,   0.7472, 0.682264
3694,   0.7472, 0.681458
3695,   0.7472,  0.68232
3696,   0.7472, 0.679712
3697,   0.7472, 0.681077
3698,   0.7472, 0.684061
3699,   0.7472, 0.682274
3700,   0.7472, 0.684173
3701,   0.7472, 0.681606
3702,   0.7472, 0.685382
3703,   0.7472, 0.680031
3704,   0.7472, 0.681653
3705,   0.7472, 0.680458
3706,   0.7472, 0.682774
3707,   0.7472, 0.680065
3708,   0.7472, 0.685484
3709,   0.7472, 0.682626
3710,   0.7472, 0.680092
3711,   0.7472, 0.685324
3712,   0.7472, 0.690387
3713,   0.7472, 0.679699
3714,   0.7472, 0.682872
3715,   0.7472, 0.680583
3716,   0.7472, 0.683357
3717,   0.7472, 0.677624
3718,   0.7472, 0.680779
3719,   0.7472, 0.680337
3720,   0.7472, 0.680156
3721,   0.7472, 0.681046
3722,   0.7472, 0.678542
3723,   0.7472, 0.682692
3724,   0.7472, 0.681855
3725,   0.7472, 0.682413
3726,   0.7472, 0.681458
3727,   0.7472, 0.681688
3728,   0.7472, 0.682764
3729,   0.7472,  0.67929
3730,   0.7472,  0.68029
3731,   0.7472, 0.678313
3732,   0.7472,   0.6806
3733,   0.7472, 0.679208
3734,   0.7472, 0.682322
3735,   0.7472,  0.68392
3736,   0.7472,  0.68199
3737,   0.7472, 0.685123
3738,   0.7472, 0.678482
3739,   0.7472, 0.676713
3740,   0.7472, 0.682122
3741,   0.7472, 0.682636
3742,   0.7472, 0.682908
3743,   0.7472,  0.68141
3744,   0.7472, 0.680438
3745,   0.7472, 0.679786
3746,   0.7472, 0.681833
3747,   0.7472, 0.684461
3748,   0.7472,  0.68225
3749,   0.7472, 0.683885
3750,   0.7472, 0.680748
3751,   0.7472, 0.684195
3752,   0.7474, 0.680067
3753,   0.7474, 0.678311
3754,   0.7474, 0.680436
3755,   0.7474, 0.682266
3756,   0.7474, 0.678353
3757,   0.7474, 0.678732
3758,   0.7474, 0.679188
3759,   0.7474, 0.674862
3760,   0.7474,  0.68188
3761,   0.7474, 0.681786
3762,   0.7474,  0.68304
3763,   0.7474, 0.676167
3764,   0.7474, 0.677565
3765,   0.7474, 0.681846
3766,   0.7474, 0.681852
3767,   0.7474,  0.68174
3768,   0.7474, 0.683352
3769,   0.7474, 0.682033
3770,   0.7474, 0.680802
3771,   0.7474, 0.676642
3772,   0.7474, 0.679339
3773,   0.7474, 0.680934
3774,   0.7474, 0.680399
3775,   0.7474, 0.678356
3776,   0.7474,   0.6825
3777,   0.7474, 0.679104
3778,   0.7476, 0.680342
3779,   0.7476, 0.678977
3780,   0.7476, 0.681473
3781,   0.7476,  0.68521
3782,   0.7476, 0.684233
3783,   0.7476, 0.680439
3784,   0.7476, 0.682452
3785,   0.7476, 0.682188
3786,   0.7476, 0.686044
3787,   0.7476,  0.68239
3788,   0.7476, 0.682958
3789,   0.7476, 0.686901
3790,   0.7476, 0.679405
3791,   0.7476,  0.68486
3792,   0.7476, 0.683525
3793,   0.7476, 0.684608
3794,   0.7476, 0.684716
3795,   0.7476, 0.683807
3796,   0.7476, 0.685613
3797,   0.7476, 0.684169
3798,   0.7476, 0.684621
3799,   0.7476, 0.679486
3800,   0.7476, 0.682398
3801,   0.7476, 0.682922
3802,   0.7476, 0.683519
3803,   0.7476, 0.684609
3804,   0.7476, 0.678192
3805,   0.7476, 0.688038
3806,   0.7476,   0.6815
3807,   0.7476, 0.685599
3808,   0.7476, 0.685101
3809,   0.7476, 0.680271
3810,   0.7479, 0.681195
3811,   0.7479, 0.680286
3812,   0.7479, 0.680606
3813,   0.7479, 0.684425
3814,   0.7479,  0.68118
3815,   0.7479,  0.67817
3816,   0.7479, 0.685477
3817,   0.7479, 0.683937
3818,   0.7479, 0.680717
3819,   0.7479, 0.683723
3820,   0.7479, 0.679793
3821,   0.7479, 0.684581
3822,   0.7479, 0.681201
3823,   0.7479, 0.680585
3824,   0.7479, 0.675597
3825,   0.7479, 0.681328
3826,   0.7479,  0.67843
3827,   0.7479, 0.675726
3828,   0.7479, 0.679415
3829,   0.7479, 0.686714
3830,   0.7479, 0.684144
3831,   0.7479, 0.681391
3832,   0.7479, 0.681234
3833,   0.7479, 0.681356
3834,   0.7479, 0.684452
3835,   0.7479, 0.681947
3836,   0.7479, 0.677783
3837,   0.7479, 0.682699
3838,   0.7479, 0.681641
3839,   0.7479,  0.68179
3840,   0.7479, 0.679441
3841,   0.7479, 0.680294
3842,   0.7479,  0.67573
3843,   0.7479, 0.683678
3844,   0.7479, 0.682567
3845,   0.7479, 0.683914
3846,   0.7479, 0.680428
3847,   0.7479, 0.677821
3848,   0.7479, 0.680308
3849,   0.7479, 0.680941
3850,   0.7479, 0.682534
3851,   0.7479,  0.68496
3852,   0.7479, 0.681465
3853,   0.7479, 0.683878
3854,   0.7479, 0.683005
3855,   0.7479, 0.681833
3856,   0.7479, 0.683811
3857,   0.7479, 0.680653
3858,   0.7479, 0.680071
3859,   0.7479, 0.685978
3860,   0.7479, 0.682857
3861,   0.7479, 0.682614
3862,   0.7479, 0.676214
3863,   0.7479, 0.681369
3864,   0.7479, 0.679644
3865,   0.7479, 0.684933
3866,   0.7479, 0.682112
3867,   0.7479, 0.680956
3868,   0.7479, 0.681998
3869,   0.7479,  0.68107
3870,   0.7479, 0.678529
3871,   0.7479, 0.680991
3872,   0.7479, 0.679995
3873,   0.7479, 0.677258
3874,   0.7479, 0.679672
3875,   0.7479,  0.67927
3876,   0.7479, 0.677038
3877,   0.7479, 0.684437
3878,   0.7479, 0.679384
3879,   0.7479, 0.680345
3880,   0.7479, 0.679976
3881,   0.7479,  0.68071
3882,   0.7479, 0.681691
3883,   0.7479,  0.67772
3884,   0.7479, 0.681085
3885,   0.7479, 0.678881
3886,   0.7479,  0.68472
3887,   0.7479, 0.684066
3888,   0.7479, 0.682516
3889,   0.7479, 0.685741
3890,   0.7479, 0.679984
3891,   0.7479, 0.682774
3892,   0.7479, 0.684891
3893,   0.7479,  0.68088
3894,   0.7479, 0.680337
3895,   0.7479, 0.678876
3896,   0.7479, 0.677801
3897,   0.7479, 0.678194
3898,   0.7479, 0.681758
3899,   0.7479, 0.682049
3900,   0.7479, 0.683113
3901,   0.7479, 0.682676
3902,   0.7479, 0.682112
3903,   0.7479, 0.683684
3904,   0.7479, 0.679424
3905,   0.7479, 0.676773
3906,   0.7479, 0.677331
3907,   0.7479, 0.673434
3908,   0.7479, 0.679062
3909,   0.7479, 0.685586
3910,   0.7479, 0.679208
3911,   0.7479, 0.680911
3912,   0.7479, 0.683593
3913,   0.7479, 0.683816
3914,   0.7479, 0.680153
3915,   0.7479, 0.684942
3916,   0.7479, 0.685378
3917,   0.7479, 0.681115
3918,   0.7479, 0.678631
3919,   0.7479,  0.68098
3920,   0.7479, 0.680844
3921,   0.7479, 0.675999
3922,   0.7479,  0.67951
3923,   0.7479, 0.680949
3924,   0.7479, 0.683353
3925,   0.7479, 0.680327
3926,   0.7479, 0.682052
3927,   0.7479, 0.680777
3928,   0.7479, 0.689417
3929,   0.7479, 0.678914
3930,   0.7479, 0.683331
3931,   0.7479, 0.684169
3932,   0.7479, 0.685305
3933,   0.7479, 0.686768
3934,   0.7479, 0.684209
3935,   0.7479, 0.681703
3936,   0.7479, 0.688358
3937,   0.7479, 0.682601
3938,   0.7479, 0.679457
3939,   0.7479, 0.678843
3940,   0.7479, 0.680604
3941,   0.7479, 0.679694
3942,   0.7479, 0.682091
3943,   0.7479, 0.676973
3944,   0.7479, 0.679136
3945,   0.7479, 0.679523
3946,   0.7479, 0.679718
3947,   0.7479, 0.682176
3948,   0.7479, 0.681268
3949,   0.7479, 0.681404
3950,   0.7479, 0.680254
3951,   0.7479, 0.681243
3952,   0.7479, 0.678347
3953,   0.7479, 0.677728
3954,   0.7479, 0.685807
3955,   0.7479, 0.680976
3956,   0.7479, 0.681605
3957,   0.7479, 0.681588
3958,   0.7479, 0.682235
3959,   0.7479, 0.680679
3960,   0.7479,  0.68202
3961,   0.7479, 0.682078
3962,   0.7479, 0.682274
3963,   0.7479, 0.679291
3964,   0.7479, 0.682226
3965,   0.7479, 0.674513
3966,   0.7479, 0.676946
3967,   0.7479, 0.680472
3968,   0.7479, 0.679721
3969,   0.7479, 0.676457
3970,   0.7479, 0.678569
3971,   0.7479, 0.684258
3972,   0.7479, 0.677786
3973,   0.7479, 0.683624
3974,   0.7479, 0.678995
3975,   0.7479, 0.682095
3976,   0.7479, 0.684399
3977,   0.7479, 0.679759
3978,   0.7479, 0.679971
3979,   0.7479, 0.682536
3980,   0.7479, 0.680684
3981,   0.7479, 0.679483
3982,   0.7479, 0.683564
3983,   0.7479, 0.686196
3984,   0.7479, 0.684508
3985,   0.7479, 0.680207
3986,   0.7479, 0.683653
3987,   0.7479, 0.682043
3988,   0.7479, 0.682663
3989,   0.7479, 0.679821
3990,   0.7479, 0.681342
3991,   0.7479,  0.68098
3992,   0.7479, 0.679869
3993,   0.7479, 0.679378
3994,   0.7479, 0.680026
3995,   0.7479,  0.67978
3996,   0.7479, 0.679054
3997,   0.7479, 0.682114
3998,   0.7479, 0.680721
3999,   0.7479, 0.675425
4000,   0.7479,   0.6849
