gen, tournament_ternary_onepoint_best, tournament_ternary_onepoint_ave
 940,    0.739, 0.674765
 941,    0.739, 0.672206
 942,    0.739, 0.676363
 943,    0.739, 0.673513
 944,    0.739, 0.673103
 945,    0.739, 0.673468
 946,    0.739, 0.673592
 947,    0.739, 0.672618
 948,    0.739, 0.672998
 949,    0.739, 0.672143
 950,    0.739, 0.670702
 951,    0.739, 0.672243
 952,    0.739, 0.673126
 953,    0.739, 0.674988
 954,    0.739, 0.671712
 955,    0.739, 0.671268
 956,    0.739, 0.669391
 957,    0.739, 0.675287
 958,    0.739, 0.673445
 959,    0.739, 0.675248
 960,    0.739, 0.681127
 961,    0.739, 0.674031
 962,    0.739, 0.670699
 963,    0.739, 0.671736
 964,    0.739, 0.675275
 965,    0.739, 0.671995
 966,    0.739, 0.676073
 967,    0.739, 0.671539
 968,    0.739, 0.673021
 969,    0.739, 0.669372
 970,    0.739, 0.675466
 971,    0.739, 0.670452
 972,    0.739, 0.665297
 973,    0.739, 0.672763
 974,    0.739, 0.673152
 975,    0.739, 0.680164
 976,    0.739, 0.670925
 977,    0.739,  0.66977
 978,    0.739, 0.672056
 979,    0.739,  0.67285
 980,    0.739, 0.669756
 981,    0.739, 0.672476
 982,    0.739,   0.6725
 983,    0.739, 0.674802
 984,    0.739, 0.671597
 985,   0.7391, 0.675745
 986,   0.7391, 0.678562
 987,   0.7391, 0.676503
 988,   0.7391, 0.675426
 989,   0.7391, 0.674789
 990,   0.7391, 0.670541
 991,   0.7391, 0.673311
 992,   0.7391, 0.677575
 993,   0.7391, 0.674151
 994,   0.7391, 0.669603
 995,   0.7391, 0.672829
 996,   0.7391, 0.671761
 997,   0.7391, 0.673779
 998,   0.7391, 0.668119
 999,   0.7391, 0.672177
1000,   0.7391, 0.674102
1001,   0.7391, 0.680389
1002,   0.7391, 0.673005
1003,   0.7391, 0.675512
1004,   0.7391, 0.671619
1005,   0.7391, 0.672158
1006,   0.7391, 0.674449
1007,   0.7391, 0.674353
1008,   0.7391, 0.675879
1009,   0.7391, 0.674364
1010,   0.7391, 0.671374
1011,   0.7391, 0.673234
1012,   0.7391, 0.671662
1013,   0.7391, 0.669888
1014,   0.7396, 0.671054
1015,   0.7396, 0.672641
1016,   0.7396, 0.678065
1017,   0.7396, 0.672768
1018,   0.7396, 0.669096
1019,   0.7396, 0.675532
1020,   0.7396, 0.674989
1021,   0.7396, 0.669497
1022,   0.7396, 0.679442
1023,   0.7396, 0.672216
1024,   0.7396, 0.673887
1025,   0.7396, 0.671154
1026,   0.7396, 0.673412
1027,   0.7396, 0.672947
1028,   0.7396, 0.673673
1029,   0.7396, 0.675749
1030,   0.7396, 0.674187
1031,   0.7396, 0.676282
1032,   0.7396, 0.675041
1033,   0.7396, 0.673944
1034,   0.7396,  0.67618
1035,   0.7396,  0.67438
1036,   0.7396, 0.668278
1037,   0.7399, 0.676099
1038,   0.7399, 0.669802
1039,   0.7399, 0.673162
1040,   0.7399, 0.677296
1041,   0.7399, 0.680566
1042,   0.7399, 0.676146
1043,   0.7399, 0.677577
1044,   0.7399, 0.672812
1045,   0.7399, 0.673509
1046,   0.7399, 0.674007
1047,     0.74, 0.668845
1048,     0.74, 0.675785
1049,     0.74, 0.670487
1050,     0.74, 0.676835
1051,     0.74, 0.673141
1052,     0.74, 0.670895
1053,     0.74, 0.676269
1054,     0.74, 0.676184
1055,   0.7401, 0.672795
1056,   0.7401, 0.672196
1057,   0.7401, 0.673433
1058,   0.7401, 0.670286
1059,   0.7401, 0.671253
1060,   0.7401, 0.672044
1061,   0.7401, 0.674187
1062,   0.7401, 0.676798
1063,   0.7401, 0.670653
1064,   0.7401, 0.670598
1065,   0.7401, 0.673646
1066,   0.7401, 0.673788
1067,   0.7401, 0.674152
1068,   0.7401, 0.674039
1069,   0.7401, 0.673541
1070,   0.7409, 0.680113
1071,   0.7409, 0.675844
1072,   0.7409, 0.674799
1073,   0.7409, 0.676009
1074,   0.7409, 0.671933
1075,   0.7409, 0.676567
1076,   0.7409,  0.67611
1077,   0.7409, 0.673603
1078,   0.7409, 0.679013
1079,   0.7409, 0.676262
1080,   0.7409,  0.67572
1081,   0.7409, 0.672861
1082,   0.7409, 0.677832
1083,   0.7409, 0.675721
1084,   0.7409, 0.673925
1085,   0.7409,  0.67298
1086,   0.7409, 0.678836
1087,   0.7409, 0.674863
1088,   0.7409, 0.676484
1089,   0.7409, 0.679463
1090,   0.7409, 0.673015
1091,   0.7409, 0.676743
1092,   0.7409, 0.673003
1093,   0.7409, 0.670632
1094,   0.7409, 0.676084
1095,   0.7409, 0.675605
1096,   0.7409, 0.672094
1097,   0.7409, 0.678605
1098,   0.7409, 0.677545
1099,   0.7409, 0.674517
1100,   0.7409, 0.674634
1101,   0.7409, 0.677162
1102,   0.7409, 0.675887
1103,   0.7409, 0.671046
1104,   0.7409,  0.67595
1105,   0.7409, 0.676835
1106,   0.7409,  0.67721
1107,   0.7409, 0.678219
1108,   0.7409, 0.674236
1109,   0.7409, 0.676242
1110,   0.7409, 0.676177
1111,   0.7409, 0.675736
1112,   0.7409, 0.677553
1113,   0.7409, 0.671653
1114,   0.7409, 0.679325
1115,   0.7409, 0.676779
1116,   0.7409, 0.678306
1117,   0.7409,  0.67649
1118,   0.7409, 0.679245
1119,   0.7409, 0.681222
1120,   0.7409,  0.67447
1121,   0.7409,  0.67546
1122,    0.741, 0.674675
1123,    0.741, 0.672319
1124,    0.741,   0.6743
1125,    0.741,  0.67402
1126,    0.741, 0.678083
1127,    0.741, 0.673804
1128,    0.741, 0.670122
1129,    0.741, 0.672874
1130,    0.741, 0.673334
1131,    0.741, 0.672071
1132,    0.741, 0.670258
1133,    0.741, 0.673963
1134,    0.741, 0.675172
1135,    0.741, 0.672647
1136,    0.741, 0.674608
1137,    0.741, 0.676394
1138,    0.741,  0.67832
1139,    0.741, 0.676489
1140,    0.741, 0.675761
1141,    0.741, 0.675536
1142,    0.741,  0.67278
1143,    0.741, 0.676716
1144,    0.741, 0.668666
1145,    0.741, 0.675923
1146,    0.741, 0.668522
1147,    0.741, 0.678444
1148,    0.741, 0.677013
1149,    0.741, 0.672732
1150,    0.741, 0.678129
1151,    0.741,  0.67833
1152,    0.741, 0.679471
1153,    0.741, 0.676498
1154,    0.741, 0.675735
1155,    0.741, 0.675077
1156,    0.741, 0.677512
1157,    0.741, 0.680295
1158,    0.741, 0.677666
1159,    0.741, 0.677185
1160,    0.741, 0.675957
1161,    0.741, 0.670608
1162,    0.741, 0.672423
1163,    0.741, 0.671556
1164,    0.741, 0.676889
1165,    0.741, 0.676044
1166,    0.741, 0.672248
1167,    0.741, 0.678427
1168,    0.741, 0.674519
1169,   0.7412, 0.679598
1170,   0.7412, 0.675919
1171,   0.7412, 0.679562
1172,   0.7412, 0.677743
1173,   0.7412, 0.672419
1174,   0.7412,  0.67839
1175,   0.7412, 0.674908
1176,   0.7412, 0.677453
1177,   0.7412, 0.675526
1178,   0.7412, 0.680079
1179,   0.7412, 0.681756
1180,   0.7412, 0.681453
1181,   0.7412, 0.677502
1182,   0.7412, 0.675246
1183,   0.7412,  0.67555
1184,   0.7412, 0.673916
1185,   0.7412, 0.677657
1186,   0.7416,  0.68118
1187,   0.7416, 0.681528
1188,   0.7416,  0.67916
1189,   0.7416, 0.674696
1190,   0.7417, 0.676035
1191,   0.7417, 0.671842
1192,   0.7417, 0.678975
1193,   0.7417, 0.680288
1194,   0.7417, 0.679505
1195,   0.7417, 0.681232
1196,   0.7417, 0.677506
1197,   0.7417, 0.675294
1198,   0.7417, 0.671602
1199,   0.7417, 0.683635
1200,   0.7417, 0.676732
1201,   0.7417, 0.673026
1202,   0.7417, 0.678371
1203,   0.7417,  0.67824
1204,   0.7417, 0.674156
1205,   0.7417, 0.676823
1206,   0.7417, 0.671976
1207,   0.7417, 0.677277
1208,   0.7417, 0.672637
1209,   0.7417, 0.677601
1210,   0.7417, 0.680259
1211,   0.7417, 0.682025
1212,   0.7417, 0.679817
1213,   0.7417, 0.673772
1214,   0.7417, 0.675688
1215,   0.7417, 0.676071
1216,   0.7417, 0.676877
1217,   0.7417, 0.678289
1218,   0.7417, 0.675467
1219,   0.7417, 0.682946
1220,   0.7417, 0.678245
1221,   0.7417, 0.676345
1222,   0.7422, 0.673977
1223,   0.7422, 0.676889
1224,   0.7422, 0.682555
1225,   0.7422, 0.677353
1226,   0.7422, 0.675379
1227,   0.7422, 0.680363
1228,   0.7422, 0.674073
1229,   0.7422, 0.673512
1230,   0.7422, 0.680484
1231,   0.7422, 0.674997
1232,   0.7422, 0.674418
1233,   0.7422, 0.669011
1234,   0.7422, 0.671605
1235,   0.7422, 0.675008
1236,   0.7422, 0.678315
1237,   0.7422, 0.677797
1238,   0.7422, 0.673622
1239,   0.7422, 0.679249
1240,   0.7422,  0.67526
1241,   0.7422, 0.679078
1242,   0.7422, 0.677393
1243,   0.7422,  0.67963
1244,   0.7422, 0.675306
1245,   0.7422, 0.674696
1246,   0.7422, 0.675272
1247,   0.7422, 0.676895
1248,   0.7422, 0.674574
1249,   0.7422,  0.67477
1250,   0.7422, 0.680875
1251,   0.7422,   0.6739
1252,   0.7422, 0.674609
1253,   0.7422, 0.678971
1254,   0.7422, 0.675088
1255,   0.7422,  0.67663
1256,   0.7422, 0.676888
1257,   0.7422, 0.677383
1258,   0.7422, 0.673511
1259,   0.7422,  0.67696
1260,   0.7422,  0.67564
1261,   0.7422, 0.681171
1262,   0.7422, 0.676944
1263,   0.7422,  0.67816
1264,   0.7422, 0.678035
1265,   0.7422, 0.677181
1266,   0.7422, 0.672137
1267,   0.7422, 0.669972
1268,   0.7422, 0.675663
1269,   0.7422, 0.671981
1270,   0.7422, 0.675938
1271,   0.7422, 0.675788
1272,   0.7422, 0.676657
1273,   0.7422, 0.671461
1274,   0.7422, 0.676373
1275,   0.7422, 0.676075
1276,   0.7422, 0.677149
1277,   0.7422, 0.677167
1278,   0.7422, 0.679278
1279,   0.7422, 0.681933
1280,   0.7422, 0.676643
1281,   0.7422,   0.6779
1282,   0.7422, 0.675869
1283,   0.7422, 0.674516
1284,   0.7422, 0.678141
1285,   0.7422, 0.672925
1286,   0.7422, 0.672953
1287,   0.7422, 0.667561
1288,   0.7422, 0.678081
1289,   0.7422, 0.672227
1290,   0.7422, 0.678724
1291,   0.7422, 0.675977
1292,   0.7422, 0.679402
1293,   0.7422,  0.67834
1294,   0.7422, 0.676318
1295,   0.7422, 0.679323
1296,   0.7422, 0.673306
1297,   0.7422, 0.679816
1298,   0.7422, 0.674362
1299,   0.7422, 0.675845
1300,   0.7422, 0.677847
1301,   0.7422, 0.675371
1302,   0.7422, 0.677225
1303,   0.7422, 0.672869
1304,   0.7422, 0.671879
1305,   0.7422, 0.675354
1306,   0.7422, 0.678097
1307,   0.7422, 0.678079
1308,   0.7422, 0.673208
1309,   0.7422,  0.67556
1310,   0.7422, 0.672449
1311,   0.7422, 0.676669
1312,   0.7422, 0.675606
1313,   0.7422, 0.675277
1314,   0.7422, 0.676222
1315,   0.7422, 0.672992
1316,   0.7422, 0.669523
1317,   0.7422, 0.675661
1318,   0.7422, 0.674629
1319,   0.7422, 0.675491
1320,   0.7422, 0.672624
1321,   0.7422,  0.67722
1322,   0.7422, 0.674164
1323,   0.7422, 0.676193
1324,   0.7422,  0.67434
1325,   0.7422, 0.669904
1326,   0.7422, 0.680916
1327,   0.7422, 0.677902
1328,   0.7422, 0.679289
1329,   0.7422, 0.673594
1330,   0.7422, 0.677339
1331,   0.7422, 0.672699
1332,   0.7422, 0.677282
1333,   0.7422, 0.674238
1334,   0.7422, 0.673688
1335,   0.7422, 0.673275
1336,   0.7422, 0.674691
1337,   0.7422, 0.674277
1338,   0.7422, 0.678634
1339,   0.7422, 0.676412
1340,   0.7422, 0.674515
1341,   0.7422, 0.676945
1342,   0.7422, 0.676453
1343,   0.7422,   0.6756
1344,   0.7422, 0.681235
1345,   0.7422,  0.67461
1346,   0.7422, 0.678934
1347,   0.7422, 0.672764
1348,   0.7422,  0.67624
1349,   0.7422, 0.678367
1350,   0.7422, 0.673891
1351,   0.7422, 0.677651
1352,   0.7422, 0.676657
1353,   0.7422,  0.67169
1354,   0.7422, 0.672849
1355,   0.7422, 0.670255
1356,   0.7422,  0.67931
1357,   0.7422, 0.672693
1358,   0.7422, 0.675394
1359,   0.7422, 0.673259
1360,   0.7422, 0.677879
1361,   0.7422, 0.674008
1362,   0.7422, 0.680967
1363,   0.7422, 0.675763
1364,   0.7422,  0.67588
1365,   0.7422, 0.674289
1366,   0.7422, 0.677693
1367,   0.7422, 0.677284
1368,   0.7422, 0.674995
1369,   0.7422, 0.670789
1370,   0.7422, 0.677897
1371,   0.7422, 0.673251
1372,   0.7422, 0.671652
1373,   0.7422, 0.674828
1374,   0.7422, 0.669628
1375,   0.7422, 0.675959
1376,   0.7422, 0.678801
1377,   0.7422, 0.672966
1378,   0.7422, 0.675866
1379,   0.7422,  0.67463
1380,   0.7422, 0.678268
1381,   0.7422, 0.672554
1382,   0.7422, 0.675938
1383,   0.7422, 0.675396
1384,   0.7422, 0.672068
1385,   0.7422, 0.674264
1386,   0.7422, 0.680121
1387,   0.7422, 0.671864
1388,   0.7422, 0.675682
1389,   0.7422, 0.675142
1390,   0.7422, 0.679349
1391,   0.7422, 0.675296
1392,   0.7422, 0.675626
1393,   0.7422, 0.675074
1394,   0.7422, 0.677178
1395,   0.7422, 0.672153
1396,   0.7422, 0.678322
1397,   0.7422, 0.679541
1398,   0.7422,  0.67441
1399,   0.7422, 0.676122
1400,   0.7422, 0.675836
1401,   0.7422, 0.676699
1402,   0.7422, 0.679704
1403,   0.7422, 0.678607
1404,   0.7422, 0.677397
1405,   0.7422, 0.676894
1406,   0.7422, 0.675738
1407,   0.7422, 0.676372
1408,   0.7422, 0.670836
1409,   0.7422, 0.675187
1410,   0.7422, 0.674226
1411,   0.7422,  0.67379
1412,   0.7422, 0.676609
1413,   0.7422, 0.669017
1414,   0.7422, 0.675658
1415,   0.7422, 0.674173
1416,   0.7422, 0.676352
1417,   0.7422, 0.677724
1418,   0.7422, 0.679417
1419,   0.7422,  0.67454
1420,   0.7422, 0.673298
1421,   0.7422,  0.67465
1422,   0.7422, 0.674839
1423,   0.7422,  0.67133
1424,   0.7422, 0.671469
1425,   0.7422, 0.673045
1426,   0.7422, 0.671714
1427,   0.7422, 0.674726
1428,   0.7422, 0.674476
1429,   0.7422, 0.669675
1430,   0.7422, 0.674959
1431,   0.7422, 0.677095
1432,   0.7422, 0.669141
1433,   0.7422, 0.675574
1434,   0.7422, 0.671092
1435,   0.7422, 0.675007
1436,   0.7422, 0.676737
1437,   0.7422, 0.675398
1438,   0.7422, 0.680507
1439,   0.7422, 0.678055
1440,   0.7422, 0.672254
1441,   0.7422, 0.678888
1442,   0.7422, 0.679031
1443,   0.7422, 0.677249
1444,   0.7422, 0.675043
1445,   0.7422,  0.67126
1446,   0.7422, 0.678044
1447,   0.7422, 0.672883
1448,   0.7422, 0.680265
1449,   0.7422, 0.678894
1450,   0.7422, 0.679215
1451,   0.7422, 0.671594
1452,   0.7422, 0.678078
1453,   0.7422, 0.675744
1454,   0.7422, 0.678055
1455,   0.7422, 0.676242
1456,   0.7422, 0.673056
1457,   0.7422, 0.674397
1458,   0.7422,  0.67945
1459,   0.7422, 0.676313
1460,   0.7422, 0.680055
1461,   0.7422, 0.674392
1462,   0.7422, 0.673858
1463,   0.7422, 0.675371
1464,   0.7422, 0.677336
1465,   0.7422, 0.677214
1466,   0.7422, 0.672991
1467,   0.7422, 0.674609
1468,   0.7422, 0.676001
1469,   0.7422, 0.672462
1470,   0.7422,  0.67717
1471,   0.7422, 0.676647
1472,   0.7422, 0.671642
1473,   0.7422, 0.674108
1474,   0.7422, 0.674164
1475,   0.7422, 0.675591
1476,   0.7422, 0.680674
1477,   0.7422, 0.682185
1478,   0.7422, 0.676691
1479,   0.7422, 0.674269
1480,   0.7422, 0.670787
1481,   0.7422, 0.677648
1482,   0.7422, 0.667831
1483,   0.7422, 0.677362
1484,   0.7422, 0.679703
1485,   0.7422, 0.678578
1486,   0.7422, 0.677146
1487,   0.7422, 0.670873
1488,   0.7422, 0.676078
1489,   0.7422, 0.677184
1490,   0.7422,  0.67674
1491,   0.7422, 0.676782
1492,   0.7422, 0.677144
1493,   0.7422, 0.677642
1494,   0.7422, 0.678714
1495,   0.7422, 0.677647
1496,   0.7422, 0.678307
1497,   0.7422, 0.677514
1498,   0.7422, 0.674395
1499,   0.7422, 0.673865
1500,   0.7422, 0.676039
1501,   0.7422, 0.668861
1502,   0.7422, 0.676804
1503,   0.7422, 0.676562
1504,   0.7422, 0.675969
1505,   0.7422, 0.676908
1506,   0.7422, 0.677737
1507,   0.7422, 0.677702
1508,   0.7422, 0.676005
1509,   0.7422, 0.677197
1510,   0.7422, 0.676246
1511,   0.7422, 0.672727
1512,   0.7422, 0.676181
1513,   0.7422,  0.67434
1514,   0.7422, 0.674451
1515,   0.7422,  0.67371
1516,   0.7422, 0.673542
1517,   0.7422, 0.678491
1518,   0.7422, 0.675946
1519,   0.7422, 0.677585
1520,   0.7422, 0.676569
1521,   0.7422, 0.677973
1522,   0.7422, 0.678797
1523,   0.7422, 0.680022
1524,   0.7422, 0.675574
1525,   0.7422, 0.683304
1526,   0.7422, 0.680501
1527,   0.7422, 0.676576
1528,   0.7422, 0.674712
1529,   0.7422,  0.67562
1530,   0.7422, 0.675197
1531,   0.7422, 0.678351
1532,   0.7422, 0.673974
1533,   0.7422, 0.673858
1534,   0.7422, 0.677665
1535,   0.7422, 0.678546
1536,   0.7422,  0.67838
1537,   0.7422, 0.678554
1538,   0.7422, 0.678373
1539,   0.7422, 0.676183
1540,   0.7422, 0.673255
1541,   0.7422, 0.671528
1542,   0.7422, 0.673636
1543,   0.7422, 0.671964
1544,   0.7422, 0.678169
1545,   0.7422, 0.680901
1546,   0.7422, 0.675682
1547,   0.7422, 0.676223
1548,   0.7422, 0.672926
1549,   0.7426, 0.675535
1550,   0.7426, 0.677593
1551,   0.7426,  0.67437
1552,   0.7426, 0.679259
1553,   0.7426, 0.673248
1554,   0.7426,    0.675
1555,   0.7426, 0.678721
1556,   0.7426, 0.670416
1557,   0.7426, 0.674524
1558,   0.7426, 0.676395
1559,   0.7426, 0.671096
