gen, tournament_scalar_twopoint_best, tournament_scalar_twopoint_ave
   1,   0.2261, 0.100111
   2,   0.2261, 0.113001
   3,   0.2387, 0.132062
   4,   0.2519,  0.16327
   5,   0.2669, 0.192754
   6,   0.2781, 0.163569
   7,   0.2924, 0.204601
   8,   0.3097, 0.231421
   9,   0.3101, 0.246765
  10,   0.3265, 0.264675
  11,   0.3265, 0.269384
  12,   0.3548, 0.285837
  13,   0.3611, 0.299019
  14,   0.3714, 0.304186
  15,   0.3735, 0.314705
  16,   0.3789, 0.328124
  17,   0.3868,  0.33371
  18,   0.4047, 0.341297
  19,   0.4194, 0.352852
  20,   0.4191, 0.358162
  21,   0.4478, 0.372783
  22,   0.4448, 0.375758
  23,   0.4616, 0.391139
  24,   0.4569, 0.402176
  25,   0.4813, 0.405258
  26,   0.4813, 0.410372
  27,   0.4813, 0.418685
  28,   0.4827, 0.428176
  29,   0.4841,  0.43889
  30,   0.4885, 0.441533
  31,   0.4899, 0.442463
  32,   0.4998, 0.444622
  33,    0.495, 0.446864
  34,   0.5013, 0.455164
  35,   0.5088, 0.456416
  36,   0.5088, 0.463773
  37,   0.5182,  0.46323
  38,   0.5182, 0.464652
  39,   0.5164, 0.471725
  40,   0.5217, 0.474412
  41,     0.53, 0.481183
  42,     0.53, 0.480873
  43,   0.5319,  0.48881
  44,   0.5314, 0.488156
  45,   0.5348,  0.49482
  46,    0.534,  0.49255
  47,   0.5356, 0.499487
  48,   0.5356, 0.491439
  49,    0.531, 0.492032
  50,    0.531, 0.494983
  51,   0.5408, 0.497132
  52,   0.5408, 0.495525
  53,   0.5408, 0.495349
  54,   0.5408, 0.495943
  55,   0.5408, 0.497882
  56,   0.5368, 0.497958
  57,   0.5478, 0.498872
  58,   0.5478, 0.499983
  59,   0.5492, 0.503024
  60,   0.5448, 0.507328
  61,   0.5448, 0.498698
  62,   0.5487, 0.503851
  63,   0.5487, 0.507088
  64,   0.5489, 0.511133
  65,   0.5524, 0.510332
  66,   0.5501,  0.50825
  67,   0.5501, 0.511609
  68,    0.564, 0.517485
  69,   0.5689, 0.517359
  70,   0.5689, 0.524245
  71,   0.5689, 0.529112
  72,   0.5828, 0.531883
  73,   0.5828, 0.534445
  74,   0.5996, 0.536624
  75,   0.5996, 0.541704
  76,   0.5981, 0.546481
  77,   0.6005, 0.549967
  78,   0.6051, 0.548027
  79,   0.6051, 0.554165
  80,   0.6051, 0.547011
  81,   0.6051, 0.548304
  82,   0.6089, 0.550645
  83,   0.6068, 0.555259
  84,   0.6068, 0.560434
  85,    0.615, 0.560524
  86,    0.615, 0.564539
  87,   0.6096, 0.562956
  88,   0.6096, 0.562018
  89,   0.6193, 0.567289
  90,   0.6219, 0.567454
  91,   0.6204,  0.56856
  92,   0.6212, 0.573249
  93,   0.6212, 0.571772
  94,   0.6247, 0.569726
  95,   0.6247,  0.56473
  96,   0.6237, 0.565611
  97,   0.6238,  0.56624
  98,   0.6238, 0.572216
  99,   0.6238, 0.570511
 100,   0.6224, 0.572464
 101,   0.6224, 0.570014
 102,   0.6191, 0.574457
 103,   0.6241,  0.57217
 104,   0.6296, 0.567668
 105,   0.6296, 0.575365
 106,   0.6258, 0.575822
 107,   0.6258, 0.580333
 108,   0.6258, 0.576856
 109,    0.633, 0.575477
 110,    0.633, 0.579628
 111,    0.633, 0.579078
 112,   0.6365, 0.578972
 113,   0.6365, 0.586071
 114,   0.6365, 0.583596
 115,   0.6365, 0.587088
 116,   0.6388, 0.589733
 117,   0.6384, 0.589893
 118,   0.6384, 0.591798
 119,   0.6384, 0.590069
 120,   0.6396, 0.591928
 121,   0.6407, 0.593265
 122,   0.6407, 0.591165
 123,   0.6371, 0.591826
 124,   0.6421, 0.589476
 125,   0.6421, 0.591489
 126,   0.6421, 0.591261
 127,   0.6421, 0.592589
 128,   0.6421, 0.596228
 129,   0.6415, 0.595536
 130,   0.6415, 0.596808
 131,   0.6418,  0.59329
 132,   0.6418, 0.594199
 133,   0.6418, 0.592363
 134,   0.6422, 0.595085
 135,   0.6422,  0.59585
 136,   0.6474, 0.594497
 137,   0.6474, 0.596794
 138,   0.6474, 0.594374
 139,   0.6474, 0.594534
 140,   0.6474, 0.599481
 141,   0.6474, 0.596371
 142,   0.6474, 0.597622
 143,   0.6474, 0.598129
 144,   0.6474, 0.598606
 145,   0.6474, 0.599724
 146,   0.6399, 0.595538
 147,   0.6399, 0.596919
 148,   0.6399, 0.595392
 149,   0.6455, 0.594608
 150,   0.6455, 0.595208
 151,   0.6455, 0.591795
 152,   0.6455, 0.593404
 153,   0.6455, 0.591149
 154,   0.6495, 0.592612
 155,   0.6495, 0.586191
 156,   0.6495,  0.59396
 157,   0.6495, 0.592088
 158,   0.6495, 0.596932
 159,   0.6495, 0.595032
 160,   0.6495,   0.5964
 161,   0.6495, 0.598715
 162,   0.6495, 0.594965
 163,   0.6495, 0.594783
 164,   0.6495, 0.598615
 165,   0.6476, 0.597214
 166,   0.6477, 0.599796
 167,   0.6438, 0.597458
 168,   0.6438, 0.597381
 169,   0.6498, 0.599475
 170,   0.6498,  0.59922
 171,   0.6498, 0.594131
 172,   0.6498, 0.599096
 173,   0.6498, 0.599377
 174,   0.6498, 0.600166
 175,   0.6498, 0.599985
 176,   0.6498, 0.597519
 177,   0.6486, 0.599782
 178,   0.6486,  0.59987
 179,   0.6493, 0.602408
 180,   0.6541, 0.601151
 181,   0.6541, 0.604732
 182,   0.6502, 0.602207
 183,   0.6527, 0.604907
 184,   0.6527, 0.600991
 185,   0.6527, 0.600848
 186,   0.6527, 0.601345
 187,   0.6527, 0.599858
 188,   0.6519,  0.59937
 189,   0.6519, 0.602201
 190,   0.6519, 0.599284
 191,   0.6542, 0.604531
 192,   0.6542, 0.604336
 193,   0.6556,  0.60891
 194,   0.6556, 0.608103
 195,   0.6517, 0.605766
 196,   0.6513, 0.607833
 197,   0.6513,  0.60468
 198,   0.6519, 0.602979
 199,   0.6519, 0.605946
 200,   0.6555, 0.605339
 201,   0.6555, 0.605104
 202,   0.6555, 0.610336
 203,   0.6564, 0.611195
 204,   0.6564, 0.607697
 205,   0.6564, 0.609374
 206,   0.6564, 0.608024
 207,   0.6564, 0.606159
 208,   0.6529, 0.605865
 209,   0.6529, 0.607642
 210,   0.6556, 0.607889
 211,   0.6556, 0.609061
 212,   0.6556, 0.606826
 213,   0.6556, 0.608646
 214,   0.6556, 0.606599
 215,   0.6556, 0.606844
 216,   0.6552,  0.60438
 217,   0.6559,  0.61091
 218,   0.6559, 0.608838
 219,   0.6563, 0.606747
 220,   0.6561, 0.607243
 221,   0.6561, 0.610868
 222,   0.6576, 0.612196
 223,   0.6576, 0.610852
 224,   0.6594, 0.608676
 225,   0.6723, 0.608207
 226,   0.6698, 0.611062
 227,   0.6725, 0.611058
 228,   0.6725, 0.608291
 229,   0.6725, 0.608666
 230,     0.68, 0.611515
 231,   0.6773, 0.614963
 232,   0.6825, 0.616391
 233,   0.6825, 0.617307
 234,    0.689, 0.617163
 235,    0.689, 0.611068
 236,   0.6899, 0.614413
 237,   0.6919, 0.622873
 238,   0.6919, 0.620115
 239,   0.6901, 0.626149
 240,   0.6917, 0.627043
 241,   0.6917, 0.628798
 242,    0.697, 0.633919
 243,   0.6951, 0.640162
 244,   0.6903, 0.641118
 245,   0.6903, 0.636553
 246,   0.7049, 0.638679
 247,   0.7049, 0.632785
 248,   0.7049, 0.635028
 249,   0.7049, 0.635326
 250,   0.7049, 0.638641
 251,   0.7049,  0.64277
 252,   0.7049, 0.638125
 253,   0.7049,  0.64229
 254,   0.7049, 0.640935
 255,   0.7037, 0.641596
 256,   0.7037, 0.644749
 257,   0.7037, 0.646126
 258,   0.7116,  0.64754
 259,   0.7116, 0.645299
 260,   0.7116, 0.649606
 261,   0.7116, 0.649698
 262,   0.7116,  0.64625
 263,   0.7116, 0.652733
 264,   0.7116, 0.650996
 265,   0.7116, 0.651814
 266,   0.7079, 0.648157
 267,   0.7038, 0.649597
 268,   0.7038, 0.651507
 269,   0.7091, 0.652149
 270,   0.7111, 0.646068
 271,   0.7111, 0.648938
 272,   0.7111, 0.647033
 273,   0.7111, 0.647496
 274,   0.7111, 0.645123
 275,   0.7111, 0.644745
 276,   0.7111, 0.642344
 277,   0.7111, 0.644101
 278,   0.7111, 0.646052
 279,   0.7111, 0.643065
 280,   0.7111, 0.645249
 281,   0.7111, 0.643277
 282,   0.7111, 0.641131
 283,   0.7111, 0.642609
 284,   0.7111, 0.641438
 285,   0.7111, 0.642757
 286,   0.7111, 0.639153
 287,   0.7111, 0.643971
 288,   0.7111, 0.643441
 289,   0.7111, 0.646433
 290,   0.7111, 0.644484
 291,   0.7111, 0.647682
 292,   0.7111, 0.649871
 293,   0.7111, 0.648853
 294,   0.7111,   0.6473
 295,   0.7107, 0.645647
 296,   0.7107, 0.643164
 297,   0.7107, 0.643622
 298,   0.7107, 0.648313
 299,   0.7107, 0.647755
 300,   0.7107, 0.649264
 301,   0.7107, 0.648649
 302,   0.7107, 0.648679
 303,   0.7107, 0.646152
 304,   0.7107, 0.646242
 305,   0.7109,  0.64853
 306,   0.7109, 0.647545
 307,   0.7098, 0.648294
 308,   0.7098, 0.649196
 309,   0.7098, 0.650129
 310,   0.7098, 0.655785
 311,   0.7114, 0.653608
 312,    0.713, 0.652518
 313,    0.713, 0.648113
 314,   0.7183,  0.65318
 315,   0.7183, 0.655717
 316,   0.7183, 0.657238
 317,   0.7163, 0.654846
 318,   0.7163, 0.653973
 319,   0.7179, 0.651263
 320,   0.7179,  0.65263
 321,   0.7179, 0.654395
 322,   0.7179, 0.655492
 323,   0.7179, 0.653693
 324,   0.7179, 0.656168
 325,   0.7179, 0.654143
 326,   0.7179, 0.655223
 327,   0.7179, 0.657016
 328,   0.7179, 0.652584
 329,   0.7179,   0.6509
 330,    0.718, 0.653157
 331,   0.7187, 0.653304
 332,   0.7143, 0.654693
 333,    0.719, 0.651959
 334,   0.7138,  0.64572
 335,   0.7138, 0.650316
 336,   0.7145, 0.645237
 337,   0.7145, 0.640619
 338,   0.7145, 0.647536
 339,   0.7173, 0.645872
 340,   0.7173, 0.646797
 341,   0.7173, 0.648723
 342,   0.7173, 0.648878
 343,   0.7173,   0.6557
 344,   0.7173, 0.651573
 345,   0.7173, 0.653618
 346,   0.7173, 0.652811
 347,   0.7184, 0.655136
 348,   0.7184, 0.649404
 349,   0.7184, 0.658314
 350,   0.7184, 0.658656
 351,   0.7184, 0.651788
 352,   0.7184, 0.654399
 353,   0.7209, 0.655834
 354,   0.7209, 0.654884
 355,    0.719, 0.655107
 356,    0.719, 0.652664
 357,    0.719, 0.654338
 358,    0.719,  0.65899
 359,    0.719, 0.654207
 360,   0.7214, 0.658919
 361,   0.7214, 0.657072
 362,   0.7228, 0.660016
 363,   0.7228, 0.657911
 364,   0.7228, 0.663965
 365,   0.7228, 0.657907
 366,   0.7228, 0.658622
 367,   0.7257, 0.661439
 368,   0.7257, 0.660166
 369,   0.7228, 0.666243
 370,   0.7228, 0.659666
 371,   0.7228, 0.659204
 372,   0.7228, 0.660269
 373,   0.7228, 0.660752
 374,   0.7228, 0.664494
 375,   0.7228, 0.660304
 376,   0.7228, 0.661564
 377,   0.7228, 0.659227
 378,   0.7265, 0.660803
 379,   0.7265, 0.664829
 380,   0.7265, 0.662368
 381,   0.7265, 0.667216
 382,   0.7265, 0.667484
 383,   0.7265, 0.666255
 384,   0.7265, 0.664961
 385,   0.7265, 0.667636
 386,   0.7265, 0.661229
 387,   0.7265, 0.662851
 388,   0.7265,  0.66382
 389,   0.7265, 0.662113
 390,   0.7265, 0.665824
 391,   0.7265, 0.663966
 392,   0.7265, 0.663904
 393,   0.7265, 0.669153
 394,   0.7265, 0.666751
 395,   0.7246, 0.665262
 396,   0.7267, 0.665238
 397,   0.7267, 0.669691
 398,   0.7267,  0.66819
 399,   0.7267, 0.664778
 400,   0.7267, 0.666508
 401,   0.7281, 0.666681
 402,   0.7281, 0.671811
 403,   0.7281, 0.669856
 404,   0.7281, 0.668079
 405,   0.7281, 0.669986
 406,   0.7281, 0.664964
 407,   0.7281, 0.668971
 408,   0.7281, 0.666147
 409,   0.7281, 0.672471
 410,   0.7281, 0.671238
 411,   0.7281, 0.666529
 412,   0.7264, 0.668353
 413,   0.7264, 0.666596
 414,   0.7288, 0.668423
 415,   0.7288, 0.663298
 416,   0.7275, 0.664159
 417,   0.7275, 0.667409
 418,   0.7275, 0.664257
 419,   0.7284,  0.66552
 420,   0.7284, 0.657415
 421,   0.7284, 0.667074
 422,   0.7259, 0.665752
 423,   0.7259, 0.669471
 424,   0.7259, 0.664993
 425,   0.7259, 0.670934
 426,   0.7259, 0.669371
 427,   0.7259,  0.66794
 428,     0.73, 0.669413
 429,     0.73, 0.667906
 430,   0.7242, 0.669127
 431,   0.7242, 0.665776
 432,    0.725, 0.669511
 433,    0.725, 0.669578
 434,    0.725, 0.669081
 435,    0.725,   0.6663
 436,   0.7249, 0.668746
 437,   0.7249, 0.668646
 438,   0.7249, 0.667656
 439,   0.7249, 0.667585
 440,   0.7249, 0.669849
 441,   0.7249, 0.668915
 442,   0.7249, 0.671289
 443,   0.7249, 0.672326
 444,   0.7249, 0.673004
 445,   0.7235, 0.671319
 446,   0.7235, 0.665535
 447,   0.7322, 0.661169
 448,   0.7322, 0.660903
 449,   0.7322, 0.663455
 450,   0.7322, 0.669995
 451,   0.7322, 0.663962
 452,   0.7322, 0.667885
 453,   0.7322, 0.669091
 454,   0.7322,  0.66735
 455,   0.7322, 0.669712
 456,    0.733, 0.669366
 457,    0.733,  0.67067
 458,   0.7301,  0.67043
 459,   0.7301, 0.668499
 460,   0.7274, 0.668409
 461,   0.7274, 0.668841
 462,   0.7329, 0.670188
 463,   0.7329, 0.669605
 464,   0.7329,  0.66954
 465,   0.7329, 0.670239
 466,   0.7329, 0.672865
 467,   0.7329, 0.669307
 468,   0.7329, 0.677121
 469,   0.7329, 0.671713
 470,   0.7329, 0.671463
 471,   0.7329, 0.669291
 472,   0.7329, 0.671256
 473,   0.7355, 0.669352
 474,   0.7322, 0.669546
 475,   0.7322, 0.670848
 476,   0.7322, 0.672009
 477,   0.7322,  0.66858
 478,   0.7335, 0.667325
 479,   0.7335, 0.668727
 480,   0.7335,  0.66713
 481,   0.7335, 0.667075
 482,   0.7335, 0.663334
 483,   0.7335, 0.659641
 484,   0.7335, 0.663993
 485,   0.7335, 0.662923
 486,   0.7326,  0.66371
 487,   0.7326, 0.667752
 488,   0.7326, 0.660947
 489,   0.7326, 0.669694
 490,   0.7326, 0.671381
 491,   0.7326,  0.66823
 492,   0.7326, 0.663661
 493,   0.7326, 0.665131
 494,   0.7326, 0.663997
 495,   0.7326, 0.665623
 496,   0.7326, 0.667262
 497,   0.7326, 0.665618
 498,   0.7313, 0.659638
 499,   0.7313,  0.66341
 500,   0.7313, 0.667645
 501,   0.7353, 0.666784
 502,   0.7353, 0.662827
 503,   0.7353,   0.6645
 504,   0.7353, 0.666752
 505,   0.7353, 0.663854
 506,   0.7353, 0.657406
 507,   0.7353, 0.661088
 508,    0.733, 0.661233
 509,    0.733, 0.661581
 510,    0.733, 0.664648
 511,   0.7332, 0.663858
 512,   0.7353, 0.662651
 513,   0.7353, 0.670436
 514,   0.7353, 0.663891
 515,   0.7353, 0.657129
 516,   0.7353, 0.662493
 517,   0.7353, 0.665884
 518,   0.7353, 0.666101
 519,   0.7357, 0.666094
 520,   0.7357, 0.665953
 521,   0.7357, 0.667427
 522,    0.735,  0.66923
 523,    0.735, 0.666813
 524,    0.735, 0.664919
 525,    0.735, 0.665448
 526,   0.7379, 0.671526
 527,   0.7379, 0.669268
 528,   0.7371, 0.669361
 529,   0.7371, 0.666643
 530,   0.7371, 0.667878
 531,   0.7371, 0.666269
 532,   0.7371, 0.667832
 533,   0.7371, 0.667782
 534,   0.7371, 0.666881
 535,   0.7371, 0.666546
 536,   0.7371, 0.666512
 537,   0.7371, 0.664457
 538,   0.7371, 0.669679
 539,   0.7371, 0.668448
 540,   0.7371, 0.664989
 541,   0.7371, 0.664761
 542,   0.7371, 0.666083
 543,   0.7371, 0.667631
 544,   0.7371, 0.664908
 545,   0.7371, 0.663723
 546,   0.7371,  0.66192
 547,   0.7371, 0.667479
 548,   0.7371, 0.669434
 549,   0.7371, 0.668221
 550,   0.7371,  0.66573
 551,   0.7371, 0.664026
 552,   0.7371, 0.669305
 553,   0.7371, 0.668323
 554,   0.7371, 0.670233
 555,   0.7371, 0.667173
 556,   0.7371, 0.670261
 557,   0.7371, 0.666339
 558,   0.7371, 0.664696
 559,   0.7371, 0.664356
 560,   0.7371, 0.664868
 561,   0.7371, 0.663013
 562,   0.7371,  0.66531
 563,   0.7371,  0.66848
 564,   0.7371, 0.663356
 565,   0.7371, 0.668088
 566,   0.7371,   0.6695
 567,   0.7371, 0.673001
 568,   0.7371,  0.67209
 569,   0.7371, 0.670747
 570,   0.7371, 0.662391
 571,   0.7371, 0.665802
 572,   0.7371, 0.667053
 573,   0.7371, 0.663859
 574,   0.7371,  0.66525
 575,   0.7371, 0.666346
 576,   0.7371, 0.660338
 577,   0.7371, 0.663933
 578,   0.7371, 0.664973
 579,   0.7371, 0.663298
 580,   0.7371, 0.661689
 581,   0.7371, 0.666966
 582,   0.7371, 0.663527
 583,   0.7378, 0.667563
 584,   0.7378, 0.663977
 585,   0.7355, 0.662252
 586,   0.7431, 0.666153
 587,   0.7431, 0.664804
 588,   0.7431, 0.673756
 589,   0.7431, 0.670036
 590,   0.7431, 0.666704
 591,   0.7431, 0.669101
 592,   0.7431, 0.666498
 593,   0.7414, 0.668046
 594,   0.7414, 0.668067
 595,   0.7414, 0.666572
 596,   0.7414, 0.664949
 597,   0.7414, 0.669377
 598,   0.7414, 0.671393
 599,   0.7414,  0.67572
 600,   0.7414, 0.671507
 601,   0.7414, 0.668351
 602,   0.7414, 0.671175
 603,   0.7414, 0.671819
 604,   0.7414,  0.67032
 605,   0.7414, 0.672409
 606,   0.7414, 0.672035
 607,   0.7414, 0.672914
 608,   0.7414, 0.674703
 609,   0.7414, 0.672463
 610,   0.7414, 0.668085
 611,   0.7414, 0.667323
 612,   0.7414,   0.6714
 613,   0.7414, 0.670161
 614,   0.7451, 0.668225
 615,   0.7451, 0.669601
 616,   0.7451, 0.675863
 617,   0.7451,  0.67798
 618,   0.7451, 0.677967
 619,   0.7451, 0.678048
 620,     0.74, 0.675438
 621,     0.74, 0.672847
 622,     0.74, 0.674693
 623,   0.7373, 0.672128
 624,   0.7373, 0.670061
 625,   0.7415, 0.669426
 626,   0.7429, 0.671509
 627,   0.7429, 0.670772
 628,   0.7429, 0.673234
 629,   0.7429, 0.669291
 630,   0.7429, 0.673608
 631,   0.7429, 0.673464
 632,   0.7429, 0.674565
 633,   0.7429, 0.671316
 634,   0.7429, 0.680905
 635,   0.7429, 0.680093
 636,   0.7429, 0.677343
 637,   0.7429, 0.676252
 638,   0.7429, 0.680095
 639,   0.7429, 0.674053
 640,   0.7429, 0.676237
 641,   0.7429, 0.681279
 642,   0.7429,  0.67966
 643,    0.743, 0.680187
 644,    0.743, 0.678008
 645,    0.743, 0.679645
 646,   0.7407, 0.679389
 647,   0.7407, 0.678772
 648,   0.7407, 0.678448
 649,   0.7407, 0.672009
 650,   0.7407, 0.666074
 651,   0.7433, 0.676861
 652,   0.7433, 0.672849
 653,   0.7433, 0.672885
 654,   0.7433, 0.675935
 655,   0.7433, 0.673817
 656,   0.7433, 0.672584
 657,   0.7433, 0.677323
 658,   0.7433, 0.678442
 659,   0.7433, 0.675646
 660,   0.7433, 0.677772
 661,   0.7433, 0.675218
 662,   0.7433, 0.669288
 663,   0.7433,  0.67161
 664,   0.7433, 0.673319
 665,   0.7433, 0.671502
 666,   0.7422, 0.677042
 667,   0.7422, 0.678441
 668,   0.7432, 0.675304
 669,   0.7432, 0.677964
 670,   0.7432, 0.674137
 671,   0.7432, 0.673742
 672,    0.745, 0.679694
 673,    0.745, 0.675302
 674,    0.745,  0.67347
 675,    0.745, 0.673371
 676,    0.745, 0.677359
 677,    0.745, 0.671545
 678,    0.745, 0.670366
 679,    0.745, 0.674942
 680,    0.745, 0.670895
 681,    0.745, 0.672948
 682,    0.745, 0.674886
 683,    0.745, 0.672971
 684,    0.745, 0.673384
 685,    0.745, 0.674331
 686,    0.745, 0.673935
 687,    0.745, 0.675672
 688,    0.745, 0.672606
 689,    0.745, 0.673928
 690,    0.745, 0.677904
 691,    0.745, 0.674493
 692,    0.745, 0.675241
 693,   0.7424, 0.672306
 694,   0.7424, 0.675648
 695,   0.7424,  0.67424
 696,   0.7424, 0.681096
 697,   0.7424,  0.67078
 698,   0.7424, 0.671577
 699,   0.7424, 0.674104
 700,   0.7424, 0.674982
 701,   0.7424, 0.672774
 702,   0.7424, 0.670862
 703,   0.7424, 0.674485
 704,   0.7424, 0.673188
 705,   0.7412, 0.670142
 706,   0.7412, 0.663485
 707,   0.7412, 0.670689
 708,   0.7412, 0.670015
 709,   0.7412, 0.669567
 710,   0.7412,     0.67
 711,   0.7412, 0.670051
 712,   0.7412, 0.673344
 713,   0.7412, 0.670942
 714,   0.7412, 0.675502
 715,   0.7412, 0.672381
 716,   0.7412, 0.672372
 717,   0.7412, 0.671936
 718,   0.7412, 0.669118
 719,   0.7412, 0.671638
 720,   0.7412, 0.676804
 721,   0.7412, 0.669628
 722,   0.7412, 0.672501
 723,   0.7444, 0.670865
 724,   0.7444, 0.666449
 725,   0.7444, 0.668485
 726,   0.7444,  0.67587
 727,   0.7444, 0.669856
 728,   0.7444, 0.672454
 729,   0.7444,  0.67088
 730,   0.7444, 0.673359
 731,   0.7444, 0.671956
 732,   0.7444,   0.6761
 733,   0.7444, 0.668784
 734,   0.7444, 0.669668
 735,   0.7444, 0.671209
 736,   0.7444, 0.672247
 737,   0.7444,  0.67219
 738,   0.7444, 0.674227
 739,   0.7444, 0.671243
 740,   0.7444, 0.672028
 741,   0.7444, 0.673808
 742,   0.7444, 0.669811
 743,   0.7444, 0.670461
 744,   0.7444, 0.673123
 745,   0.7444, 0.674058
 746,   0.7444, 0.674309
 747,   0.7444, 0.675557
 748,   0.7444, 0.675345
 749,   0.7444, 0.668169
 750,   0.7444, 0.671497
 751,   0.7444, 0.673424
 752,   0.7444, 0.674207
 753,   0.7444,  0.67182
 754,   0.7444,  0.67024
 755,   0.7444, 0.670503
 756,   0.7444, 0.674569
 757,   0.7444, 0.674042
 758,   0.7444, 0.672786
 759,   0.7444, 0.671283
 760,   0.7444, 0.671818
 761,   0.7444, 0.673132
 762,   0.7444, 0.674896
 763,   0.7444, 0.678048
 764,   0.7444, 0.676001
 765,   0.7444, 0.669698
 766,   0.7444, 0.673056
 767,   0.7444, 0.673554
 768,   0.7444, 0.670579
 769,   0.7444, 0.671395
 770,   0.7444, 0.671573
 771,   0.7444, 0.671133
 772,   0.7444, 0.671452
 773,   0.7444, 0.674652
 774,   0.7444, 0.670266
 775,   0.7444,  0.67781
 776,   0.7444, 0.671769
 777,   0.7444,  0.67624
 778,   0.7444, 0.675647
 779,   0.7444,  0.67427
 780,   0.7444, 0.673473
 781,   0.7444,  0.67186
 782,   0.7444, 0.675206
 783,   0.7444, 0.676202
 784,   0.7444, 0.674059
 785,   0.7444, 0.674122
 786,   0.7444, 0.673132
 787,   0.7444, 0.676225
 788,   0.7444, 0.675168
 789,   0.7444, 0.669485
 790,   0.7444, 0.667769
 791,   0.7444, 0.672775
 792,   0.7444, 0.674227
 793,   0.7444, 0.672438
 794,   0.7436, 0.672961
 795,   0.7436, 0.675319
 796,   0.7436, 0.665503
 797,   0.7436, 0.670031
 798,   0.7436, 0.672341
 799,   0.7436, 0.668181
 800,   0.7436,  0.67332
 801,   0.7436, 0.669324
 802,   0.7436, 0.668566
 803,   0.7436, 0.673573
 804,   0.7436, 0.672369
 805,   0.7436, 0.668906
 806,   0.7436,  0.67312
 807,   0.7436, 0.675142
 808,   0.7436, 0.671203
 809,   0.7436, 0.671826
 810,   0.7436, 0.673056
 811,   0.7436, 0.677003
 812,   0.7436, 0.674599
 813,   0.7436, 0.674598
 814,   0.7436, 0.676447
 815,   0.7436, 0.675716
 816,   0.7436, 0.673706
 817,   0.7436, 0.672212
 818,   0.7436,  0.67091
 819,   0.7436, 0.676852
 820,   0.7436, 0.673325
 821,   0.7436, 0.671932
 822,   0.7436, 0.670871
 823,   0.7436, 0.674142
 824,   0.7436, 0.669775
 825,   0.7436, 0.672411
 826,   0.7436,  0.67105
 827,   0.7436, 0.674681
 828,   0.7436, 0.675364
 829,   0.7436, 0.675324
 830,   0.7436,  0.67067
 831,   0.7436, 0.673597
 832,   0.7436, 0.675902
 833,   0.7436, 0.668872
 834,   0.7436,  0.66586
 835,   0.7436, 0.668924
 836,   0.7436, 0.665817
 837,   0.7436, 0.670158
 838,   0.7436, 0.671167
 839,   0.7436, 0.669195
 840,   0.7436, 0.671239
 841,   0.7436, 0.668522
 842,   0.7436, 0.674709
 843,   0.7436, 0.673345
 844,   0.7436, 0.672591
 845,   0.7436, 0.675531
 846,   0.7453, 0.670596
 847,   0.7453, 0.668152
 848,   0.7453, 0.677757
 849,   0.7448, 0.675164
 850,   0.7448, 0.677191
 851,   0.7448, 0.674272
 852,   0.7448,  0.67827
 853,   0.7423,   0.6746
 854,   0.7423, 0.677546
 855,   0.7423, 0.673452
 856,   0.7423, 0.674654
 857,   0.7423, 0.672441
 858,   0.7423, 0.670549
 859,   0.7423, 0.667901
 860,   0.7423, 0.676339
 861,   0.7434, 0.672025
 862,   0.7434, 0.673364
 863,   0.7448,  0.67135
 864,   0.7448, 0.674613
 865,   0.7448, 0.672312
 866,   0.7448, 0.672892
 867,   0.7425, 0.671036
 868,   0.7425, 0.671528
 869,   0.7425,  0.66964
 870,   0.7425,  0.67271
 871,   0.7425, 0.673056
 872,   0.7439, 0.673084
 873,   0.7439, 0.674521
 874,   0.7428, 0.670662
 875,   0.7428, 0.672455
 876,   0.7428,  0.67302
 877,   0.7428, 0.671822
 878,   0.7428, 0.678769
 879,   0.7428, 0.677508
 880,   0.7428, 0.674421
 881,   0.7428,  0.67787
 882,   0.7428, 0.672419
 883,   0.7428, 0.671955
 884,   0.7428, 0.671721
 885,   0.7428, 0.668956
 886,   0.7428, 0.676144
 887,   0.7428, 0.675679
 888,   0.7428, 0.672806
 889,   0.7428, 0.673527
 890,   0.7426, 0.676231
 891,   0.7426, 0.674228
 892,   0.7426, 0.677888
 893,   0.7426, 0.681286
 894,   0.7426,  0.67352
 895,   0.7426, 0.674668
 896,   0.7426, 0.677363
 897,   0.7426, 0.675492
 898,   0.7426, 0.680183
 899,   0.7426, 0.678085
 900,   0.7426, 0.676894
 901,   0.7426, 0.674569
 902,   0.7426, 0.677935
 903,   0.7426, 0.676265
 904,    0.743, 0.679573
 905,    0.743, 0.677622
 906,    0.743, 0.682182
 907,    0.743, 0.675821
 908,    0.743, 0.674744
 909,    0.743, 0.675784
 910,    0.743, 0.677418
 911,   0.7467, 0.676066
 912,   0.7467, 0.679004
 913,   0.7467, 0.677195
 914,   0.7467, 0.673027
 915,   0.7485, 0.678561
 916,   0.7485,  0.67953
 917,   0.7485, 0.674764
 918,   0.7485, 0.678057
 919,   0.7476, 0.677324
 920,   0.7476, 0.678253
 921,   0.7476, 0.679971
 922,   0.7476, 0.680427
 923,   0.7476, 0.683924
 924,   0.7476, 0.679329
 925,   0.7476, 0.677619
 926,   0.7476, 0.679447
 927,   0.7476, 0.677953
 928,   0.7481, 0.681348
 929,   0.7481, 0.681043
 930,   0.7481, 0.680837
 931,   0.7481, 0.678845
 932,   0.7481, 0.682649
 933,   0.7481, 0.679187
 934,   0.7482, 0.678396
 935,   0.7482, 0.679935
 936,   0.7482, 0.680891
