gen, tournament_float_uniform_best, tournament_float_uniform_ave
 937,   0.7258, 0.683583
 938,   0.7258, 0.681087
 939,   0.7258, 0.683734
 940,   0.7258, 0.682661
 941,   0.7258, 0.683255
 942,   0.7258, 0.682851
 943,   0.7258, 0.679737
 944,   0.7258, 0.679743
 945,   0.7258, 0.678955
 946,   0.7258, 0.684039
 947,   0.7258, 0.679015
 948,   0.7258, 0.680188
 949,   0.7258, 0.683539
 950,   0.7258, 0.679924
 951,   0.7258, 0.680986
 952,   0.7258, 0.684066
 953,   0.7258, 0.683118
 954,   0.7258, 0.681988
 955,   0.7258, 0.683086
 956,   0.7258, 0.682113
 957,   0.7258, 0.684042
 958,   0.7258, 0.682271
 959,   0.7258, 0.683505
 960,   0.7258, 0.682722
 961,   0.7258, 0.676677
 962,   0.7258, 0.680712
 963,   0.7258, 0.676707
 964,   0.7258,  0.68123
 965,   0.7258,  0.68014
 966,   0.7258, 0.680874
 967,   0.7258, 0.680607
 968,   0.7258, 0.681134
 969,   0.7258, 0.684802
 970,   0.7258, 0.683012
 971,   0.7258, 0.683929
 972,   0.7258,  0.68345
 973,   0.7258, 0.683866
 974,   0.7258, 0.679163
 975,   0.7258, 0.680275
 976,   0.7258, 0.682127
 977,   0.7258, 0.679034
 978,   0.7258, 0.682915
 979,   0.7258, 0.684336
 980,   0.7258,  0.68191
 981,   0.7258, 0.682042
 982,   0.7258, 0.681861
 983,   0.7258, 0.679887
 984,   0.7258, 0.680379
 985,   0.7258, 0.677819
 986,   0.7258, 0.679654
 987,   0.7258, 0.682037
 988,   0.7258, 0.679697
 989,   0.7258, 0.681148
 990,   0.7258, 0.679547
 991,   0.7258, 0.676416
 992,   0.7258, 0.682224
 993,   0.7258, 0.680115
 994,   0.7258,  0.68096
 995,   0.7258, 0.681696
 996,   0.7258, 0.682113
 997,   0.7258,  0.68365
 998,   0.7258,  0.68118
 999,   0.7258, 0.680296
1000,   0.7258, 0.680888
1001,   0.7258, 0.680121
1002,   0.7258,  0.67926
1003,   0.7258, 0.683653
1004,   0.7258, 0.681956
1005,   0.7258, 0.678588
1006,   0.7258, 0.680593
1007,   0.7258,  0.68095
1008,   0.7258, 0.682598
1009,   0.7258, 0.677881
1010,   0.7258, 0.682247
1011,   0.7258, 0.682796
1012,   0.7258, 0.683686
1013,   0.7258, 0.684025
1014,   0.7258, 0.683096
1015,   0.7258, 0.684313
1016,   0.7258, 0.683887
1017,   0.7258,  0.67819
1018,   0.7258, 0.681978
1019,   0.7258, 0.681751
1020,   0.7258, 0.683523
1021,   0.7258, 0.680447
1022,   0.7258, 0.681486
1023,   0.7258, 0.683681
1024,   0.7258, 0.679971
1025,   0.7258, 0.680233
1026,   0.7258,  0.68263
1027,   0.7258, 0.683687
1028,   0.7258, 0.679478
1029,   0.7258, 0.683029
1030,   0.7258, 0.681281
1031,   0.7258, 0.679806
1032,   0.7258, 0.683227
1033,   0.7258, 0.683779
1034,   0.7258, 0.678371
1035,   0.7258, 0.684297
1036,   0.7258, 0.683328
1037,   0.7258, 0.685051
1038,   0.7258, 0.683735
1039,   0.7258, 0.683904
1040,   0.7258, 0.684475
1041,   0.7258, 0.683619
1042,   0.7258, 0.681854
1043,   0.7258, 0.684188
1044,   0.7258, 0.678233
1045,   0.7258, 0.679446
1046,   0.7258,  0.67955
1047,   0.7258, 0.679225
1048,   0.7258,  0.68051
1049,   0.7258, 0.682359
1050,   0.7258, 0.681721
1051,   0.7258, 0.683989
1052,   0.7258, 0.685675
1053,   0.7258, 0.682477
1054,   0.7258, 0.684983
1055,   0.7258, 0.681117
1056,   0.7258, 0.680888
1057,   0.7258, 0.678141
1058,   0.7258, 0.681526
1059,   0.7258, 0.683309
1060,   0.7258, 0.683922
1061,   0.7258, 0.680763
1062,   0.7258, 0.683719
1063,   0.7258, 0.681028
1064,   0.7258, 0.682702
1065,   0.7264, 0.682678
1066,   0.7264, 0.676672
1067,   0.7264, 0.679433
1068,   0.7264, 0.682624
1069,   0.7264, 0.679442
1070,   0.7264, 0.682118
1071,   0.7264, 0.684264
1072,   0.7264,  0.68215
1073,   0.7264, 0.682471
1074,   0.7264, 0.680582
1075,   0.7264, 0.682274
1076,   0.7264, 0.685078
1077,   0.7264, 0.681105
1078,   0.7264, 0.682452
1079,   0.7264, 0.680294
1080,   0.7264, 0.680829
1081,   0.7264, 0.683452
1082,   0.7264, 0.684717
1083,   0.7264, 0.681701
1084,   0.7264, 0.682585
1085,   0.7264, 0.678585
1086,   0.7264, 0.679336
1087,   0.7264, 0.681913
1088,   0.7264, 0.680586
1089,   0.7264, 0.682878
1090,   0.7264, 0.682966
1091,   0.7264, 0.679793
1092,   0.7264, 0.678869
1093,   0.7264, 0.682142
1094,   0.7264, 0.681798
1095,   0.7264, 0.686635
1096,   0.7264, 0.681548
1097,   0.7264, 0.680534
1098,   0.7264, 0.682902
1099,   0.7264, 0.682875
1100,   0.7264, 0.684582
1101,   0.7264, 0.684236
1102,   0.7264, 0.683092
1103,   0.7264, 0.681557
1104,   0.7264, 0.683497
1105,   0.7264, 0.684174
1106,   0.7264, 0.684573
1107,   0.7264, 0.682959
1108,   0.7264, 0.682531
1109,   0.7264,  0.68286
1110,   0.7264,  0.68425
1111,   0.7264, 0.685337
1112,   0.7264, 0.684338
1113,   0.7264, 0.681206
1114,   0.7264, 0.680278
1115,   0.7264,   0.6832
1116,   0.7264, 0.684709
1117,   0.7264, 0.679996
1118,   0.7264, 0.681928
1119,   0.7264, 0.683561
1120,   0.7264, 0.681246
1121,   0.7264, 0.682275
1122,   0.7264, 0.679717
1123,   0.7264, 0.678977
1124,   0.7264, 0.681221
1125,   0.7264, 0.682057
1126,   0.7264, 0.686843
1127,   0.7264, 0.684809
1128,   0.7264, 0.687898
1129,   0.7264, 0.683972
1130,   0.7264, 0.682895
1131,   0.7264, 0.681665
1132,   0.7264, 0.686004
1133,   0.7264, 0.685934
1134,   0.7264, 0.680735
1135,   0.7264, 0.684151
1136,   0.7264, 0.682608
1137,   0.7264, 0.683595
1138,   0.7264, 0.682881
1139,   0.7264,  0.68171
1140,   0.7264, 0.681897
1141,   0.7264, 0.682028
1142,   0.7264, 0.682884
1143,   0.7264, 0.683735
1144,   0.7264, 0.686723
1145,   0.7264, 0.684748
1146,   0.7264, 0.683675
1147,   0.7264, 0.684919
1148,   0.7264, 0.684859
1149,   0.7264, 0.682097
1150,   0.7264, 0.680803
1151,   0.7264, 0.681137
1152,   0.7264, 0.683389
1153,   0.7264, 0.681996
1154,   0.7264, 0.682621
1155,   0.7264, 0.681211
1156,   0.7264, 0.682184
1157,   0.7264, 0.682724
1158,   0.7264, 0.682633
1159,   0.7264, 0.682994
1160,   0.7264, 0.679604
1161,   0.7264, 0.680134
1162,   0.7264, 0.682052
1163,   0.7264, 0.684708
1164,   0.7264, 0.685956
1165,   0.7264,  0.68136
1166,   0.7264, 0.682487
1167,   0.7264, 0.683284
1168,   0.7264, 0.684263
1169,   0.7264, 0.681229
1170,   0.7264, 0.679878
1171,   0.7264, 0.685422
1172,   0.7264, 0.683406
1173,   0.7264, 0.683297
1174,   0.7264, 0.685928
1175,   0.7264, 0.684023
1176,   0.7264, 0.683595
1177,   0.7264, 0.682041
1178,   0.7264, 0.683027
1179,   0.7264, 0.684837
1180,   0.7264, 0.683024
1181,   0.7264, 0.683957
1182,   0.7264,  0.68245
1183,   0.7264, 0.684254
1184,   0.7264, 0.682787
1185,   0.7264, 0.678941
1186,   0.7264, 0.683851
1187,   0.7269, 0.679482
1188,   0.7269, 0.680851
1189,   0.7269, 0.681982
1190,   0.7269, 0.686778
1191,   0.7269, 0.684478
1192,   0.7269, 0.684811
1193,   0.7269, 0.685513
1194,   0.7269, 0.679078
1195,   0.7269, 0.680405
1196,   0.7269, 0.684532
1197,   0.7269, 0.683616
1198,   0.7269, 0.684978
1199,   0.7269, 0.686644
1200,   0.7269, 0.682826
1201,   0.7269, 0.686263
1202,   0.7269, 0.680319
1203,   0.7269, 0.680706
1204,   0.7269, 0.682251
1205,   0.7269,  0.68253
1206,   0.7269, 0.684354
1207,   0.7269, 0.684947
1208,   0.7269, 0.680772
1209,   0.7269, 0.678797
1210,   0.7269, 0.683988
1211,   0.7269, 0.684277
1212,   0.7269, 0.681818
1213,   0.7269, 0.683658
1214,   0.7269, 0.682908
1215,   0.7269, 0.687013
1216,   0.7269, 0.686865
1217,   0.7269, 0.679958
1218,   0.7269, 0.682711
1219,   0.7269, 0.681769
1220,   0.7269,  0.68423
1221,   0.7269, 0.684375
1222,   0.7269, 0.681827
1223,   0.7269,   0.6819
1224,   0.7269,  0.68377
1225,   0.7269, 0.684681
1226,   0.7269, 0.684498
1227,   0.7269, 0.685309
1228,   0.7269, 0.685988
1229,   0.7269,   0.6848
1230,   0.7269, 0.685264
1231,   0.7269, 0.684476
1232,   0.7269, 0.686992
1233,   0.7269,  0.68881
1234,   0.7269, 0.683267
1235,   0.7269, 0.680718
1236,   0.7269, 0.682398
1237,   0.7269, 0.681866
1238,   0.7269, 0.684604
1239,   0.7269, 0.684922
1240,   0.7269,  0.68281
1241,   0.7269, 0.677969
1242,   0.7269, 0.684522
1243,   0.7269, 0.683048
1244,   0.7269, 0.683291
1245,   0.7269, 0.681692
1246,   0.7269, 0.686788
1247,   0.7269, 0.680874
1248,   0.7269, 0.683729
1249,   0.7269, 0.685622
1250,   0.7269, 0.682836
1251,   0.7269, 0.681222
1252,   0.7269, 0.685061
1253,   0.7269, 0.685721
1254,   0.7269, 0.683228
1255,   0.7269, 0.686439
1256,   0.7269, 0.682854
1257,   0.7269, 0.686891
1258,   0.7269, 0.681471
1259,   0.7269, 0.680245
1260,   0.7269, 0.685126
1261,   0.7269, 0.683038
1262,   0.7269, 0.684933
1263,   0.7269, 0.681699
1264,   0.7269, 0.685683
1265,   0.7269, 0.680542
1266,   0.7269, 0.681882
1267,   0.7269, 0.681953
1268,   0.7269, 0.681825
1269,   0.7269,  0.68268
1270,   0.7269, 0.680432
1271,   0.7269, 0.686963
1272,   0.7269, 0.682674
1273,   0.7269, 0.683769
1274,   0.7269, 0.682365
1275,   0.7269, 0.683172
1276,   0.7269, 0.684187
1277,   0.7269, 0.682468
1278,   0.7269, 0.683729
1279,   0.7269, 0.683082
1280,   0.7269, 0.680187
1281,   0.7269, 0.684908
1282,   0.7269, 0.684548
1283,   0.7269, 0.686072
1284,   0.7269, 0.680661
1285,   0.7269, 0.682554
1286,   0.7269, 0.682305
1287,   0.7269,  0.68448
1288,   0.7269, 0.686475
1289,   0.7269, 0.684628
1290,   0.7269, 0.684966
1291,   0.7269, 0.681199
1292,   0.7269, 0.687024
1293,   0.7269,  0.68755
1294,   0.7269, 0.679851
1295,   0.7269,   0.6839
1296,   0.7269, 0.684336
1297,   0.7269, 0.680764
1298,   0.7269, 0.683877
1299,   0.7269, 0.680598
1300,   0.7269, 0.682381
1301,   0.7269, 0.683305
1302,   0.7269,  0.68079
1303,   0.7269, 0.681029
1304,   0.7269, 0.685001
1305,   0.7269, 0.684915
1306,   0.7269, 0.681705
1307,   0.7269, 0.684438
1308,   0.7269, 0.682343
1309,   0.7269, 0.684866
1310,   0.7269, 0.683876
1311,   0.7269, 0.683236
1312,   0.7269, 0.683348
1313,   0.7269, 0.683888
1314,   0.7269, 0.682053
1315,   0.7269, 0.686048
1316,   0.7269, 0.683551
1317,   0.7269, 0.686251
1318,   0.7269, 0.687995
1319,   0.7269, 0.683216
1320,   0.7269, 0.685096
1321,   0.7269, 0.684377
1322,   0.7269, 0.685866
1323,   0.7269, 0.686307
1324,   0.7269,  0.68607
1325,   0.7269,  0.68464
1326,   0.7269, 0.681565
1327,   0.7269, 0.683066
1328,   0.7269, 0.682132
1329,   0.7269, 0.685655
1330,   0.7269,  0.68288
1331,   0.7269, 0.689448
1332,   0.7269,  0.68544
1333,   0.7269, 0.684487
1334,   0.7269, 0.683675
1335,   0.7269, 0.687618
1336,   0.7269, 0.682945
1337,   0.7269, 0.682473
1338,   0.7269, 0.684539
1339,   0.7269, 0.683226
1340,   0.7269,  0.68361
1341,   0.7269, 0.685492
1342,   0.7269, 0.683879
1343,   0.7269, 0.680969
1344,   0.7269, 0.683658
1345,   0.7269, 0.685447
1346,   0.7269,  0.68452
1347,   0.7269, 0.684039
1348,   0.7269, 0.683021
1349,   0.7269, 0.681902
1350,   0.7269, 0.680142
1351,   0.7269, 0.680206
1352,   0.7269, 0.684834
1353,   0.7269, 0.682702
1354,   0.7269, 0.685621
1355,   0.7269, 0.682366
1356,   0.7269,  0.68101
1357,   0.7269, 0.685205
1358,   0.7269, 0.683241
1359,   0.7269, 0.683829
1360,   0.7269, 0.684597
1361,   0.7269,   0.6845
1362,   0.7269, 0.682696
1363,   0.7269, 0.683313
1364,   0.7269,  0.68139
1365,   0.7269, 0.686078
1366,   0.7269, 0.685778
1367,   0.7269, 0.685097
1368,   0.7269, 0.681786
1369,   0.7269, 0.685445
1370,   0.7269, 0.682252
1371,   0.7269, 0.684497
1372,   0.7269, 0.684095
1373,   0.7269, 0.682264
1374,   0.7269, 0.681719
1375,   0.7269,  0.68148
1376,   0.7269, 0.683214
1377,   0.7269,  0.68446
1378,   0.7269, 0.682416
1379,   0.7269, 0.684666
1380,   0.7269, 0.684674
1381,   0.7269, 0.684094
1382,   0.7269, 0.684798
1383,   0.7269, 0.683652
1384,   0.7269, 0.683749
1385,   0.7269, 0.685634
1386,   0.7269, 0.684967
1387,   0.7269,   0.6827
1388,   0.7269, 0.681896
1389,   0.7269,  0.68534
1390,   0.7269, 0.686664
1391,   0.7269, 0.683174
1392,   0.7269, 0.681117
1393,   0.7269, 0.683273
1394,   0.7269,  0.68225
1395,   0.7269, 0.683918
1396,   0.7269, 0.682128
1397,   0.7269, 0.683344
1398,   0.7269, 0.681293
1399,   0.7269, 0.683129
1400,   0.7269, 0.681162
1401,   0.7269, 0.684266
1402,   0.7269, 0.682318
1403,   0.7269, 0.683269
1404,   0.7269, 0.683914
1405,   0.7269, 0.681256
1406,   0.7269,  0.68202
1407,   0.7269, 0.683828
1408,   0.7269, 0.685612
1409,   0.7269, 0.681521
1410,   0.7269, 0.684659
1411,   0.7269, 0.685319
1412,   0.7269, 0.685029
1413,   0.7269, 0.684406
1414,   0.7269,  0.68471
1415,   0.7269, 0.685958
1416,   0.7269, 0.683575
1417,   0.7269, 0.681908
1418,   0.7269, 0.684769
1419,   0.7269, 0.683053
1420,   0.7269, 0.687014
1421,   0.7269, 0.685803
1422,   0.7269, 0.681923
1423,   0.7269, 0.685574
1424,   0.7269, 0.683399
1425,   0.7269,  0.68289
1426,   0.7269, 0.683966
1427,   0.7269, 0.682227
1428,   0.7269, 0.688389
1429,   0.7269, 0.684858
1430,   0.7269, 0.677607
1431,   0.7269, 0.683393
1432,   0.7269, 0.684774
1433,   0.7269, 0.685785
1434,   0.7269, 0.681874
1435,   0.7269, 0.681398
1436,   0.7269, 0.682387
1437,   0.7269, 0.686204
1438,   0.7269, 0.683104
1439,   0.7269, 0.683766
1440,   0.7269,  0.68402
1441,   0.7269, 0.680813
1442,   0.7269, 0.683663
1443,   0.7269, 0.683337
1444,   0.7269,  0.68299
1445,   0.7269, 0.681495
1446,   0.7269, 0.681711
1447,   0.7269, 0.686485
1448,   0.7269, 0.686863
1449,   0.7269, 0.684592
1450,   0.7269, 0.685201
1451,   0.7269, 0.682301
1452,   0.7269, 0.683809
1453,   0.7269, 0.686348
1454,   0.7269, 0.681479
1455,   0.7269, 0.684768
1456,   0.7269, 0.679727
1457,   0.7269, 0.679879
1458,   0.7269,   0.6859
1459,   0.7269, 0.683779
1460,   0.7269, 0.683853
1461,   0.7269, 0.687496
1462,   0.7269, 0.683715
1463,   0.7269, 0.682697
1464,   0.7269, 0.688706
1465,   0.7269, 0.682499
1466,   0.7269, 0.683367
1467,   0.7269, 0.683618
1468,   0.7269, 0.682041
1469,   0.7269, 0.682308
1470,   0.7269, 0.682863
1471,   0.7269, 0.683065
1472,   0.7269, 0.686939
1473,   0.7269, 0.680532
1474,   0.7269, 0.684744
1475,   0.7269, 0.686345
1476,   0.7269, 0.687985
1477,   0.7269, 0.684058
1478,   0.7269, 0.687208
1479,   0.7269, 0.683916
1480,   0.7269, 0.683436
1481,   0.7269, 0.682467
1482,   0.7269, 0.686418
1483,   0.7269, 0.683963
1484,   0.7269, 0.685914
1485,   0.7269, 0.680231
1486,   0.7269, 0.679479
1487,   0.7269,   0.6859
1488,   0.7269, 0.684077
1489,   0.7269, 0.678613
1490,   0.7269, 0.683236
1491,   0.7269, 0.676857
1492,   0.7269, 0.683608
1493,   0.7269, 0.685283
1494,   0.7269, 0.683293
1495,   0.7269, 0.681655
1496,   0.7269, 0.684033
1497,   0.7269, 0.682952
1498,   0.7269, 0.680902
1499,   0.7269, 0.686033
1500,   0.7269, 0.683883
1501,   0.7269,  0.68649
1502,   0.7269, 0.687449
1503,   0.7269, 0.682559
1504,   0.7269,   0.6853
1505,   0.7269, 0.681671
1506,   0.7272, 0.685636
1507,   0.7272, 0.685661
1508,   0.7272, 0.684605
1509,   0.7272, 0.684032
1510,   0.7272, 0.683018
1511,   0.7272,  0.68482
1512,   0.7272,  0.68263
1513,   0.7272, 0.683235
1514,   0.7272, 0.683614
1515,   0.7272,  0.68408
1516,   0.7272, 0.683836
1517,   0.7272, 0.683464
1518,   0.7272, 0.681294
1519,   0.7272, 0.682738
1520,   0.7272, 0.683424
1521,   0.7272, 0.684438
1522,   0.7272, 0.686641
1523,   0.7272, 0.686172
1524,   0.7272,  0.68562
1525,   0.7272, 0.685445
1526,   0.7272, 0.685108
1527,   0.7272, 0.685213
1528,   0.7272, 0.683812
1529,   0.7272, 0.685498
1530,   0.7272, 0.685909
1531,   0.7272,  0.68405
1532,   0.7272,  0.68439
1533,   0.7272, 0.682165
1534,   0.7272, 0.686729
1535,   0.7272, 0.686464
1536,   0.7272, 0.684144
1537,   0.7272, 0.686312
1538,   0.7272, 0.684844
1539,   0.7272,  0.68164
1540,   0.7272,  0.68171
1541,   0.7272, 0.683647
1542,   0.7272,   0.6839
1543,   0.7272, 0.686885
1544,   0.7272, 0.685684
1545,   0.7272, 0.684874
1546,   0.7272, 0.682569
1547,   0.7272, 0.684862
1548,   0.7272, 0.684637
1549,   0.7272, 0.685628
1550,   0.7272, 0.681703
1551,   0.7272, 0.684577
1552,   0.7272, 0.687333
1553,   0.7272, 0.685178
1554,   0.7272, 0.683452
1555,   0.7272, 0.685332
1556,   0.7274, 0.684249
1557,   0.7274, 0.685416
1558,   0.7274,  0.68224
1559,   0.7274, 0.684851
1560,   0.7274, 0.683595
1561,   0.7274, 0.680209
1562,   0.7274, 0.685584
1563,   0.7274, 0.684439
1564,   0.7274, 0.684762
1565,   0.7274,  0.68558
1566,   0.7274, 0.684565
1567,   0.7274,  0.68485
1568,   0.7274,  0.68284
1569,   0.7274, 0.681491
1570,   0.7274, 0.679945
1571,   0.7274,  0.68734
1572,   0.7274, 0.684629
1573,   0.7274, 0.682708
1574,   0.7274, 0.684004
1575,   0.7274, 0.684195
1576,   0.7274, 0.680415
1577,   0.7274, 0.683053
1578,   0.7274, 0.684276
1579,   0.7274, 0.684037
1580,   0.7274, 0.684355
1581,   0.7274, 0.682695
1582,   0.7274, 0.683507
1583,   0.7274, 0.680324
1584,   0.7274, 0.681907
1585,   0.7274, 0.681631
1586,   0.7274, 0.679842
1587,   0.7274, 0.682238
1588,   0.7274, 0.682936
1589,   0.7274, 0.682932
1590,   0.7274, 0.675938
1591,   0.7274, 0.685887
1592,   0.7274, 0.684877
1593,   0.7274, 0.683392
1594,   0.7274, 0.686874
1595,   0.7274, 0.676332
1596,   0.7274, 0.683284
1597,   0.7274, 0.683073
1598,   0.7274, 0.681413
1599,   0.7274,  0.68804
1600,   0.7274, 0.681321
1601,   0.7274, 0.683969
1602,   0.7274, 0.685435
1603,   0.7274, 0.685817
1604,   0.7274, 0.680839
1605,   0.7274, 0.680206
1606,   0.7274, 0.682532
1607,   0.7274, 0.684494
1608,   0.7274,  0.68364
1609,   0.7274, 0.683272
1610,   0.7274, 0.684413
1611,   0.7274, 0.684794
1612,   0.7274, 0.682315
1613,   0.7274, 0.688161
1614,   0.7274, 0.685341
1615,   0.7274, 0.683619
1616,   0.7274, 0.685995
1617,   0.7274, 0.683967
1618,   0.7274, 0.683554
1619,   0.7274, 0.684542
1620,   0.7274, 0.684494
1621,   0.7274, 0.684502
1622,   0.7274,  0.68248
1623,   0.7274, 0.682455
1624,   0.7274, 0.678701
1625,   0.7274, 0.681674
1626,   0.7274, 0.685783
1627,    0.728, 0.680345
1628,    0.728, 0.679232
1629,    0.728,  0.68242
1630,    0.728,  0.68321
1631,    0.728, 0.683002
1632,    0.728, 0.681585
1633,    0.728, 0.686975
1634,    0.728, 0.688164
1635,    0.728, 0.689839
1636,    0.728, 0.684135
1637,    0.728,  0.68131
1638,    0.728, 0.687383
1639,    0.728, 0.683485
1640,    0.728, 0.684874
1641,    0.728, 0.687993
1642,    0.728,  0.68509
1643,    0.728, 0.680017
1644,    0.728, 0.681529
1645,    0.728, 0.684837
1646,    0.728, 0.682685
1647,    0.728, 0.685629
1648,    0.728, 0.689169
1649,    0.728, 0.684246
1650,    0.728, 0.684313
1651,    0.728,  0.68164
1652,    0.728, 0.685817
1653,    0.728, 0.684779
1654,    0.728, 0.682133
1655,    0.728, 0.688522
1656,    0.728, 0.686285
1657,    0.728, 0.684078
1658,    0.728, 0.683128
1659,    0.728, 0.685152
1660,    0.728, 0.688538
1661,    0.728,   0.6845
1662,    0.728, 0.681831
1663,    0.728, 0.681388
1664,    0.728, 0.687082
1665,    0.728, 0.686409
1666,    0.728, 0.685775
1667,    0.728,  0.68641
1668,    0.728, 0.686882
1669,    0.728, 0.684642
1670,    0.728, 0.682169
1671,    0.728, 0.687629
1672,    0.728, 0.686964
1673,    0.728,  0.68573
1674,    0.728, 0.678861
1675,    0.728, 0.685471
1676,    0.728, 0.685677
1677,    0.728, 0.681297
1678,    0.728, 0.683994
1679,    0.728, 0.687658
1680,    0.728, 0.683304
1681,    0.728, 0.686326
1682,    0.728, 0.687902
1683,    0.728, 0.687077
1684,    0.728, 0.685948
1685,    0.728,  0.68466
1686,    0.728, 0.684449
1687,    0.728, 0.681693
1688,    0.728, 0.682229
1689,    0.728, 0.684629
1690,    0.728, 0.685982
1691,   0.7288, 0.687396
1692,   0.7288, 0.687765
1693,   0.7288, 0.685631
1694,   0.7288, 0.684391
1695,   0.7288, 0.686026
1696,   0.7288, 0.686315
1697,   0.7288, 0.687924
1698,   0.7288, 0.685816
1699,   0.7288, 0.685229
1700,   0.7288,  0.68618
1701,   0.7288, 0.685341
1702,   0.7288, 0.685578
1703,   0.7288, 0.684483
1704,   0.7288, 0.684819
1705,   0.7288, 0.682997
1706,   0.7288, 0.684036
1707,   0.7288, 0.688893
1708,   0.7288, 0.687012
1709,   0.7288, 0.682576
1710,   0.7306,  0.68457
1711,   0.7306, 0.687363
1712,   0.7306, 0.686609
1713,   0.7336, 0.678241
1714,    0.736, 0.680892
1715,    0.736, 0.682693
1716,   0.7465,  0.67885
1717,   0.7465, 0.677223
1718,   0.7504, 0.680128
1719,   0.7504, 0.687196
1720,   0.7533, 0.686026
1721,   0.7533, 0.682526
1722,   0.7533, 0.692105
1723,   0.7533, 0.685978
1724,   0.7533, 0.692068
1725,   0.7533, 0.692896
1726,   0.7543, 0.697483
1727,   0.7564, 0.697003
1728,   0.7564, 0.694076
1729,   0.7576, 0.696042
1730,   0.7587, 0.697213
1731,   0.7587, 0.698968
1732,   0.7612, 0.700174
1733,   0.7612,  0.70034
1734,   0.7612, 0.701653
1735,   0.7612, 0.701313
1736,   0.7612,  0.70243
1737,   0.7612, 0.705509
1738,   0.7612, 0.702037
1739,   0.7644, 0.708517
1740,   0.7644, 0.703888
1741,   0.7644,  0.70486
1742,   0.7644,  0.69979
1743,   0.7644, 0.705883
1744,   0.7644, 0.703744
1745,   0.7644, 0.707143
1746,   0.7644, 0.709249
1747,   0.7644,  0.70418
1748,   0.7644,  0.70686
1749,   0.7644, 0.704542
1750,   0.7644, 0.708231
1751,   0.7649, 0.705483
1752,    0.765, 0.703501
1753,    0.765, 0.705296
1754,    0.765,  0.70973
1755,   0.7658, 0.704937
1756,   0.7658, 0.706972
1757,   0.7658, 0.711835
1758,   0.7658,  0.71313
1759,   0.7658, 0.706261
1760,   0.7658, 0.708402
1761,   0.7658,  0.70637
1762,   0.7658, 0.710586
1763,   0.7658, 0.712364
1764,   0.7658, 0.710521
1765,   0.7658,  0.71019
1766,   0.7658, 0.710343
1767,   0.7658, 0.707571
1768,   0.7673, 0.707285
1769,   0.7673, 0.709143
1770,   0.7673, 0.706335
1771,   0.7673, 0.704343
1772,   0.7674,  0.71286
1773,   0.7674, 0.706544
1774,   0.7677, 0.704256
1775,   0.7677, 0.712925
1776,   0.7677, 0.708938
1777,   0.7677, 0.708897
1778,   0.7677, 0.704783
1779,   0.7677, 0.708564
1780,   0.7677, 0.710235
1781,   0.7677, 0.710951
1782,   0.7677,  0.70812
1783,   0.7677, 0.707598
1784,   0.7677, 0.709343
1785,   0.7677, 0.708999
1786,   0.7677, 0.708393
1787,   0.7685, 0.711012
1788,   0.7685, 0.714411
1789,   0.7685, 0.708538
1790,   0.7685, 0.711253
1791,   0.7685, 0.709862
1792,   0.7685, 0.708882
1793,    0.769, 0.714038
1794,   0.7711, 0.713418
1795,    0.774, 0.709315
1796,    0.774,  0.71061
1797,    0.774, 0.710683
1798,    0.774,  0.71345
1799,    0.774, 0.709426
1800,    0.774, 0.712893
1801,   0.7757,  0.71115
1802,   0.7757, 0.717177
1803,   0.7757, 0.714079
1804,   0.7757, 0.715477
1805,   0.7758, 0.715321
1806,   0.7758, 0.711059
1807,   0.7758, 0.714398
1808,   0.7758, 0.716097
1809,   0.7758, 0.709915
1810,   0.7758, 0.717842
1811,   0.7758, 0.711073
1812,   0.7758,  0.71781
1813,   0.7758, 0.715326
1814,   0.7758, 0.718324
1815,   0.7758, 0.709688
1816,   0.7758, 0.718133
1817,   0.7758,  0.71191
1818,   0.7758, 0.716334
1819,   0.7758,  0.72219
1820,   0.7758, 0.711799
1821,   0.7763, 0.724288
1822,   0.7764, 0.712419
1823,   0.7764, 0.717541
1824,   0.7764, 0.708355
1825,   0.7764, 0.715451
1826,   0.7764, 0.715358
1827,   0.7764, 0.714742
1828,   0.7764, 0.716622
1829,   0.7764, 0.713533
1830,   0.7764, 0.714881
1831,   0.7764, 0.713706
1832,   0.7764, 0.715667
1833,   0.7764, 0.715793
1834,   0.7764, 0.712985
1835,   0.7764, 0.711221
1836,   0.7764, 0.715249
1837,   0.7764, 0.718437
1838,   0.7764, 0.717062
1839,   0.7764, 0.715448
1840,   0.7764, 0.714773
1841,   0.7779,  0.71633
1842,   0.7779, 0.714592
1843,   0.7779, 0.716487
1844,   0.7779, 0.713775
1845,   0.7779, 0.717752
1846,   0.7779, 0.719362
1847,   0.7779, 0.718008
1848,   0.7787, 0.717179
1849,   0.7787, 0.719689
1850,   0.7814, 0.715948
1851,   0.7814,  0.71862
1852,   0.7814, 0.720156
1853,   0.7814, 0.720795
1854,   0.7814, 0.718907
1855,   0.7814, 0.717818
1856,   0.7814,  0.71865
1857,   0.7814,  0.72261
1858,   0.7814, 0.720506
1859,   0.7814, 0.719187
1860,   0.7814, 0.717075
1861,   0.7814, 0.721893
1862,   0.7814, 0.720311
1863,   0.7814, 0.720663
1864,   0.7814, 0.716704
1865,   0.7814, 0.715858
1866,   0.7814, 0.719842
1867,   0.7814, 0.715033
1868,   0.7814, 0.718926
1869,   0.7814, 0.714257
1870,   0.7814, 0.721358
1871,   0.7814, 0.718764
1872,   0.7814, 0.715829
