gen, tournament_float_onepoint_best, tournament_float_onepoint_ave
 935,   0.6329, 0.588334
 936,   0.6329, 0.592811
 937,   0.6329, 0.589405
 938,   0.6329,  0.58695
 939,   0.6329, 0.592385
 940,   0.6329, 0.589673
 941,   0.6329, 0.592226
 942,   0.6329, 0.588594
 943,   0.6329, 0.590894
 944,   0.6329, 0.593229
 945,   0.6329, 0.590316
 946,   0.6329, 0.589819
 947,   0.6329, 0.592593
 948,   0.6329, 0.594681
 949,   0.6329, 0.590882
 950,   0.6329, 0.589195
 951,   0.6329, 0.590226
 952,   0.6329,  0.59117
 953,   0.6329, 0.591046
 954,   0.6329, 0.594121
 955,   0.6329, 0.590074
 956,   0.6329, 0.589786
 957,   0.6329, 0.591295
 958,   0.6329, 0.589134
 959,   0.6329, 0.589046
 960,   0.6329, 0.593609
 961,   0.6329, 0.593478
 962,   0.6329, 0.590221
 963,   0.6329,  0.59251
 964,   0.6329, 0.589034
 965,   0.6329, 0.594497
 966,   0.6329, 0.588195
 967,   0.6329, 0.591437
 968,   0.6329, 0.592506
 969,   0.6329,  0.59485
 970,   0.6329,  0.59448
 971,   0.6329,  0.58918
 972,   0.6329, 0.594049
 973,   0.6329, 0.591627
 974,   0.6329, 0.589723
 975,   0.6329, 0.588652
 976,   0.6329,  0.59226
 977,   0.6329, 0.586491
 978,   0.6329, 0.593117
 979,   0.6329, 0.590728
 980,   0.6329, 0.594307
 981,   0.6329, 0.593019
 982,   0.6329, 0.587674
 983,   0.6329, 0.594811
 984,   0.6329, 0.590883
 985,   0.6329, 0.589711
 986,   0.6329, 0.591124
 987,   0.6329, 0.590371
 988,   0.6329,  0.59356
 989,   0.6329, 0.592832
 990,   0.6329, 0.589185
 991,   0.6335, 0.590167
 992,   0.6335, 0.593225
 993,   0.6335, 0.588533
 994,   0.6335, 0.591874
 995,   0.6335, 0.589511
 996,   0.6335, 0.587997
 997,   0.6335, 0.590278
 998,   0.6335, 0.593282
 999,   0.6335, 0.592652
1000,   0.6335, 0.592199
1001,   0.6335, 0.593172
1002,   0.6335, 0.592258
1003,   0.6335, 0.591371
1004,   0.6335,  0.59342
1005,   0.6335, 0.593912
1006,   0.6335, 0.589566
1007,   0.6335, 0.587245
1008,   0.6335, 0.589441
1009,   0.6335, 0.589681
1010,   0.6335, 0.589781
1011,   0.6335, 0.588729
1012,   0.6335, 0.589248
1013,   0.6335, 0.590392
1014,   0.6335, 0.589966
1015,   0.6335, 0.588194
1016,   0.6335, 0.589857
1017,   0.6335, 0.589062
1018,   0.6335, 0.588398
1019,   0.6335, 0.589939
1020,   0.6335, 0.590277
1021,   0.6335, 0.592863
1022,   0.6335, 0.590672
1023,   0.6335, 0.589467
1024,   0.6335, 0.593394
1025,   0.6335, 0.589185
1026,   0.6335, 0.591541
1027,   0.6335, 0.591094
1028,   0.6335, 0.587569
1029,   0.6335,  0.59111
1030,   0.6335, 0.588857
1031,   0.6335, 0.591188
1032,   0.6335, 0.591194
1033,   0.6335,   0.5889
1034,   0.6335, 0.590809
1035,   0.6335,   0.5891
1036,   0.6335, 0.592346
1037,   0.6335, 0.591353
1038,   0.6335, 0.591001
1039,   0.6335, 0.589658
1040,   0.6335, 0.588687
1041,   0.6335, 0.592818
1042,   0.6335, 0.590533
1043,   0.6335, 0.591951
1044,   0.6335,  0.59072
1045,   0.6335, 0.594922
1046,   0.6335, 0.594511
1047,   0.6335, 0.594925
1048,   0.6335, 0.590298
1049,   0.6335, 0.590603
1050,   0.6335, 0.591667
1051,   0.6335, 0.592521
1052,   0.6335, 0.591279
1053,   0.6335, 0.591986
1054,   0.6335, 0.589388
1055,   0.6335, 0.590911
1056,   0.6336, 0.591984
1057,   0.6336, 0.591792
1058,   0.6336, 0.590004
1059,   0.6336, 0.593593
1060,   0.6336,  0.58997
1061,   0.6336, 0.589102
1062,   0.6336, 0.593131
1063,   0.6336, 0.589197
1064,   0.6336, 0.590027
1065,   0.6336, 0.594117
1066,   0.6336, 0.588099
1067,   0.6336, 0.591665
1068,   0.6336, 0.589033
1069,   0.6336, 0.589707
1070,   0.6336, 0.589024
1071,   0.6336, 0.589135
1072,   0.6336, 0.588085
1073,   0.6336, 0.591159
1074,   0.6336, 0.587801
1075,   0.6336, 0.586029
1076,   0.6336, 0.592754
1077,   0.6336, 0.595397
1078,   0.6336, 0.594025
1079,   0.6336, 0.590017
1080,   0.6336, 0.588502
1081,   0.6336, 0.593647
1082,   0.6336, 0.591287
1083,   0.6336, 0.589917
1084,   0.6336, 0.590818
1085,   0.6336, 0.591659
1086,   0.6336, 0.588963
1087,   0.6336, 0.589469
1088,   0.6336, 0.591401
1089,   0.6336, 0.591886
1090,   0.6336, 0.590119
1091,   0.6336, 0.595209
1092,   0.6336, 0.590809
1093,   0.6336, 0.586438
1094,   0.6336, 0.590488
1095,   0.6336, 0.593311
1096,   0.6336, 0.588015
1097,   0.6336, 0.591906
1098,   0.6336, 0.594204
1099,   0.6336, 0.589559
1100,   0.6336, 0.595091
1101,   0.6336, 0.591094
1102,   0.6336, 0.589873
1103,   0.6336, 0.592655
1104,   0.6336, 0.591209
1105,   0.6336, 0.590916
1106,   0.6336, 0.591108
1107,   0.6336, 0.588278
1108,   0.6336,  0.59079
1109,   0.6336,  0.58743
1110,   0.6336, 0.588771
1111,   0.6336, 0.590451
1112,   0.6336, 0.591585
1113,   0.6336, 0.590872
1114,   0.6336, 0.592564
1115,   0.6336, 0.589454
1116,   0.6336, 0.592896
1117,   0.6336, 0.590026
1118,   0.6336, 0.588906
1119,   0.6336, 0.592374
1120,   0.6336, 0.590168
1121,   0.6336, 0.590006
1122,   0.6336, 0.591682
1123,   0.6336, 0.592784
1124,   0.6336, 0.592832
1125,   0.6336, 0.586152
1126,   0.6336, 0.595111
1127,   0.6336, 0.590191
1128,   0.6336, 0.588641
1129,   0.6336, 0.590861
1130,   0.6336, 0.593819
1131,   0.6336, 0.586541
1132,   0.6336, 0.585617
1133,   0.6336, 0.591175
1134,   0.6336, 0.591486
1135,   0.6336, 0.594094
1136,   0.6336,  0.59199
1137,   0.6336, 0.587562
1138,   0.6338, 0.589823
1139,   0.6338,  0.58873
1140,   0.6338, 0.590258
1141,   0.6338, 0.591705
1142,   0.6338, 0.593611
1143,   0.6338, 0.589894
1144,   0.6338,  0.59081
1145,   0.6343, 0.588823
1146,   0.6343, 0.589311
1147,   0.6343, 0.592623
1148,   0.6343, 0.593788
1149,   0.6343,  0.58992
1150,   0.6343, 0.592259
1151,   0.6343, 0.590764
1152,   0.6343, 0.591492
1153,   0.6343, 0.591697
1154,   0.6343,  0.59193
1155,   0.6343, 0.593576
1156,   0.6343,  0.59469
1157,   0.6343, 0.594926
1158,   0.6343, 0.595487
1159,   0.6343, 0.592701
1160,   0.6343, 0.588783
1161,   0.6343,  0.59303
1162,   0.6343, 0.591143
1163,   0.6343, 0.592784
1164,   0.6343, 0.593662
1165,   0.6343, 0.591323
1166,   0.6343,  0.59629
1167,   0.6343, 0.594141
1168,   0.6343, 0.592943
1169,   0.6343, 0.594832
1170,   0.6343, 0.598798
1171,   0.6343, 0.591624
1172,   0.6343, 0.589824
1173,   0.6343,  0.59253
1174,   0.6343, 0.589074
1175,   0.6343, 0.592561
1176,   0.6343, 0.592721
1177,   0.6343, 0.594093
1178,   0.6343, 0.592662
1179,   0.6343, 0.590212
1180,   0.6343, 0.593097
1181,   0.6343, 0.589034
1182,   0.6343, 0.589378
1183,   0.6343, 0.593849
1184,   0.6343, 0.593415
1185,   0.6343, 0.594169
1186,   0.6343, 0.592465
1187,   0.6343, 0.591959
1188,   0.6343, 0.592719
1189,   0.6343, 0.592078
1190,   0.6345, 0.590236
1191,   0.6345, 0.587693
1192,   0.6345, 0.590694
1193,   0.6345, 0.591391
1194,   0.6345, 0.591402
1195,   0.6345, 0.593849
1196,   0.6345,  0.59041
1197,   0.6345, 0.592196
1198,   0.6345, 0.591515
1199,   0.6345, 0.591298
1200,   0.6345, 0.591181
1201,   0.6345, 0.591379
1202,   0.6345, 0.591625
1203,   0.6345,  0.59404
1204,   0.6345, 0.591596
1205,   0.6345, 0.590814
1206,   0.6345, 0.593074
1207,   0.6345, 0.594711
1208,   0.6345, 0.591182
1209,   0.6345, 0.594287
1210,   0.6345, 0.589888
1211,   0.6345, 0.591996
1212,   0.6345, 0.592765
1213,   0.6345, 0.589808
1214,   0.6345, 0.594468
1215,   0.6345, 0.594466
1216,   0.6345, 0.595288
1217,   0.6345, 0.592228
1218,   0.6345, 0.596598
1219,   0.6345, 0.588137
1220,   0.6345, 0.587757
1221,   0.6345, 0.593061
1222,   0.6345, 0.593659
1223,   0.6345, 0.594868
1224,   0.6345,  0.59113
1225,   0.6345, 0.593619
1226,   0.6345,  0.59054
1227,   0.6345, 0.592242
1228,   0.6345, 0.588146
1229,   0.6345, 0.590114
1230,   0.6345, 0.592974
1231,   0.6345,  0.59186
1232,   0.6345, 0.591801
1233,   0.6345, 0.587959
1234,   0.6345, 0.591388
1235,   0.6345, 0.593574
1236,   0.6345, 0.593114
1237,   0.6345,  0.58966
1238,   0.6345, 0.588393
1239,   0.6345, 0.595662
1240,   0.6345, 0.594057
1241,   0.6345, 0.590328
1242,   0.6345,  0.59221
1243,   0.6345, 0.592316
1244,   0.6345, 0.587931
1245,   0.6345, 0.590375
1246,   0.6345, 0.587249
1247,   0.6345, 0.592521
