gen, tournament_float_onepoint_best, tournament_float_onepoint_ave
3117,   0.6372, 0.589339
3118,   0.6372,  0.59415
3119,   0.6372, 0.594094
3120,   0.6372, 0.593856
3121,   0.6372, 0.598507
3122,   0.6372,   0.5933
3123,   0.6372, 0.593554
3124,   0.6372, 0.593906
3125,   0.6372, 0.594697
3126,   0.6372,  0.59072
3127,   0.6372, 0.594212
3128,   0.6372, 0.590401
3129,   0.6372,  0.59476
3130,   0.6372, 0.591848
3131,   0.6372, 0.597123
3132,   0.6372, 0.600004
3133,   0.6372, 0.597189
3134,   0.6372, 0.593873
3135,   0.6372, 0.590392
3136,   0.6372, 0.590598
3137,   0.6372, 0.589993
3138,   0.6372, 0.593409
3139,   0.6372, 0.593008
3140,   0.6372, 0.596013
3141,   0.6372, 0.594917
3142,   0.6372, 0.594944
3143,   0.6372, 0.591465
3144,   0.6372, 0.591286
3145,   0.6372, 0.591826
3146,   0.6372, 0.591979
3147,   0.6372, 0.593854
3148,   0.6372, 0.595801
3149,   0.6372, 0.595055
3150,   0.6372, 0.597832
3151,   0.6372, 0.593747
3152,   0.6372, 0.591999
3153,   0.6372, 0.592432
3154,   0.6372, 0.589547
3155,   0.6372, 0.593663
3156,   0.6372, 0.596795
3157,   0.6372, 0.590814
3158,   0.6372,  0.59337
3159,   0.6372, 0.596772
3160,   0.6372, 0.595706
3161,   0.6372, 0.594039
3162,   0.6372, 0.592731
3163,   0.6372, 0.593479
3164,   0.6372, 0.594762
3165,   0.6372, 0.595415
3166,   0.6372, 0.594301
3167,   0.6372, 0.592107
3168,   0.6372, 0.594771
3169,   0.6372, 0.596898
3170,   0.6372, 0.595667
3171,   0.6372, 0.594049
3172,   0.6372, 0.593194
3173,   0.6372, 0.597141
3174,   0.6372, 0.590941
3175,   0.6372, 0.591089
3176,   0.6372, 0.593747
3177,   0.6372, 0.595065
3178,   0.6372, 0.589536
3179,   0.6372, 0.594895
3180,   0.6372, 0.593153
3181,   0.6372, 0.592643
3182,   0.6372, 0.592987
3183,   0.6372, 0.597576
3184,   0.6372,  0.59203
3185,   0.6372, 0.596018
3186,   0.6372, 0.590494
3187,   0.6372, 0.594916
3188,   0.6372, 0.593368
3189,   0.6372, 0.597621
3190,   0.6372, 0.595291
3191,   0.6372, 0.592909
3192,   0.6372, 0.597969
3193,   0.6372,  0.59186
3194,   0.6372, 0.593884
3195,   0.6372,  0.59197
3196,   0.6372, 0.593767
3197,   0.6372, 0.589999
3198,   0.6372, 0.591345
3199,   0.6372, 0.593135
3200,   0.6372, 0.589948
3201,   0.6372, 0.597716
3202,   0.6372, 0.593621
3203,   0.6372, 0.590415
3204,   0.6372, 0.590248
3205,   0.6372, 0.593625
3206,   0.6372, 0.595606
3207,   0.6372, 0.596817
3208,   0.6372, 0.597005
3209,   0.6372,  0.59735
3210,   0.6372, 0.594138
3211,   0.6372, 0.590263
3212,   0.6372, 0.593404
3213,   0.6372, 0.592209
3214,   0.6372, 0.594577
3215,   0.6372,  0.59072
3216,   0.6372, 0.591688
3217,   0.6372, 0.595035
3218,   0.6372, 0.594299
3219,   0.6372, 0.593255
3220,   0.6372, 0.593238
3221,   0.6372, 0.594294
3222,   0.6372, 0.592551
3223,   0.6372, 0.591068
3224,   0.6372, 0.593134
3225,   0.6372, 0.592196
3226,   0.6372, 0.593252
3227,   0.6372, 0.593873
3228,   0.6372, 0.594769
3229,   0.6372, 0.591145
3230,   0.6372, 0.589946
3231,   0.6372, 0.590307
3232,   0.6372, 0.596508
3233,   0.6372, 0.593579
3234,   0.6372, 0.593249
3235,   0.6372, 0.593655
3236,   0.6372, 0.595579
3237,   0.6372, 0.596482
3238,   0.6372, 0.594443
3239,   0.6372, 0.592061
3240,   0.6372, 0.592405
3241,   0.6372,  0.59695
3242,   0.6372, 0.595301
3243,   0.6372, 0.592641
3244,   0.6372, 0.593932
3245,   0.6372,  0.59336
3246,   0.6372, 0.594346
3247,   0.6372, 0.594351
3248,   0.6372, 0.595642
3249,   0.6372, 0.594611
3250,   0.6372, 0.593717
3251,   0.6372, 0.595189
3252,   0.6372, 0.595094
3253,   0.6372, 0.593478
3254,   0.6372, 0.589919
3255,   0.6372, 0.595242
3256,   0.6372,  0.59365
3257,   0.6372, 0.593229
3258,   0.6372, 0.593498
3259,   0.6372, 0.595913
3260,   0.6372, 0.595079
3261,   0.6372, 0.594391
3262,   0.6372,  0.59397
3263,   0.6372,  0.59492
3264,   0.6372, 0.593684
3265,   0.6372, 0.595932
3266,   0.6372, 0.595517
3267,   0.6372, 0.594128
3268,   0.6372, 0.597013
3269,   0.6372, 0.592161
3270,   0.6372, 0.590319
3271,   0.6372, 0.593267
3272,   0.6372, 0.593081
3273,   0.6372, 0.594195
3274,   0.6372, 0.593651
3275,   0.6372, 0.599372
3276,   0.6372, 0.596061
3277,   0.6372, 0.590364
3278,   0.6372,  0.59432
3279,   0.6372, 0.595288
3280,   0.6372, 0.595101
3281,   0.6372,   0.5949
3282,   0.6372, 0.594108
3283,   0.6372, 0.595025
3284,   0.6372,  0.59325
3285,   0.6372, 0.589665
3286,   0.6372, 0.591967
3287,   0.6372, 0.594528
3288,   0.6372, 0.592187
3289,   0.6372, 0.593829
3290,   0.6372, 0.591749
3291,   0.6372, 0.592751
3292,   0.6372, 0.594302
3293,   0.6372, 0.592777
3294,   0.6372, 0.596016
3295,   0.6372, 0.592112
3296,   0.6372,  0.59489
3297,   0.6372, 0.590881
3298,   0.6372, 0.591932
3299,   0.6372,  0.59211
3300,   0.6372,  0.59094
3301,   0.6372, 0.590718
3302,   0.6372, 0.591458
3303,   0.6372, 0.596415
3304,   0.6373, 0.596792
3305,   0.6373, 0.591303
3306,   0.6373, 0.592322
3307,   0.6373, 0.594145
3308,   0.6373, 0.593297
3309,   0.6373, 0.593607
3310,   0.6373, 0.595343
3311,   0.6373, 0.598224
3312,   0.6373, 0.594627
3313,   0.6373,  0.59492
3314,   0.6373, 0.594392
3315,   0.6373, 0.594329
3316,   0.6373, 0.594129
3317,   0.6373, 0.593377
3318,   0.6373,  0.59442
3319,   0.6373, 0.597347
3320,   0.6373, 0.592808
3321,   0.6373, 0.595288
3322,   0.6373,  0.59428
3323,   0.6373, 0.592793
3324,   0.6373, 0.592923
3325,   0.6373, 0.595613
3326,   0.6373, 0.595869
3327,   0.6373, 0.596433
3328,   0.6373, 0.594008
3329,   0.6373, 0.596251
3330,   0.6373, 0.595874
3331,   0.6373, 0.597942
3332,   0.6373, 0.599102
3333,   0.6373, 0.596328
3334,   0.6373, 0.595685
3335,   0.6373, 0.594633
3336,   0.6373, 0.597682
3337,   0.6373, 0.590349
3338,   0.6373,  0.59389
3339,   0.6373, 0.594643
3340,   0.6373,  0.59221
3341,   0.6373, 0.594172
3342,   0.6373, 0.589634
3343,   0.6373, 0.592476
3344,   0.6373, 0.594261
3345,   0.6373, 0.594068
3346,   0.6373, 0.593911
3347,   0.6373, 0.592898
3348,   0.6373, 0.593078
3349,   0.6373, 0.595882
3350,   0.6373, 0.597036
3351,   0.6373,  0.59349
3352,   0.6373,  0.59245
3353,   0.6373, 0.595121
3354,   0.6373, 0.594702
3355,   0.6373, 0.594287
3356,   0.6373, 0.593903
3357,   0.6373, 0.594912
3358,   0.6373, 0.594745
3359,   0.6373, 0.592372
3360,   0.6373, 0.593094
3361,   0.6373, 0.593208
3362,   0.6373, 0.595266
3363,   0.6373, 0.591695
3364,   0.6373, 0.593117
3365,   0.6373, 0.590747
3366,   0.6373, 0.594404
3367,   0.6373, 0.596322
3368,   0.6373, 0.595338
3369,   0.6373, 0.597081
3370,   0.6373,  0.59618
3371,   0.6373, 0.589176
3372,   0.6373,  0.59622
3373,   0.6373, 0.590959
3374,   0.6373, 0.593101
3375,   0.6373,  0.59364
3376,   0.6373, 0.594968
3377,   0.6373,  0.59692
3378,   0.6373,  0.59172
3379,   0.6373, 0.597163
3380,   0.6373, 0.596299
3381,   0.6373, 0.594613
3382,   0.6373, 0.598145
3383,   0.6373, 0.595599
3384,   0.6373, 0.593143
3385,   0.6373, 0.593715
3386,   0.6373,  0.59495
3387,   0.6373,  0.59205
3388,   0.6373, 0.593105
3389,   0.6373, 0.594808
3390,   0.6373, 0.595788
3391,   0.6373, 0.593202
3392,   0.6373, 0.594509
3393,   0.6373, 0.593025
3394,   0.6373, 0.588814
3395,   0.6373, 0.594455
3396,   0.6373, 0.593983
3397,   0.6373, 0.593433
3398,   0.6373, 0.595141
3399,   0.6373, 0.594537
3400,   0.6373,  0.59069
3401,   0.6373, 0.597533
3402,   0.6373, 0.593916
3403,   0.6373, 0.592903
3404,   0.6373,   0.5942
3405,   0.6373, 0.589485
3406,   0.6373, 0.592939
3407,   0.6373, 0.592194
3408,   0.6373,  0.59551
3409,   0.6373, 0.589771
3410,   0.6373,  0.59004
3411,   0.6373, 0.594344
3412,   0.6373, 0.597031
3413,   0.6373, 0.589351
3414,   0.6373, 0.596273
3415,   0.6373, 0.592226
3416,   0.6373,   0.5953
3417,   0.6373, 0.594868
3418,   0.6373, 0.598362
3419,   0.6373, 0.594653
3420,   0.6373, 0.594643
3421,   0.6373, 0.595418
3422,   0.6373, 0.595903
3423,   0.6373, 0.596412
3424,   0.6373,  0.59559
3425,   0.6373, 0.591436
3426,   0.6373, 0.591991
3427,   0.6373, 0.592113
3428,   0.6373, 0.593821
3429,   0.6373,  0.59157
3430,   0.6373, 0.595767
3431,   0.6373, 0.595354
3432,   0.6373, 0.595025
3433,   0.6373, 0.596883
3434,   0.6373, 0.594026
3435,   0.6373, 0.593379
3436,   0.6373, 0.595073
3437,   0.6373, 0.595537
3438,   0.6373, 0.593931
3439,   0.6373, 0.596493
3440,   0.6373, 0.595702
3441,   0.6373, 0.596584
3442,   0.6373, 0.596166
3443,   0.6373, 0.593527
3444,   0.6373, 0.597793
3445,   0.6373, 0.596864
3446,   0.6373, 0.595615
3447,   0.6373, 0.592359
3448,   0.6373, 0.593215
3449,   0.6373, 0.592874
3450,   0.6373, 0.593091
3451,   0.6373, 0.593795
3452,   0.6373, 0.594768
3453,   0.6373,  0.59648
3454,   0.6373, 0.594327
3455,   0.6373, 0.594528
3456,   0.6373, 0.594926
3457,   0.6373,  0.59444
3458,   0.6373, 0.595626
3459,   0.6373, 0.594532
3460,   0.6373, 0.591539
3461,   0.6373, 0.593364
3462,   0.6373, 0.593371
3463,   0.6373, 0.593148
3464,   0.6373, 0.591316
3465,   0.6373, 0.592111
3466,   0.6373,   0.5951
3467,   0.6373, 0.593682
3468,   0.6373,  0.59464
3469,   0.6373, 0.588627
3470,   0.6373, 0.589717
3471,   0.6373, 0.593261
3472,   0.6373,  0.59458
3473,   0.6373, 0.594719
3474,   0.6373, 0.595699
3475,   0.6373, 0.593635
3476,   0.6373, 0.594428
3477,   0.6373, 0.596038
3478,   0.6373, 0.594892
3479,   0.6373, 0.594879
3480,   0.6373, 0.592848
3481,   0.6373, 0.593983
3482,   0.6373, 0.591533
3483,   0.6373, 0.591687
3484,   0.6373, 0.591787
3485,   0.6373, 0.593579
3486,   0.6373, 0.592747
3487,   0.6373,  0.59448
3488,   0.6373, 0.590419
3489,   0.6373, 0.593831
3490,   0.6373, 0.595888
3491,   0.6373, 0.592714
3492,   0.6373, 0.597648
3493,   0.6373, 0.595404
3494,   0.6373, 0.597505
3495,   0.6373, 0.596614
3496,   0.6373, 0.595729
3497,   0.6373, 0.596846
3498,   0.6373, 0.595093
3499,   0.6373, 0.593067
3500,   0.6373, 0.590518
3501,   0.6373, 0.593869
3502,   0.6373, 0.594586
3503,   0.6373, 0.594891
3504,   0.6373, 0.593938
3505,   0.6373, 0.593415
3506,   0.6373, 0.592763
3507,   0.6373, 0.591442
3508,   0.6373, 0.591387
3509,   0.6373, 0.595454
3510,   0.6373, 0.594916
3511,   0.6373, 0.594237
3512,   0.6373,  0.59489
3513,   0.6373, 0.593846
3514,   0.6373, 0.593596
3515,   0.6373, 0.594112
3516,   0.6373, 0.590717
3517,   0.6373,  0.59575
3518,   0.6373, 0.591303
3519,   0.6373, 0.591465
3520,   0.6373, 0.592704
3521,   0.6373, 0.593775
3522,   0.6373, 0.597455
3523,   0.6373, 0.594879
3524,   0.6373,   0.5953
3525,   0.6373, 0.594892
3526,   0.6373, 0.595345
3527,   0.6373, 0.593425
3528,   0.6373, 0.593268
3529,   0.6373,  0.59204
3530,   0.6373, 0.594193
3531,   0.6373, 0.594562
3532,   0.6373, 0.596528
3533,   0.6373,  0.59332
3534,   0.6373, 0.593095
3535,   0.6373, 0.593825
3536,   0.6373, 0.595891
3537,   0.6373, 0.590814
3538,   0.6373, 0.591776
3539,   0.6373, 0.596147
3540,   0.6373, 0.596596
3541,   0.6373, 0.594594
3542,   0.6373, 0.591477
3543,   0.6373,  0.59435
3544,   0.6373, 0.592717
3545,   0.6373, 0.596425
3546,   0.6373, 0.593774
3547,   0.6373, 0.597465
3548,   0.6373, 0.594246
3549,   0.6373, 0.594638
3550,   0.6373, 0.595802
3551,   0.6373, 0.591259
3552,   0.6373, 0.591679
3553,   0.6373, 0.595378
3554,   0.6373, 0.595825
3555,   0.6373, 0.592802
3556,   0.6373, 0.595536
3557,   0.6373, 0.597468
3558,   0.6373, 0.595078
3559,   0.6373,  0.59518
3560,   0.6373, 0.594052
3561,   0.6373, 0.594081
3562,   0.6373, 0.592352
3563,   0.6373, 0.593199
3564,   0.6373, 0.595408
3565,   0.6373, 0.591357
3566,   0.6373, 0.595887
3567,   0.6373, 0.596324
3568,   0.6373, 0.595346
3569,   0.6373, 0.590803
3570,   0.6373, 0.592579
3571,   0.6373, 0.595078
3572,   0.6373, 0.594163
3573,   0.6373, 0.597306
3574,   0.6373, 0.591911
3575,   0.6373, 0.588341
3576,   0.6373, 0.593189
3577,   0.6373, 0.596339
3578,   0.6373, 0.595235
3579,   0.6373,  0.59532
3580,   0.6373,  0.59251
3581,   0.6373, 0.594028
3582,   0.6373, 0.592555
3583,   0.6373, 0.590864
3584,   0.6373, 0.593521
3585,   0.6373, 0.593701
3586,   0.6373,  0.59353
3587,   0.6373, 0.595317
3588,   0.6373, 0.597111
3589,   0.6373, 0.592933
3590,   0.6373,  0.59641
3591,   0.6373, 0.597218
3592,   0.6373, 0.592129
3593,   0.6373, 0.589954
3594,   0.6373, 0.594088
3595,   0.6373, 0.592166
3596,   0.6373, 0.593347
3597,   0.6373, 0.593225
3598,   0.6373, 0.589516
3599,   0.6373, 0.594775
3600,   0.6373, 0.594914
3601,   0.6373, 0.594983
3602,   0.6373, 0.593064
3603,   0.6373, 0.592316
3604,   0.6373, 0.593591
3605,   0.6373, 0.592007
3606,   0.6373, 0.595649
3607,   0.6373,  0.59685
3608,   0.6373, 0.594948
3609,   0.6373, 0.592633
3610,   0.6373, 0.593257
3611,   0.6373, 0.592942
3612,   0.6373, 0.594408
3613,   0.6373,  0.59257
3614,   0.6373, 0.595505
3615,   0.6373, 0.595382
3616,   0.6373, 0.596664
3617,   0.6373,  0.59999
3618,   0.6373, 0.598474
3619,   0.6373,  0.59682
3620,   0.6373, 0.595873
3621,   0.6373, 0.596414
3622,   0.6373, 0.592283
3623,   0.6373, 0.593937
3624,   0.6373,  0.59171
3625,   0.6373, 0.592179
3626,   0.6373, 0.596419
3627,   0.6373,   0.5946
3628,   0.6373, 0.592657
3629,   0.6373, 0.592742
3630,   0.6377,  0.59721
3631,   0.6377, 0.596251
3632,   0.6377, 0.595177
3633,   0.6377, 0.597687
3634,   0.6377, 0.597266
3635,   0.6377, 0.591449
3636,   0.6377, 0.592171
3637,   0.6377, 0.593141
3638,   0.6377,  0.59136
3639,   0.6377, 0.593238
3640,   0.6377, 0.594821
3641,   0.6377, 0.595484
3642,   0.6377, 0.593811
3643,   0.6377, 0.591396
3644,   0.6377, 0.597587
3645,   0.6377, 0.593732
3646,   0.6377, 0.596337
3647,   0.6377, 0.592974
3648,   0.6377, 0.594924
3649,   0.6377,   0.5903
3650,   0.6377, 0.593236
3651,   0.6377, 0.593082
3652,   0.6377, 0.594768
3653,   0.6377, 0.594926
3654,   0.6377, 0.594385
3655,   0.6377, 0.597607
3656,   0.6377, 0.593506
3657,   0.6377, 0.593892
3658,   0.6377, 0.594926
3659,   0.6377, 0.595757
3660,   0.6377,  0.59315
3661,   0.6377, 0.593473
3662,   0.6377, 0.594631
3663,   0.6377, 0.591422
3664,   0.6377, 0.595192
3665,   0.6377, 0.594193
3666,   0.6377, 0.597412
3667,   0.6377, 0.594647
3668,   0.6377,  0.59598
3669,   0.6377, 0.593205
3670,   0.6377, 0.594194
3671,   0.6377, 0.597701
3672,   0.6377, 0.593138
3673,   0.6377, 0.592288
3674,   0.6377, 0.592901
3675,   0.6377,  0.59439
3676,   0.6377, 0.594955
3677,   0.6377, 0.590584
3678,   0.6377, 0.594437
3679,   0.6377,  0.59336
3680,   0.6377, 0.593194
3681,   0.6377, 0.595266
3682,   0.6377, 0.591039
3683,   0.6377, 0.591926
3684,   0.6377, 0.591143
3685,   0.6377, 0.596376
3686,   0.6377, 0.593421
3687,   0.6377, 0.595276
3688,   0.6377, 0.593068
3689,   0.6377, 0.595281
3690,   0.6377, 0.594319
3691,   0.6377, 0.597097
3692,   0.6377, 0.592683
3693,   0.6377, 0.591933
3694,   0.6377,  0.59359
3695,   0.6377, 0.592727
3696,   0.6377, 0.593745
3697,   0.6377, 0.594616
3698,   0.6377, 0.593022
3699,   0.6377, 0.593824
3700,   0.6377, 0.593935
3701,   0.6377, 0.592705
3702,   0.6377, 0.591781
3703,   0.6377, 0.595566
3704,   0.6377,  0.59651
3705,   0.6377, 0.594143
3706,   0.6377, 0.593455
3707,   0.6377,  0.59379
3708,   0.6377, 0.596143
3709,   0.6377, 0.596676
3710,   0.6377, 0.595271
3711,   0.6377, 0.595722
3712,   0.6377, 0.589308
3713,   0.6377, 0.594885
3714,   0.6377, 0.595612
3715,   0.6377, 0.592753
3716,   0.6377, 0.594777
3717,   0.6377, 0.593946
3718,   0.6377, 0.594123
3719,   0.6377,  0.59408
3720,   0.6377, 0.596388
3721,   0.6377,   0.5937
3722,   0.6377, 0.595586
3723,   0.6377, 0.593881
3724,   0.6377, 0.590807
3725,   0.6377, 0.596833
3726,   0.6377, 0.593497
3727,   0.6377, 0.594834
3728,   0.6377, 0.593758
3729,   0.6377, 0.591075
3730,   0.6377, 0.595708
3731,   0.6377, 0.594106
3732,   0.6377, 0.595226
3733,   0.6377, 0.589757
3734,   0.6377, 0.592534
3735,   0.6377, 0.593724
3736,   0.6377, 0.592439
3737,   0.6377, 0.593761
3738,   0.6377, 0.594565
3739,   0.6377, 0.592355
3740,   0.6377,   0.5958
3741,   0.6377, 0.596948
3742,   0.6377, 0.594926
3743,   0.6377, 0.596806
3744,   0.6377, 0.594723
3745,   0.6377, 0.595892
3746,   0.6377, 0.595767
3747,   0.6377,  0.59526
3748,   0.6377, 0.597757
3749,   0.6377, 0.594149
3750,   0.6377, 0.595046
3751,   0.6377, 0.594671
3752,   0.6377, 0.595516
3753,   0.6377, 0.594148
3754,   0.6377, 0.594155
3755,   0.6377, 0.595655
3756,   0.6377, 0.595228
3757,   0.6377, 0.594505
3758,   0.6377, 0.594994
3759,   0.6377, 0.591844
3760,   0.6377, 0.590072
3761,   0.6377, 0.595258
3762,   0.6377, 0.595544
3763,   0.6377,   0.5925
3764,   0.6377, 0.594463
3765,   0.6377, 0.591025
3766,   0.6377, 0.593184
3767,   0.6377, 0.597474
3768,   0.6377, 0.593165
3769,   0.6377, 0.592951
3770,   0.6377, 0.592511
3771,   0.6377,  0.59247
3772,   0.6377,  0.59361
3773,   0.6377,  0.59422
3774,   0.6377, 0.593435
3775,   0.6377, 0.593264
3776,   0.6377, 0.591895
3777,   0.6377, 0.597101
3778,   0.6377, 0.595075
3779,   0.6377,  0.59418
3780,   0.6377, 0.589459
3781,   0.6377, 0.594306
3782,   0.6377,  0.59467
3783,   0.6377, 0.591826
3784,   0.6377, 0.595322
3785,   0.6377, 0.593212
3786,   0.6377, 0.590193
3787,   0.6377, 0.591296
3788,   0.6377,  0.59682
3789,   0.6377, 0.594212
3790,   0.6377, 0.592957
3791,   0.6377, 0.592398
3792,   0.6377,  0.59524
3793,   0.6377, 0.592207
3794,   0.6377,  0.59135
3795,   0.6377, 0.596855
3796,   0.6377, 0.592827
3797,   0.6377, 0.594194
3798,   0.6377, 0.594035
3799,   0.6377, 0.592894
3800,   0.6377,  0.59661
3801,   0.6377, 0.597452
3802,   0.6377,  0.59301
3803,   0.6377, 0.594222
3804,   0.6377, 0.593463
3805,   0.6377, 0.592472
3806,   0.6377, 0.594143
3807,   0.6377, 0.594275
3808,   0.6377, 0.591289
3809,   0.6377, 0.596191
3810,   0.6377, 0.598535
3811,   0.6377, 0.595598
3812,   0.6377, 0.596087
3813,   0.6377, 0.597733
3814,   0.6377,   0.5951
3815,   0.6377, 0.591403
3816,   0.6377,   0.5936
3817,   0.6377, 0.591142
3818,   0.6377, 0.594503
3819,   0.6377, 0.594298
3820,   0.6377, 0.592211
3821,   0.6377, 0.595372
3822,   0.6377, 0.594591
3823,   0.6377, 0.594926
3824,   0.6377,  0.59589
3825,   0.6377, 0.594369
3826,   0.6377,  0.59271
3827,   0.6377, 0.592938
3828,   0.6377, 0.592076
3829,   0.6377, 0.593871
3830,   0.6377, 0.589445
3831,   0.6377, 0.592834
3832,   0.6377, 0.594329
3833,   0.6377, 0.595092
3834,   0.6377, 0.592938
3835,   0.6377, 0.590278
3836,   0.6377, 0.592536
3837,   0.6377, 0.598655
3838,   0.6377, 0.595542
3839,   0.6377,  0.59484
3840,   0.6377, 0.593777
3841,   0.6377, 0.597081
3842,   0.6377, 0.594014
3843,   0.6377, 0.595749
3844,   0.6377, 0.595665
3845,   0.6377, 0.590046
3846,   0.6377, 0.593817
3847,   0.6377, 0.593966
3848,   0.6377, 0.593637
3849,   0.6377, 0.592692
3850,   0.6377, 0.593636
3851,   0.6377, 0.597929
3852,   0.6377, 0.591838
3853,   0.6377, 0.593797
3854,   0.6377, 0.591612
3855,   0.6377,  0.59773
3856,   0.6377, 0.594304
3857,   0.6377, 0.595544
3858,   0.6377,  0.59213
3859,   0.6377, 0.593674
3860,   0.6377, 0.596543
3861,   0.6377, 0.593777
3862,   0.6377, 0.594822
3863,   0.6377, 0.594252
3864,   0.6377, 0.594997
3865,   0.6377,   0.5928
3866,   0.6377, 0.592966
3867,   0.6377, 0.593449
3868,   0.6377, 0.592853
3869,   0.6377, 0.595897
3870,   0.6377, 0.588638
3871,   0.6377, 0.593591
3872,   0.6377, 0.593508
3873,   0.6377, 0.593289
3874,   0.6377, 0.591174
3875,   0.6377, 0.594673
3876,   0.6377, 0.594455
3877,   0.6377, 0.591697
3878,   0.6377,  0.59287
3879,   0.6377, 0.597891
3880,   0.6377, 0.596877
3881,   0.6377, 0.593261
3882,   0.6377, 0.595191
3883,   0.6377, 0.595814
3884,   0.6377, 0.591921
3885,   0.6377, 0.595572
3886,   0.6377, 0.597607
3887,   0.6377, 0.596133
3888,   0.6377, 0.597665
3889,   0.6377, 0.593484
3890,   0.6377, 0.591552
3891,   0.6377, 0.595026
3892,   0.6377, 0.592787
3893,   0.6377, 0.597559
3894,   0.6377, 0.595315
3895,   0.6377, 0.592615
3896,   0.6377, 0.593032
3897,   0.6377, 0.594688
3898,   0.6377, 0.595837
3899,   0.6377,  0.59353
3900,   0.6377, 0.596729
3901,   0.6377, 0.594757
3902,   0.6377, 0.594332
3903,   0.6377, 0.593502
3904,   0.6377,   0.5939
3905,   0.6377,  0.59392
3906,   0.6377, 0.593964
3907,   0.6377, 0.592995
3908,   0.6377, 0.595456
3909,   0.6377, 0.594163
3910,   0.6377, 0.594363
3911,   0.6377,  0.58939
3912,   0.6377, 0.594473
3913,   0.6377, 0.593812
3914,   0.6377, 0.591299
3915,   0.6377, 0.593354
3916,   0.6377, 0.594788
3917,   0.6377, 0.592632
3918,   0.6377, 0.592086
3919,   0.6377, 0.597296
3920,   0.6377, 0.595562
3921,   0.6377, 0.593476
3922,   0.6377, 0.589174
3923,   0.6377, 0.594302
3924,   0.6377, 0.596529
3925,   0.6377, 0.592514
3926,   0.6377, 0.594072
3927,   0.6377, 0.593525
3928,   0.6377, 0.591422
3929,   0.6377, 0.596343
3930,   0.6377,  0.59307
3931,   0.6377, 0.594518
3932,   0.6377, 0.594523
3933,   0.6377, 0.595021
3934,   0.6377, 0.592931
3935,   0.6377, 0.595141
3936,   0.6377, 0.591977
3937,   0.6377, 0.590276
3938,   0.6377, 0.594675
3939,   0.6377, 0.595001
3940,   0.6377, 0.595304
3941,   0.6377, 0.594839
3942,   0.6377, 0.590523
3943,   0.6377, 0.592682
3944,   0.6377, 0.592059
3945,   0.6377, 0.594547
3946,   0.6377, 0.591758
3947,   0.6377, 0.594086
3948,   0.6377, 0.591353
3949,   0.6377, 0.597224
3950,   0.6377, 0.590707
3951,   0.6377, 0.592858
3952,   0.6377, 0.597003
3953,   0.6377, 0.590154
3954,   0.6377, 0.594842
3955,   0.6377, 0.594128
3956,   0.6377, 0.593852
3957,   0.6377, 0.595744
3958,   0.6377, 0.592752
3959,   0.6377, 0.589102
3960,   0.6377, 0.592412
3961,   0.6377, 0.592779
3962,   0.6377, 0.594252
3963,   0.6377,  0.59471
3964,   0.6377, 0.593373
3965,   0.6377,  0.59474
3966,   0.6377, 0.592318
3967,   0.6377, 0.594141
3968,   0.6377, 0.594885
3969,   0.6377, 0.596622
3970,   0.6377, 0.593029
3971,   0.6377, 0.598998
3972,   0.6377,    0.597
3973,   0.6377, 0.593001
3974,   0.6377, 0.592893
3975,   0.6377, 0.593086
3976,   0.6377, 0.594222
3977,   0.6377, 0.594507
3978,   0.6377, 0.592899
3979,   0.6377, 0.596794
3980,   0.6377, 0.595702
3981,   0.6377, 0.596808
3982,   0.6377, 0.596681
3983,   0.6377,  0.59331
3984,   0.6377, 0.593542
3985,   0.6377,  0.59343
3986,   0.6377, 0.597031
3987,   0.6377,  0.59709
3988,   0.6377, 0.596217
3989,   0.6377, 0.591574
3990,   0.6377, 0.591463
3991,   0.6377, 0.590726
3992,   0.6377, 0.594627
3993,   0.6377, 0.593972
3994,   0.6377, 0.594641
3995,   0.6377, 0.595322
3996,   0.6377, 0.591671
3997,   0.6377, 0.593304
3998,   0.6377,  0.59642
3999,   0.6377, 0.594441
4000,   0.6377, 0.594269
