gen, tournament_binary_uniform_best, tournament_binary_uniform_ave
2794,   0.7812, 0.729774
2795,   0.7812, 0.728157
2796,   0.7812,  0.73143
2797,   0.7812, 0.731104
2798,   0.7812, 0.729949
2799,   0.7812, 0.724534
2800,   0.7812, 0.727852
2801,   0.7812,  0.72808
2802,   0.7812, 0.728305
2803,   0.7812, 0.727189
2804,   0.7812, 0.731432
2805,   0.7812, 0.731184
2806,   0.7812, 0.733224
2807,   0.7812, 0.732589
2808,   0.7812,  0.73019
2809,   0.7812,  0.73016
2810,   0.7812, 0.731301
2811,   0.7812, 0.729567
2812,   0.7812, 0.731555
2813,   0.7812, 0.731608
2814,   0.7812, 0.730939
2815,   0.7812, 0.728106
2816,   0.7812, 0.728591
2817,   0.7812, 0.730677
2818,   0.7812, 0.729102
2819,   0.7812, 0.730244
2820,   0.7812, 0.726434
2821,   0.7812, 0.727838
2822,   0.7812, 0.731337
2823,   0.7812, 0.726668
2824,   0.7812, 0.731462
2825,   0.7812, 0.729794
2826,   0.7812, 0.730051
2827,   0.7812,  0.73083
2828,   0.7812, 0.727667
2829,   0.7812, 0.730681
2830,   0.7812, 0.728668
2831,   0.7812, 0.728783
2832,   0.7812,  0.72612
2833,   0.7812, 0.729635
2834,   0.7812, 0.731622
2835,   0.7812, 0.728469
2836,   0.7812, 0.728127
2837,   0.7812, 0.730249
2838,   0.7812, 0.728886
2839,   0.7812, 0.731698
2840,   0.7812, 0.733207
2841,   0.7812, 0.728705
2842,   0.7812, 0.729881
2843,   0.7812, 0.729378
2844,   0.7813, 0.731206
2845,   0.7813, 0.732605
2846,   0.7813, 0.727818
2847,   0.7813, 0.729125
2848,   0.7813,  0.72876
2849,   0.7813, 0.729908
2850,   0.7813, 0.730413
2851,   0.7813, 0.731408
2852,   0.7813, 0.732445
2853,   0.7813, 0.729432
2854,   0.7813, 0.731343
2855,   0.7813, 0.730382
2856,   0.7813, 0.730343
2857,   0.7813, 0.729782
2858,   0.7813, 0.730307
2859,   0.7814, 0.729752
2860,   0.7814,  0.73116
2861,   0.7814, 0.730215
2862,   0.7814, 0.730588
2863,   0.7814, 0.729079
2864,   0.7814, 0.728894
2865,   0.7814, 0.732305
2866,   0.7814, 0.732324
2867,   0.7814,  0.73153
2868,   0.7814, 0.730788
2869,   0.7814, 0.730712
2870,   0.7814, 0.729122
2871,   0.7814,  0.73147
2872,   0.7814, 0.726919
2873,   0.7814, 0.729032
2874,   0.7814, 0.731391
2875,   0.7814, 0.727936
2876,   0.7814, 0.728334
2877,   0.7814, 0.726142
2878,   0.7814, 0.731018
2879,   0.7814, 0.730201
2880,   0.7814,  0.72662
2881,   0.7814, 0.725302
2882,   0.7814, 0.728864
2883,   0.7814, 0.728134
2884,   0.7814, 0.727777
2885,   0.7814,   0.7271
2886,   0.7814, 0.727128
2887,   0.7814, 0.726534
2888,   0.7814, 0.730765
2889,   0.7814, 0.730699
2890,   0.7814, 0.732084
2891,   0.7814, 0.727476
2892,   0.7814, 0.730546
2893,   0.7814, 0.728489
2894,   0.7814, 0.729559
2895,   0.7814, 0.730292
2896,   0.7814, 0.726772
2897,   0.7814, 0.731833
2898,   0.7814, 0.732413
2899,   0.7814, 0.732149
2900,   0.7814, 0.730659
2901,   0.7814, 0.729375
2902,   0.7814, 0.730041
2903,   0.7814, 0.730634
2904,   0.7814, 0.727685
2905,   0.7814, 0.729601
2906,   0.7814, 0.730522
2907,   0.7814, 0.729391
2908,   0.7814, 0.730447
2909,   0.7814, 0.730191
2910,   0.7814, 0.733861
2911,   0.7814,  0.73137
2912,   0.7814, 0.727793
2913,   0.7814, 0.727068
2914,   0.7814, 0.731672
2915,   0.7814, 0.731731
2916,   0.7814, 0.730769
2917,   0.7814, 0.731347
2918,   0.7814,  0.73187
2919,   0.7814, 0.730892
2920,   0.7814, 0.732052
2921,   0.7814, 0.730779
2922,   0.7814, 0.731913
2923,   0.7814, 0.730978
2924,   0.7814, 0.728326
2925,   0.7814, 0.730901
2926,   0.7814, 0.727636
2927,   0.7814, 0.728993
2928,   0.7814, 0.730449
2929,   0.7814, 0.733094
2930,   0.7814, 0.725107
2931,   0.7814, 0.728856
2932,   0.7814, 0.728829
2933,   0.7814, 0.726737
2934,   0.7814, 0.731021
2935,   0.7814, 0.724873
2936,   0.7814,   0.7237
2937,   0.7814, 0.727488
2938,   0.7814, 0.727397
2939,   0.7814, 0.728861
2940,   0.7814, 0.727507
2941,   0.7814, 0.730489
2942,   0.7814,  0.73021
2943,   0.7814, 0.730521
2944,   0.7814, 0.730544
2945,   0.7814, 0.730707
2946,   0.7814, 0.729098
2947,   0.7814,  0.73155
2948,   0.7814, 0.728834
2949,   0.7814, 0.729931
2950,   0.7814, 0.729022
2951,   0.7814, 0.731954
2952,   0.7814, 0.730987
2953,   0.7814, 0.728518
2954,   0.7814, 0.730428
2955,   0.7814, 0.727243
2956,   0.7814, 0.731547
2957,   0.7814, 0.728855
2958,   0.7814, 0.728496
2959,   0.7814, 0.730319
2960,   0.7814, 0.730449
2961,   0.7814, 0.730846
2962,   0.7814, 0.731322
2963,   0.7814, 0.728261
2964,   0.7814, 0.730484
2965,   0.7814, 0.725623
2966,   0.7814, 0.728464
2967,   0.7814, 0.725876
2968,   0.7814, 0.730596
2969,   0.7814, 0.729886
2970,   0.7814, 0.730958
2971,   0.7814, 0.730457
2972,   0.7814, 0.727558
2973,   0.7814, 0.731866
2974,   0.7814,   0.7289
2975,   0.7814, 0.727934
2976,   0.7814,  0.72832
2977,   0.7814, 0.730598
2978,   0.7814, 0.730133
2979,   0.7814, 0.732713
2980,   0.7814, 0.730748
2981,   0.7814, 0.727998
2982,   0.7814, 0.727963
2983,   0.7814,  0.73081
2984,   0.7814, 0.728824
2985,   0.7814, 0.729091
2986,   0.7814, 0.732025
2987,   0.7814, 0.729789
2988,   0.7814, 0.728314
2989,   0.7814, 0.729615
2990,   0.7814, 0.728107
2991,   0.7814, 0.730781
2992,   0.7814, 0.729935
2993,   0.7814, 0.730667
2994,   0.7814,   0.7317
2995,   0.7814, 0.727676
2996,   0.7814, 0.729153
2997,   0.7814, 0.728929
2998,   0.7814, 0.732327
2999,   0.7814, 0.730407
3000,   0.7814, 0.733126
3001,   0.7814, 0.729316
3002,   0.7816, 0.730286
3003,   0.7816, 0.728683
3004,   0.7816, 0.730376
3005,   0.7816, 0.728691
3006,   0.7816, 0.728596
3007,   0.7816, 0.727454
3008,   0.7816, 0.729711
3009,   0.7816, 0.730944
3010,   0.7816, 0.731141
3011,   0.7816,  0.72887
3012,   0.7816,   0.7302
3013,   0.7817, 0.726568
3014,   0.7817, 0.727835
3015,   0.7817, 0.728694
3016,   0.7817, 0.729849
3017,   0.7817, 0.728155
3018,   0.7817, 0.731718
3019,   0.7817, 0.730287
3020,   0.7817, 0.731429
3021,   0.7817, 0.729878
3022,   0.7817, 0.726229
3023,   0.7817, 0.731357
3024,   0.7817, 0.729549
3025,   0.7817, 0.732479
3026,   0.7817, 0.729542
3027,   0.7817, 0.729995
3028,   0.7817, 0.727897
3029,   0.7817, 0.729411
3030,   0.7817, 0.730587
3031,   0.7817, 0.731242
3032,   0.7817, 0.730974
3033,   0.7817, 0.729399
3034,   0.7817, 0.731869
3035,   0.7817, 0.730071
3036,   0.7817, 0.731846
3037,   0.7817,  0.73016
3038,   0.7817, 0.732397
3039,   0.7817, 0.729195
3040,   0.7817, 0.727372
3041,   0.7817, 0.728903
3042,   0.7817, 0.729775
3043,   0.7817, 0.729853
3044,   0.7817, 0.728118
3045,   0.7817, 0.726976
3046,   0.7817, 0.728586
3047,   0.7817, 0.729113
3048,   0.7817,  0.73059
3049,   0.7817, 0.728602
3050,   0.7817,  0.73075
3051,   0.7817, 0.729456
3052,   0.7817, 0.732137
3053,   0.7817, 0.730452
3054,   0.7817, 0.729306
3055,   0.7817,  0.72895
3056,   0.7817, 0.731117
3057,   0.7817, 0.732904
3058,   0.7817, 0.730908
3059,   0.7817, 0.727848
3060,   0.7817, 0.728062
3061,   0.7817, 0.727246
3062,   0.7817, 0.731048
3063,   0.7817, 0.732005
3064,   0.7817, 0.733455
3065,   0.7817, 0.731805
3066,   0.7817, 0.730425
3067,   0.7817, 0.731729
3068,   0.7817,  0.73065
3069,   0.7817, 0.727664
3070,   0.7817, 0.729182
3071,   0.7817, 0.729256
3072,   0.7817, 0.731585
3073,   0.7817, 0.729366
3074,   0.7817,  0.72978
3075,   0.7817, 0.731872
3076,   0.7817,  0.73227
3077,   0.7817, 0.731587
3078,   0.7817,   0.7317
3079,   0.7817, 0.730506
3080,   0.7817, 0.731027
3081,   0.7817, 0.729466
3082,   0.7817, 0.726765
3083,   0.7817, 0.730462
3084,   0.7817, 0.729896
3085,   0.7817, 0.731534
3086,   0.7817, 0.731414
3087,   0.7817, 0.729791
3088,   0.7817, 0.729073
3089,   0.7817, 0.727745
3090,   0.7817, 0.728509
3091,   0.7817, 0.731689
3092,   0.7817, 0.731106
3093,   0.7817, 0.732558
3094,   0.7817, 0.728052
3095,   0.7817, 0.730883
3096,   0.7817, 0.732099
3097,   0.7817, 0.732355
3098,   0.7817, 0.728737
3099,   0.7817, 0.732097
3100,   0.7817, 0.731246
3101,   0.7817, 0.727279
3102,   0.7817, 0.727664
3103,   0.7817, 0.728139
3104,   0.7817, 0.729656
3105,   0.7817, 0.730085
3106,   0.7817, 0.731569
3107,   0.7817, 0.731943
3108,   0.7817,  0.73107
3109,   0.7817, 0.727989
3110,   0.7817, 0.729353
3111,   0.7817, 0.732243
3112,   0.7817,  0.73146
3113,   0.7817, 0.728942
3114,   0.7817, 0.730724
3115,   0.7817, 0.729853
3116,   0.7817, 0.728911
3117,   0.7817, 0.731934
3118,   0.7817, 0.730688
3119,   0.7817, 0.730198
3120,   0.7817, 0.729094
3121,   0.7817, 0.731092
3122,   0.7818, 0.730149
3123,   0.7818,   0.7301
3124,   0.7818, 0.730358
3125,   0.7818, 0.729371
3126,   0.7818, 0.730673
3127,   0.7818, 0.731449
3128,   0.7818, 0.730367
3129,   0.7818, 0.733079
3130,   0.7818, 0.731324
3131,   0.7818, 0.729302
3132,    0.782, 0.728726
3133,    0.782, 0.729391
3134,    0.782, 0.731319
3135,    0.782, 0.727775
3136,    0.782, 0.730905
3137,    0.782, 0.731409
3138,    0.782, 0.731157
3139,    0.782, 0.733663
3140,    0.782, 0.730605
3141,    0.782, 0.733031
3142,    0.782, 0.730329
3143,    0.782, 0.733296
3144,    0.782, 0.732136
3145,    0.782, 0.731369
3146,    0.782,  0.73086
3147,    0.782, 0.730946
3148,   0.7821, 0.732343
3149,   0.7835, 0.730991
3150,   0.7835, 0.732464
3151,   0.7835, 0.730673
3152,   0.7835, 0.730823
3153,   0.7835, 0.732424
3154,   0.7835, 0.730796
3155,   0.7835, 0.728026
3156,   0.7835,  0.72775
3157,   0.7835, 0.727364
3158,   0.7835, 0.726501
3159,   0.7835, 0.726105
3160,   0.7835, 0.728705
3161,   0.7835, 0.730944
3162,   0.7835, 0.730355
3163,   0.7835, 0.731636
3164,   0.7835, 0.730881
3165,   0.7835, 0.731235
3166,   0.7835, 0.729844
3167,   0.7835, 0.730608
3168,   0.7835, 0.729402
3169,   0.7835, 0.733406
3170,   0.7835,  0.72944
3171,   0.7835, 0.728221
3172,   0.7835, 0.728783
3173,   0.7835, 0.730363
3174,   0.7835, 0.727175
3175,   0.7835, 0.727393
3176,   0.7835, 0.729685
3177,   0.7835, 0.730153
3178,   0.7835, 0.731777
3179,   0.7835, 0.730694
3180,   0.7835, 0.727278
3181,   0.7835, 0.731393
3182,   0.7835, 0.731166
3183,   0.7835, 0.732423
3184,   0.7835, 0.729116
3185,   0.7835, 0.729537
3186,   0.7835,  0.73054
3187,   0.7835, 0.730687
3188,   0.7835, 0.730296
3189,   0.7835, 0.730461
3190,   0.7842,  0.73074
3191,   0.7842, 0.731632
3192,   0.7842, 0.731605
3193,   0.7842, 0.729548
3194,   0.7842, 0.729384
3195,   0.7842, 0.729877
3196,   0.7842,   0.7291
3197,   0.7842, 0.730302
3198,   0.7842, 0.731516
3199,   0.7842, 0.730464
3200,   0.7845, 0.732031
3201,   0.7845, 0.728818
3202,   0.7846, 0.733933
3203,   0.7846,  0.72937
3204,   0.7846, 0.730265
3205,   0.7846, 0.730406
3206,   0.7858, 0.731218
3207,   0.7858, 0.730226
3208,   0.7858, 0.731349
3209,   0.7858, 0.732537
3210,   0.7858, 0.730438
3211,   0.7858, 0.729633
3212,   0.7858,   0.7297
3213,   0.7858,  0.73061
3214,   0.7858, 0.731158
3215,   0.7858, 0.732189
3216,   0.7858, 0.730351
3217,   0.7867,  0.73135
3218,   0.7867, 0.732051
3219,   0.7867, 0.732829
3220,   0.7867, 0.732098
3221,   0.7867, 0.732413
3222,   0.7867, 0.730614
3223,   0.7867, 0.730948
3224,   0.7867, 0.731877
3225,   0.7867, 0.731817
3226,   0.7867, 0.732585
3227,   0.7867, 0.731687
3228,   0.7867, 0.734306
3229,   0.7875, 0.732042
3230,   0.7875,  0.73586
3231,   0.7889, 0.736969
3232,   0.7889, 0.732875
3233,   0.7889, 0.734845
3234,   0.7889, 0.735736
3235,   0.7889, 0.732021
3236,   0.7889, 0.729793
3237,   0.7889, 0.730977
3238,   0.7893, 0.733739
3239,   0.7893, 0.735146
3240,   0.7893, 0.734768
3241,   0.7893, 0.734543
3242,   0.7893, 0.736552
3243,   0.7893,  0.73311
3244,   0.7893, 0.731253
3245,   0.7893, 0.735334
3246,   0.7893, 0.732326
3247,   0.7893, 0.735529
3248,   0.7893, 0.734672
3249,   0.7893, 0.735016
3250,   0.7893, 0.732515
3251,   0.7893, 0.734242
3252,   0.7893, 0.732183
3253,   0.7893, 0.732614
3254,   0.7893,  0.73301
3255,   0.7893, 0.736305
3256,   0.7893, 0.736094
3257,   0.7893, 0.733222
3258,   0.7893, 0.735688
3259,   0.7893, 0.734334
3260,   0.7893, 0.736094
3261,   0.7893, 0.736314
3262,   0.7893, 0.735703
3263,   0.7893, 0.737053
3264,   0.7893, 0.735074
3265,   0.7893, 0.731955
3266,   0.7895,  0.73141
3267,   0.7895, 0.731246
3268,   0.7895, 0.731216
3269,   0.7895, 0.733475
3270,   0.7895, 0.734053
3271,   0.7895, 0.737638
3272,   0.7895, 0.731654
3273,   0.7895, 0.735215
3274,   0.7895, 0.731447
3275,   0.7898, 0.733039
3276,   0.7898, 0.733929
3277,   0.7898, 0.733136
3278,   0.7898, 0.734887
3279,   0.7898, 0.735727
3280,   0.7898, 0.736584
3281,   0.7898, 0.734963
3282,   0.7898, 0.736718
3283,   0.7898, 0.733653
3284,   0.7898,  0.73647
3285,   0.7898, 0.735211
3286,   0.7898, 0.739121
3287,   0.7898, 0.735953
3288,   0.7898, 0.733716
3289,   0.7898, 0.733384
3290,   0.7903, 0.736212
3291,   0.7903,  0.73632
3292,   0.7913, 0.734175
3293,   0.7913, 0.732423
3294,   0.7913, 0.733876
3295,   0.7913, 0.735572
3296,   0.7913, 0.733905
3297,   0.7913, 0.734869
3298,   0.7913, 0.736635
3299,   0.7913, 0.736853
3300,   0.7913, 0.735257
3301,   0.7913, 0.735859
3302,   0.7913, 0.733024
3303,   0.7913, 0.735938
3304,   0.7913, 0.738545
3305,   0.7913, 0.737801
3306,   0.7913, 0.738821
3307,   0.7913, 0.733612
3308,   0.7913, 0.736955
3309,   0.7913,  0.73749
3310,   0.7913, 0.736748
3311,   0.7913, 0.735766
3312,   0.7913, 0.734719
3313,   0.7913, 0.732825
3314,   0.7913, 0.733514
3315,   0.7913, 0.734405
3316,   0.7913, 0.735856
3317,   0.7913, 0.733518
3318,   0.7913,  0.73558
3319,   0.7913, 0.738193
3320,   0.7913, 0.737041
3321,   0.7913, 0.735933
3322,   0.7913, 0.734164
3323,   0.7915, 0.734384
3324,   0.7915,  0.73537
3325,   0.7915, 0.733436
3326,   0.7915, 0.734472
3327,   0.7915, 0.736364
3328,   0.7915, 0.733625
3329,   0.7915, 0.737849
3330,   0.7915, 0.734585
3331,   0.7915,  0.73544
3332,   0.7941, 0.738472
3333,   0.7941, 0.733472
3334,   0.7941, 0.736121
3335,   0.7941,  0.73773
3336,   0.7941,  0.73297
3337,   0.7941, 0.738551
3338,   0.7941, 0.738384
3339,   0.7941, 0.739241
3340,   0.7944, 0.739792
3341,   0.7944, 0.737085
3342,   0.7944, 0.736095
3343,   0.7944, 0.742098
3344,   0.7944, 0.738256
3345,   0.7952,  0.73748
3346,   0.7952,  0.73677
3347,   0.7952, 0.734823
3348,   0.7952, 0.736869
3349,   0.7952, 0.738791
3350,   0.7952, 0.744268
3351,   0.7952, 0.740064
3352,   0.7952,  0.73998
3353,   0.7952,  0.74218
3354,   0.7952, 0.736737
3355,   0.7952, 0.738813
3356,   0.7952, 0.739864
3357,   0.7952,  0.74144
3358,   0.7952, 0.743106
3359,   0.7961, 0.745655
3360,   0.7961, 0.743575
3361,   0.7961, 0.744251
3362,   0.7961, 0.743447
3363,   0.7961, 0.742724
3364,   0.7965, 0.740556
3365,   0.7965, 0.741462
3366,   0.7965, 0.740888
3367,   0.7965,  0.74634
3368,   0.7965, 0.742066
3369,   0.7965,  0.73996
3370,   0.7965, 0.744375
3371,   0.7969,  0.74382
3372,   0.7969,  0.74467
3373,   0.7969, 0.745454
3374,   0.7969, 0.738863
3375,   0.7969, 0.743803
3376,   0.7969, 0.742383
3377,   0.7969, 0.743909
3378,   0.7969, 0.744312
3379,   0.7969, 0.742188
3380,   0.7969, 0.743099
3381,   0.7969, 0.743823
3382,   0.7969, 0.743757
3383,   0.7969, 0.742936
3384,   0.7969, 0.744531
3385,   0.7969, 0.743252
3386,   0.7973, 0.746191
3387,   0.7973, 0.741064
3388,   0.7973, 0.742469
3389,   0.7973, 0.746878
3390,   0.7973, 0.740339
3391,   0.7973, 0.743657
3392,   0.7973, 0.740555
3393,   0.7973, 0.742922
3394,   0.7973, 0.746017
3395,   0.7973, 0.742005
3396,   0.7973, 0.746704
3397,   0.7973, 0.743207
3398,   0.7973, 0.742128
3399,   0.7973, 0.737631
3400,   0.7973, 0.741287
3401,   0.7973, 0.741418
3402,   0.7973, 0.738671
3403,   0.7978, 0.746054
3404,   0.7978, 0.745645
3405,    0.798, 0.740239
3406,    0.798, 0.740415
3407,    0.798, 0.744134
3408,    0.798,  0.74223
3409,    0.798, 0.741612
3410,    0.798, 0.742828
3411,    0.798, 0.741946
3412,    0.798, 0.742775
3413,    0.798, 0.741566
3414,    0.798, 0.741923
3415,    0.798, 0.745029
3416,    0.798, 0.743663
3417,    0.798,  0.74183
3418,    0.798, 0.742758
3419,    0.798, 0.742884
3420,    0.798, 0.743661
3421,    0.798, 0.741771
3422,    0.798,  0.74126
3423,    0.798, 0.740136
3424,    0.798, 0.743265
3425,    0.798, 0.745496
3426,    0.798, 0.742689
3427,    0.798, 0.745271
3428,    0.798, 0.746457
3429,    0.798, 0.744369
3430,    0.798, 0.741261
3431,    0.798, 0.742696
3432,    0.798, 0.741159
3433,    0.798, 0.740936
3434,    0.798, 0.744506
3435,    0.798, 0.744314
3436,    0.798,   0.7437
3437,    0.798, 0.739286
3438,    0.798, 0.744902
3439,    0.798, 0.742683
3440,    0.798,  0.74429
3441,    0.798, 0.741476
3442,    0.798, 0.742247
3443,    0.798, 0.743567
3444,    0.798, 0.744952
3445,    0.798, 0.744156
3446,    0.798, 0.745412
3447,    0.798, 0.742922
3448,    0.798, 0.745451
3449,    0.798, 0.746007
3450,    0.798, 0.742958
3451,    0.798, 0.743395
3452,    0.798, 0.742221
3453,    0.798, 0.742953
3454,    0.798, 0.742916
3455,    0.798, 0.742939
3456,    0.798, 0.741414
3457,    0.798, 0.742184
3458,    0.798, 0.739345
3459,    0.798, 0.741999
3460,    0.798, 0.743592
3461,    0.798,  0.74354
3462,    0.798,   0.7435
3463,    0.798, 0.742468
3464,    0.798, 0.740423
3465,    0.798, 0.742625
3466,    0.798, 0.742444
3467,    0.798, 0.741926
3468,    0.798, 0.743339
3469,    0.798, 0.742552
3470,    0.798,  0.74174
3471,    0.798, 0.741962
3472,    0.798, 0.744075
3473,    0.798, 0.741583
3474,    0.798, 0.739274
3475,    0.798, 0.742469
3476,    0.798, 0.740997
3477,    0.798,  0.74288
3478,    0.798, 0.740304
3479,    0.798, 0.739798
3480,    0.798, 0.741579
3481,    0.798, 0.745564
3482,    0.798, 0.741131
3483,    0.798, 0.739257
3484,    0.798, 0.744228
3485,   0.7984, 0.745047
3486,   0.7984, 0.741325
3487,   0.7984, 0.742553
3488,   0.7984,  0.74284
3489,   0.7984, 0.746141
3490,   0.7984, 0.744896
3491,   0.7984, 0.744368
3492,   0.7984, 0.743056
3493,   0.7984,   0.7445
3494,   0.7984, 0.737765
3495,   0.7984, 0.741472
3496,   0.7984, 0.743309
3497,   0.7984, 0.745604
3498,   0.7984, 0.746146
3499,   0.7984, 0.743265
3500,   0.7984, 0.742812
3501,   0.7984, 0.744142
3502,   0.7984, 0.743954
3503,   0.7984, 0.745382
3504,   0.7984, 0.746074
3505,   0.7984, 0.745801
3506,   0.7984, 0.746085
3507,   0.7984, 0.740298
3508,   0.7984, 0.742334
3509,   0.7984,  0.74295
3510,   0.7984, 0.740687
3511,   0.7984, 0.741211
3512,    0.799, 0.743113
3513,    0.799, 0.744448
3514,    0.799, 0.746674
3515,    0.799, 0.744255
3516,    0.799, 0.744375
3517,    0.799, 0.742217
3518,    0.799, 0.741064
3519,    0.799, 0.741014
3520,    0.799, 0.744114
3521,    0.799, 0.743275
3522,    0.799, 0.742521
3523,    0.799, 0.743234
3524,    0.799, 0.743144
3525,    0.799, 0.743516
3526,    0.799, 0.743882
3527,    0.799,  0.74559
3528,    0.799, 0.747742
3529,    0.799, 0.744921
3530,    0.799, 0.741193
3531,    0.799, 0.744076
3532,    0.799, 0.748851
3533,    0.799, 0.743926
3534,    0.799, 0.740946
3535,    0.799, 0.742894
3536,    0.799, 0.746141
3537,    0.799, 0.740096
3538,    0.799, 0.744299
3539,    0.799, 0.741536
3540,    0.799, 0.739319
3541,    0.799, 0.745811
3542,    0.799, 0.741321
3543,    0.799, 0.745582
3544,    0.799, 0.743007
3545,    0.799, 0.743025
3546,    0.799, 0.740925
3547,    0.799, 0.740867
3548,   0.7993,  0.74176
3549,   0.7993, 0.742733
3550,   0.7997,  0.74512
3551,   0.7997, 0.743797
3552,   0.7997, 0.745782
3553,   0.7997,  0.74459
3554,   0.7997, 0.743238
3555,   0.7997, 0.745225
3556,   0.7997, 0.743099
3557,   0.7997, 0.739918
3558,   0.7997, 0.743482
3559,   0.7997, 0.746213
3560,   0.7997,  0.74649
3561,      0.8, 0.747999
3562,      0.8, 0.749093
3563,      0.8, 0.744139
3564,      0.8, 0.743677
3565,      0.8, 0.746439
3566,      0.8,  0.74347
3567,      0.8, 0.741755
3568,      0.8, 0.743614
3569,      0.8, 0.743516
3570,      0.8,   0.7425
3571,      0.8, 0.741482
3572,   0.8002, 0.741145
3573,   0.8002, 0.743585
3574,   0.8002, 0.742661
3575,   0.8002, 0.747698
3576,   0.8002,  0.74096
3577,   0.8002, 0.743786
3578,   0.8002, 0.744069
3579,   0.8002, 0.745381
3580,   0.8002, 0.746143
3581,   0.8002, 0.740296
3582,   0.8002, 0.742944
3583,   0.8002, 0.745776
3584,   0.8002, 0.745166
3585,   0.8002, 0.745247
3586,   0.8002, 0.743673
3587,   0.8004, 0.740943
3588,   0.8004, 0.741563
3589,   0.8004,  0.74206
3590,   0.8004, 0.743662
3591,   0.8004, 0.743306
3592,   0.8008, 0.745404
3593,   0.8008, 0.743858
3594,   0.8008, 0.746891
3595,   0.8008, 0.746677
3596,   0.8008, 0.742516
3597,   0.8008, 0.744751
3598,   0.8008, 0.744393
3599,   0.8008, 0.742406
3600,   0.8013, 0.745101
3601,   0.8013, 0.744524
3602,   0.8013, 0.742876
3603,   0.8013, 0.741949
3604,   0.8013, 0.745021
3605,   0.8013, 0.744703
3606,   0.8013, 0.744416
3607,   0.8013, 0.746352
3608,   0.8013, 0.744573
3609,   0.8013, 0.743467
3610,   0.8013, 0.740934
3611,   0.8013, 0.744254
3612,   0.8013, 0.743105
3613,   0.8013, 0.742222
3614,   0.8013, 0.742442
3615,   0.8013, 0.744483
3616,   0.8013,  0.74306
3617,   0.8013, 0.745977
3618,   0.8013, 0.747702
3619,   0.8013, 0.743036
3620,   0.8013, 0.742332
3621,   0.8013,  0.74255
3622,   0.8013, 0.742106
3623,   0.8013, 0.743073
3624,   0.8013, 0.744883
3625,   0.8013, 0.747189
3626,   0.8013, 0.743929
3627,   0.8013, 0.744325
3628,   0.8013, 0.743001
3629,   0.8013, 0.743343
3630,   0.8013, 0.745114
3631,   0.8013, 0.741876
3632,   0.8013, 0.743816
3633,   0.8013, 0.743088
3634,   0.8013, 0.738815
3635,   0.8013, 0.740918
3636,   0.8013, 0.747522
3637,   0.8013, 0.746499
3638,   0.8015, 0.746099
3639,   0.8015,  0.74735
3640,   0.8015,  0.74496
3641,   0.8015, 0.749373
3642,   0.8015, 0.744427
3643,    0.802, 0.742608
3644,    0.802, 0.747059
3645,    0.802,  0.74626
3646,    0.802, 0.744248
3647,    0.802, 0.741481
3648,    0.802, 0.743334
3649,    0.802, 0.747254
3650,    0.802, 0.747281
3651,    0.802, 0.745165
3652,    0.802, 0.741381
3653,    0.802, 0.746795
3654,    0.802, 0.742182
3655,    0.802, 0.747938
3656,    0.802,  0.74416
3657,    0.802, 0.744589
3658,    0.802,  0.74615
3659,    0.802, 0.742033
3660,    0.802, 0.744998
3661,    0.802, 0.741576
3662,    0.802, 0.745994
3663,    0.802, 0.747319
3664,    0.802, 0.746808
3665,    0.802, 0.745392
3666,    0.802, 0.745404
3667,    0.802, 0.744686
3668,    0.802,  0.74792
3669,    0.802, 0.745784
3670,    0.802, 0.747411
3671,    0.802, 0.748139
3672,    0.802, 0.745369
3673,    0.802, 0.745993
3674,    0.802, 0.749561
3675,    0.802, 0.751055
3676,    0.802, 0.748824
3677,    0.802, 0.747262
3678,    0.802,  0.74673
3679,    0.802, 0.745897
3680,    0.802, 0.743622
3681,    0.802, 0.748753
3682,    0.802, 0.741996
3683,    0.802, 0.747624
3684,    0.802, 0.745096
3685,    0.802, 0.746365
3686,    0.802, 0.746189
3687,    0.802, 0.745524
3688,   0.8023, 0.748224
3689,   0.8023, 0.751495
3690,   0.8023, 0.747293
3691,   0.8023, 0.747082
3692,   0.8023, 0.742639
3693,   0.8023, 0.745116
3694,   0.8023, 0.743978
3695,   0.8023, 0.746125
3696,   0.8023,   0.7442
3697,   0.8023, 0.746632
3698,   0.8023, 0.744601
3699,   0.8023, 0.746027
3700,   0.8023, 0.746022
3701,   0.8023, 0.746828
3702,   0.8023, 0.745466
3703,   0.8023, 0.741057
3704,   0.8023, 0.743492
3705,   0.8023, 0.741668
3706,   0.8023, 0.741711
3707,   0.8023, 0.744629
3708,   0.8023, 0.746291
3709,   0.8023, 0.745048
3710,   0.8023, 0.745574
3711,   0.8023, 0.744007
3712,   0.8023, 0.748707
3713,   0.8023, 0.741777
3714,   0.8023, 0.746143
3715,   0.8023, 0.746804
3716,   0.8023, 0.744198
3717,   0.8023, 0.744121
3718,   0.8023, 0.740231
3719,   0.8023, 0.745799
3720,   0.8023, 0.745343
3721,   0.8023, 0.743788
3722,   0.8023,  0.74438
3723,   0.8023,  0.74534
3724,   0.8023, 0.748952
3725,   0.8023, 0.742848
3726,   0.8023,  0.74524
3727,   0.8023, 0.746233
3728,   0.8023,  0.74395
3729,   0.8023, 0.742881
3730,   0.8023, 0.746571
3731,   0.8023, 0.745889
3732,   0.8026, 0.742165
3733,   0.8026, 0.746054
3734,   0.8026, 0.744897
3735,   0.8026, 0.747696
3736,   0.8026, 0.741731
